"Geography_Code","NM_1564_1_0","NM_1564_1_1","NM_1564_1_2","NM_1564_1_3","NM_1564_1_4","NM_1564_1_5","NM_1564_1_6","NM_1564_1_7"
"N00001893",207,67,35,30,12,26,31,6
"N00001894",273,131,32,32,10,25,32,11
"N00001895",285,118,39,37,10,26,44,11
"N00001896",457,168,55,58,17,35,111,13
"N00001897",237,61,30,41,17,34,49,5
"N00001898",227,67,27,31,21,23,43,15
"N00001899",175,72,28,28,6,14,21,6
"N00001900",284,60,25,38,20,32,98,11
"N00001901",305,61,34,45,25,51,81,8
"N00001902",344,60,38,56,22,55,103,10
"N00001903",310,30,23,53,6,46,135,17
"N00001904",207,37,15,45,9,30,64,7
"N00001905",220,61,19,43,16,15,48,18
"N00001906",272,62,36,28,18,34,81,13
"N00001907",279,75,36,39,25,41,58,5
"N00001908",266,102,29,44,14,37,36,4
"N00001909",270,56,41,47,18,44,55,9
"N00001910",308,29,28,60,26,45,110,10
"N00001911",229,70,29,33,7,25,55,10
"N00001912",351,67,30,47,10,44,141,12
"N00001913",244,51,18,23,13,32,98,9
"N00001914",258,32,21,30,13,27,122,13
"N00001915",524,62,44,68,12,63,255,20
"N00001916",218,39,21,29,9,17,93,10
"N00001917",254,52,23,43,10,20,94,12
"N00001918",206,47,17,18,11,25,81,7
"N00001919",230,93,31,36,17,23,22,8
"N00001920",277,66,32,45,22,35,60,17
"N00001921",212,94,38,29,10,19,16,6
"N00001922",246,87,33,39,21,25,39,2
"N00001923",193,85,30,36,10,11,16,5
"N00001924",251,89,47,45,6,21,34,9
"N00001925",217,87,23,37,17,24,15,14
"N00001926",253,115,43,39,7,24,20,5
"N00001927",182,60,22,27,6,21,41,5
"N00001928",193,86,31,29,10,13,15,9
"N00001929",360,74,40,40,26,42,128,10
"N00001930",198,56,33,36,10,25,29,9
"N00001931",211,70,37,18,24,18,36,8
"N00001932",233,59,27,41,9,39,45,13
"N00001933",247,60,41,34,15,33,49,15
"N00001934",230,54,35,34,8,23,64,12
"N00001935",279,28,15,38,6,29,156,7
"N00001936",244,38,26,28,7,39,96,10
"N00001937",248,47,16,32,6,30,105,12
"N00001938",251,92,29,34,16,29,36,15
"N00001939",243,78,23,31,4,29,68,10
"N00001940",293,46,28,47,11,27,125,9
"N00001941",243,49,22,37,8,31,85,11
"N00001942",359,72,32,62,14,49,113,17
"N00001943",344,109,36,48,14,41,88,8
"N00001944",294,98,26,33,13,30,83,11
"N00001945",358,107,44,53,10,45,88,11
"N00001946",289,102,31,35,14,31,63,13
"N00001947",349,114,55,49,14,38,70,9
"N00001948",146,54,30,20,3,19,16,4
"N00001949",548,82,45,80,13,71,244,13
"N00001950",193,83,20,29,8,15,29,9
"N00001951",211,40,17,31,6,17,94,6
"N00001952",230,43,25,32,11,27,83,9
"N00001953",170,77,17,22,6,16,29,3
"N00001954",220,32,19,31,7,18,101,12
"N00001955",242,53,15,35,7,27,94,11
"N00001956",144,60,29,27,2,12,12,2
"N00001957",230,71,39,40,8,28,39,5
"N00001958",230,99,47,34,9,17,19,5
"N00001959",193,90,28,31,3,19,17,5
"N00001960",230,104,39,44,4,20,12,7
"N00001961",299,91,49,52,11,43,47,6
"N00001962",171,51,20,25,9,21,38,7
"N00001963",119,61,18,25,1,9,4,1
"N00001964",196,90,39,40,4,9,11,3
"N00001965",250,48,28,39,14,26,86,9
"N00001966",340,110,50,54,12,40,56,18
"N00001967",384,116,54,48,20,46,83,17
"N00001968",252,135,28,32,11,15,24,7
"N00001969",449,90,37,77,21,56,157,11
"N00001970",234,88,23,32,19,16,49,7
"N00001971",330,99,35,47,10,38,89,12
"N00001972",262,54,28,37,12,32,92,7
"N00001973",283,139,32,39,7,15,33,18
"N00001974",164,65,28,29,2,17,17,6
"N00001975",319,147,26,42,11,27,46,20
"N00001976",368,160,46,50,14,29,39,30
"N00001977",206,75,23,36,6,23,27,16
"N00001978",257,108,31,41,8,29,28,12
"N00001979",227,110,32,30,4,19,22,10
"N00001980",230,100,36,22,4,19,12,37
"N00001981",223,109,38,28,5,9,25,9
"N00001982",570,154,92,113,17,74,93,27
"N00001983",208,83,33,29,7,20,23,13
"N00001984",261,91,47,35,8,34,38,8
"N00001985",195,92,27,34,7,18,9,8
"N00001986",383,180,49,55,9,28,42,20
"N00001987",296,102,44,55,7,37,40,11
"N00001988",267,136,31,44,11,23,15,7
"N00001989",259,59,40,54,9,33,58,6
"N00001990",197,90,29,33,11,17,10,7
"N00001991",224,108,41,42,4,11,13,5
"N00001992",196,83,30,39,11,17,8,8
"N00001993",213,117,30,24,5,17,10,10
"N00001994",290,84,24,56,15,38,61,12
"N00001995",277,110,25,46,9,25,53,9
"N00001996",280,121,28,29,16,25,46,15
"N00001997",307,96,35,31,15,36,82,12
"N00001998",225,71,27,20,4,23,70,10
"N00001999",1036,84,89,148,21,338,328,28
"N00002000",263,36,19,51,11,28,105,13
"N00002001",302,91,24,52,8,32,82,13
"N00002002",251,88,17,47,6,32,58,3
"N00002003",246,76,25,30,6,25,77,7
"N00002004",303,97,29,38,13,35,76,15
"N00002005",170,50,18,22,7,15,49,9
"N00002006",223,86,19,25,16,16,55,6
"N00002007",205,60,21,29,12,17,59,7
"N00002008",512,212,56,68,20,41,80,35
"N00002009",234,96,25,20,11,29,43,10
"N00002010",330,85,51,56,26,29,72,11
"N00002011",421,112,53,71,23,41,103,18
"N00002012",368,138,47,59,19,35,63,7
"N00002013",257,103,36,38,14,21,33,12
"N00002014",726,136,70,124,29,81,260,26
"N00002015",240,55,33,45,9,14,74,10
"N00002016",202,84,25,31,6,22,26,8
"N00002017",256,58,28,39,13,27,82,9
"N00002018",1076,202,109,171,33,141,357,63
"N00002019",214,52,19,22,8,31,76,6
"N00002020",245,65,29,33,6,27,74,11
"N00002021",329,107,32,47,25,35,75,8
"N00002022",300,89,30,38,21,34,73,15
"N00002023",370,108,18,67,20,58,89,10
"N00002024",363,82,41,77,23,40,88,12
"N00002025",208,94,17,32,13,17,30,5
"N00002026",312,127,39,48,11,30,37,20
"N00002027",208,90,32,26,7,21,27,5
"N00002028",896,134,118,175,27,136,275,31
"N00002029",441,80,52,67,16,60,143,23
"N00002030",260,104,43,41,13,17,25,17
"N00002031",277,46,39,54,9,37,81,11
"N00002032",391,77,39,52,9,58,151,5
"N00002033",211,59,29,37,8,17,54,7
"N00002034",269,51,27,51,10,38,83,9
"N00002035",279,64,38,39,9,31,88,10
"N00002036",296,100,31,38,13,31,69,14
"N00002037",433,97,50,67,18,60,124,17
"N00002038",310,87,32,45,14,37,83,12
"N00002039",243,136,38,24,8,12,19,6
"N00002040",285,87,49,41,11,26,63,8
"N00002041",270,77,26,56,6,31,64,10
"N00002042",244,29,15,30,7,20,127,16
"N00002043",288,77,30,30,6,29,93,23
"N00002044",478,105,47,71,19,52,166,18
"N00002045",366,139,29,36,8,36,91,27
"N00002046",228,57,17,44,10,21,70,9
"N00002047",189,68,16,19,9,14,58,5
"N00002048",178,64,16,12,8,20,46,12
"N00002049",198,42,18,25,7,35,62,9
"N00002050",168,61,17,28,7,19,26,10
"N00002051",431,126,41,41,13,57,135,18
"N00002052",199,38,15,33,5,36,62,10
"N00002053",197,76,26,30,6,23,28,8
"N00002054",369,128,38,53,17,30,85,18
"N00002055",378,140,42,50,18,42,78,8
"N00002056",365,108,42,50,19,43,98,5
"N00002057",330,95,35,41,20,49,79,11
"N00002058",443,134,49,59,22,60,99,20
"N00002059",220,96,32,30,9,21,23,9
"N00002060",800,282,73,103,23,69,194,56
"N00002061",556,143,54,81,22,45,186,25
"N00002062",186,60,27,22,9,20,38,10
"N00002063",308,31,15,39,11,70,132,10
"N00002064",606,79,41,83,10,159,214,20
"N00002065",239,23,18,24,11,38,112,13
"N00002066",306,68,23,41,6,37,121,10
"N00002067",907,89,46,88,13,346,274,51
"N00002068",214,39,20,27,6,25,92,5
"N00002069",327,87,39,56,7,34,93,11
"N00002070",839,144,106,175,28,124,229,33
"N00002071",274,74,26,32,13,30,95,4
"N00002072",229,53,34,46,9,35,45,7
"N00002073",226,102,23,39,9,25,21,7
"N00002074",679,183,97,117,33,82,143,24
"N00002075",292,54,56,49,14,41,65,13
"N00002076",185,68,23,24,8,22,30,10
"N00002077",206,67,27,25,10,27,44,6
"N00002078",221,99,25,36,6,21,27,7
"N00002079",557,175,74,82,17,54,133,22
"N00002080",254,107,33,48,9,26,20,11
"N00002081",240,128,31,25,5,21,25,5
"N00002082",1207,152,96,167,29,486,212,65
"N00002083",264,40,10,43,12,38,108,13
"N00002084",361,82,38,57,10,42,110,22
"N00002085",475,71,59,69,11,60,191,14
"N00002086",399,68,36,75,14,50,139,17
"N00002087",207,65,18,29,5,22,45,23
"N00002088",263,68,33,36,11,32,68,15
"N00002089",299,53,32,55,9,44,91,15
"N00002090",380,147,46,54,19,34,71,9
"N00002091",742,299,94,102,32,81,105,29
"N00002092",384,146,42,71,15,41,57,12
"N00002093",462,157,48,57,22,57,103,18
"N00002094",541,178,63,68,31,59,117,25
"N00002095",377,137,41,59,18,43,68,11
"N00002096",349,111,40,46,13,51,78,10
"N00002097",328,131,43,48,10,29,55,12
"N00002098",316,140,33,34,19,45,33,12
"N00002099",365,128,36,55,16,46,77,7
"N00002100",339,110,48,55,15,29,62,20
"N00002101",408,125,51,85,22,49,69,7
"N00002102",326,124,45,44,18,38,49,8
"N00002103",607,144,79,106,23,81,122,52
"N00002104",222,83,41,29,3,23,24,19
"N00002105",307,105,35,43,11,39,46,28
"N00002106",265,58,45,38,12,41,48,23
"N00002107",416,98,46,74,11,47,109,31
"N00002108",309,124,42,61,8,26,38,10
"N00002109",411,143,44,54,20,51,89,10
"N00002110",394,126,62,61,21,52,62,10
"N00002111",432,141,43,48,19,65,101,15
"N00002112",376,125,51,56,21,47,66,10
"N00002113",407,94,55,58,29,60,98,13
"N00002114",321,151,34,37,7,28,38,26
"N00002115",216,110,20,33,4,23,21,5
"N00002116",210,92,23,34,7,19,19,16
"N00002117",254,57,27,49,7,33,67,14
"N00002118",309,99,36,63,8,41,43,19
"N00002119",217,93,28,32,6,18,29,11
"N00002120",229,93,21,22,12,27,46,8
"N00002121",333,111,44,52,12,37,62,15
"N00002122",384,117,45,66,18,52,76,10
"N00002123",357,117,34,51,16,48,75,16
"N00002124",280,100,29,38,13,33,49,18
"N00002125",1025,343,107,149,45,108,216,57
"N00002126",344,105,44,48,11,48,74,14
"N00002127",616,198,79,90,28,63,131,27
"N00002128",614,180,82,96,21,78,113,44
"N00002129",834,292,99,133,28,80,114,88
"N00002130",328,112,26,34,11,30,64,51
"N00002131",322,107,31,61,5,27,81,10
"N00002132",296,99,31,45,16,44,46,15
"N00002133",385,117,41,65,18,41,91,12
"N00002134",276,92,29,53,8,29,57,8
"N00002135",375,136,43,55,22,37,72,10
"N00002136",237,78,38,38,6,27,35,15
"N00002137",232,100,29,37,5,36,22,3
"N00002138",262,114,18,34,9,27,40,20
"N00002139",527,115,83,85,16,69,107,52
"N00002140",227,56,22,34,9,25,68,13
"N00002141",195,93,28,29,5,21,11,8
"N00002142",184,83,29,26,9,23,8,6
"N00002143",350,120,44,63,17,46,51,9
"N00002144",429,135,55,65,17,51,80,26
"N00002145",372,118,44,46,19,59,79,7
"N00002146",320,110,29,51,18,36,62,14
"N00002147",310,129,45,41,5,30,40,20
"N00002148",326,91,40,60,9,35,76,15
"N00002149",320,95,36,53,12,37,72,15
"N00002150",266,89,29,33,14,26,66,9
"N00002151",257,103,24,36,10,23,48,13
"N00002152",299,112,36,50,7,39,35,20
"N00002153",367,121,33,66,10,58,69,10
"N00002154",313,98,33,69,16,39,51,7
"N00002155",398,108,36,74,20,52,96,12
"N00002156",315,119,44,38,7,30,63,14
"N00002157",219,120,25,28,4,16,20,6
"N00002158",348,113,38,63,9,44,69,12
"N00002159",398,113,35,68,20,50,102,10
"N00002160",297,88,33,40,16,34,75,11
"N00002161",383,130,34,51,23,37,92,16
"N00002162",358,127,33,50,14,42,82,10
"N00002163",405,87,58,71,15,64,98,12
"N00002164",256,98,31,29,12,37,40,9
"N00002165",273,63,34,57,13,34,62,10
"N00002166",304,102,45,34,8,31,65,19
"N00002167",287,96,26,27,14,29,62,33
"N00002168",314,135,27,43,7,27,66,9
"N00002169",383,113,44,58,19,44,78,27
"N00002170",259,108,39,42,10,22,29,9
"N00002171",408,79,37,56,21,72,124,19
"N00002172",443,99,46,75,24,72,110,17
"N00002173",377,94,24,60,10,60,122,7
"N00002174",400,127,44,61,22,39,91,16
"N00002175",541,111,58,81,31,73,176,11
"N00002176",430,102,46,70,20,62,107,23
"N00002177",451,98,43,73,19,66,142,10
"N00002178",380,103,50,58,15,55,85,14
"N00002179",271,63,33,60,7,34,48,26
"N00002180",176,67,18,25,5,22,25,14
"N00002181",487,80,53,85,10,82,151,26
"N00002182",310,91,31,46,13,33,84,12
"N00002183",253,92,30,19,4,16,46,46
"N00002184",194,84,21,19,6,19,20,25
"N00002185",354,129,39,35,8,32,50,61
"N00002186",180,63,20,27,2,8,26,34
"N00002187",224,65,19,29,6,20,42,43
"N00002188",155,80,14,19,5,15,13,9
"N00002189",187,92,21,21,8,12,16,17
"N00002190",373,116,60,67,10,33,60,27
"N00002191",169,72,26,20,3,10,11,27
"N00002192",382,100,46,61,15,51,92,17
"N00002193",194,89,41,15,8,17,10,14
"N00002194",185,90,25,22,5,12,23,8
"N00002195",239,85,34,33,7,22,41,17
"N00002196",452,105,50,72,13,73,114,25
"N00002197",468,94,71,102,27,56,90,28
"N00002198",235,118,20,33,9,24,19,12
"N00002199",259,100,55,36,11,15,22,20
"N00002200",326,135,40,50,6,22,47,26
"N00002201",202,112,29,23,5,9,16,8
"N00002202",393,128,44,39,19,27,78,58
"N00002203",935,179,102,158,33,122,304,37
"N00002204",344,76,41,49,11,42,109,16
"N00002205",541,85,50,93,23,71,203,16
"N00002206",257,62,28,36,13,41,66,11
"N00002207",243,75,35,40,12,21,45,15
"N00002208",264,100,34,23,14,33,43,17
"N00002209",275,71,36,50,14,46,51,7
"N00002210",323,77,22,66,15,42,89,12
"N00002211",210,94,16,40,7,18,22,13
"N00002212",197,61,35,34,5,22,26,14
"N00002213",585,139,83,100,24,78,113,48
"N00002214",294,86,46,57,5,31,58,11
"N00002215",234,81,37,32,11,22,34,17
"N00002216",230,103,27,29,7,13,34,17
"N00002217",208,84,22,22,14,22,35,9
"N00002218",194,77,30,22,5,25,25,10
"N00002219",194,85,28,27,8,15,22,9
"N00002220",388,125,52,56,11,35,78,31
"N00002221",367,180,46,63,11,20,29,18
"N00002222",224,97,33,27,6,21,11,29
"N00002223",109,45,12,14,2,11,14,11
"N00002224",158,48,15,26,1,18,19,31
"N00002225",284,144,28,33,9,23,26,21
"N00002226",176,87,19,29,8,12,10,11
"N00002227",206,103,18,36,10,19,15,5
"N00002228",203,95,25,31,7,15,22,8
"N00002229",753,215,117,119,29,88,103,82
"N00002230",223,100,27,33,4,16,15,28
"N00002231",243,127,34,27,2,13,24,16
"N00002232",613,220,71,70,26,59,86,81
"N00002233",268,105,47,37,4,16,23,36
"N00002234",204,82,22,26,6,19,19,30
"N00002235",249,130,29,30,4,20,21,15
"N00002236",528,296,66,59,14,28,40,25
"N00002237",251,83,49,43,7,26,20,23
"N00002238",195,73,19,40,7,23,18,15
"N00002239",204,108,24,24,7,12,14,15
"N00002240",239,87,33,37,6,33,32,11
"N00002241",264,137,26,31,5,20,23,22
"N00002242",237,112,16,31,10,29,21,18
"N00002243",188,95,25,18,4,10,18,18
"N00002244",242,100,22,34,12,23,47,4
"N00002245",209,152,9,13,4,9,21,1
"N00002246",360,109,34,59,15,46,90,7
"N00002247",353,77,58,71,13,46,77,11
"N00002248",569,140,55,92,25,74,156,27
"N00002249",452,86,45,80,11,65,152,13
"N00002250",262,84,26,48,12,38,51,3
"N00002251",310,98,43,63,9,34,51,12
"N00002252",678,200,68,129,35,72,149,25
"N00002253",318,98,39,43,11,29,89,9
"N00002254",446,98,50,65,20,60,114,39
"N00002255",393,106,38,67,9,56,107,10
"N00002256",404,106,38,71,19,36,124,10
"N00002257",267,79,31,52,8,34,53,10
"N00002258",281,62,28,53,19,40,66,13
"N00002259",274,96,29,51,10,22,59,7
"N00002260",579,92,72,105,26,88,183,13
"N00002261",517,113,59,83,22,73,146,21
"N00002262",360,75,24,73,16,46,116,10
"N00002263",366,87,41,64,12,43,103,16
"N00002264",521,138,95,101,17,67,78,25
"N00002265",429,119,71,86,9,40,79,25
"N00002266",222,115,18,29,3,24,21,12
"N00002267",348,113,58,61,10,33,51,22
"N00002268",560,135,95,105,20,79,99,27
"N00002269",234,117,28,23,6,26,17,17
"N00002270",250,112,34,41,9,25,16,13
"N00002271",231,107,42,34,3,21,15,9
"N00002272",200,93,25,36,3,14,20,9
"N00002273",437,75,54,71,12,49,120,56
"N00002274",183,76,33,29,5,8,14,18
"N00002275",195,78,37,27,7,8,28,10
"N00002276",251,79,30,31,6,22,57,26
"N00002277",371,135,56,56,14,36,52,22
"N00002278",258,104,39,36,12,18,26,23
"N00002279",171,82,22,24,9,15,11,8
"N00002280",230,82,34,37,7,18,38,14
"N00002281",304,137,46,53,16,27,23,2
"N00002282",226,111,29,28,9,24,18,7
"N00002283",240,133,24,32,8,16,17,10
"N00002284",247,140,33,25,6,20,19,4
"N00002285",325,74,39,64,15,49,70,14
"N00002286",305,103,31,57,13,34,61,6
"N00002287",265,117,26,37,14,25,42,4
"N00002288",228,134,26,24,4,15,17,8
"N00002289",198,91,19,23,9,18,23,15
"N00002290",408,135,38,50,15,39,106,25
"N00002291",366,103,40,57,16,41,89,20
"N00002292",229,49,16,28,6,19,101,10
"N00002293",197,106,17,13,9,17,15,20
"N00002294",245,61,26,52,12,31,51,12
"N00002295",273,54,40,43,13,42,62,19
"N00002296",336,116,41,54,11,30,57,27
"N00002297",279,69,24,47,9,43,75,12
"N00002298",235,87,25,27,8,22,54,12
"N00002299",287,56,26,41,11,39,98,16
"N00002300",632,86,61,98,12,71,275,29
"N00002301",507,105,56,92,14,54,149,37
"N00002302",497,74,40,88,13,58,213,11
"N00002303",337,73,39,53,9,38,84,41
"N00002304",165,75,28,18,2,6,17,19
"N00002305",619,92,58,116,25,89,196,43
"N00002306",1117,261,135,159,21,132,260,149
"N00002307",313,82,27,59,14,40,71,20
"N00002308",275,50,28,59,17,34,76,11
"N00002309",177,69,20,22,9,20,19,18
"N00002310",180,82,13,26,7,15,18,19
"N00002311",228,71,21,31,10,36,43,16
"N00002312",241,120,27,31,7,11,32,13
"N00002313",266,54,27,37,7,30,97,14
"N00002314",241,56,27,38,8,24,72,16
"N00002315",283,67,24,52,11,34,83,12
"N00002316",215,84,26,22,12,17,45,9
"N00002317",248,74,29,32,17,33,49,14
"N00002318",325,112,21,38,14,45,82,13
"N00002319",522,91,39,92,23,61,191,25
"N00002320",246,81,29,40,16,34,34,12
"N00002321",233,64,28,45,17,22,46,11
"N00002322",266,69,31,47,8,39,62,10
"N00002323",269,68,31,58,13,34,56,9
"N00002324",229,70,23,31,16,37,39,13
"N00002325",378,66,46,66,24,52,110,14
"N00002326",245,98,19,36,11,27,44,10
"N00002327",989,189,106,178,39,133,303,41
"N00002328",291,37,45,61,10,39,91,8
"N00002329",242,90,26,31,12,30,45,8
"N00002330",462,103,55,71,20,55,151,7
"N00002331",452,87,58,82,18,66,120,21
"N00002332",286,89,28,44,12,34,74,5
"N00002333",306,70,39,51,13,29,93,11
"N00002334",276,83,39,38,7,26,62,21
"N00002335",426,94,40,58,11,53,160,10
"N00002336",259,92,39,43,22,24,29,10
"N00002337",288,114,52,46,14,25,22,15
"N00002338",207,96,31,34,9,14,19,4
"N00002339",241,72,28,43,13,39,29,17
"N00002340",244,112,31,35,14,20,22,10
"N00002341",184,91,28,25,8,15,10,7
"N00002342",231,98,37,26,15,23,25,7
"N00002343",243,57,37,48,20,24,42,15
"N00002344",300,116,38,40,8,31,37,30
"N00002345",248,106,15,25,15,19,40,28
"N00002346",203,77,22,24,7,17,32,24
"N00002347",535,155,58,97,22,50,115,38
"N00002348",278,115,33,32,13,31,45,9
"N00002349",200,61,25,38,10,21,39,6
"N00002350",161,65,19,21,13,9,25,9
"N00002351",881,158,111,151,15,132,282,32
"N00002352",254,133,22,30,5,12,41,11
"N00002353",1313,301,176,254,46,197,279,60
"N00002354",294,74,42,56,11,30,60,21
"N00002355",224,85,41,31,15,27,16,9
"N00002356",320,82,37,54,14,60,57,16
"N00002357",274,94,43,43,19,38,31,6
"N00002358",190,94,26,22,2,24,9,13
"N00002359",212,99,28,30,14,19,16,6
"N00002360",200,83,20,29,5,21,29,13
"N00002361",214,111,27,25,5,19,16,11
"N00002362",195,98,34,16,2,23,11,11
"N00002363",189,93,20,20,3,25,15,13
"N00002364",179,75,28,25,10,14,12,15
"N00002365",223,103,23,38,5,20,21,13
"N00002366",214,109,24,26,5,16,13,21
"N00002367",319,89,25,52,12,27,92,22
"N00002368",327,82,24,58,15,47,89,12
"N00002369",576,143,72,71,19,78,164,29
"N00002370",305,87,26,47,14,43,79,9
"N00002371",353,98,32,61,11,45,99,7
"N00002372",448,115,53,68,17,58,123,14
"N00002373",336,138,30,44,23,37,54,10
"N00002374",244,106,22,33,14,31,29,9
"N00002375",304,89,31,43,13,41,78,9
"N00002376",350,73,40,65,24,41,95,12
"N00002377",319,63,45,59,14,37,90,11
"N00002378",563,91,66,70,19,95,217,5
"N00002379",508,76,50,94,21,74,170,23
"N00002380",255,108,19,38,16,29,31,14
"N00002381",310,57,26,60,11,32,117,7
"N00002382",370,70,43,76,23,62,87,9
"N00002383",351,48,44,73,14,53,110,9
"N00002384",301,60,35,56,18,41,81,10
"N00002385",224,53,16,46,11,29,61,8
"N00002386",214,104,26,32,7,19,16,10
"N00002387",404,186,45,46,14,37,49,27
"N00002388",163,48,25,29,7,28,16,10
"N00002389",270,109,24,32,16,32,34,23
"N00002390",243,84,32,39,4,25,39,20
"N00002391",328,88,26,45,14,37,112,6
"N00002392",298,77,19,48,14,54,78,8
"N00002393",466,63,39,85,20,75,170,14
"N00002394",294,69,45,47,7,48,66,12
"N00002395",295,55,41,64,8,59,60,8
"N00002396",238,125,20,32,14,22,14,11
"N00002397",261,128,38,38,3,18,32,4
"N00002398",282,145,44,45,13,21,9,5
"N00002399",205,78,19,37,10,23,30,8
"N00002400",196,92,14,24,6,15,38,7
"N00002401",1107,207,144,177,35,130,373,41
"N00002402",206,40,14,21,7,29,87,8
"N00002403",348,92,48,45,17,43,85,18
"N00002404",688,195,101,95,26,110,140,21
"N00002405",266,74,37,38,10,35,56,16
"N00002406",268,49,17,28,6,26,133,9
"N00002407",235,52,19,28,7,23,98,8
"N00002408",340,90,15,42,4,27,151,11
"N00002409",270,98,29,38,10,38,52,5
"N00002410",252,81,38,37,10,29,47,10
"N00002411",274,27,12,40,7,38,141,9
"N00002412",296,39,18,52,7,40,132,8
"N00002413",318,43,27,47,11,39,144,7
"N00002414",245,29,15,36,16,31,114,4
"N00002415",240,67,24,28,6,31,73,11
"N00002416",367,143,44,45,11,35,75,14
"N00002417",273,99,31,43,26,22,44,8
"N00002418",401,119,50,57,21,52,94,8
"N00002419",485,128,61,67,17,65,134,13
"N00002420",383,140,42,46,22,35,91,7
"N00002421",320,116,44,34,16,27,75,8
"N00002422",388,124,54,65,19,31,89,6
"N00002423",188,104,24,26,4,9,21,0
"N00002424",278,81,32,45,10,34,67,9
"N00002425",246,93,25,30,6,35,51,6
"N00002426",288,79,33,46,12,35,73,10
"N00002427",298,148,19,45,14,28,37,7
"N00002428",257,114,30,29,11,30,35,8
"N00002429",267,149,24,39,3,23,23,6
"N00002430",246,117,35,39,6,24,19,6
"N00002431",766,386,79,91,26,86,84,14
"N00002432",215,114,32,21,4,16,21,7
"N00002433",312,108,47,45,6,45,52,9
"N00002434",172,86,34,22,5,9,12,4
"N00002435",244,132,13,23,18,28,23,7
"N00002436",313,120,52,47,11,31,46,6
"N00002437",213,51,21,38,13,32,54,4
"N00002438",289,118,44,38,11,30,34,14
"N00002439",256,130,25,30,12,24,27,8
"N00002440",240,92,41,39,5,26,31,6
"N00002441",187,100,24,20,8,15,11,9
"N00002442",251,121,37,35,8,22,26,2
"N00002443",266,101,36,30,11,36,48,4
"N00002444",654,213,83,100,20,69,146,23
"N00002445",267,65,12,37,5,20,109,19
"N00002446",208,93,24,37,7,21,21,5
"N00002447",250,127,24,32,7,23,29,8
"N00002448",257,125,35,42,8,20,17,10
"N00002449",231,82,29,38,5,17,51,9
"N00002450",238,95,23,25,14,34,37,10
"N00002451",483,230,70,74,15,31,49,14
"N00002452",250,90,35,40,5,27,45,8
"N00002453",300,106,30,45,11,40,57,11
"N00002454",330,148,30,35,15,20,71,11
"N00002455",312,47,27,49,12,46,121,10
"N00002456",316,84,30,42,16,37,96,11
"N00002457",417,105,55,70,21,57,99,10
"N00002458",247,132,34,29,9,18,19,6
"N00002459",613,211,65,93,21,59,142,22
"N00002460",316,70,45,50,13,47,80,11
"N00002461",423,141,42,73,18,48,94,7
"N00002462",396,154,45,50,17,45,73,12
"N00002463",342,114,46,55,19,35,66,7
"N00002464",326,100,46,35,13,33,91,8
"N00002465",561,268,86,95,5,55,42,10
"N00002466",228,106,27,30,13,30,15,7
"N00002467",232,103,26,32,11,32,26,2
"N00002468",239,90,31,31,7,33,42,5
"N00002469",463,185,61,72,18,56,62,9
"N00002470",303,153,36,30,12,35,34,3
"N00002471",254,133,33,33,5,20,23,7
"N00002472",330,165,40,40,12,34,34,5
"N00002473",264,144,29,42,4,22,21,2
"N00002474",272,121,39,39,12,30,27,4
"N00002475",307,162,40,33,11,32,23,6
"N00002476",309,166,31,49,7,23,26,7
"N00002477",234,117,20,25,2,34,30,6
"N00002478",366,117,60,74,9,43,53,10
"N00002479",379,72,28,70,13,54,137,5
"N00002480",508,149,54,70,18,73,128,16
"N00002481",223,96,40,30,7,22,24,4
"N00002482",216,94,38,34,7,22,15,6
"N00002483",243,107,31,33,7,27,33,5
"N00002484",235,100,37,43,6,27,17,5
"N00002485",213,100,24,31,8,22,25,3
"N00002486",315,110,52,59,10,35,39,10
"N00002487",341,74,60,63,13,51,65,15
"N00002488",900,207,141,159,32,142,202,17
"N00002489",635,108,50,89,23,87,252,26
"N00002490",290,80,33,46,18,28,67,18
"N00002491",254,106,42,37,4,26,35,4
"N00002492",206,90,35,34,5,20,14,8
"N00002493",248,131,30,29,10,28,17,3
"N00002494",198,86,25,37,5,22,20,3
"N00002495",427,137,57,70,20,53,82,8
"N00002496",276,124,33,42,7,30,31,9
"N00002497",402,133,65,66,16,59,54,9
"N00002498",835,254,120,137,26,117,160,21
"N00002499",500,166,54,75,21,59,105,20
"N00002500",393,88,63,62,19,53,100,8
"N00002501",1172,152,106,183,32,177,498,24
"N00002502",384,73,37,37,17,54,147,19
"N00002503",263,77,11,28,5,15,115,12
"N00002504",232,121,22,25,5,15,33,11
"N00002505",215,77,25,27,9,24,42,11
"N00002506",234,84,42,30,6,23,41,8
"N00002507",226,79,36,48,7,26,18,12
"N00002508",161,50,23,29,2,17,22,18
"N00002509",215,101,21,26,6,23,26,12
"N00002510",414,158,44,40,15,39,81,37
"N00002511",137,56,25,20,6,9,15,6
"N00002512",581,224,50,76,29,55,120,27
"N00002513",268,58,23,36,12,31,91,17
"N00002514",324,56,23,73,18,43,105,6
"N00002515",268,114,17,36,5,21,61,14
"N00002516",300,70,20,49,16,32,100,13
"N00002517",255,79,20,38,2,35,65,16
"N00002518",517,113,44,83,26,75,156,20
"N00002519",249,69,27,42,13,31,59,8
"N00002520",596,97,73,95,25,84,205,17
"N00002521",951,276,137,124,21,107,233,53
"N00002522",226,97,27,37,6,27,24,8
"N00002523",263,134,20,31,9,25,38,6
