"Geography_Code","NM_1564_1_0","NM_1564_1_1","NM_1564_1_2","NM_1564_1_3","NM_1564_1_4","NM_1564_1_5","NM_1564_1_6","NM_1564_1_7"
"N00000629",334,105,33,61,17,39,69,10
"N00000630",218,104,23,28,11,11,31,10
"N00000631",304,98,20,48,20,37,75,6
"N00000632",384,107,35,62,30,46,91,13
"N00000633",274,78,27,38,17,33,74,7
"N00000634",392,95,31,59,17,52,127,11
"N00000635",340,108,33,44,20,55,68,12
"N00000636",333,122,47,41,13,35,58,17
"N00000637",665,195,62,113,30,86,140,39
"N00000638",306,77,42,40,10,29,94,14
"N00000639",341,80,32,61,19,43,91,15
"N00000640",273,78,35,38,10,26,56,30
"N00000641",283,61,32,34,10,29,96,21
"N00000642",284,57,41,41,17,50,49,29
"N00000643",354,123,38,61,24,39,61,8
"N00000644",401,127,37,67,29,66,63,12
"N00000645",365,103,36,68,22,45,72,19
"N00000646",301,90,49,55,17,38,45,7
"N00000647",573,234,70,96,27,50,85,11
"N00000648",292,85,33,58,9,44,55,8
"N00000649",320,95,28,47,14,30,95,11
"N00000650",459,138,62,51,16,69,106,17
"N00000651",210,100,35,31,8,13,15,8
"N00000652",412,96,71,62,21,49,95,18
"N00000653",249,65,30,44,11,31,58,10
"N00000654",227,90,27,36,7,23,30,14
"N00000655",296,99,31,53,11,33,59,10
"N00000656",211,99,14,20,8,20,35,15
"N00000657",667,225,82,109,25,96,105,25
"N00000658",298,104,20,49,24,30,60,11
"N00000659",320,96,38,51,23,41,63,8
"N00000660",317,139,34,51,10,32,46,5
"N00000661",319,105,31,44,15,31,84,9
"N00000662",293,102,46,53,12,32,39,9
"N00000663",331,108,36,52,17,43,63,12
"N00000664",300,106,32,44,8,38,59,13
"N00000665",358,118,36,62,18,47,61,16
"N00000666",331,94,43,60,26,50,49,9
"N00000667",387,83,62,73,25,51,76,17
"N00000668",266,127,23,32,14,27,25,18
"N00000669",358,105,31,56,18,52,83,13
"N00000670",236,102,32,32,10,21,28,11
"N00000671",219,118,24,31,9,10,18,9
"N00000672",261,111,21,40,16,31,34,8
"N00000673",691,205,121,137,26,90,91,21
"N00000674",262,72,22,36,10,28,86,8
"N00000675",319,55,28,56,16,49,105,10
"N00000676",615,225,66,73,23,60,136,32
"N00000677",261,116,29,38,12,23,30,13
"N00000678",412,146,47,63,11,50,81,14
"N00000679",446,127,37,79,26,54,104,19
"N00000680",330,116,36,57,26,31,47,17
"N00000681",312,105,39,57,17,26,56,12
"N00000682",383,125,27,58,22,56,78,17
"N00000683",308,121,32,44,19,34,51,7
"N00000684",451,131,50,76,26,49,78,41
"N00000685",246,106,36,35,8,24,32,5
"N00000686",382,94,41,62,16,50,105,14
"N00000687",307,140,29,44,10,30,42,12
"N00000688",332,92,32,49,21,42,75,21
"N00000689",318,94,36,52,17,35,66,18
"N00000690",232,95,36,30,9,25,32,5
"N00000691",234,99,35,46,12,23,14,5
"N00000692",197,103,26,25,6,14,18,5
"N00000693",240,99,29,32,13,18,35,14
"N00000694",664,192,109,116,22,90,113,22
"N00000695",401,117,67,69,20,54,60,14
"N00000696",161,86,17,24,3,12,13,6
"N00000697",295,65,28,49,12,32,97,12
"N00000698",371,130,34,57,17,42,80,11
"N00000699",225,122,17,28,4,17,27,10
"N00000700",228,103,30,37,8,20,17,13
"N00000701",180,85,28,24,3,20,18,2
"N00000702",588,134,70,92,29,106,137,20
"N00000703",283,110,37,51,14,29,38,4
"N00000704",533,166,63,100,26,54,112,12
"N00000705",499,119,56,85,21,68,137,13
"N00000706",326,140,51,46,8,39,38,4
"N00000707",284,85,27,55,18,40,51,8
"N00000708",373,119,33,63,23,42,74,19
"N00000709",374,114,54,57,14,39,82,14
"N00000710",266,79,44,47,13,33,40,10
"N00000711",393,95,68,70,17,50,83,10
"N00000712",288,97,18,53,19,31,58,12
"N00000713",334,114,34,56,16,46,59,9
"N00000714",333,104,43,71,18,29,58,10
"N00000715",502,103,65,80,21,93,123,17
"N00000716",730,139,87,141,26,102,209,26
"N00000717",439,101,51,68,15,66,127,11
"N00000718",1434,250,160,220,42,204,501,57
"N00000719",199,25,30,34,8,26,71,5
"N00000720",356,48,44,57,11,44,143,9
"N00000721",354,88,40,58,23,45,89,11
"N00000722",358,94,52,71,18,46,58,19
"N00000723",346,109,28,43,31,53,69,13
"N00000724",368,99,33,59,21,41,96,19
"N00000725",352,80,37,52,24,53,86,20
"N00000726",327,106,35,40,24,37,58,27
"N00000727",219,103,30,38,7,21,16,4
"N00000728",359,56,53,66,10,69,94,11
"N00000729",274,60,36,56,11,43,52,16
"N00000730",254,64,41,49,16,24,50,10
"N00000731",216,105,31,19,8,18,21,14
"N00000732",429,65,63,76,24,83,106,12
"N00000733",255,58,41,46,13,41,43,13
"N00000734",298,72,65,52,14,36,50,9
"N00000735",334,99,24,51,12,39,93,16
"N00000736",290,94,32,49,9,35,59,12
"N00000737",321,80,32,51,10,47,85,16
"N00000738",323,97,40,35,14,46,83,8
"N00000739",358,96,47,66,15,33,89,12
"N00000740",412,105,45,59,19,58,110,16
"N00000741",294,69,24,42,14,29,111,5
"N00000742",226,66,21,32,16,27,55,9
"N00000743",213,83,31,39,8,14,27,11
"N00000744",217,69,24,33,13,18,51,9
"N00000745",358,56,47,61,20,59,101,14
"N00000746",419,176,74,52,19,34,43,21
"N00000747",318,71,37,50,13,45,90,12
"N00000748",353,58,38,60,17,49,112,19
"N00000749",307,131,22,47,9,40,40,18
"N00000750",269,95,38,34,8,34,50,10
"N00000751",355,84,35,44,19,51,112,10
"N00000752",302,55,35,50,17,48,87,10
"N00000753",330,62,31,58,23,47,99,10
"N00000754",322,51,44,54,14,43,107,9
"N00000755",272,42,19,48,16,41,96,10
"N00000756",284,82,35,36,12,35,74,10
"N00000757",299,29,45,56,18,49,90,12
"N00000758",321,117,59,53,13,40,27,12
"N00000759",224,43,24,39,9,35,62,12
"N00000760",219,109,24,32,10,16,21,7
"N00000761",342,108,60,59,9,32,48,26
"N00000762",190,92,23,20,11,14,15,15
"N00000763",312,99,58,63,12,28,41,11
"N00000764",198,52,23,23,18,20,46,16
"N00000765",285,113,39,44,7,29,38,15
"N00000766",679,320,78,76,24,49,100,32
"N00000767",248,65,40,35,8,44,50,6
"N00000768",227,70,30,38,11,24,39,15
"N00000769",318,46,46,70,12,41,95,8
"N00000770",271,39,30,58,7,43,86,8
"N00000771",198,94,27,16,6,23,18,14
"N00000772",342,90,56,51,22,34,73,16
"N00000773",309,83,44,55,11,33,75,8
"N00000774",806,278,97,147,26,79,138,41
"N00000775",237,84,31,29,16,26,40,11
"N00000776",241,129,36,24,6,13,20,13
"N00000777",692,199,78,113,34,81,170,17
"N00000778",329,82,35,56,15,42,87,12
"N00000779",437,98,55,70,36,53,105,20
"N00000780",403,67,55,67,19,56,127,12
"N00000781",382,43,42,69,15,72,129,12
"N00000782",382,99,41,66,16,48,102,10
"N00000783",443,148,48,69,28,51,86,13
"N00000784",331,96,29,43,13,46,88,16
"N00000785",286,94,23,40,10,41,68,10
"N00000786",291,84,43,49,9,30,68,8
"N00000787",329,85,33,60,15,46,77,13
"N00000788",334,88,40,46,30,39,79,12
"N00000789",790,252,99,108,33,94,187,17
"N00000790",431,121,42,57,25,57,112,17
"N00000791",302,123,25,38,10,29,70,7
"N00000792",297,80,26,48,10,40,88,5
"N00000793",364,95,48,47,25,43,92,14
"N00000794",351,100,35,52,19,37,92,16
"N00000795",385,79,54,66,24,42,107,13
"N00000796",269,88,35,42,13,29,55,7
"N00000797",295,93,31,42,14,31,74,10
"N00000798",412,115,53,59,19,38,116,12
"N00000799",375,108,52,65,11,47,84,8
"N00000800",328,73,27,65,17,33,105,8
"N00000801",396,84,36,58,16,45,144,13
"N00000802",226,62,24,31,10,24,65,10
"N00000803",315,85,40,45,14,30,91,10
"N00000804",342,73,27,51,13,45,122,11
"N00000805",310,97,28,41,11,21,98,14
"N00000806",272,92,36,45,13,40,38,8
"N00000807",383,75,57,75,23,56,66,31
"N00000808",210,104,21,22,8,14,25,16
"N00000809",451,195,41,55,17,56,70,17
"N00000810",326,94,38,54,27,39,65,9
"N00000811",272,124,31,39,9,26,29,14
"N00000812",230,99,28,38,4,29,22,10
"N00000813",370,80,50,65,16,49,94,16
"N00000814",218,67,18,31,4,27,64,7
"N00000815",375,57,42,80,15,45,129,7
"N00000816",462,163,51,50,20,60,106,12
"N00000817",223,34,21,39,3,33,83,10
"N00000818",262,81,35,38,15,28,54,11
"N00000819",215,91,34,31,8,16,24,11
"N00000820",298,103,37,47,11,41,49,10
"N00000821",228,103,35,30,7,25,19,9
"N00000822",179,80,10,24,6,9,40,10
"N00000823",295,95,41,41,7,33,68,10
"N00000824",219,86,28,24,12,25,33,11
"N00000825",309,86,24,60,19,42,65,13
"N00000826",248,72,31,33,9,34,60,9
"N00000827",266,79,29,42,15,31,61,9
"N00000828",187,55,26,29,6,22,42,7
"N00000829",267,90,32,35,13,32,56,9
"N00000830",230,137,17,27,9,14,24,2
"N00000831",268,98,38,32,12,31,41,16
"N00000832",228,97,31,31,11,32,20,6
"N00000833",210,82,31,26,12,20,32,7
"N00000834",337,147,34,37,18,30,59,12
"N00000835",250,109,36,31,13,27,32,2
"N00000836",289,105,39,49,17,29,42,8
"N00000837",282,105,52,36,14,25,44,6
"N00000838",240,84,29,37,16,28,40,6
"N00000839",298,91,32,45,9,35,81,5
"N00000840",242,71,27,38,7,30,61,8
"N00000841",197,98,41,17,8,17,15,1
"N00000842",406,186,71,66,10,33,30,10
"N00000843",190,92,26,28,4,15,21,4
"N00000844",165,71,21,39,5,12,13,4
"N00000845",169,79,31,20,8,14,12,5
"N00000846",199,97,24,22,10,27,13,6
"N00000847",644,308,92,119,25,57,32,11
"N00000848",183,97,19,27,5,16,13,6
"N00000849",250,109,45,32,9,24,25,6
"N00000850",205,87,44,28,11,14,14,7
"N00000851",187,91,27,30,6,19,7,7
"N00000852",886,457,126,114,30,73,66,20
"N00000853",216,112,33,27,7,18,17,2
"N00000854",557,279,77,90,11,44,37,19
"N00000855",153,35,12,11,5,15,70,5
"N00000856",152,27,4,17,1,25,76,2
"N00000857",316,56,18,41,5,34,156,6
"N00000858",194,37,21,23,8,23,72,10
"N00000859",222,38,19,29,8,31,87,10
"N00000860",329,58,22,32,12,36,160,9
"N00000861",237,36,14,23,6,29,116,13
"N00000862",741,121,56,110,27,99,300,28
"N00000863",246,42,24,33,19,26,92,10
"N00000864",254,40,17,31,3,26,129,8
"N00000865",279,46,25,38,7,35,123,5
"N00000866",285,46,24,31,12,29,129,14
"N00000867",233,38,27,21,4,29,95,19
"N00000868",242,30,21,35,8,30,109,9
"N00000869",163,58,21,26,7,10,32,9
"N00000870",342,79,23,40,17,50,116,17
"N00000871",284,85,29,40,10,27,89,4
"N00000872",225,76,17,18,8,27,68,11
"N00000873",265,120,45,42,6,24,25,3
"N00000874",432,139,54,56,7,27,119,30
"N00000875",215,106,38,35,3,10,14,9
"N00000876",170,108,20,13,9,6,9,5
"N00000877",274,126,45,35,17,22,17,12
"N00000878",189,106,31,23,5,11,10,3
"N00000879",722,328,115,110,22,74,57,16
"N00000880",240,114,42,29,6,23,19,7
"N00000881",248,142,20,20,11,11,32,12
"N00000882",208,111,27,19,12,11,15,13
"N00000883",227,127,29,21,12,14,17,7
"N00000884",175,92,17,28,6,9,16,7
"N00000885",497,191,56,80,12,50,77,31
"N00000886",211,33,17,21,5,19,98,18
"N00000887",254,70,16,22,11,18,106,11
"N00000888",262,40,26,17,5,29,124,21
"N00000889",202,20,5,21,4,17,124,11
"N00000890",276,45,22,34,7,39,121,8
"N00000891",309,45,17,45,9,40,142,11
"N00000892",272,52,35,28,3,30,101,23
"N00000893",245,23,5,18,5,33,140,21
"N00000894",229,42,23,23,0,26,103,12
"N00000895",212,43,22,19,5,31,83,9
"N00000896",231,28,18,22,9,22,122,10
"N00000897",270,40,11,15,3,36,150,15
"N00000898",262,36,26,23,3,36,125,13
"N00000899",275,69,24,18,7,34,111,12
"N00000900",173,61,27,14,4,22,36,9
"N00000901",288,28,19,28,4,42,151,16
"N00000902",266,37,16,31,3,38,133,8
"N00000903",155,45,22,16,1,12,26,33
"N00000904",378,82,15,45,9,47,171,9
"N00000905",273,71,20,36,6,33,91,16
"N00000906",222,80,23,38,17,24,32,8
"N00000907",240,101,50,32,13,17,21,6
"N00000908",258,110,37,37,10,29,27,8
"N00000909",223,122,24,26,10,19,17,5
"N00000910",219,74,44,34,10,16,29,12
"N00000911",184,78,25,33,10,25,12,1
"N00000912",183,83,24,32,3,18,10,13
"N00000913",261,115,46,30,15,29,17,9
"N00000914",246,86,40,44,14,26,21,15
"N00000915",191,66,32,32,15,21,23,2
"N00000916",196,68,23,32,12,28,23,10
"N00000917",191,76,22,30,8,20,30,5
"N00000918",216,80,27,35,14,19,33,8
"N00000919",185,58,22,32,8,27,31,7
"N00000920",126,56,14,17,9,7,13,10
"N00000921",498,82,101,88,18,98,94,17
"N00000922",238,75,29,26,6,29,65,8
"N00000923",212,58,34,32,16,27,40,5
"N00000924",181,59,21,32,12,20,25,12
"N00000925",233,84,35,45,9,29,24,7
"N00000926",233,96,34,38,8,30,22,5
"N00000927",321,68,35,29,10,34,124,21
"N00000928",303,91,42,50,8,32,68,12
"N00000929",352,133,53,52,9,36,51,18
"N00000930",278,122,40,33,9,25,39,10
"N00000931",428,192,71,57,14,36,41,17
"N00000932",306,124,43,37,6,29,54,13
"N00000933",232,81,45,32,5,17,37,15
"N00000934",228,68,33,39,10,33,36,9
"N00000935",205,78,35,26,7,21,33,5
"N00000936",386,175,59,48,14,40,39,11
"N00000937",359,157,46,56,13,38,38,11
"N00000938",266,93,48,53,9,31,27,5
"N00000939",152,62,31,21,3,18,10,7
"N00000940",193,80,27,23,10,28,19,6
"N00000941",272,40,20,33,7,30,136,6
"N00000942",231,58,30,41,14,26,55,7
"N00000943",201,62,26,34,7,20,49,3
"N00000944",189,72,28,34,11,21,19,4
"N00000945",220,47,15,29,11,36,76,6
"N00000946",315,138,44,45,10,33,35,10
"N00000947",200,76,22,35,2,33,25,7
"N00000948",180,54,25,31,3,19,43,5
"N00000949",248,92,32,50,8,25,33,8
"N00000950",234,80,40,37,8,21,36,12
"N00000951",194,67,17,32,6,26,32,14
"N00000952",288,90,39,47,11,31,56,14
"N00000953",185,47,23,36,5,21,42,11
"N00000954",208,89,24,36,9,17,27,6
"N00000955",332,71,33,52,16,38,110,12
"N00000956",373,67,51,47,16,74,110,8
"N00000957",427,54,27,57,5,58,211,15
"N00000958",251,54,18,41,12,22,88,16
"N00000959",389,81,33,46,21,38,158,12
"N00000960",397,44,23,42,13,43,225,7
"N00000961",257,35,18,35,8,36,114,11
"N00000962",281,91,41,35,8,29,74,3
"N00000963",218,59,27,35,15,28,48,6
"N00000964",262,52,31,40,14,39,75,11
"N00000965",257,75,37,39,16,24,58,8
"N00000966",282,41,25,32,16,36,115,17
"N00000967",335,98,47,39,11,40,86,14
"N00000968",196,28,27,28,8,18,77,10
"N00000969",155,54,17,20,7,16,31,10
"N00000970",401,117,37,55,18,31,116,27
"N00000971",203,79,41,16,12,18,27,10
"N00000972",246,122,29,37,6,21,23,8
"N00000973",239,47,33,45,11,24,72,7
"N00000974",222,95,31,33,10,14,33,6
"N00000975",203,100,23,22,5,11,36,6
"N00000976",120,53,10,11,7,8,19,12
"N00000977",233,110,21,22,5,21,35,19
"N00000978",203,63,22,24,10,21,43,20
"N00000979",198,73,13,20,8,28,44,12
"N00000980",211,50,20,30,4,33,50,24
"N00000981",178,60,26,22,6,15,43,6
"N00000982",222,67,14,29,6,29,49,28
"N00000983",263,98,42,36,8,31,29,19
"N00000984",307,63,17,30,4,77,99,17
"N00000985",192,90,30,22,4,11,19,16
"N00000986",184,63,23,20,8,17,40,13
"N00000987",295,91,32,29,10,37,81,15
"N00000988",134,35,14,20,5,21,28,11
"N00000989",213,108,30,24,5,10,20,16
"N00000990",232,64,32,23,10,34,46,23
"N00000991",215,83,29,28,16,16,32,11
"N00000992",386,102,39,58,16,38,108,25
"N00000993",192,56,22,22,8,30,38,16
"N00000994",769,269,75,101,35,80,165,44
"N00000995",161,48,20,24,10,18,39,2
"N00000996",301,55,30,24,8,37,138,9
"N00000997",206,26,15,31,5,25,102,2
"N00000998",243,51,23,23,10,33,95,8
"N00000999",196,67,19,22,10,22,47,9
"N00001000",263,65,24,35,14,26,92,7
"N00001001",245,68,19,17,6,29,83,23
"N00001002",691,190,75,84,27,85,178,52
"N00001003",187,41,14,28,7,22,64,11
"N00001004",257,63,29,31,8,35,76,15
"N00001005",232,90,23,16,4,24,61,14
"N00001006",486,20,24,35,1,258,134,14
"N00001007",555,42,23,28,6,218,217,21
"N00001008",238,9,6,19,0,125,69,10
"N00001009",174,0,8,6,1,47,95,17
"N00001010",321,14,14,37,3,179,67,7
"N00001011",340,25,15,38,1,206,48,7
"N00001012",341,30,8,26,4,152,112,9
"N00001013",223,19,17,18,3,96,58,12
"N00001014",233,8,8,20,1,114,73,9
"N00001015",397,16,13,37,3,202,117,9
"N00001016",260,10,9,25,1,106,96,13
"N00001017",297,17,17,25,2,156,68,12
"N00001018",269,13,13,19,2,81,132,9
"N00001019",191,20,6,16,2,116,27,4
"N00001020",158,32,6,16,5,48,42,9
"N00001021",219,10,6,28,0,121,41,13
"N00001022",583,51,32,51,7,202,212,28
"N00001023",211,11,8,20,1,90,72,9
"N00001024",342,17,6,27,2,142,136,12
"N00001025",274,24,9,12,2,143,71,13
"N00001026",226,22,11,17,5,88,70,13
"N00001027",324,65,33,28,4,51,109,34
"N00001028",214,100,28,26,4,18,30,8
"N00001029",462,144,79,76,10,62,68,23
"N00001030",427,136,62,43,5,72,88,21
"N00001031",306,72,35,27,5,79,80,8
"N00001032",165,88,18,21,4,15,16,3
"N00001033",127,60,17,18,7,9,11,5
"N00001034",271,63,38,36,14,37,72,11
"N00001035",206,110,27,20,7,14,11,17
"N00001036",320,133,37,42,9,27,56,16
"N00001037",289,35,28,30,5,39,148,4
"N00001038",562,77,46,75,15,89,248,12
"N00001039",309,65,14,36,5,43,143,3
"N00001040",200,95,23,30,10,18,22,2
"N00001041",166,76,25,23,15,7,16,4
"N00001042",551,146,50,74,13,64,189,15
"N00001043",175,97,24,20,6,8,18,2
"N00001044",243,92,36,31,11,22,35,16
"N00001045",236,70,32,30,12,32,57,3
"N00001046",243,45,17,32,6,40,100,3
"N00001047",261,52,33,42,8,32,87,7
"N00001048",262,47,21,44,10,30,104,6
"N00001049",261,55,35,42,13,40,66,10
"N00001050",265,34,30,41,13,49,93,5
"N00001051",289,27,20,46,8,33,151,4
"N00001052",151,51,21,16,4,23,27,9
"N00001053",305,41,16,42,4,50,148,4
"N00001054",269,17,19,45,8,31,144,5
"N00001055",280,40,20,43,9,34,132,2
"N00001056",284,60,48,36,13,45,76,6
"N00001057",265,60,23,32,15,43,82,10
"N00001058",287,24,14,44,9,34,157,5
"N00001059",259,48,28,35,7,31,103,7
"N00001060",209,47,23,39,9,25,52,14
"N00001061",293,88,16,25,11,29,106,18
"N00001062",292,85,18,27,4,30,110,18
"N00001063",262,31,25,34,5,30,130,7
"N00001064",504,49,26,61,15,55,283,15
"N00001065",259,31,15,38,6,30,130,9
"N00001066",233,45,27,28,8,30,89,6
"N00001067",241,37,18,39,14,38,85,10
"N00001068",296,47,16,37,5,42,138,11
"N00001069",253,20,17,55,7,37,113,4
"N00001070",400,50,31,53,12,47,195,12
"N00001071",254,33,24,37,8,36,107,9
"N00001072",260,57,22,45,19,32,76,9
"N00001073",235,82,34,37,12,23,36,11
"N00001074",208,35,18,22,5,22,100,6
"N00001075",261,96,31,30,10,18,68,8
"N00001076",230,77,25,31,11,15,67,4
"N00001077",203,85,19,30,14,17,26,12
"N00001078",217,30,23,20,5,27,105,7
"N00001079",658,193,83,86,14,87,167,28
"N00001080",264,77,31,30,9,18,83,16
"N00001081",323,107,42,44,15,34,76,5
"N00001082",351,97,40,40,10,37,112,15
"N00001083",342,59,32,48,13,42,137,11
"N00001084",365,111,34,55,10,43,102,10
"N00001085",874,195,83,141,21,130,275,29
"N00001086",279,46,25,44,4,41,105,14
"N00001087",223,32,21,33,9,40,77,11
"N00001088",241,32,22,34,13,25,112,3
"N00001089",246,82,35,39,6,29,47,8
"N00001090",177,73,26,24,8,20,18,8
"N00001091",318,67,33,59,8,34,111,6
"N00001092",305,104,37,44,11,48,53,8
"N00001093",384,154,64,83,6,27,37,13
"N00001094",178,76,29,32,7,12,19,3
"N00001095",265,79,43,41,9,32,52,9
"N00001096",332,60,45,59,11,56,88,13
"N00001097",267,85,50,39,7,39,40,7
"N00001098",248,82,35,30,11,28,54,8
"N00001099",232,69,35,34,12,26,46,10
"N00001100",249,69,47,41,14,23,49,6
"N00001101",232,52,37,45,9,30,45,14
"N00001102",428,221,52,65,24,30,26,10
"N00001103",150,65,31,22,5,11,10,6
"N00001104",241,92,46,35,8,23,36,1
"N00001105",219,64,25,43,9,36,32,10
"N00001106",214,103,25,24,7,26,27,2
"N00001107",239,103,36,44,5,19,26,6
"N00001108",160,71,26,17,7,14,20,5
"N00001109",281,119,49,41,2,36,24,10
"N00001110",251,106,46,32,10,27,26,4
"N00001111",527,251,59,77,12,53,52,23
"N00001112",233,100,31,35,5,21,34,7
"N00001113",1074,420,161,171,32,86,172,32
"N00001114",266,85,36,54,13,24,47,7
"N00001115",191,73,28,30,8,19,24,9
"N00001116",405,173,52,57,9,46,51,17
"N00001117",612,377,75,56,24,43,18,19
"N00001118",246,156,29,20,5,14,14,8
"N00001119",149,104,16,12,4,5,6,2
"N00001120",179,113,22,13,5,13,9,4
"N00001121",188,116,20,21,2,14,10,5
"N00001122",162,114,14,12,8,3,8,3
"N00001123",159,96,23,13,7,4,8,8
"N00001124",420,195,67,61,15,47,21,14
"N00001125",289,154,54,27,5,22,18,9
"N00001126",174,77,35,27,1,18,12,4
"N00001127",500,284,52,66,12,36,25,25
"N00001128",209,118,28,20,7,15,12,9
"N00001129",332,158,52,49,6,29,25,13
"N00001130",141,65,21,22,3,11,14,5
"N00001131",964,236,103,121,15,112,341,36
"N00001132",209,109,34,25,7,20,11,3
"N00001133",496,220,62,64,14,43,66,27
"N00001134",183,65,26,21,10,19,34,8
"N00001135",160,88,16,18,4,15,10,9
"N00001136",222,118,31,15,12,11,19,16
"N00001137",219,127,31,21,1,19,14,6
"N00001138",166,105,20,19,3,7,6,6
"N00001139",405,115,49,54,13,59,103,12
"N00001140",250,105,41,39,6,22,29,8
"N00001141",139,59,25,14,8,9,15,9
"N00001142",162,95,19,10,4,11,12,11
"N00001143",106,55,14,10,4,7,12,4
"N00001144",170,93,19,17,3,12,21,5
"N00001145",260,149,32,31,9,17,17,5
"N00001146",238,133,26,31,8,13,20,7
"N00001147",219,109,19,26,3,25,22,15
"N00001148",204,119,26,22,5,10,16,6
"N00001149",291,150,36,34,10,29,24,8
"N00001150",241,113,49,33,3,24,14,5
"N00001151",294,152,46,32,6,33,17,8
"N00001152",292,162,52,39,5,17,13,4
"N00001153",253,160,27,24,6,13,19,4
"N00001154",225,127,26,23,7,17,20,5
"N00001155",554,137,58,58,15,49,171,66
"N00001156",1063,566,151,113,31,89,79,34
"N00001157",239,61,38,35,12,24,63,6
"N00001158",221,67,23,30,8,34,54,5
"N00001159",289,72,29,56,12,34,81,5
"N00001160",288,138,33,36,10,30,35,6
"N00001161",206,63,27,40,6,25,41,4
"N00001162",150,40,14,29,5,21,35,6
"N00001163",312,186,25,18,15,20,43,5
"N00001164",263,64,40,48,8,36,59,8
"N00001165",266,81,29,57,9,35,47,8
"N00001166",494,143,103,79,26,53,73,17
"N00001167",285,63,47,40,8,39,75,13
"N00001168",273,137,39,32,11,21,29,4
"N00001169",259,84,28,31,11,40,57,8
"N00001170",264,94,28,44,10,24,58,6
"N00001171",334,114,37,42,22,35,70,14
"N00001172",257,61,21,40,20,32,80,3
"N00001173",212,64,25,28,16,23,45,11
"N00001174",261,39,15,28,4,31,140,4
"N00001175",251,28,19,33,9,30,121,11
"N00001176",215,59,21,30,19,27,43,16
"N00001177",221,61,20,34,17,29,48,12
"N00001178",323,43,28,38,12,52,142,8
"N00001179",264,34,21,33,7,38,128,3
"N00001180",140,32,20,15,4,21,42,6
"N00001181",257,96,12,28,9,23,78,11
"N00001182",285,28,27,45,3,39,139,4
"N00001183",384,77,27,45,13,48,154,20
"N00001184",238,57,19,30,15,28,84,5
"N00001185",240,78,26,32,17,27,53,7
"N00001186",216,52,23,26,9,21,75,10
"N00001187",259,20,20,32,4,39,140,4
"N00001188",701,252,40,71,23,65,227,23
"N00001189",248,38,32,40,15,37,71,15
"N00001190",237,70,40,40,9,23,45,10
"N00001191",202,77,25,28,11,21,31,9
"N00001192",209,64,27,31,17,14,47,9
"N00001193",189,59,26,32,9,20,28,15
"N00001194",230,91,25,40,9,32,25,8
"N00001195",148,40,18,31,1,11,32,15
"N00001196",301,110,46,37,25,36,39,8
"N00001197",208,80,29,23,6,18,39,13
"N00001198",371,102,19,36,19,46,137,12
"N00001199",170,62,27,20,8,19,22,12
"N00001200",295,56,15,30,7,39,141,7
"N00001201",247,22,26,28,1,24,138,8
"N00001202",223,90,39,31,4,22,30,7
"N00001203",250,86,28,44,13,27,47,5
"N00001204",814,285,94,141,37,99,143,15
"N00001205",455,174,59,69,10,53,80,10
"N00001206",182,71,25,25,8,21,27,5
"N00001207",334,81,50,55,23,51,63,11
"N00001208",278,83,34,52,16,44,41,8
"N00001209",212,90,27,32,6,33,23,1
"N00001210",274,95,29,41,10,46,45,8
"N00001211",229,76,29,52,6,21,43,2
"N00001212",250,111,25,39,12,29,28,6
"N00001213",237,94,41,34,7,35,18,8
"N00001214",221,88,33,31,11,27,25,6
"N00001215",219,77,27,38,5,23,47,2
"N00001216",305,61,64,75,15,41,43,6
"N00001217",319,145,36,38,20,30,27,23
"N00001218",226,76,33,27,19,33,32,6
"N00001219",231,120,26,34,9,21,14,7
"N00001220",177,98,25,25,6,9,9,5
"N00001221",204,108,30,23,4,15,19,5
"N00001222",169,88,28,31,5,11,4,2
"N00001223",234,125,34,28,9,19,12,7
"N00001224",219,88,34,36,11,18,21,11
"N00001225",201,109,21,32,8,17,9,5
"N00001226",195,89,26,31,12,18,14,5
"N00001227",195,107,24,19,7,19,12,7
"N00001228",169,112,14,15,2,11,7,8
"N00001229",205,87,25,41,13,17,15,7
"N00001230",246,84,36,48,12,24,32,10
"N00001231",333,137,45,43,15,33,54,6
"N00001232",274,53,31,55,12,48,65,10
"N00001233",272,54,48,57,14,34,60,5
"N00001234",271,67,44,55,6,33,57,9
"N00001235",708,258,129,124,25,94,64,14
"N00001236",262,83,43,44,8,43,38,3
"N00001237",237,112,34,31,11,18,28,3
"N00001238",244,91,31,36,14,35,30,7
"N00001239",274,88,27,57,9,31,53,9
"N00001240",895,341,132,134,48,116,108,16
"N00001241",279,133,40,38,9,25,22,12
"N00001242",253,98,46,35,9,26,36,3
"N00001243",230,96,36,40,6,21,25,6
"N00001244",275,132,36,32,5,29,34,7
"N00001245",250,102,40,34,8,33,32,1
"N00001246",472,117,65,68,21,66,112,23
"N00001247",198,115,19,27,7,17,9,4
"N00001248",322,75,48,56,26,53,52,12
"N00001249",328,123,44,41,23,32,56,9
"N00001250",331,85,59,58,15,54,52,8
"N00001251",237,99,33,35,9,26,27,8
"N00001252",268,68,31,50,18,35,56,10
"N00001253",193,78,35,19,15,15,24,7
"N00001254",253,83,38,31,17,30,44,10
"N00001255",223,93,38,33,11,23,18,7
"N00001256",219,82,22,31,13,24,37,10
"N00001257",177,88,19,23,8,17,15,7
"N00001258",197,97,34,24,8,18,13,3
"N00001259",208,116,35,18,7,15,12,5
"N00001260",259,118,32,44,3,39,13,10
