"Geography_Code","NM_1287_1_0","NM_1287_1_1","NM_1287_1_10","NM_1287_1_11","NM_1287_1_12","NM_1287_1_13","NM_1287_1_14","NM_1287_1_15","NM_1287_1_16","NM_1287_1_17","NM_1287_1_18","NM_1287_1_19","NM_1287_1_2","NM_1287_1_20","NM_1287_1_3","NM_1287_1_4","NM_1287_1_5","NM_1287_1_6","NM_1287_1_7","NM_1287_1_8","NM_1287_1_9"
"N00002509",243,201,1,32,9,23,4,4,0,0,0,0,42,7,1,32,9,30,239,197,42
"N00002510",555,467,2,59,9,44,87,69,18,3,13,2,88,16,5,72,11,60,468,398,70
"N00002511",166,141,0,22,1,26,12,10,2,0,2,0,25,2,0,24,1,28,154,131,23
"N00002512",694,631,6,55,2,62,2,2,0,0,0,0,63,1,6,55,2,63,692,629,63
"N00002513",321,308,0,10,1,26,6,4,2,0,0,2,13,0,0,10,3,26,315,304,11
"N00002514",423,397,0,25,1,28,2,2,0,0,0,0,26,1,0,25,1,29,421,395,26
"N00002515",315,295,2,18,0,26,3,3,0,0,0,0,20,0,2,18,0,26,312,292,20
"N00002516",371,351,4,14,2,8,1,1,0,0,0,0,20,0,4,14,2,8,370,350,20
"N00002517",346,304,0,39,3,29,5,5,0,0,0,0,42,0,0,39,3,29,341,299,42
"N00002518",715,636,2,66,10,34,9,8,1,0,1,0,79,0,2,67,10,34,706,628,78
"N00002519",336,312,0,20,2,19,8,6,2,0,1,1,24,1,0,21,3,20,328,306,22
"N00002520",880,836,9,29,6,58,9,9,0,0,0,0,44,2,9,29,6,60,871,827,44
"N00002521",1352,1248,7,75,21,71,26,25,1,0,1,0,104,2,7,76,21,73,1326,1223,103
"N00002522",299,272,1,19,7,21,2,2,0,0,0,0,27,0,1,19,7,21,297,270,27
"N00002523",340,327,1,12,0,21,3,3,0,0,0,0,13,0,1,12,0,21,337,324,13
"N00002524",416,378,3,23,12,38,3,3,0,0,0,0,38,0,3,23,12,38,413,375,38
"N00002525",1801,1641,3,138,13,141,90,84,6,0,4,2,160,2,3,142,15,143,1711,1557,154
"N00002526",1103,999,4,80,11,130,70,61,9,4,5,0,104,5,8,85,11,135,1033,938,95
"N00002527",434,398,0,33,2,21,16,15,1,0,1,0,36,0,0,34,2,21,418,383,35
"N00002528",300,296,0,4,0,10,3,3,0,0,0,0,4,0,0,4,0,10,297,293,4
"N00002529",416,395,0,18,3,15,1,1,0,0,0,0,21,0,0,18,3,15,415,394,21
"N00002530",400,390,0,8,2,22,0,0,0,0,0,0,10,0,0,8,2,22,400,390,10
"N00002531",487,468,0,15,4,31,5,5,0,0,0,0,19,1,0,15,4,32,482,463,19
"N00002532",359,346,0,11,0,31,6,4,2,0,2,0,13,0,0,13,0,31,353,342,11
"N00002533",910,818,5,74,7,72,12,6,6,0,6,0,92,1,5,80,7,73,898,812,86
"N00002534",433,406,0,20,5,38,7,5,2,0,0,2,27,0,0,20,7,38,426,401,25
"N00002535",444,428,0,15,1,26,0,0,0,0,0,0,16,0,0,15,1,26,444,428,16
"N00002536",607,571,0,36,0,43,6,6,0,0,0,0,36,0,0,36,0,43,601,565,36
"N00002537",1634,1535,28,59,5,69,11,4,7,2,3,2,99,2,30,62,7,71,1623,1531,92
"N00002538",705,638,1,56,0,61,15,5,10,0,3,7,67,2,1,59,7,63,690,633,57
"N00002539",265,258,1,5,1,26,1,1,0,0,0,0,7,0,1,5,1,26,264,257,7
"N00002540",1969,1859,1,97,6,83,42,36,6,0,3,3,110,26,1,100,9,109,1927,1823,104
"N00002541",1232,1164,7,51,8,75,28,26,2,0,2,0,68,0,7,53,8,75,1204,1138,66
"N00002542",326,310,0,14,1,25,5,4,1,0,0,1,16,3,0,14,2,28,321,306,15
"N00002543",265,242,0,21,2,20,8,8,0,0,0,0,23,2,0,21,2,22,257,234,23
"N00002544",645,573,1,57,5,49,36,27,9,0,6,3,72,8,1,63,8,57,609,546,63
"N00002545",321,287,0,33,1,16,7,7,0,0,0,0,34,2,0,33,1,18,314,280,34
"N00002546",255,216,0,36,3,11,6,6,0,0,0,0,39,0,0,36,3,11,249,210,39
"N00002547",1040,985,3,49,3,67,10,10,0,0,0,0,55,0,3,49,3,67,1030,975,55
"N00002548",574,554,0,18,2,28,7,7,0,0,0,0,20,2,0,18,2,30,567,547,20
"N00002549",238,212,4,22,0,36,3,3,0,0,0,0,26,2,4,22,0,38,235,209,26
"N00002550",269,248,0,15,1,15,13,8,5,0,5,0,21,0,0,20,1,15,256,240,16
"N00002551",346,323,0,20,2,24,11,10,1,0,1,0,23,4,0,21,2,28,335,313,22
"N00002552",279,258,7,10,4,19,26,26,0,0,0,0,21,0,7,10,4,19,253,232,21
"N00002553",248,224,0,19,2,29,9,6,3,0,3,0,24,2,0,22,2,31,239,218,21
"N00002554",372,353,0,14,4,21,29,28,1,0,1,0,19,0,0,15,4,21,343,325,18
"N00002555",355,336,0,19,0,13,0,0,0,0,0,0,19,0,0,19,0,13,355,336,19
"N00002556",320,309,0,10,0,27,3,2,1,0,1,0,11,0,0,11,0,27,317,307,10
"N00002557",346,329,0,16,1,15,7,7,0,0,0,0,17,0,0,16,1,15,339,322,17
"N00002558",307,294,0,13,0,19,0,0,0,0,0,0,13,0,0,13,0,19,307,294,13
"N00002559",316,301,1,13,1,15,0,0,0,0,0,0,15,0,1,13,1,15,316,301,15
"N00002560",471,446,2,15,8,38,14,14,0,0,0,0,25,2,2,15,8,40,457,432,25
"N00002561",314,307,0,6,1,25,9,9,0,0,0,0,7,2,0,6,1,27,305,298,7
"N00002562",347,329,0,15,3,30,3,3,0,0,0,0,18,0,0,15,3,30,344,326,18
"N00002563",364,353,0,9,2,28,14,14,0,0,0,0,11,0,0,9,2,28,350,339,11
"N00002564",266,260,0,5,1,14,3,3,0,0,0,0,6,4,0,5,1,18,263,257,6
"N00002565",288,266,1,16,2,13,8,5,3,1,2,0,22,2,2,18,2,15,280,261,19
"N00002566",303,290,0,11,2,42,3,3,0,0,0,0,13,0,0,11,2,42,300,287,13
"N00002567",339,311,0,18,7,31,6,3,3,0,2,1,28,4,0,20,8,35,333,308,25
"N00002568",309,289,0,15,2,15,10,7,3,0,3,0,20,0,0,18,2,15,299,282,17
"N00002569",306,279,0,19,8,24,2,2,0,0,0,0,27,0,0,19,8,24,304,277,27
"N00002570",263,239,0,20,4,13,1,1,0,0,0,0,24,0,0,20,4,13,262,238,24
"N00002571",338,326,1,4,7,18,5,5,0,0,0,0,12,0,1,4,7,18,333,321,12
"N00002572",346,333,1,11,1,36,3,3,0,0,0,0,13,0,1,11,1,36,343,330,13
"N00002573",294,281,0,13,0,16,11,11,0,0,0,0,13,2,0,13,0,18,283,270,13
"N00002574",298,254,1,35,1,37,17,10,7,0,6,1,44,0,1,41,2,37,281,244,37
"N00002575",309,273,0,35,1,10,0,0,0,0,0,0,36,0,0,35,1,10,309,273,36
"N00002576",785,656,7,84,34,72,25,21,4,0,2,2,129,2,7,86,36,74,760,635,125
"N00002577",536,432,4,83,14,76,14,11,3,0,2,1,104,2,4,85,15,78,522,421,101
"N00002578",299,255,1,38,5,41,4,4,0,0,0,0,44,1,1,38,5,42,295,251,44
"N00002579",402,391,0,11,0,27,1,1,0,0,0,0,11,0,0,11,0,27,401,390,11
"N00002580",306,280,0,19,6,12,3,2,1,0,1,0,26,0,0,20,6,12,303,278,25
"N00002581",330,302,0,25,3,18,2,2,0,0,0,0,28,0,0,25,3,18,328,300,28
"N00002582",1465,1406,13,45,0,96,11,10,1,0,1,0,59,4,13,46,0,100,1454,1396,58
"N00002583",327,294,0,29,4,20,2,2,0,0,0,0,33,0,0,29,4,20,325,292,33
"N00002584",350,334,1,13,0,20,6,4,2,0,2,0,16,0,1,15,0,20,344,330,14
"N00002585",262,242,0,20,0,15,3,3,0,0,0,0,20,0,0,20,0,15,259,239,20
"N00002586",350,323,0,25,1,36,5,4,1,0,1,0,27,0,0,26,1,36,345,319,26
"N00002587",836,775,4,55,2,72,9,9,0,0,0,0,61,0,4,55,2,72,827,766,61
"N00002588",305,284,1,20,0,26,0,0,0,0,0,0,21,0,1,20,0,26,305,284,21
"N00002589",317,298,0,19,0,14,3,3,0,0,0,0,19,2,0,19,0,16,314,295,19
"N00002590",1559,1421,1,123,7,100,23,16,7,0,6,1,138,2,1,129,8,102,1536,1405,131
"N00002591",1265,1207,1,55,2,98,24,24,0,0,0,0,58,0,1,55,2,98,1241,1183,58
"N00002592",492,469,0,18,3,13,4,2,2,0,2,0,23,0,0,20,3,13,488,467,21
"N00002593",300,283,0,13,4,16,7,7,0,0,0,0,17,0,0,13,4,16,293,276,17
"N00002594",367,346,0,20,1,21,1,1,0,0,0,0,21,0,0,20,1,21,366,345,21
"N00002595",399,369,6,24,0,40,0,0,0,0,0,0,30,0,6,24,0,40,399,369,30
"N00002596",377,352,0,19,3,9,4,1,3,0,1,2,25,2,0,20,5,11,373,351,22
"N00002597",339,321,0,16,2,19,3,3,0,0,0,0,18,0,0,16,2,19,336,318,18
"N00002598",263,256,0,5,2,20,2,2,0,0,0,0,7,0,0,5,2,20,261,254,7
"N00002599",395,375,0,15,2,53,8,5,3,0,2,1,20,1,0,17,3,54,387,370,17
"N00002600",288,279,0,9,0,16,0,0,0,0,0,0,9,0,0,9,0,16,288,279,9
"N00002601",364,329,0,31,2,29,7,5,2,0,0,2,35,1,0,31,4,30,357,324,33
"N00002602",339,318,0,15,6,40,0,0,0,0,0,0,21,0,0,15,6,40,339,318,21
"N00002603",853,691,7,123,18,122,43,29,14,0,5,9,162,29,7,128,27,151,810,662,148
"N00002604",328,249,5,63,7,90,13,9,4,1,0,3,79,4,6,63,10,94,315,240,75
"N00002605",258,201,1,37,10,21,28,19,9,0,1,8,57,4,1,38,18,25,230,182,48
"N00002606",388,351,0,34,0,17,5,2,3,0,2,1,37,0,0,36,1,17,383,349,34
"N00002607",175,159,0,16,0,8,2,2,0,0,0,0,16,0,0,16,0,8,173,157,16
"N00002608",251,206,0,24,16,7,16,11,5,0,1,4,45,0,0,25,20,7,235,195,40
"N00002609",844,540,0,250,26,43,57,29,28,0,4,24,304,2,0,254,50,45,787,511,276
"N00002610",292,206,2,67,17,52,11,11,0,0,0,0,86,3,2,67,17,55,281,195,86
"N00002611",135,117,0,15,3,18,1,1,0,0,0,0,18,11,0,15,3,29,134,116,18
"N00002612",309,237,0,45,20,56,17,10,7,0,0,7,72,6,0,45,27,62,292,227,65
"N00002613",678,574,7,66,27,89,12,8,4,0,3,1,104,4,7,69,28,93,666,566,100
"N00002614",359,315,3,39,1,50,6,5,1,0,1,0,44,0,3,40,1,50,353,310,43
"N00002615",289,273,0,16,0,16,1,1,0,0,0,0,16,0,0,16,0,16,288,272,16
"N00002616",342,307,0,29,6,30,1,1,0,0,0,0,35,0,0,29,6,30,341,306,35
"N00002617",462,413,2,40,7,28,0,0,0,0,0,0,49,0,2,40,7,28,462,413,49
"N00002618",221,205,0,14,2,13,4,4,0,0,0,0,16,0,0,14,2,13,217,201,16
"N00002619",599,494,8,80,15,99,10,8,2,0,2,0,105,0,8,82,15,99,589,486,103
"N00002620",547,473,1,50,12,20,55,44,11,0,11,0,74,5,1,61,12,25,492,429,63
"N00002621",216,192,2,22,0,19,4,4,0,0,0,0,24,0,2,22,0,19,212,188,24
"N00002622",314,274,5,32,3,47,2,2,0,0,0,0,40,1,5,32,3,48,312,272,40
"N00002623",260,245,3,11,1,17,0,0,0,0,0,0,15,0,3,11,1,17,260,245,15
"N00002624",251,216,1,29,5,37,1,1,0,0,0,0,35,0,1,29,5,37,250,215,35
"N00002625",332,312,1,18,0,36,12,11,1,0,1,0,20,0,1,19,0,36,320,301,19
"N00002626",891,807,2,77,3,75,18,16,2,0,2,0,84,2,2,79,3,77,873,791,82
"N00002627",302,290,1,11,0,54,0,0,0,0,0,0,12,1,1,11,0,55,302,290,12
"N00002628",922,860,2,55,5,87,7,7,0,0,0,0,62,2,2,55,5,89,915,853,62
"N00002629",242,216,0,24,2,12,0,0,0,0,0,0,26,0,0,24,2,12,242,216,26
"N00002630",297,272,1,24,0,19,0,0,0,0,0,0,25,0,1,24,0,19,297,272,25
"N00002631",320,297,0,23,0,25,0,0,0,0,0,0,23,0,0,23,0,25,320,297,23
"N00002632",414,388,8,18,0,34,1,1,0,0,0,0,26,2,8,18,0,36,413,387,26
"N00002633",426,390,5,26,5,28,4,4,0,0,0,0,36,0,5,26,5,28,422,386,36
"N00002634",311,290,5,12,3,7,1,0,1,0,1,0,21,0,5,13,3,7,310,290,20
"N00002635",341,313,4,24,0,23,1,1,0,0,0,0,28,0,4,24,0,23,340,312,28
"N00002636",393,368,1,22,2,10,0,0,0,0,0,0,25,0,1,22,2,10,393,368,25
"N00002637",499,486,0,10,3,29,2,2,0,0,0,0,13,0,0,10,3,29,497,484,13
"N00002638",485,451,0,31,3,16,1,1,0,0,0,0,34,2,0,31,3,18,484,450,34
"N00002639",309,297,1,11,0,31,4,4,0,0,0,0,12,1,1,11,0,32,305,293,12
"N00002640",343,335,0,5,3,16,4,4,0,0,0,0,8,0,0,5,3,16,339,331,8
"N00002641",361,339,6,15,1,35,9,9,0,0,0,0,22,0,6,15,1,35,352,330,22
"N00002642",468,457,0,9,2,32,0,0,0,0,0,0,11,0,0,9,2,32,468,457,11
"N00002643",392,367,0,21,3,21,1,0,1,0,0,1,25,1,0,21,4,22,391,367,24
"N00002644",330,293,0,36,0,40,2,1,1,0,1,0,37,2,0,37,0,42,328,292,36
"N00002645",317,291,0,23,1,17,6,4,2,0,2,0,26,0,0,25,1,17,311,287,24
"N00002646",351,308,1,39,3,25,20,20,0,0,0,0,43,2,1,39,3,27,331,288,43
"N00002647",766,699,5,57,4,75,16,15,1,0,0,1,67,0,5,57,5,75,750,684,66
"N00002648",202,177,2,21,2,27,2,2,0,0,0,0,25,0,2,21,2,27,200,175,25
"N00002649",496,467,0,28,1,15,4,4,0,0,0,0,29,0,0,28,1,15,492,463,29
"N00002650",305,283,8,13,1,26,0,0,0,0,0,0,22,0,8,13,1,26,305,283,22
"N00002651",479,454,0,25,0,49,7,7,0,0,0,0,25,1,0,25,0,50,472,447,25
"N00002652",297,273,10,13,1,14,0,0,0,0,0,0,24,0,10,13,1,14,297,273,24
"N00002653",444,398,3,41,0,29,21,19,2,0,1,1,46,0,3,42,1,29,423,379,44
"N00002654",337,280,4,52,1,31,4,4,0,0,0,0,57,0,4,52,1,31,333,276,57
"N00002655",280,229,7,41,0,41,7,4,3,0,2,1,51,0,7,43,1,41,273,225,48
"N00002656",717,631,4,73,2,58,22,15,7,0,7,0,86,4,4,80,2,62,695,616,79
"N00002657",370,336,0,28,6,58,6,6,0,0,0,0,34,0,0,28,6,58,364,330,34
"N00002658",429,392,6,29,0,36,3,1,2,0,2,0,37,1,6,31,0,37,426,391,35
"N00002659",357,313,0,44,0,28,5,5,0,0,0,0,44,2,0,44,0,30,352,308,44
"N00002660",427,374,0,51,1,34,9,8,1,0,1,0,53,0,0,52,1,34,418,366,52
"N00002661",490,456,1,33,0,32,9,9,0,0,0,0,34,0,1,33,0,32,481,447,34
"N00002662",402,360,0,36,2,17,6,2,4,0,4,0,42,0,0,40,2,17,396,358,38
"N00002663",340,321,2,15,2,32,4,4,0,0,0,0,19,4,2,15,2,36,336,317,19
"N00002664",298,258,3,32,2,13,7,4,3,0,3,0,40,0,3,35,2,13,291,254,37
"N00002665",277,267,3,5,2,30,0,0,0,0,0,0,10,2,3,5,2,32,277,267,10
"N00002666",263,241,0,21,1,19,3,3,0,0,0,0,22,0,0,21,1,19,260,238,22
"N00002667",778,713,9,52,2,80,9,7,2,0,1,1,65,0,9,53,3,80,769,706,63
"N00002668",317,295,0,18,3,28,3,2,1,0,1,0,22,3,0,19,3,31,314,293,21
"N00002669",530,489,7,30,3,22,8,7,1,0,1,0,41,1,7,31,3,23,522,482,40
"N00002670",1917,1746,23,135,11,93,24,22,2,0,2,0,171,1,23,137,11,94,1893,1724,169
"N00002671",1354,1276,10,64,0,83,19,15,4,0,4,0,78,4,10,68,0,87,1335,1261,74
"N00002672",333,305,1,25,2,38,2,2,0,0,0,0,28,2,1,25,2,40,331,303,28
"N00002673",1282,1164,6,102,3,121,34,27,7,0,3,4,118,4,6,105,7,125,1248,1137,111
"N00002674",289,272,1,16,0,28,5,5,0,0,0,0,17,0,1,16,0,28,284,267,17
"N00002675",385,378,1,6,0,28,4,4,0,0,0,0,7,0,1,6,0,28,381,374,7
"N00002676",708,660,3,42,2,34,3,2,1,0,1,0,48,0,3,43,2,34,705,658,47
"N00002677",408,380,0,26,2,28,1,1,0,0,0,0,28,0,0,26,2,28,407,379,28
"N00002678",368,326,3,30,9,40,0,0,0,0,0,0,42,0,3,30,9,40,368,326,42
"N00002679",534,494,6,32,2,38,5,5,0,0,0,0,40,0,6,32,2,38,529,489,40
"N00002680",430,422,0,7,1,23,3,3,0,0,0,0,8,0,0,7,1,23,427,419,8
"N00002681",436,425,0,9,2,25,1,1,0,0,0,0,11,2,0,9,2,27,435,424,11
"N00002682",457,415,4,36,1,21,4,3,1,0,1,0,42,0,4,37,1,21,453,412,41
"N00002683",395,369,0,26,0,14,2,2,0,0,0,0,26,0,0,26,0,14,393,367,26
"N00002684",458,418,4,31,1,15,6,2,4,0,4,0,40,0,4,35,1,15,452,416,36
"N00002685",385,356,0,27,2,12,0,0,0,0,0,0,29,1,0,27,2,13,385,356,29
"N00002686",337,309,0,25,3,32,1,1,0,0,0,0,28,0,0,25,3,32,336,308,28
"N00002687",306,298,0,8,0,17,3,3,0,0,0,0,8,0,0,8,0,17,303,295,8
"N00002688",375,350,0,20,5,19,0,0,0,0,0,0,25,0,0,20,5,19,375,350,25
"N00002689",308,279,5,22,0,27,2,0,2,0,0,2,29,0,5,22,2,27,306,279,27
"N00002690",249,209,1,38,1,39,3,3,0,0,0,0,40,0,1,38,1,39,246,206,40
"N00002691",325,297,0,24,1,16,6,3,3,0,3,0,28,1,0,27,1,17,319,294,25
"N00002692",276,251,1,24,0,23,1,1,0,0,0,0,25,0,1,24,0,23,275,250,25
"N00002693",338,288,4,43,2,37,7,6,1,0,1,0,50,0,4,44,2,37,331,282,49
"N00002694",319,303,0,10,6,21,2,2,0,0,0,0,16,1,0,10,6,22,317,301,16
"N00002695",467,455,0,11,1,36,5,5,0,0,0,0,12,0,0,11,1,36,462,450,12
"N00002696",316,302,0,13,1,21,4,4,0,0,0,0,14,0,0,13,1,21,312,298,14
"N00002697",367,337,2,24,4,28,2,2,0,0,0,0,30,0,2,24,4,28,365,335,30
"N00002698",536,471,3,53,9,15,13,13,0,0,0,0,65,2,3,53,9,17,523,458,65
"N00002699",351,313,3,34,1,33,0,0,0,0,0,0,38,0,3,34,1,33,351,313,38
"N00002700",529,465,2,60,2,33,3,3,0,0,0,0,64,2,2,60,2,35,526,462,64
"N00002701",533,507,0,20,6,26,1,1,0,0,0,0,26,0,0,20,6,26,532,506,26
"N00002702",371,350,1,20,0,25,0,0,0,0,0,0,21,0,1,20,0,25,371,350,21
"N00002703",614,580,3,29,2,34,1,1,0,0,0,0,34,0,3,29,2,34,613,579,34
"N00002704",558,528,2,24,4,21,0,0,0,0,0,0,30,0,2,24,4,21,558,528,30
"N00002705",483,459,6,17,1,26,0,0,0,0,0,0,24,0,6,17,1,26,483,459,24
"N00002706",437,418,0,19,0,12,5,5,0,0,0,0,19,0,0,19,0,12,432,413,19
"N00002707",564,513,5,45,1,40,2,2,0,0,0,0,51,1,5,45,1,41,562,511,51
"N00002708",264,242,1,19,2,24,0,0,0,0,0,0,22,0,1,19,2,24,264,242,22
"N00002709",468,408,1,58,1,29,3,3,0,0,0,0,60,0,1,58,1,29,465,405,60
"N00002710",418,375,0,40,0,33,4,1,3,0,3,0,43,0,0,43,0,33,414,374,40
"N00002711",764,689,3,57,15,53,10,10,0,0,0,0,75,3,3,57,15,56,754,679,75
"N00002712",373,359,2,12,0,33,1,1,0,0,0,0,14,0,2,12,0,33,372,358,14
"N00002713",424,401,2,18,0,25,3,0,3,0,3,0,23,0,2,21,0,25,421,401,20
"N00002714",490,470,1,18,1,35,1,1,0,0,0,0,20,0,1,18,1,35,489,469,20
"N00002715",424,411,0,13,0,23,5,5,0,0,0,0,13,0,0,13,0,23,419,406,13
"N00002716",348,326,0,21,1,16,4,4,0,0,0,0,22,0,0,21,1,16,344,322,22
"N00002717",566,533,4,28,1,40,0,0,0,0,0,0,33,1,4,28,1,41,566,533,33
"N00002718",473,458,0,15,0,20,9,9,0,0,0,0,15,1,0,15,0,21,464,449,15
"N00002719",333,315,0,13,5,31,2,2,0,0,0,0,18,0,0,13,5,31,331,313,18
"N00002720",344,314,1,26,3,30,1,1,0,0,0,0,30,0,1,26,3,30,343,313,30
"N00002721",363,335,1,23,3,15,1,0,1,0,1,0,28,0,1,24,3,15,362,335,27
"N00002722",437,419,3,14,1,39,1,1,0,0,0,0,18,0,3,14,1,39,436,418,18
"N00002723",407,397,1,9,0,19,1,1,0,0,0,0,10,2,1,9,0,21,406,396,10
"N00002724",230,214,2,14,0,20,2,2,0,0,0,0,16,0,2,14,0,20,228,212,16
"N00002725",433,416,1,16,0,15,12,12,0,0,0,0,17,0,1,16,0,15,421,404,17
"N00002726",1345,1135,18,149,19,106,73,49,24,5,12,7,210,8,23,161,26,114,1272,1086,186
"N00002727",390,354,3,23,9,17,1,0,1,0,0,1,36,0,3,23,10,17,389,354,35
"N00002728",1055,940,13,100,1,70,15,14,1,0,1,0,115,0,13,101,1,70,1040,926,114
"N00002729",293,274,0,19,0,27,3,3,0,0,0,0,19,0,0,19,0,27,290,271,19
"N00002730",271,256,2,12,1,29,1,1,0,0,0,0,15,4,2,12,1,33,270,255,15
"N00002731",277,256,2,19,0,51,1,1,0,0,0,0,21,1,2,19,0,52,276,255,21
"N00002732",307,286,0,18,1,57,2,0,2,0,1,1,21,0,0,19,2,57,305,286,19
"N00002733",401,348,0,46,4,38,11,8,3,0,1,2,53,1,0,47,6,39,390,340,50
"N00002734",493,456,0,33,4,43,6,6,0,0,0,0,37,0,0,33,4,43,487,450,37
"N00002735",431,408,0,23,0,27,0,0,0,0,0,0,23,0,0,23,0,27,431,408,23
"N00002736",357,342,0,14,1,19,3,3,0,0,0,0,15,0,0,14,1,19,354,339,15
"N00002737",320,310,0,8,2,15,4,4,0,0,0,0,10,0,0,8,2,15,316,306,10
"N00002738",456,430,0,22,1,16,3,0,3,0,0,3,26,0,0,22,4,16,453,430,23
"N00002739",398,372,0,26,0,14,1,1,0,0,0,0,26,0,0,26,0,14,397,371,26
"N00002740",383,356,0,25,2,35,0,0,0,0,0,0,27,1,0,25,2,36,383,356,27
"N00002741",456,421,5,28,2,19,3,3,0,0,0,0,35,0,5,28,2,19,453,418,35
"N00002742",379,342,0,36,1,23,4,4,0,0,0,0,37,0,0,36,1,23,375,338,37
"N00002743",364,327,0,35,1,59,3,2,1,0,1,0,37,1,0,36,1,60,361,325,36
"N00002744",267,238,8,18,3,30,4,4,0,0,0,0,29,0,8,18,3,30,263,234,29
"N00002745",324,307,0,12,0,12,6,1,5,0,5,0,17,0,0,17,0,12,318,306,12
"N00002746",309,292,0,14,3,35,1,1,0,0,0,0,17,0,0,14,3,35,308,291,17
"N00002747",262,232,0,25,5,19,0,0,0,0,0,0,30,0,0,25,5,19,262,232,30
"N00002748",351,318,0,31,2,15,1,1,0,0,0,0,33,1,0,31,2,16,350,317,33
"N00002749",334,278,5,44,6,35,7,6,1,0,1,0,56,0,5,45,6,35,327,272,55
"N00002750",261,232,0,28,1,33,8,8,0,0,0,0,29,1,0,28,1,34,253,224,29
"N00002751",301,255,5,38,3,48,1,1,0,0,0,0,46,8,5,38,3,56,300,254,46
"N00002752",283,268,0,11,0,32,6,2,4,0,4,0,15,0,0,15,0,32,277,266,11
"N00002753",524,498,1,21,3,37,13,12,1,0,1,0,26,4,1,22,3,41,511,486,25
"N00002754",410,393,0,15,1,19,11,10,1,0,0,1,17,0,0,15,2,19,399,383,16
"N00002755",589,544,4,37,3,32,9,8,1,0,0,1,45,0,4,37,4,32,580,536,44
"N00002756",315,302,0,12,1,10,6,6,0,0,0,0,13,0,0,12,1,10,309,296,13
"N00002757",483,445,1,36,0,47,5,4,1,0,1,0,38,0,1,37,0,47,478,441,37
"N00002758",254,235,1,18,0,24,2,2,0,0,0,0,19,0,1,18,0,24,252,233,19
"N00002759",337,323,0,12,2,15,19,19,0,0,0,0,14,0,0,12,2,15,318,304,14
"N00002760",306,279,0,27,0,16,0,0,0,0,0,0,27,0,0,27,0,16,306,279,27
"N00002761",941,847,0,93,0,62,9,8,1,0,1,0,94,1,0,94,0,63,932,839,93
"N00002762",364,358,0,5,1,31,4,4,0,0,0,0,6,0,0,5,1,31,360,354,6
"N00002763",381,363,0,18,0,25,8,8,0,0,0,0,18,0,0,18,0,25,373,355,18
"N00002764",427,390,1,33,3,36,0,0,0,0,0,0,37,0,1,33,3,36,427,390,37
"N00002765",371,353,0,17,1,22,0,0,0,0,0,0,18,2,0,17,1,24,371,353,18
"N00002766",499,482,2,14,1,30,0,0,0,0,0,0,17,0,2,14,1,30,499,482,17
"N00002767",396,379,0,16,1,16,2,2,0,0,0,0,17,0,0,16,1,16,394,377,17
"N00002768",362,325,0,36,1,26,0,0,0,0,0,0,37,1,0,36,1,27,362,325,37
"N00002769",483,464,2,15,2,30,2,2,0,0,0,0,19,0,2,15,2,30,481,462,19
"N00002770",463,438,8,16,1,28,0,0,0,0,0,0,25,0,8,16,1,28,463,438,25
"N00002771",272,256,0,15,0,22,5,4,1,0,1,0,16,0,0,16,0,22,267,252,15
"N00002772",297,274,0,15,8,14,2,2,0,0,0,0,23,4,0,15,8,18,295,272,23
"N00002773",217,202,0,13,0,11,3,1,2,0,0,2,15,0,0,13,2,11,214,201,13
"N00002774",640,603,2,34,1,51,21,21,0,0,0,0,37,0,2,34,1,51,619,582,37
"N00002775",478,438,0,34,1,55,13,8,5,0,5,0,40,4,0,39,1,59,465,430,35
"N00002776",292,275,0,15,2,43,2,2,0,0,0,0,17,0,0,15,2,43,290,273,17
"N00002777",237,215,0,21,0,20,2,1,1,0,1,0,22,0,0,22,0,20,235,214,21
"N00002778",254,208,1,33,7,44,10,5,5,0,5,0,46,0,1,38,7,44,244,203,41
"N00002779",496,473,1,18,4,37,0,0,0,0,0,0,23,0,1,18,4,37,496,473,23
"N00002780",345,313,0,31,0,17,5,4,1,0,1,0,32,0,0,32,0,17,340,309,31
"N00002781",401,378,1,21,1,19,2,2,0,0,0,0,23,0,1,21,1,19,399,376,23
"N00002782",510,474,1,32,3,30,0,0,0,0,0,0,36,0,1,32,3,30,510,474,36
"N00002783",390,359,1,30,0,16,2,2,0,0,0,0,31,0,1,30,0,16,388,357,31
"N00002784",544,516,3,22,3,45,1,1,0,0,0,0,28,2,3,22,3,47,543,515,28
"N00002785",599,540,11,44,4,29,1,1,0,0,0,0,59,0,11,44,4,29,598,539,59
"N00002786",503,474,0,28,1,15,13,13,0,0,0,0,29,0,0,28,1,15,490,461,29
"N00002787",464,442,0,22,0,18,6,6,0,0,0,0,22,0,0,22,0,18,458,436,22
"N00002788",370,349,2,15,4,12,1,1,0,0,0,0,21,1,2,15,4,13,369,348,21
"N00002789",539,494,3,38,3,42,2,1,1,0,1,0,45,0,3,39,3,42,537,493,44
"N00002790",493,466,3,19,5,35,0,0,0,0,0,0,27,0,3,19,5,35,493,466,27
"N00002791",419,388,1,27,2,15,8,7,1,0,0,1,31,0,1,27,3,15,411,381,30
"N00002792",479,455,1,21,1,17,4,3,1,0,1,0,24,0,1,22,1,17,475,452,23
"N00002793",452,421,1,29,0,12,1,0,1,0,1,0,31,0,1,30,0,12,451,421,30
