"Geography_Code","NM_1287_1_0","NM_1287_1_1","NM_1287_1_10","NM_1287_1_11","NM_1287_1_12","NM_1287_1_13","NM_1287_1_14","NM_1287_1_15","NM_1287_1_16","NM_1287_1_17","NM_1287_1_18","NM_1287_1_19","NM_1287_1_2","NM_1287_1_20","NM_1287_1_3","NM_1287_1_4","NM_1287_1_5","NM_1287_1_6","NM_1287_1_7","NM_1287_1_8","NM_1287_1_9"
"N00002794",551,515,3,32,1,18,11,11,0,0,0,0,36,2,3,32,1,20,540,504,36
"N00002795",539,523,0,15,1,14,5,5,0,0,0,0,16,0,0,15,1,14,534,518,16
"N00002796",571,545,1,24,1,17,2,2,0,0,0,0,26,0,1,24,1,17,569,543,26
"N00002797",551,517,0,25,9,11,1,1,0,0,0,0,34,1,0,25,9,12,550,516,34
"N00002798",415,396,3,12,4,27,6,6,0,0,0,0,19,1,3,12,4,28,409,390,19
"N00002799",308,289,4,15,0,25,0,0,0,0,0,0,19,0,4,15,0,25,308,289,19
"N00002800",406,376,0,23,6,13,3,2,1,0,1,0,30,2,0,24,6,15,403,374,29
"N00002801",486,463,1,17,5,29,0,0,0,0,0,0,23,0,1,17,5,29,486,463,23
"N00002802",452,437,2,8,5,13,7,7,0,0,0,0,15,0,2,8,5,13,445,430,15
"N00002803",506,448,4,41,10,29,8,5,3,0,3,0,58,0,4,44,10,29,498,443,55
"N00002804",412,358,6,36,9,6,3,0,3,0,3,0,54,0,6,39,9,6,409,358,51
"N00002805",384,347,4,18,15,40,0,0,0,0,0,0,37,3,4,18,15,43,384,347,37
"N00002806",495,475,4,13,1,23,6,4,2,0,2,0,20,1,4,15,1,24,489,471,18
"N00002807",402,364,0,29,9,17,4,4,0,0,0,0,38,0,0,29,9,17,398,360,38
"N00002808",513,482,2,29,0,27,0,0,0,0,0,0,31,0,2,29,0,27,513,482,31
"N00002809",491,465,1,25,0,27,0,0,0,0,0,0,26,0,1,25,0,27,491,465,26
"N00002810",325,303,0,16,6,16,0,0,0,0,0,0,22,3,0,16,6,19,325,303,22
"N00002811",340,320,0,17,3,25,1,1,0,0,0,0,20,2,0,17,3,27,339,319,20
"N00002812",397,375,2,19,1,15,1,1,0,0,0,0,22,0,2,19,1,15,396,374,22
"N00002813",449,418,3,21,2,17,6,1,5,0,4,1,31,0,3,25,3,17,443,417,26
"N00002814",501,393,5,73,12,47,49,31,18,5,4,9,108,5,10,77,21,52,452,362,90
"N00002815",327,290,2,25,3,8,51,44,7,0,4,3,37,9,2,29,6,17,276,246,30
"N00002816",358,298,1,26,16,12,22,5,17,0,2,15,60,3,1,28,31,15,336,293,43
"N00002817",631,549,2,47,31,36,38,36,2,0,1,1,82,7,2,48,32,43,593,513,80
"N00002818",465,393,1,39,30,44,27,25,2,0,1,1,72,2,1,40,31,46,438,368,70
"N00002819",448,401,1,26,9,43,37,26,11,0,2,9,47,1,1,28,18,44,411,375,36
"N00002820",609,567,1,21,20,29,7,7,0,0,0,0,42,1,1,21,20,30,602,560,42
"N00002821",457,444,4,9,0,9,2,2,0,0,0,0,13,0,4,9,0,9,455,442,13
"N00002822",393,354,4,24,11,17,1,1,0,0,0,0,39,0,4,24,11,17,392,353,39
"N00002823",375,352,1,19,3,16,0,0,0,0,0,0,23,0,1,19,3,16,375,352,23
"N00002824",372,346,0,19,7,22,2,2,0,0,0,0,26,1,0,19,7,23,370,344,26
"N00002825",654,609,3,29,9,17,7,3,4,0,4,0,45,0,3,33,9,17,647,606,41
"N00002826",406,373,7,26,0,43,1,1,0,0,0,0,33,1,7,26,0,44,405,372,33
"N00002827",360,344,0,15,1,21,2,2,0,0,0,0,16,0,0,15,1,21,358,342,16
"N00002828",344,302,7,30,3,30,7,5,2,0,0,2,42,1,7,30,5,31,337,297,40
"N00002829",477,450,1,22,4,23,3,3,0,0,0,0,27,0,1,22,4,23,474,447,27
"N00002830",451,425,0,26,0,24,0,0,0,0,0,0,26,0,0,26,0,24,451,425,26
"N00002831",472,445,2,25,0,25,1,1,0,0,0,0,27,0,2,25,0,25,471,444,27
"N00002832",403,374,0,23,3,36,5,2,3,0,1,2,29,1,0,24,5,37,398,372,26
"N00002833",390,380,4,6,0,26,0,0,0,0,0,0,10,0,4,6,0,26,390,380,10
"N00002834",632,599,2,26,3,17,5,3,2,0,2,0,33,0,2,28,3,17,627,596,31
"N00002835",511,485,0,22,4,31,2,2,0,0,0,0,26,3,0,22,4,34,509,483,26
"N00002836",444,416,3,18,5,25,5,3,2,0,1,1,28,0,3,19,6,25,439,413,26
"N00002837",333,302,7,21,3,7,0,0,0,0,0,0,31,0,7,21,3,7,333,302,31
"N00002838",454,443,0,7,4,23,0,0,0,0,0,0,11,0,0,7,4,23,454,443,11
"N00002839",367,345,0,14,8,13,0,0,0,0,0,0,22,0,0,14,8,13,367,345,22
"N00002840",1431,1321,15,55,32,29,17,9,8,0,3,5,110,3,15,58,37,32,1414,1312,102
"N00002841",519,492,2,18,2,25,45,40,5,0,5,0,27,0,2,23,2,25,474,452,22
"N00002842",622,580,2,35,5,33,18,18,0,0,0,0,42,7,2,35,5,40,604,562,42
"N00002843",389,359,0,25,4,18,4,3,1,0,0,1,30,0,0,25,5,18,385,356,29
"N00002844",413,365,1,39,4,11,23,19,4,0,4,0,48,0,1,43,4,11,390,346,44
"N00002845",314,279,0,26,3,4,9,3,6,0,6,0,35,0,0,32,3,4,305,276,29
"N00002846",629,572,5,48,4,54,7,7,0,0,0,0,57,0,5,48,4,54,622,565,57
"N00002847",644,619,0,20,5,42,5,5,0,0,0,0,25,0,0,20,5,42,639,614,25
"N00002848",1266,1160,8,81,14,102,23,20,3,0,3,0,106,1,8,84,14,103,1243,1140,103
"N00002849",217,197,0,14,6,5,5,5,0,0,0,0,20,0,0,14,6,5,212,192,20
"N00002850",294,261,0,26,4,16,4,1,3,0,3,0,33,3,0,29,4,19,290,260,30
"N00002851",401,371,2,20,6,15,13,11,2,0,2,0,30,0,2,22,6,15,388,360,28
"N00002852",307,273,0,17,16,35,3,2,1,1,0,0,34,0,1,17,16,35,304,271,33
"N00002853",1040,951,6,63,16,100,32,28,4,0,3,1,89,2,6,66,17,102,1008,923,85
"N00002854",474,431,0,39,4,11,22,22,0,0,0,0,43,0,0,39,4,11,452,409,43
"N00002855",454,417,6,31,0,66,3,3,0,0,0,0,37,0,6,31,0,66,451,414,37
"N00002856",314,292,0,13,8,13,1,0,1,0,0,1,22,0,0,13,9,13,313,292,21
"N00002857",521,489,1,31,0,20,10,10,0,0,0,0,32,0,1,31,0,20,511,479,32
"N00002858",440,357,1,39,26,51,69,52,17,0,6,11,83,16,1,45,37,67,371,305,66
"N00002859",540,467,4,41,23,74,23,18,5,0,5,0,73,2,4,46,23,76,517,449,68
"N00002860",368,325,0,27,13,31,11,8,3,0,0,3,43,1,0,27,16,32,357,317,40
"N00002861",421,353,3,21,25,56,59,40,19,1,4,14,68,2,4,25,39,58,362,313,49
"N00002862",271,236,0,23,12,34,4,4,0,0,0,0,35,1,0,23,12,35,267,232,35
"N00002863",329,302,0,23,2,17,21,19,2,0,2,0,27,4,0,25,2,21,308,283,25
"N00002864",347,321,0,25,1,31,4,4,0,0,0,0,26,1,0,25,1,32,343,317,26
"N00002865",643,617,1,22,3,15,7,7,0,0,0,0,26,0,1,22,3,15,636,610,26
"N00002866",482,459,0,21,2,15,0,0,0,0,0,0,23,0,0,21,2,15,482,459,23
"N00002867",573,531,1,34,7,29,2,2,0,0,0,0,42,0,1,34,7,29,571,529,42
"N00002868",488,456,4,23,5,48,3,3,0,0,0,0,32,0,4,23,5,48,485,453,32
"N00002869",402,370,0,28,4,19,7,7,0,0,0,0,32,0,0,28,4,19,395,363,32
"N00002870",587,521,0,38,19,51,30,21,9,0,3,6,66,0,0,41,25,51,557,500,57
"N00002871",864,745,7,63,39,96,71,61,10,0,6,4,119,19,7,69,43,115,793,684,109
"N00002872",313,282,0,22,5,15,18,14,4,0,2,2,31,2,0,24,7,17,295,268,27
"N00002873",298,255,0,25,8,13,25,15,10,0,1,9,43,2,0,26,17,15,273,240,33
"N00002874",295,258,0,22,2,21,32,19,13,0,12,1,37,7,0,34,3,28,263,239,24
"N00002875",1081,1024,10,43,4,60,2,2,0,0,0,0,57,1,10,43,4,61,1079,1022,57
"N00002876",531,472,4,51,4,72,11,11,0,0,0,0,59,2,4,51,4,74,520,461,59
"N00002877",297,277,1,13,6,27,0,0,0,0,0,0,20,0,1,13,6,27,297,277,20
"N00002878",205,173,0,30,2,23,0,0,0,0,0,0,32,0,0,30,2,23,205,173,32
"N00002879",434,406,1,27,0,21,0,0,0,0,0,0,28,0,1,27,0,21,434,406,28
"N00002880",438,419,0,17,2,16,6,6,0,0,0,0,19,0,0,17,2,16,432,413,19
"N00002881",523,468,1,51,3,63,0,0,0,0,0,0,55,0,1,51,3,63,523,468,55
"N00002882",375,359,5,11,0,17,5,5,0,0,0,0,16,0,5,11,0,17,370,354,16
"N00002883",478,448,0,26,0,20,8,4,4,0,4,0,30,0,0,30,0,20,470,444,26
"N00002884",476,458,0,18,0,22,0,0,0,0,0,0,18,0,0,18,0,22,476,458,18
"N00002885",659,547,0,61,31,51,55,35,20,1,10,9,112,11,1,71,40,62,604,512,92
"N00002886",823,682,9,68,54,51,44,34,10,0,3,7,141,13,9,71,61,64,779,648,131
"N00002887",661,561,4,68,24,57,11,7,4,0,4,0,100,9,4,72,24,66,650,554,96
"N00002888",424,399,5,9,7,26,11,7,4,0,4,0,25,0,5,13,7,26,413,392,21
"N00002889",324,291,2,16,10,42,17,12,5,1,4,0,33,4,3,20,10,46,307,279,28
"N00002890",406,391,0,14,1,16,0,0,0,0,0,0,15,1,0,14,1,17,406,391,15
"N00002891",633,597,1,27,7,39,8,7,1,0,1,0,36,0,1,28,7,39,625,590,35
"N00002892",500,469,5,15,11,27,10,10,0,0,0,0,31,0,5,15,11,27,490,459,31
"N00002893",274,238,4,23,9,31,1,1,0,0,0,0,36,3,4,23,9,34,273,237,36
"N00002894",341,318,0,14,9,20,4,4,0,0,0,0,23,0,0,14,9,20,337,314,23
"N00002895",502,467,1,30,1,40,3,0,3,0,2,1,35,0,1,32,2,40,499,467,32
"N00002896",353,342,1,10,0,18,2,2,0,0,0,0,11,0,1,10,0,18,351,340,11
"N00002897",998,917,2,50,12,84,40,23,17,0,13,4,81,0,2,63,16,84,958,894,64
"N00002898",302,274,0,17,4,34,26,19,7,0,5,2,28,4,0,22,6,38,276,255,21
"N00002899",303,288,0,15,0,18,3,3,0,0,0,0,15,0,0,15,0,18,300,285,15
"N00002900",309,292,0,17,0,23,7,7,0,0,0,0,17,0,0,17,0,23,302,285,17
"N00002901",277,265,0,9,3,2,1,1,0,0,0,0,12,0,0,9,3,2,276,264,12
"N00002902",329,282,0,32,6,14,14,5,9,0,7,2,47,1,0,39,8,15,315,277,38
"N00002903",747,632,9,52,23,67,101,70,31,4,17,10,115,25,13,69,33,92,646,562,84
"N00002904",422,382,0,31,0,28,17,8,9,0,2,7,40,2,0,33,7,30,405,374,31
"N00002905",433,398,0,25,10,28,14,14,0,0,0,0,35,0,0,25,10,28,419,384,35
"N00002906",420,399,1,8,2,23,37,27,10,0,6,4,21,0,1,14,6,23,383,372,11
"N00002907",634,621,0,11,2,24,2,2,0,0,0,0,13,2,0,11,2,26,632,619,13
"N00002908",474,440,2,29,3,20,0,0,0,0,0,0,34,0,2,29,3,20,474,440,34
"N00002909",558,538,1,17,2,21,0,0,0,0,0,0,20,0,1,17,2,21,558,538,20
"N00002910",716,679,0,29,8,15,8,8,0,0,0,0,37,0,0,29,8,15,708,671,37
"N00002911",724,692,2,25,4,19,6,5,1,0,1,0,32,0,2,26,4,19,718,687,31
"N00002912",345,323,2,19,0,11,3,2,1,0,1,0,22,0,2,20,0,11,342,321,21
"N00002913",309,291,2,13,3,14,1,1,0,0,0,0,18,0,2,13,3,14,308,290,18
"N00002914",1272,1189,13,61,7,57,11,9,2,0,0,2,83,0,13,61,9,57,1261,1180,81
"N00002915",217,207,0,9,1,4,0,0,0,0,0,0,10,0,0,9,1,4,217,207,10
"N00002916",443,420,1,17,5,41,4,4,0,0,0,0,23,0,1,17,5,41,439,416,23
"N00002917",308,276,6,20,6,16,0,0,0,0,0,0,32,0,6,20,6,16,308,276,32
"N00002918",339,326,0,12,1,15,0,0,0,0,0,0,13,0,0,12,1,15,339,326,13
"N00002919",391,384,0,4,2,15,1,0,1,0,0,1,7,0,0,4,3,15,390,384,6
"N00002920",375,357,4,9,5,15,0,0,0,0,0,0,18,0,4,9,5,15,375,357,18
"N00002921",309,300,0,5,4,15,3,3,0,0,0,0,9,0,0,5,4,15,306,297,9
"N00002922",468,406,9,40,13,33,1,1,0,0,0,0,62,0,9,40,13,33,467,405,62
"N00002923",351,325,6,19,1,31,4,4,0,0,0,0,26,0,6,19,1,31,347,321,26
"N00002924",386,352,3,19,10,19,4,2,2,0,1,1,34,0,3,20,11,19,382,350,32
"N00002925",311,271,4,24,11,33,4,3,1,0,0,1,40,0,4,24,12,33,307,268,39
"N00002926",368,334,2,25,7,29,3,3,0,0,0,0,34,0,2,25,7,29,365,331,34
"N00002927",390,362,0,26,2,18,0,0,0,0,0,0,28,0,0,26,2,18,390,362,28
"N00002928",358,324,3,26,5,28,0,0,0,0,0,0,34,0,3,26,5,28,358,324,34
"N00002929",727,682,5,32,4,19,18,14,4,0,4,0,45,0,5,36,4,19,709,668,41
"N00002930",416,393,0,20,3,19,2,2,0,0,0,0,23,1,0,20,3,20,414,391,23
"N00002931",628,573,4,45,6,40,7,7,0,0,0,0,55,1,4,45,6,41,621,566,55
"N00002932",393,365,0,25,1,18,4,2,2,0,1,1,28,1,0,26,2,19,389,363,26
"N00002933",522,504,4,13,1,26,8,8,0,0,0,0,18,1,4,13,1,27,514,496,18
"N00002934",429,398,0,29,2,26,0,0,0,0,0,0,31,0,0,29,2,26,429,398,31
"N00002935",402,385,1,11,5,9,1,1,0,0,0,0,17,0,1,11,5,9,401,384,17
"N00002936",395,360,3,30,2,17,2,2,0,0,0,0,35,0,3,30,2,17,393,358,35
"N00002937",409,388,3,17,1,15,4,4,0,0,0,0,21,1,3,17,1,16,405,384,21
"N00002938",420,412,1,7,0,45,0,0,0,0,0,0,8,0,1,7,0,45,420,412,8
"N00002939",411,401,0,9,1,29,7,7,0,0,0,0,10,0,0,9,1,29,404,394,10
"N00002940",388,375,1,9,3,7,0,0,0,0,0,0,13,0,1,9,3,7,388,375,13
"N00002941",312,291,0,15,6,16,0,0,0,0,0,0,21,0,0,15,6,16,312,291,21
"N00002942",427,375,4,42,6,19,1,1,0,0,0,0,52,0,4,42,6,19,426,374,52
"N00002943",288,250,0,31,6,50,1,0,1,0,0,1,38,4,0,31,7,54,287,250,37
"N00002944",633,558,0,54,21,44,10,10,0,0,0,0,75,8,0,54,21,52,623,548,75
"N00002945",378,352,0,25,1,23,4,4,0,0,0,0,26,2,0,25,1,25,374,348,26
"N00002946",297,276,0,16,5,19,0,0,0,0,0,0,21,0,0,16,5,19,297,276,21
"N00002947",396,357,0,34,3,29,4,2,2,0,2,0,39,0,0,36,3,29,392,355,37
"N00002948",345,325,0,15,5,37,11,11,0,0,0,0,20,0,0,15,5,37,334,314,20
"N00002949",360,340,0,18,2,20,6,6,0,0,0,0,20,0,0,18,2,20,354,334,20
"N00002950",396,347,0,30,17,47,6,4,2,0,2,0,49,0,0,32,17,47,390,343,47
"N00002951",231,205,0,18,8,30,1,1,0,0,0,0,26,2,0,18,8,32,230,204,26
"N00002952",326,290,1,29,5,32,6,5,1,0,1,0,36,0,1,30,5,32,320,285,35
"N00002953",226,193,0,24,8,31,1,0,1,0,1,0,33,0,0,25,8,31,225,193,32
"N00002954",639,600,0,28,11,45,6,6,0,0,0,0,39,0,0,28,11,45,633,594,39
"N00002955",438,406,5,19,7,26,6,5,1,0,1,0,32,0,5,20,7,26,432,401,31
"N00002956",358,325,6,24,3,33,4,4,0,0,0,0,33,2,6,24,3,35,354,321,33
"N00002957",378,353,0,24,0,16,1,0,1,0,1,0,25,0,0,25,0,16,377,353,24
"N00002958",453,434,0,18,1,15,3,3,0,0,0,0,19,0,0,18,1,15,450,431,19
"N00002959",546,511,7,26,2,34,5,5,0,0,0,0,35,1,7,26,2,35,541,506,35
"N00002960",350,320,1,22,7,20,2,2,0,0,0,0,30,0,1,22,7,20,348,318,30
"N00002961",326,311,2,10,2,15,1,0,1,0,1,0,15,0,2,11,2,15,325,311,14
"N00002962",374,324,11,19,20,22,3,3,0,0,0,0,50,0,11,19,20,22,371,321,50
"N00002963",368,332,1,25,9,11,3,2,1,0,1,0,36,0,1,26,9,11,365,330,35
"N00002964",373,359,0,7,7,9,8,8,0,0,0,0,14,0,0,7,7,9,365,351,14
"N00002965",311,278,8,17,8,15,1,1,0,0,0,0,33,0,8,17,8,15,310,277,33
"N00002966",576,543,1,20,12,22,2,2,0,0,0,0,33,1,1,20,12,23,574,541,33
"N00002967",277,256,0,20,1,16,12,12,0,0,0,0,21,0,0,20,1,16,265,244,21
"N00002968",279,252,0,24,3,19,14,14,0,0,0,0,27,0,0,24,3,19,265,238,27
"N00002969",218,200,0,15,3,16,3,3,0,0,0,0,18,5,0,15,3,21,215,197,18
"N00002970",281,251,3,19,5,20,7,4,3,0,3,0,30,1,3,22,5,21,274,247,27
"N00002971",365,304,0,40,13,25,17,9,8,1,6,1,61,18,1,46,14,43,348,295,53
"N00002972",287,268,0,19,0,20,3,3,0,0,0,0,19,2,0,19,0,22,284,265,19
"N00002973",407,400,0,4,3,30,1,1,0,0,0,0,7,1,0,4,3,31,406,399,7
"N00002974",324,304,0,14,6,20,1,1,0,0,0,0,20,0,0,14,6,20,323,303,20
"N00002975",488,449,7,27,5,36,2,2,0,0,0,0,39,1,7,27,5,37,486,447,39
"N00002976",308,296,0,12,0,12,4,4,0,0,0,0,12,0,0,12,0,12,304,292,12
"N00002977",410,375,3,27,5,24,4,4,0,0,0,0,35,0,3,27,5,24,406,371,35
"N00002978",450,435,0,12,3,9,2,2,0,0,0,0,15,0,0,12,3,9,448,433,15
"N00002979",408,383,0,23,2,18,9,9,0,0,0,0,25,0,0,23,2,18,399,374,25
"N00002980",398,362,0,33,3,29,5,5,0,0,0,0,36,3,0,33,3,32,393,357,36
"N00002981",250,235,0,14,1,18,4,4,0,0,0,0,15,1,0,14,1,19,246,231,15
"N00002982",516,459,1,43,11,72,4,2,2,0,1,1,57,1,1,44,12,73,512,457,55
"N00002983",320,294,1,10,15,27,8,8,0,0,0,0,26,0,1,10,15,27,312,286,26
"N00002984",213,193,0,14,1,10,6,1,5,0,0,5,20,0,0,14,6,10,207,192,15
"N00002985",140,130,1,6,2,10,8,7,1,0,1,0,10,0,1,7,2,10,132,123,9
"N00002986",382,346,0,25,11,30,4,4,0,0,0,0,36,0,0,25,11,30,378,342,36
"N00002987",469,447,11,7,3,38,1,0,1,0,1,0,22,0,11,8,3,38,468,447,21
"N00002988",462,435,7,16,4,21,0,0,0,0,0,0,27,0,7,16,4,21,462,435,27
"N00002989",500,461,10,27,2,22,4,4,0,0,0,0,39,1,10,27,2,23,496,457,39
"N00002990",355,328,0,23,4,15,1,1,0,0,0,0,27,0,0,23,4,15,354,327,27
"N00002991",349,326,0,22,1,10,2,2,0,0,0,0,23,0,0,22,1,10,347,324,23
"N00002992",495,471,2,22,0,21,2,2,0,0,0,0,24,0,2,22,0,21,493,469,24
"N00002993",228,203,4,20,0,16,6,5,1,0,1,0,25,0,4,21,0,16,222,198,24
"N00002994",635,594,6,32,3,41,1,1,0,0,0,0,41,1,6,32,3,42,634,593,41
"N00002995",691,620,7,60,4,47,15,15,0,0,0,0,71,1,7,60,4,48,676,605,71
"N00002996",235,216,0,14,4,31,3,2,1,0,0,1,19,2,0,14,5,33,232,214,18
"N00002997",290,279,0,8,3,10,1,1,0,0,0,0,11,0,0,8,3,10,289,278,11
"N00002998",256,245,5,4,2,10,7,7,0,0,0,0,11,0,5,4,2,10,249,238,11
"N00002999",253,234,1,15,3,11,2,2,0,0,0,0,19,7,1,15,3,18,251,232,19
"N00003000",481,452,0,28,1,4,4,4,0,0,0,0,29,0,0,28,1,4,477,448,29
"N00003001",265,247,6,11,1,17,0,0,0,0,0,0,18,0,6,11,1,17,265,247,18
"N00003002",809,771,8,24,4,30,8,6,2,1,1,0,38,0,9,25,4,30,801,765,36
"N00003003",1353,1261,27,63,0,92,20,18,2,1,0,1,92,4,28,63,1,96,1333,1243,90
"N00003004",262,232,4,25,1,48,1,1,0,0,0,0,30,1,4,25,1,49,261,231,30
"N00003005",482,464,0,16,2,11,7,7,0,0,0,0,18,0,0,16,2,11,475,457,18
"N00003006",440,401,2,37,0,26,0,0,0,0,0,0,39,0,2,37,0,26,440,401,39
"N00003007",493,471,2,19,1,24,2,2,0,0,0,0,22,0,2,19,1,24,491,469,22
"N00003008",635,601,4,30,0,35,3,3,0,0,0,0,34,0,4,30,0,35,632,598,34
"N00003009",513,487,0,22,4,10,0,0,0,0,0,0,26,0,0,22,4,10,513,487,26
"N00003010",414,370,0,37,6,20,5,4,1,0,1,0,44,2,0,38,6,22,409,366,43
"N00003011",302,289,0,13,0,9,2,2,0,0,0,0,13,0,0,13,0,9,300,287,13
"N00003012",393,367,0,24,2,38,1,1,0,0,0,0,26,1,0,24,2,39,392,366,26
"N00003013",408,389,0,17,2,15,4,4,0,0,0,0,19,0,0,17,2,15,404,385,19
"N00003014",422,407,0,14,1,28,1,1,0,0,0,0,15,0,0,14,1,28,421,406,15
"N00003015",394,378,3,9,3,26,1,0,1,0,0,1,16,0,3,9,4,26,393,378,15
"N00003016",303,279,0,20,4,19,3,3,0,0,0,0,24,1,0,20,4,20,300,276,24
"N00003017",381,363,0,13,5,16,0,0,0,0,0,0,18,0,0,13,5,16,381,363,18
"N00003018",239,214,0,24,1,13,3,3,0,0,0,0,25,1,0,24,1,14,236,211,25
"N00003019",539,495,4,34,6,44,11,11,0,0,0,0,44,2,4,34,6,46,528,484,44
"N00003020",440,397,1,38,1,14,8,5,3,0,2,1,43,1,1,40,2,15,432,392,40
"N00003021",383,340,3,32,8,30,4,4,0,0,0,0,43,3,3,32,8,33,379,336,43
"N00003022",303,268,2,30,1,10,13,11,2,0,2,0,35,1,2,32,1,11,290,257,33
"N00003023",250,230,3,14,2,26,1,0,1,0,1,0,20,0,3,15,2,26,249,230,19
"N00003024",426,396,4,21,5,39,3,3,0,0,0,0,30,0,4,21,5,39,423,393,30
"N00003025",341,315,0,25,1,9,0,0,0,0,0,0,26,0,0,25,1,9,341,315,26
"N00003026",543,494,0,47,2,51,2,2,0,0,0,0,49,3,0,47,2,54,541,492,49
"N00003027",436,417,2,10,7,29,1,1,0,0,0,0,19,0,2,10,7,29,435,416,19
"N00003028",449,420,2,27,0,18,1,1,0,0,0,0,29,0,2,27,0,18,448,419,29
"N00003029",513,468,0,40,4,33,4,3,1,0,1,0,45,0,0,41,4,33,509,465,44
"N00003030",380,350,4,25,1,24,2,2,0,0,0,0,30,0,4,25,1,24,378,348,30
"N00003031",469,437,10,21,1,13,0,0,0,0,0,0,32,0,10,21,1,13,469,437,32
"N00003032",357,348,0,2,7,18,0,0,0,0,0,0,9,0,0,2,7,18,357,348,9
"N00003033",450,436,5,8,1,20,0,0,0,0,0,0,14,0,5,8,1,20,450,436,14
"N00003034",231,222,0,8,1,16,0,0,0,0,0,0,9,0,0,8,1,16,231,222,9
"N00003035",376,351,0,21,4,12,1,1,0,0,0,0,25,0,0,21,4,12,375,350,25
"N00003036",345,320,1,18,6,18,3,3,0,0,0,0,25,0,1,18,6,18,342,317,25
"N00003037",393,375,0,12,6,16,1,1,0,0,0,0,18,0,0,12,6,16,392,374,18
"N00003038",350,330,4,7,9,17,1,1,0,0,0,0,20,0,4,7,9,17,349,329,20
"N00003039",314,298,0,12,4,27,5,5,0,0,0,0,16,1,0,12,4,28,309,293,16
"N00003040",432,345,3,54,28,86,12,10,2,0,2,0,87,14,3,56,28,100,420,335,85
"N00003041",437,370,13,44,9,65,9,8,1,0,0,1,67,11,13,44,10,76,428,362,66
"N00003042",254,242,0,4,6,18,8,6,2,0,1,1,12,2,0,5,7,20,246,236,10
"N00003043",203,192,0,10,1,13,3,3,0,0,0,0,11,0,0,10,1,13,200,189,11
"N00003044",356,337,0,17,2,25,1,1,0,0,0,0,19,1,0,17,2,26,355,336,19
"N00003045",785,660,13,90,17,50,35,30,5,0,5,0,125,1,13,95,17,51,750,630,120
"N00003046",336,304,0,22,5,82,7,2,5,0,4,1,32,1,0,26,6,83,329,302,27
"N00003047",417,401,1,11,4,10,0,0,0,0,0,0,16,0,1,11,4,10,417,401,16
"N00003048",428,410,0,15,3,9,0,0,0,0,0,0,18,0,0,15,3,9,428,410,18
"N00003049",323,303,0,17,3,8,1,1,0,0,0,0,20,0,0,17,3,8,322,302,20
"N00003050",342,331,1,7,3,21,1,1,0,0,0,0,11,0,1,7,3,21,341,330,11
"N00003051",377,363,8,5,1,15,5,5,0,0,0,0,14,0,8,5,1,15,372,358,14
"N00003052",280,251,1,18,10,23,2,2,0,0,0,0,29,0,1,18,10,23,278,249,29
"N00003053",231,208,0,18,3,14,6,4,2,0,2,0,23,0,0,20,3,14,225,204,21
"N00003054",320,305,0,10,5,22,9,9,0,0,0,0,15,0,0,10,5,22,311,296,15
"N00003055",369,331,0,30,6,39,4,2,2,0,2,0,38,1,0,32,6,40,365,329,36
"N00003056",337,324,0,12,1,23,4,4,0,0,0,0,13,5,0,12,1,28,333,320,13
"N00003057",276,251,0,25,0,25,0,0,0,0,0,0,25,0,0,25,0,25,276,251,25
"N00003058",322,295,5,20,2,25,2,2,0,0,0,0,27,0,5,20,2,25,320,293,27
"N00003059",315,299,0,14,2,44,5,5,0,0,0,0,16,1,0,14,2,45,310,294,16
"N00003060",274,247,5,17,5,23,4,4,0,0,0,0,27,1,5,17,5,24,270,243,27
"N00003061",478,433,0,43,2,22,1,1,0,0,0,0,45,0,0,43,2,22,477,432,45
"N00003062",437,429,0,8,0,32,0,0,0,0,0,0,8,0,0,8,0,32,437,429,8
"N00003063",517,490,5,21,1,30,10,10,0,0,0,0,27,0,5,21,1,30,507,480,27
"N00003064",440,415,8,16,0,48,1,0,1,0,1,0,25,3,8,17,0,51,439,415,24
"N00003065",341,316,3,18,1,40,3,0,3,0,3,0,25,0,3,21,1,40,338,316,22
"N00003066",377,338,0,39,0,12,0,0,0,0,0,0,39,0,0,39,0,12,377,338,39
"N00003067",316,284,0,32,0,35,0,0,0,0,0,0,32,0,0,32,0,35,316,284,32
"N00003068",189,168,1,19,0,17,1,0,1,0,1,0,21,0,1,20,0,17,188,168,20
"N00003069",258,228,0,30,0,24,0,0,0,0,0,0,30,0,0,30,0,24,258,228,30
"N00003070",261,229,0,32,0,29,1,1,0,0,0,0,32,3,0,32,0,32,260,228,32
"N00003071",247,222,2,23,0,27,1,1,0,0,0,0,25,0,2,23,0,27,246,221,25
"N00003072",212,190,0,21,1,17,2,2,0,0,0,0,22,0,0,21,1,17,210,188,22
"N00003073",399,382,0,15,2,14,4,4,0,0,0,0,17,0,0,15,2,14,395,378,17
"N00003074",487,460,3,24,0,34,3,3,0,0,0,0,27,0,3,24,0,34,484,457,27
"N00003075",286,275,0,11,0,27,2,2,0,0,0,0,11,0,0,11,0,27,284,273,11
"N00003076",521,494,0,25,0,32,5,3,2,0,1,1,27,0,0,26,1,32,516,491,25
"N00003077",366,351,1,13,0,8,9,8,1,0,0,1,15,0,1,13,1,8,357,343,14
"N00003078",523,489,0,30,0,24,8,4,4,0,4,0,34,0,0,34,0,24,515,485,30
"N00003079",298,257,0,39,2,25,0,0,0,0,0,0,41,1,0,39,2,26,298,257,41
