"Geography_Code","NM_1552_1_0","NM_1552_1_1","NM_1552_1_10","NM_1552_1_11","NM_1552_1_12","NM_1552_1_13","NM_1552_1_2","NM_1552_1_3","NM_1552_1_4","NM_1552_1_5","NM_1552_1_6","NM_1552_1_7","NM_1552_1_8","NM_1552_1_9"
"N00000408",146,133,0,0,0,8,89,44,0,1,1,0,4,4
"N00000409",143,112,0,0,0,5,64,48,0,14,14,0,12,12
"N00000410",136,125,0,2,1,5,92,33,0,0,0,0,6,3
"N00000411",128,96,0,1,1,2,53,43,0,18,10,8,12,10
"N00000412",138,120,0,2,0,4,72,48,1,4,4,0,9,7
"N00000413",131,121,0,1,0,3,67,54,0,1,1,0,6,5
"N00000414",125,107,0,1,0,4,62,45,0,5,5,0,9,8
"N00000415",162,114,0,2,0,6,63,51,0,22,22,0,20,18
"N00000416",133,118,0,0,0,3,68,50,0,0,0,0,12,12
"N00000417",187,158,0,3,0,1,46,112,2,0,0,0,26,23
"N00000418",313,247,1,2,0,4,116,131,0,15,15,0,47,44
"N00000419",139,118,0,4,0,5,74,44,0,2,2,0,14,10
"N00000420",138,121,1,2,0,4,74,47,0,4,4,0,9,6
"N00000421",185,163,0,2,0,2,59,104,1,1,1,0,18,16
"N00000422",170,116,0,0,1,4,63,53,0,22,22,0,28,27
"N00000423",152,138,1,0,0,3,78,60,0,0,0,0,11,10
"N00000424",180,137,1,2,1,4,67,70,1,13,13,0,25,21
"N00000425",121,110,0,0,1,5,50,60,0,1,1,0,5,4
"N00000426",123,80,1,1,1,5,49,31,1,17,17,0,20,17
"N00000427",133,95,1,3,0,2,51,44,3,13,7,6,20,16
"N00000428",146,115,0,1,0,4,54,61,0,17,16,1,10,9
"N00000429",152,126,0,4,0,7,75,51,0,0,0,0,19,15
"N00000430",154,143,0,1,0,2,92,51,0,1,1,0,8,7
"N00000431",137,97,0,2,0,2,51,46,0,21,21,0,17,15
"N00000432",118,74,0,1,1,8,43,31,0,25,24,1,11,9
"N00000433",141,60,0,1,0,8,38,22,1,30,25,5,42,41
"N00000434",179,100,0,2,0,10,55,45,0,28,27,1,41,39
"N00000435",173,97,0,1,1,9,38,59,1,30,30,0,36,34
"N00000436",174,148,0,0,0,2,84,64,1,0,0,0,23,23
"N00000437",195,179,0,1,0,2,66,113,0,0,0,0,14,13
"N00000438",153,143,0,1,0,6,78,65,0,0,0,0,4,3
"N00000439",134,116,0,1,1,6,73,43,0,0,0,0,12,10
"N00000440",127,103,0,1,0,6,54,49,0,5,5,0,13,12
"N00000441",121,97,0,0,0,2,57,40,0,0,0,0,22,22
"N00000442",167,118,0,3,1,2,53,65,1,2,1,1,44,40
"N00000443",164,138,0,1,0,5,60,78,0,2,1,1,19,18
"N00000444",257,131,0,7,0,9,80,51,1,62,44,18,54,47
"N00000445",141,122,0,0,1,3,65,57,0,2,1,1,14,13
"N00000446",130,109,0,0,0,2,54,55,0,3,3,0,16,16
"N00000447",117,86,0,1,0,6,62,24,0,13,13,0,12,11
"N00000448",128,40,0,0,0,12,29,11,1,48,43,5,27,27
"N00000449",146,135,0,0,2,3,86,49,0,1,1,0,7,5
"N00000450",178,147,0,0,0,6,73,74,0,5,2,3,20,20
"N00000451",189,128,0,4,0,6,49,79,0,13,13,0,42,38
"N00000452",157,134,0,1,1,6,81,53,0,4,4,0,13,11
"N00000453",149,70,0,0,1,7,46,24,0,62,53,9,10,9
"N00000454",162,145,0,2,0,3,80,65,1,2,1,1,11,9
"N00000455",111,71,1,1,0,3,35,36,1,17,16,1,19,17
"N00000456",118,106,0,1,0,5,53,53,0,2,1,1,5,4
"N00000457",126,112,0,0,0,1,51,61,1,0,0,0,12,12
"N00000458",129,121,0,3,0,1,77,44,0,0,0,0,7,4
"N00000459",247,190,0,1,0,2,79,111,2,18,4,14,35,34
"N00000460",138,89,0,1,0,2,38,51,1,16,12,4,30,29
"N00000461",157,140,0,1,1,0,70,70,1,3,3,0,13,11
"N00000462",101,54,0,1,0,3,27,27,0,30,28,2,14,13
"N00000463",343,191,0,4,0,7,94,97,4,49,43,6,92,88
"N00000464",156,133,0,2,0,3,49,84,1,11,11,0,8,6
"N00000465",129,83,0,2,0,1,36,47,1,31,31,0,13,11
"N00000466",138,117,0,3,0,5,79,38,0,0,0,0,16,13
"N00000467",131,87,0,0,0,7,42,45,0,29,29,0,8,8
"N00000468",116,96,0,0,0,6,59,37,0,8,8,0,6,6
"N00000469",154,125,0,1,0,0,50,75,1,10,10,0,18,17
"N00000470",122,67,1,2,0,2,38,29,0,30,29,1,23,20
"N00000471",126,77,0,7,0,4,35,42,0,21,20,1,24,17
"N00000472",133,48,0,3,0,7,33,15,0,37,37,0,41,38
"N00000473",108,57,0,2,1,3,39,18,0,32,31,1,16,13
"N00000474",118,80,0,1,1,9,65,15,0,15,12,3,14,12
"N00000475",116,30,0,1,1,4,10,20,0,69,36,33,13,11
"N00000476",119,73,0,1,0,4,43,30,0,32,31,1,10,9
"N00000477",283,261,0,1,1,6,155,106,0,2,2,0,14,12
"N00000478",129,67,0,2,1,1,42,25,2,16,15,1,43,40
"N00000479",117,110,0,1,1,3,83,27,0,2,1,1,2,0
"N00000480",132,117,0,1,0,1,87,30,0,1,1,0,13,12
"N00000481",175,139,1,0,0,10,96,43,0,5,0,5,21,20
"N00000482",121,36,0,0,0,7,16,20,1,61,38,23,16,16
"N00000483",115,109,0,0,1,0,75,34,0,0,0,0,6,5
"N00000484",139,91,0,1,0,1,36,55,1,35,35,0,11,10
"N00000485",108,74,0,2,0,7,43,31,0,19,19,0,8,6
"N00000486",116,101,0,0,0,0,31,70,0,1,1,0,14,14
"N00000487",113,106,0,0,0,1,52,54,0,1,1,0,5,5
"N00000488",134,118,0,2,0,4,46,72,1,2,2,0,9,7
"N00000489",107,100,0,0,0,0,51,49,1,0,0,0,6,6
"N00000490",194,153,0,2,0,4,49,104,2,1,0,1,34,32
"N00000491",166,134,0,0,0,2,47,87,1,1,1,0,28,28
"N00000492",177,121,0,4,0,7,58,63,3,13,13,0,33,29
"N00000493",140,129,0,0,0,2,91,38,1,0,0,0,8,8
"N00000494",347,269,2,5,0,9,146,123,2,0,0,0,67,60
"N00000495",136,120,0,2,0,4,71,49,1,0,0,0,11,9
"N00000496",310,236,1,6,0,2,63,173,2,1,0,1,69,62
"N00000497",328,223,0,3,3,6,90,133,0,20,20,0,79,73
"N00000498",128,109,2,1,0,3,66,43,0,0,0,0,16,13
"N00000499",129,97,0,1,0,4,41,56,2,18,17,1,8,7
"N00000500",249,101,0,0,1,8,50,51,0,111,81,30,29,28
"N00000501",151,54,0,0,1,11,25,29,1,75,72,3,10,9
"N00000502",89,23,0,0,0,3,12,11,0,57,56,1,6,6
"N00000503",133,47,0,1,0,4,17,30,1,73,73,0,8,7
"N00000504",108,27,0,1,0,6,13,14,0,70,70,0,5,4
"N00000505",94,36,0,0,0,4,11,25,0,46,46,0,8,8
"N00000506",113,93,0,0,1,2,35,58,2,6,6,0,10,9
"N00000507",114,45,0,0,0,3,19,26,0,56,56,0,10,10
"N00000508",129,103,1,1,0,1,54,49,3,11,10,1,11,9
"N00000509",127,39,0,1,0,5,13,26,0,78,78,0,5,4
"N00000510",108,24,0,1,1,3,8,16,2,69,69,0,10,8
"N00000511",157,129,0,1,0,4,82,47,0,3,3,0,21,20
"N00000512",174,160,0,2,0,4,118,42,0,1,1,0,9,7
"N00000513",131,113,0,3,0,2,65,48,1,1,1,0,14,11
"N00000514",141,123,0,1,0,7,77,46,0,0,0,0,11,10
"N00000515",124,109,0,1,0,1,62,47,0,0,0,0,14,13
"N00000516",92,84,0,0,0,0,51,33,0,0,0,0,8,8
"N00000517",125,118,0,1,0,0,69,49,0,0,0,0,7,6
"N00000518",119,89,1,1,0,7,61,28,1,1,1,0,21,19
"N00000519",118,100,0,1,1,2,65,35,0,1,1,0,15,13
"N00000520",269,175,0,4,0,11,105,70,0,50,48,2,33,29
"N00000521",183,105,0,3,0,7,68,37,3,24,23,1,44,41
"N00000522",181,128,0,0,0,4,58,70,1,27,19,8,21,21
"N00000523",154,133,0,1,0,3,77,56,3,0,0,0,15,14
"N00000524",177,154,0,0,2,4,84,70,0,3,3,0,16,14
"N00000525",211,106,0,1,2,14,47,59,1,47,18,29,43,40
"N00000526",117,58,0,5,0,2,38,20,0,8,7,1,49,44
"N00000527",133,65,0,3,1,0,24,41,3,6,6,0,59,55
"N00000528",111,27,0,1,1,3,16,11,0,22,21,1,59,57
"N00000529",135,53,0,5,0,7,43,10,2,35,35,0,38,33
"N00000530",130,90,0,4,0,5,63,27,0,5,4,1,30,26
"N00000531",151,56,0,3,0,8,33,23,1,24,2,22,62,59
"N00000532",105,36,0,4,0,4,21,15,1,13,13,0,51,47
"N00000533",159,35,0,7,6,9,30,5,0,89,39,50,26,13
"N00000534",169,144,0,2,0,8,84,60,1,2,2,0,14,12
"N00000535",183,171,1,2,0,1,100,71,0,1,1,0,10,7
"N00000536",148,120,0,0,0,2,71,49,0,12,12,0,14,14
"N00000537",142,127,0,1,0,2,78,49,0,0,0,0,13,12
"N00000538",148,122,0,3,0,8,85,37,0,1,1,0,17,14
"N00000539",139,112,0,5,0,2,68,44,0,6,6,0,19,14
"N00000540",123,106,0,0,0,2,77,29,0,6,6,0,9,9
"N00000541",158,135,0,2,0,2,73,62,0,3,3,0,18,16
"N00000542",130,69,0,0,1,7,44,25,0,45,21,24,9,8
"N00000543",138,112,0,0,0,2,51,61,0,23,5,18,1,1
"N00000544",128,65,0,2,0,5,39,26,2,27,27,0,29,27
"N00000545",126,64,0,1,0,6,29,35,1,47,47,0,8,7
"N00000546",120,75,0,3,0,1,48,27,2,26,26,0,16,13
"N00000547",143,82,0,0,0,6,36,46,0,37,22,15,18,18
"N00000548",114,66,0,0,0,0,37,29,0,19,19,0,29,29
"N00000549",115,22,0,0,0,7,9,13,0,67,39,28,19,19
"N00000550",180,107,0,1,2,3,41,66,0,31,8,23,39,36
"N00000551",100,32,0,1,0,2,13,19,1,32,32,0,33,32
"N00000552",101,61,0,2,1,2,24,37,0,19,19,0,19,16
"N00000553",131,62,0,4,3,2,20,42,1,29,29,0,37,30
"N00000554",103,31,0,2,0,3,8,23,0,48,47,1,21,19
"N00000555",110,40,0,1,0,4,16,24,1,39,39,0,26,25
"N00000556",115,50,1,1,0,2,18,32,2,33,32,1,28,26
"N00000557",167,154,0,0,0,5,97,57,0,1,1,0,7,7
"N00000558",148,135,1,0,0,5,84,51,0,2,2,0,6,5
"N00000559",124,105,0,1,0,4,69,36,0,4,3,1,11,10
"N00000560",146,131,0,3,1,2,82,49,0,2,1,1,11,7
"N00000561",162,142,0,0,0,10,84,58,0,1,1,0,9,9
"N00000562",143,110,0,3,0,9,65,45,0,12,12,0,12,9
"N00000563",356,220,1,4,0,7,107,113,3,57,54,3,69,64
"N00000564",138,73,0,5,1,9,49,24,1,23,23,0,32,26
"N00000565",124,72,0,2,0,1,53,19,0,32,32,0,19,17
"N00000566",123,85,0,0,0,3,41,44,0,12,2,10,23,23
"N00000567",200,165,0,0,0,8,89,76,0,3,2,1,24,24
"N00000568",130,109,0,3,0,1,39,70,2,2,2,0,16,13
"N00000569",167,110,0,3,1,2,71,39,2,25,23,2,28,24
"N00000570",129,115,0,0,0,2,53,62,2,0,0,0,10,10
"N00000571",120,109,0,0,0,2,63,46,2,0,0,0,7,7
"N00000572",200,182,0,0,0,2,70,112,0,10,10,0,6,6
"N00000573",138,122,0,0,0,1,63,59,0,1,1,0,14,14
"N00000574",149,133,0,0,1,4,56,77,0,2,1,1,10,9
"N00000575",160,146,0,1,0,2,95,51,0,0,0,0,12,11
"N00000576",131,87,0,3,1,5,28,59,0,17,17,0,22,18
"N00000577",154,124,0,1,0,7,67,57,1,3,2,1,19,18
"N00000578",243,195,0,6,0,4,89,106,0,3,3,0,41,35
"N00000579",149,114,0,2,0,1,49,65,0,12,10,2,22,20
"N00000580",177,136,0,5,1,6,77,59,1,12,11,1,22,16
"N00000581",160,143,0,1,0,4,68,75,1,3,3,0,9,8
"N00000582",142,129,0,2,0,0,73,56,0,2,2,0,11,9
"N00000583",118,106,0,0,0,2,70,36,0,4,4,0,6,6
"N00000584",157,139,0,4,0,3,77,62,0,1,1,0,14,10
"N00000585",155,129,1,4,0,11,80,49,1,1,1,0,13,8
"N00000586",154,136,1,0,0,2,74,62,1,1,1,0,14,13
"N00000587",154,139,0,4,0,4,74,65,0,0,0,0,11,7
"N00000588",139,116,0,2,0,4,53,63,1,6,6,0,12,10
"N00000589",182,162,0,2,0,7,84,78,0,1,1,0,12,10
"N00000590",137,115,0,2,0,7,69,46,0,6,6,0,9,7
"N00000591",155,138,0,0,0,8,90,48,1,1,1,0,7,7
"N00000592",188,144,0,2,0,5,46,98,4,14,12,2,21,19
"N00000593",171,161,0,1,0,3,78,83,0,1,1,0,6,5
"N00000594",130,114,0,1,0,6,61,53,0,4,4,0,6,5
"N00000595",185,156,0,1,0,5,68,88,1,1,1,0,22,21
"N00000596",120,106,0,0,0,4,76,30,0,1,1,0,9,9
"N00000597",121,46,0,2,1,4,23,23,0,32,32,0,39,36
"N00000598",152,66,0,0,1,3,27,39,3,5,4,1,75,74
"N00000599",114,30,0,0,0,3,12,18,0,53,51,2,28,28
"N00000600",122,92,0,1,0,5,58,34,4,0,0,0,21,20
"N00000601",133,92,0,1,1,6,51,41,0,0,0,0,35,33
"N00000602",111,100,0,1,0,3,75,25,1,1,1,0,6,5
"N00000603",151,116,0,0,0,5,47,69,2,15,15,0,13,13
"N00000604",132,97,0,1,0,4,39,58,0,17,17,0,14,13
"N00000605",196,140,1,0,0,5,54,86,0,11,11,0,40,39
"N00000606",124,97,0,3,0,0,21,76,1,4,4,0,22,19
"N00000607",129,60,0,2,0,2,22,38,2,51,51,0,14,12
"N00000608",138,117,0,1,0,8,78,39,0,1,1,0,12,11
"N00000609",136,116,0,1,0,5,58,58,0,9,9,0,6,5
"N00000610",147,127,0,1,0,6,54,73,1,1,1,0,12,11
"N00000611",122,100,0,1,0,6,61,39,1,5,5,0,10,9
"N00000612",246,108,0,5,0,10,67,41,4,59,59,0,65,60
"N00000613",112,44,0,4,0,1,25,19,0,51,48,3,16,12
"N00000614",119,40,0,0,0,5,24,16,0,57,57,0,17,17
"N00000615",87,26,0,0,0,4,15,11,0,55,47,8,2,2
"N00000616",129,81,0,0,0,6,45,36,0,31,24,7,11,11
"N00000617",133,70,0,0,0,2,35,35,1,54,53,1,6,6
"N00000618",271,127,0,3,1,11,60,67,3,16,16,0,114,110
"N00000619",141,134,0,1,0,1,78,56,0,1,1,0,5,4
"N00000620",139,118,0,3,0,2,51,67,2,0,0,0,17,14
"N00000621",176,100,1,2,2,4,72,28,2,2,0,2,68,63
"N00000622",164,109,0,3,0,6,62,47,0,0,0,0,49,46
"N00000623",125,96,0,0,2,6,67,29,0,10,10,0,13,11
"N00000624",160,144,0,2,0,2,96,48,0,1,0,1,13,11
"N00000625",118,58,1,4,0,9,24,34,0,16,16,0,35,30
"N00000626",156,140,0,4,1,8,95,45,0,1,1,0,7,2
"N00000627",159,130,0,1,0,6,76,54,0,5,5,0,18,17
"N00000628",141,121,0,0,0,6,78,43,1,2,1,1,11,11
"N00000629",171,110,0,2,0,6,39,71,0,29,6,23,26,24
"N00000630",126,53,0,2,0,7,23,30,0,46,35,11,20,18
"N00000631",137,117,0,2,0,5,81,36,0,2,2,0,13,11
"N00000632",156,119,0,1,0,6,74,45,0,1,1,0,30,29
"N00000633",126,110,0,0,0,3,77,33,0,3,2,1,10,10
"N00000634",166,150,0,2,0,6,81,69,0,0,0,0,10,8
"N00000635",153,123,1,3,0,8,91,32,2,1,1,0,19,15
"N00000636",143,121,1,1,0,5,88,33,1,1,1,0,15,13
"N00000637",305,199,0,1,2,2,86,113,2,52,34,18,50,47
"N00000638",136,110,0,1,0,1,50,60,5,2,1,1,18,17
"N00000639",143,128,0,1,0,1,69,59,0,1,1,0,13,12
"N00000640",132,78,0,4,0,0,39,39,2,25,21,4,27,23
"N00000641",129,114,2,1,0,2,69,45,0,2,2,0,11,8
"N00000642",145,108,0,5,0,2,34,74,1,0,0,0,34,29
"N00000643",148,125,0,3,0,3,64,61,0,9,9,0,11,8
"N00000644",184,123,0,3,0,4,46,77,0,35,35,0,22,19
"N00000645",136,111,0,2,1,3,64,47,2,6,6,0,14,11
"N00000646",124,97,0,2,0,2,41,56,0,16,16,0,9,7
"N00000647",300,151,0,6,2,11,83,68,2,91,90,1,45,37
"N00000648",129,100,0,0,0,4,57,43,1,10,10,0,14,14
"N00000649",132,113,0,2,1,3,72,41,0,5,5,0,11,8
"N00000650",229,177,0,2,0,3,64,113,1,19,19,0,29,27
"N00000651",122,17,0,0,0,5,7,10,0,94,94,0,6,6
"N00000652",200,156,0,0,0,0,58,98,3,5,5,0,36,36
"N00000653",116,101,0,1,0,3,47,54,1,3,3,0,8,7
"N00000654",114,53,0,0,0,3,25,28,1,49,49,0,8,8
"N00000655",141,107,0,3,0,0,53,54,3,6,3,3,25,22
"N00000656",115,48,0,2,0,7,34,14,0,56,56,0,4,2
"N00000657",318,240,0,6,1,6,90,150,3,19,19,0,50,43
"N00000658",123,109,0,2,0,3,66,43,0,1,1,0,10,8
"N00000659",142,108,0,1,0,7,49,59,0,5,5,0,22,21
"N00000660",153,92,0,2,0,7,37,55,0,39,39,0,15,13
"N00000661",141,115,0,2,0,8,73,42,1,6,6,0,11,9
"N00000662",140,119,0,0,0,4,67,52,0,9,9,0,8,8
"N00000663",148,115,0,6,0,5,76,39,0,4,4,0,24,18
"N00000664",148,93,0,3,0,13,58,35,0,15,15,0,27,24
"N00000665",145,114,0,4,0,3,61,53,0,14,11,3,14,10
"N00000666",132,117,0,1,0,3,64,53,0,4,4,0,8,7
"N00000667",137,120,0,0,0,1,48,72,1,4,4,0,11,11
"N00000668",127,62,0,3,0,6,38,24,0,42,41,1,17,14
"N00000669",151,116,0,0,0,3,44,72,0,8,8,0,24,24
"N00000670",126,87,0,4,0,3,42,45,0,17,17,0,19,15
"N00000671",130,81,0,3,0,10,49,32,0,24,24,0,15,12
"N00000672",131,106,0,3,0,4,54,52,0,8,8,0,13,10
"N00000673",353,218,0,6,0,4,90,128,2,34,34,0,95,89
"N00000674",130,113,0,1,0,4,79,34,0,0,0,0,13,12
"N00000675",144,130,0,1,0,3,79,51,0,0,0,0,11,10
"N00000676",294,209,0,4,0,13,112,97,2,10,10,0,60,56
"N00000677",143,60,0,1,1,4,33,27,4,12,12,0,63,61
"N00000678",161,134,0,1,0,4,72,62,0,7,6,1,16,15
"N00000679",167,139,0,2,0,4,76,63,0,7,7,0,17,15
"N00000680",139,81,0,3,1,5,43,38,0,38,38,0,15,11
"N00000681",138,111,0,0,0,5,63,48,0,13,12,1,9,9
"N00000682",143,127,0,1,0,5,77,50,1,3,3,0,7,6
"N00000683",132,105,0,4,0,12,71,34,0,4,4,0,11,7
"N00000684",202,138,0,3,0,3,71,67,3,8,7,1,50,47
"N00000685",121,58,0,2,0,9,20,38,2,35,35,0,17,15
"N00000686",148,136,0,0,2,3,79,57,0,1,1,0,8,6
"N00000687",135,102,0,3,0,0,60,42,1,22,22,0,10,7
"N00000688",132,106,0,4,1,2,65,41,0,3,3,0,21,16
"N00000689",136,117,0,4,0,2,76,41,0,4,4,0,13,9
"N00000690",119,65,0,1,1,3,15,50,0,20,20,0,31,29
"N00000691",129,43,0,1,0,3,10,33,2,69,68,1,12,11
"N00000692",129,42,0,2,0,8,18,24,0,72,72,0,7,5
"N00000693",125,75,0,2,0,7,39,36,1,27,27,0,15,13
"N00000694",356,176,0,8,1,14,55,121,3,49,29,20,114,105
"N00000695",201,146,0,3,1,2,46,100,6,4,3,1,43,39
"N00000696",114,29,0,3,0,5,20,9,0,39,2,37,41,38
"N00000697",149,123,0,2,1,1,75,48,0,6,6,0,19,16
"N00000698",187,120,0,1,0,5,75,45,2,21,21,0,39,38
"N00000699",148,44,0,1,2,4,32,12,1,67,29,38,32,29
"N00000700",120,50,0,3,1,4,30,20,0,48,48,0,18,14
"N00000701",94,41,0,0,0,3,24,17,0,40,40,0,10,10
"N00000702",311,215,0,6,0,4,85,130,4,1,1,0,87,81
"N00000703",131,97,0,1,0,8,54,43,4,16,16,0,6,5
"N00000704",238,189,0,1,0,4,92,97,2,23,23,0,20,19
"N00000705",242,194,0,2,1,0,71,123,2,3,3,0,43,40
"N00000706",154,106,0,0,1,3,63,43,2,33,33,0,10,9
"N00000707",132,99,0,1,0,3,50,49,0,21,21,0,9,8
"N00000708",155,132,0,3,0,5,75,57,0,7,7,0,11,8
"N00000709",165,138,0,2,0,8,68,70,1,2,2,0,16,14
"N00000710",117,100,0,1,0,3,53,47,0,3,3,0,11,10
"N00000711",195,137,1,0,0,4,41,96,2,11,11,0,41,40
"N00000712",134,105,0,0,0,3,66,39,0,20,20,0,6,6
"N00000713",135,120,0,2,0,2,69,51,0,7,7,0,6,4
"N00000714",128,111,0,0,0,5,64,47,0,4,4,0,8,8
"N00000715",254,202,0,1,0,2,62,140,0,1,0,1,49,48
"N00000716",328,294,0,3,1,4,146,148,0,1,0,1,29,25
"N00000717",199,172,0,1,0,5,78,94,4,0,0,0,18,17
"N00000718",719,521,0,11,1,16,204,317,2,10,2,8,170,158
"N00000719",86,78,0,1,0,0,34,44,0,1,1,0,7,6
"N00000720",154,141,0,0,0,2,43,98,0,0,0,0,11,11
"N00000721",154,130,0,1,0,7,72,58,0,0,0,0,17,16
"N00000722",162,129,1,0,0,6,66,63,0,14,14,0,13,12
"N00000723",145,130,0,2,0,4,75,55,0,0,0,0,11,9
"N00000724",160,142,2,0,0,5,84,58,0,3,3,0,10,8
"N00000725",165,129,0,1,0,3,65,64,1,8,8,0,24,23
"N00000726",137,120,3,5,0,3,70,50,0,0,0,0,14,6
"N00000727",124,58,1,1,1,6,21,37,1,48,35,13,11,8
"N00000728",187,119,0,3,0,2,31,88,2,4,3,1,60,57
"N00000729",121,100,0,0,0,2,44,56,0,3,1,2,16,16
"N00000730",121,104,0,2,0,0,48,56,0,2,2,0,15,13
"N00000731",123,77,0,4,0,8,43,34,0,24,20,4,14,10
"N00000732",239,131,0,2,0,2,24,107,2,4,3,1,100,98
"N00000733",112,98,0,2,0,0,46,52,0,1,1,0,13,11
"N00000734",142,78,0,0,1,3,17,61,1,32,15,17,28,27
"N00000735",143,129,0,0,0,2,77,52,1,4,4,0,7,7
"N00000736",137,90,0,2,0,7,47,43,0,30,19,11,10,8
"N00000737",124,112,0,1,0,5,68,44,0,0,0,0,7,6
"N00000738",138,125,1,2,0,3,64,61,0,1,1,0,9,6
"N00000739",143,131,0,1,1,5,78,53,0,1,1,0,6,4
"N00000740",177,167,0,0,0,4,86,81,0,0,0,0,6,6
"N00000741",140,128,0,0,0,2,66,62,0,2,2,0,8,8
"N00000742",120,95,0,1,0,3,43,52,0,6,6,0,16,15
"N00000743",116,48,0,2,0,7,23,25,0,47,45,2,14,12
"N00000744",123,85,0,2,0,5,38,47,2,12,12,0,19,17
"N00000745",184,147,0,2,0,2,46,101,3,8,5,3,24,22
"N00000746",263,98,0,1,0,22,51,47,1,100,75,25,42,41
"N00000747",173,109,1,2,1,7,36,73,2,17,17,0,38,34
"N00000748",173,142,0,4,0,5,56,86,2,3,3,0,21,17
"N00000749",140,107,0,1,0,4,45,62,0,14,14,0,15,14
"N00000750",146,93,0,1,0,2,43,50,4,11,11,0,36,35
"N00000751",198,134,1,5,0,6,41,93,4,10,8,2,44,38
"N00000752",163,127,0,2,0,4,43,84,2,17,17,0,13,11
"N00000753",138,130,0,0,0,2,63,67,0,1,1,0,5,5
"N00000754",162,129,1,1,0,2,40,89,0,7,1,6,24,22
"N00000755",125,113,0,0,0,0,35,78,0,1,1,0,11,11
"N00000756",153,94,0,0,0,5,42,52,1,27,27,0,26,26
"N00000757",142,134,0,0,0,1,25,109,0,0,0,0,7,7
"N00000758",185,78,0,2,0,9,27,51,1,73,40,33,24,22
"N00000759",102,91,0,3,0,1,17,74,1,3,3,0,6,3
"N00000760",132,71,0,4,0,5,44,27,0,35,35,0,21,17
"N00000761",178,76,0,4,1,5,25,51,2,41,41,0,54,49
"N00000762",133,42,0,0,0,8,25,17,0,58,57,1,25,25
"N00000763",166,94,0,1,0,4,30,64,0,42,35,7,26,25
"N00000764",93,81,0,0,0,1,20,61,1,2,2,0,8,8
"N00000765",165,70,0,3,0,7,23,47,2,56,55,1,30,27
"N00000766",387,224,0,5,3,25,120,104,1,91,57,34,46,38
"N00000767",108,87,0,0,0,1,41,46,0,16,16,0,4,4
"N00000768",120,62,0,1,0,7,35,27,2,31,26,5,18,17
"N00000769",137,125,0,0,0,2,45,80,0,1,0,1,9,9
"N00000770",117,109,0,0,0,2,48,61,0,2,2,0,4,4
"N00000771",124,57,0,4,0,5,30,27,0,46,46,0,16,12
"N00000772",157,141,0,0,1,2,69,72,1,2,2,0,11,10
"N00000773",154,105,1,4,0,4,28,77,1,20,20,0,24,19
"N00000774",430,277,0,7,1,16,114,163,4,69,60,9,64,56
"N00000775",123,81,0,2,1,5,31,50,0,8,8,0,29,26
"N00000776",136,67,1,1,0,4,32,35,0,44,44,0,21,19
"N00000777",323,271,0,1,0,10,132,139,2,18,18,0,22,21
"N00000778",142,130,0,3,0,2,82,48,0,1,1,0,9,6
"N00000779",204,149,0,3,0,7,80,69,4,18,10,8,26,23
"N00000780",181,165,0,2,0,2,64,101,0,2,2,0,12,10
"N00000781",204,164,0,1,0,4,25,139,4,7,1,6,25,24
"N00000782",162,151,0,1,0,5,80,71,0,2,1,1,4,3
"N00000783",195,163,0,1,0,7,78,85,0,14,14,0,11,10
"N00000784",145,126,0,2,0,6,66,60,0,2,1,1,11,9
"N00000785",118,98,0,3,0,2,58,40,0,9,8,1,9,6
"N00000786",129,117,0,1,0,2,69,48,0,4,4,0,6,5
"N00000787",144,128,0,4,0,4,68,60,0,0,0,0,12,8
"N00000788",142,128,0,1,0,3,69,59,0,1,1,0,10,9
"N00000789",403,272,2,8,1,12,86,186,3,56,56,0,60,49
"N00000790",193,155,0,3,0,5,78,77,0,2,1,1,31,28
"N00000791",146,117,0,2,1,6,77,40,0,11,10,1,12,9
"N00000792",130,119,0,0,1,3,56,63,0,3,3,0,5,4
"N00000793",146,138,0,0,0,3,86,52,0,1,1,0,4,4
"N00000794",154,141,0,0,0,1,76,65,0,6,6,0,6,6
"N00000795",170,152,0,1,0,6,74,78,0,3,3,0,9,8
"N00000796",141,95,0,1,1,9,39,56,0,12,12,0,25,23
"N00000797",144,109,0,4,0,8,49,60,1,10,9,1,16,12
"N00000798",175,153,0,3,0,8,100,53,0,2,2,0,12,9
"N00000799",193,141,0,2,0,6,57,84,2,16,15,1,28,26
"N00000800",145,136,0,3,0,2,73,63,0,0,0,0,7,4
"N00000801",176,156,0,0,0,6,81,75,0,3,3,0,11,11
"N00000802",114,92,0,2,0,6,51,41,1,2,2,0,13,11
"N00000803",140,124,0,1,0,2,65,59,0,3,3,0,11,10
"N00000804",153,142,0,1,0,2,95,47,0,1,1,0,8,7
"N00000805",134,119,0,1,0,8,70,49,0,2,2,0,5,4
"N00000806",143,86,0,2,0,6,47,39,0,38,37,1,13,11
"N00000807",187,137,0,2,1,5,56,81,1,1,1,0,43,40
"N00000808",119,54,0,4,0,7,42,12,0,37,16,21,21,17
"N00000809",204,114,0,3,1,9,62,52,3,25,25,0,53,49
"N00000810",151,121,0,4,0,5,68,53,0,9,9,0,16,12
"N00000811",148,67,0,1,0,11,36,31,0,42,42,0,28,27
"N00000812",121,65,0,0,2,5,37,28,0,33,33,0,18,16
"N00000813",191,136,0,2,0,4,58,78,2,13,12,1,36,34
"N00000814",118,84,0,0,0,2,54,30,0,26,26,0,6,6
