"Geography_Code","NM_1552_1_0","NM_1552_1_1","NM_1552_1_10","NM_1552_1_11","NM_1552_1_12","NM_1552_1_13","NM_1552_1_2","NM_1552_1_3","NM_1552_1_4","NM_1552_1_5","NM_1552_1_6","NM_1552_1_7","NM_1552_1_8","NM_1552_1_9"
"N00001081",168,104,0,7,0,2,50,54,4,27,24,3,31,24
"N00001082",180,92,0,1,0,5,47,45,1,19,12,7,63,62
"N00001083",162,123,0,0,0,2,49,74,0,25,3,22,12,12
"N00001084",177,90,0,5,0,5,45,45,3,37,1,36,42,37
"N00001085",438,264,0,6,0,5,103,161,1,92,20,72,76,70
"N00001086",131,111,0,2,0,0,53,58,0,3,2,1,17,15
"N00001087",107,78,0,3,0,2,31,47,2,10,6,4,15,12
"N00001088",107,93,0,0,0,0,48,45,1,1,1,0,12,12
"N00001089",136,63,0,0,0,6,29,34,0,59,55,4,8,8
"N00001090",106,42,0,0,0,8,21,21,0,49,46,3,7,7
"N00001091",130,121,0,1,0,2,49,72,0,3,3,0,4,3
"N00001092",146,88,1,1,0,1,36,52,3,30,11,19,24,22
"N00001093",232,46,1,2,1,10,15,31,2,149,45,104,25,21
"N00001094",117,57,1,0,0,0,26,31,0,21,15,6,39,38
"N00001095",145,88,0,4,1,6,38,50,0,11,3,8,40,35
"N00001096",128,122,0,0,0,0,46,76,1,3,2,1,2,2
"N00001097",121,95,0,2,0,0,44,51,0,12,11,1,14,12
"N00001098",135,90,0,1,0,2,49,41,2,30,4,26,11,10
"N00001099",125,96,0,1,0,1,38,58,2,1,1,0,25,24
"N00001100",114,108,0,0,0,1,51,57,0,2,1,1,3,3
"N00001101",120,95,0,0,0,1,33,62,1,11,11,0,12,12
"N00001102",265,73,0,3,3,8,37,36,0,148,115,33,36,30
"N00001103",100,33,0,1,5,3,11,22,1,25,14,11,38,32
"N00001104",130,91,0,0,0,3,41,50,0,26,26,0,10,10
"N00001105",129,59,0,1,1,3,16,43,0,45,30,15,22,20
"N00001106",129,53,0,2,0,1,24,29,0,38,38,0,37,35
"N00001107",142,73,0,4,0,2,30,43,2,44,36,8,21,17
"N00001108",104,61,0,0,0,5,24,37,1,8,7,1,29,29
"N00001109",145,50,0,0,1,9,12,38,0,73,63,10,13,12
"N00001110",146,64,0,0,0,3,30,34,1,49,26,23,29,29
"N00001111",277,103,0,2,2,10,30,73,1,132,28,104,31,27
"N00001112",130,62,0,0,1,5,32,30,0,29,15,14,34,33
"N00001113",600,166,0,5,0,18,43,123,1,290,184,106,125,120
"N00001114",134,66,0,0,0,2,32,34,2,12,10,2,52,52
"N00001115",108,67,0,2,0,1,43,24,0,13,7,6,27,25
"N00001116",228,81,0,5,0,9,38,43,1,96,53,43,41,36
"N00001117",367,98,0,1,3,36,39,59,0,206,176,30,27,23
"N00001118",121,55,0,0,1,4,32,23,0,35,18,17,27,26
"N00001119",98,15,0,0,0,13,11,4,0,65,64,1,5,5
"N00001120",122,28,0,0,0,11,15,13,0,74,66,8,9,9
"N00001121",124,24,0,1,0,8,13,11,0,80,66,14,12,11
"N00001122",124,28,0,0,3,13,18,10,0,59,8,51,24,21
"N00001123",105,22,0,2,0,7,5,17,0,73,70,3,3,1
"N00001124",245,84,0,2,0,9,21,63,6,113,58,55,33,31
"N00001125",169,44,0,1,3,8,13,31,5,72,19,53,40,36
"N00001126",115,10,0,0,2,7,3,7,0,92,82,10,6,4
"N00001127",315,24,0,1,5,15,10,14,3,251,91,160,22,16
"N00001128",129,22,0,0,0,7,10,12,2,93,73,20,5,5
"N00001129",205,41,1,0,2,11,13,28,2,139,40,99,12,9
"N00001130",88,16,0,0,0,0,7,9,0,60,59,1,12,12
"N00001131",510,62,2,6,3,12,22,40,2,204,70,134,230,219
"N00001132",125,21,0,0,0,11,12,9,0,85,82,3,8,8
"N00001133",316,96,0,5,2,11,28,68,2,148,25,123,59,52
"N00001134",109,70,0,0,0,3,33,37,0,6,3,3,30,30
"N00001135",94,15,0,0,0,5,8,7,0,65,13,52,9,9
"N00001136",151,35,0,0,3,4,25,10,0,74,44,30,38,35
"N00001137",135,12,0,1,0,11,3,9,0,102,100,2,10,9
"N00001138",114,4,0,0,0,11,1,3,0,95,94,1,4,4
"N00001139",210,129,0,1,0,6,32,97,5,36,34,2,34,33
"N00001140",137,34,1,0,0,0,12,22,1,85,83,2,17,16
"N00001141",92,44,0,0,0,1,27,17,1,26,26,0,20,20
"N00001142",109,32,0,0,1,5,19,13,0,60,51,9,12,11
"N00001143",60,8,0,0,1,4,1,7,0,41,23,18,7,6
"N00001144",109,18,0,1,0,9,9,9,0,75,73,2,7,6
"N00001145",137,39,0,0,2,6,16,23,0,84,74,10,8,6
"N00001146",133,35,0,0,0,14,11,24,1,77,75,2,6,6
"N00001147",127,51,0,0,0,2,26,25,2,44,43,1,28,28
"N00001148",112,26,0,0,0,6,9,17,0,76,72,4,4,4
"N00001149",130,29,0,0,0,3,8,21,0,94,91,3,4,4
"N00001150",123,21,0,0,0,0,4,17,1,92,64,28,9,9
"N00001151",154,50,0,1,0,2,15,35,2,90,87,3,10,9
"N00001152",148,48,0,0,1,5,12,36,0,91,79,12,4,3
"N00001153",136,47,0,0,0,9,14,33,0,73,69,4,7,7
"N00001154",114,39,0,0,1,4,12,27,0,63,57,6,8,7
"N00001155",324,77,1,0,1,13,35,42,2,88,42,46,144,142
"N00001156",624,180,0,0,5,30,60,120,4,386,292,94,24,19
"N00001157",113,92,0,1,0,4,50,42,1,1,1,0,15,14
"N00001158",112,100,0,3,0,2,57,43,0,2,0,2,8,5
"N00001159",136,112,0,0,1,3,47,65,0,8,2,6,13,12
"N00001160",171,76,0,1,2,6,33,43,0,65,28,37,24,21
"N00001161",117,66,1,4,3,4,23,43,1,10,7,3,36,28
"N00001162",84,65,0,1,0,2,34,31,0,1,1,0,16,15
"N00001163",185,43,0,2,0,10,24,19,1,121,19,102,10,8
"N00001164",120,98,0,2,0,1,29,69,2,2,1,1,17,15
"N00001165",129,113,0,0,0,2,57,56,2,5,3,2,7,7
"N00001166",255,200,0,2,0,3,85,115,1,18,16,2,33,31
"N00001167",125,117,0,1,0,1,60,57,1,1,0,1,5,4
"N00001168",126,60,0,0,0,2,11,49,0,60,58,2,4,4
"N00001169",119,99,0,3,0,1,41,58,2,3,2,1,14,11
"N00001170",128,101,0,1,0,4,36,65,2,17,16,1,4,3
"N00001171",179,105,0,2,1,4,44,61,3,50,13,37,17,14
"N00001172",109,100,0,0,0,2,42,58,3,0,0,0,4,4
"N00001173",109,96,0,1,0,0,51,45,0,0,0,0,13,12
"N00001174",117,110,0,1,0,1,54,56,0,2,2,0,4,3
"N00001175",113,102,0,1,1,0,57,45,1,1,0,1,9,7
"N00001176",111,105,0,0,1,1,62,43,0,2,2,0,3,2
"N00001177",116,103,0,2,0,1,54,49,0,1,1,0,11,9
"N00001178",146,135,0,2,0,1,67,68,2,0,0,0,8,6
"N00001179",112,101,0,0,1,3,47,54,0,3,2,1,5,4
"N00001180",97,46,0,1,0,6,26,20,1,22,22,0,22,21
"N00001181",112,76,0,1,0,3,43,33,0,25,24,1,8,7
"N00001182",112,109,0,1,0,1,51,58,0,0,0,0,2,1
"N00001183",202,144,0,1,1,5,71,73,2,17,10,7,34,32
"N00001184",112,100,0,0,0,0,56,44,1,2,1,1,9,9
"N00001185",130,109,0,2,1,2,79,30,1,6,1,5,12,9
"N00001186",110,96,0,0,0,0,55,41,1,1,0,1,12,12
"N00001187",122,103,0,1,0,1,53,50,1,2,1,1,15,14
"N00001188",356,252,0,1,4,6,150,102,3,68,38,30,27,22
"N00001189",116,108,0,0,0,2,52,56,0,1,1,0,5,5
"N00001190",140,105,0,2,0,1,42,63,0,2,1,1,32,30
"N00001191",120,86,0,1,0,4,49,37,2,5,3,2,23,22
"N00001192",118,92,0,1,0,1,45,47,2,2,2,0,21,20
"N00001193",117,66,0,3,0,0,36,30,0,3,3,0,48,45
"N00001194",116,99,0,1,0,1,57,42,0,0,0,0,16,15
"N00001195",95,32,0,1,2,3,17,15,0,26,21,5,34,31
"N00001196",146,128,0,1,1,2,71,57,0,1,1,0,15,13
"N00001197",129,61,0,5,0,2,31,30,1,7,6,1,58,53
"N00001198",140,122,0,1,0,1,51,71,0,3,1,2,14,13
"N00001199",101,55,0,2,0,1,35,20,0,7,6,1,38,36
"N00001200",139,108,0,1,0,2,40,68,0,20,4,16,9,8
"N00001201",112,103,0,0,1,1,58,45,0,0,0,0,8,7
"N00001202",116,35,1,0,0,7,9,26,0,64,63,1,10,9
"N00001203",120,75,1,1,0,2,33,42,0,19,15,4,24,22
"N00001204",393,259,0,3,0,7,120,139,3,81,35,46,43,40
"N00001205",239,156,0,3,0,3,83,73,3,49,30,19,28,25
"N00001206",102,59,0,4,0,0,21,38,2,34,32,2,7,3
"N00001207",125,117,0,0,0,1,44,73,0,3,2,1,4,4
"N00001208",121,90,0,2,0,2,41,49,1,16,16,0,12,10
"N00001209",114,74,0,0,0,2,29,45,1,27,24,3,10,10
"N00001210",126,100,0,0,0,4,35,65,2,17,16,1,3,3
"N00001211",128,95,0,3,0,3,46,49,1,18,18,0,11,8
"N00001212",127,94,0,1,0,2,32,62,1,24,23,1,6,5
"N00001213",130,58,0,1,0,4,13,45,1,62,61,1,5,4
"N00001214",116,71,0,2,0,3,32,39,1,35,34,1,6,4
"N00001215",104,53,0,2,0,3,26,27,0,39,25,14,9,7
"N00001216",133,108,0,0,0,0,16,92,4,6,6,0,15,15
"N00001217",160,80,0,0,0,3,37,43,0,33,31,2,44,44
"N00001218",104,93,0,0,0,2,49,44,1,1,1,0,7,7
"N00001219",136,43,0,0,0,2,19,24,2,80,79,1,9,9
"N00001220",110,43,0,0,1,4,18,25,1,52,52,0,10,9
"N00001221",124,27,0,0,4,5,18,9,0,76,58,18,16,12
"N00001222",88,30,0,0,0,3,10,20,0,46,46,0,9,9
"N00001223",126,70,2,0,0,3,36,34,4,41,39,2,8,6
"N00001224",124,72,0,1,3,0,33,39,1,12,7,5,39,35
"N00001225",127,53,0,1,0,5,35,18,0,58,55,3,11,10
"N00001226",116,68,0,1,0,0,36,32,0,9,4,5,39,38
"N00001227",110,44,0,0,1,7,30,14,0,51,49,2,8,7
"N00001228",89,30,0,0,1,2,15,15,0,48,27,21,9,8
"N00001229",119,77,0,0,0,2,39,38,1,28,11,17,11,11
"N00001230",121,105,0,1,0,2,57,48,1,7,6,1,6,5
"N00001231",130,85,0,0,0,1,28,57,1,38,38,0,5,5
"N00001232",99,93,0,0,0,2,15,78,0,3,3,0,1,1
"N00001233",122,113,0,1,0,0,14,99,0,4,2,2,5,4
"N00001234",136,90,0,0,0,2,9,81,2,31,31,0,11,11
"N00001235",353,218,0,1,0,3,44,174,3,106,67,39,23,22
"N00001236",131,72,0,1,0,4,10,62,2,40,39,1,13,12
"N00001237",123,78,0,0,0,1,33,45,0,37,33,4,7,7
"N00001238",110,70,0,2,0,4,25,45,0,31,30,1,5,3
"N00001239",117,108,0,0,0,1,58,50,1,4,3,1,3,3
"N00001240",500,248,0,8,0,12,53,195,5,179,165,14,56,48
"N00001241",133,74,0,0,1,1,26,48,0,53,34,19,5,4
"N00001242",122,80,0,0,0,3,26,54,2,31,30,1,6,6
"N00001243",123,75,0,3,0,2,25,50,1,38,36,2,7,4
"N00001244",133,56,0,0,1,8,26,30,0,54,52,2,15,14
"N00001245",135,71,0,1,0,4,26,45,2,44,43,1,14,13
"N00001246",261,182,0,3,0,1,64,118,10,4,4,0,64,61
"N00001247",115,47,0,0,0,5,23,24,0,55,48,7,8,8
"N00001248",146,133,0,2,0,2,43,90,1,1,1,0,9,7
"N00001249",152,142,0,1,0,3,65,77,0,0,0,0,7,6
"N00001250",165,144,0,5,0,0,33,111,3,3,3,0,15,10
"N00001251",122,63,0,1,1,4,30,33,0,47,42,5,8,6
"N00001252",131,89,0,1,1,2,46,43,1,19,18,1,20,18
"N00001253",115,47,0,3,0,6,24,23,1,54,53,1,7,4
"N00001254",113,100,0,2,0,0,40,60,0,7,4,3,6,4
"N00001255",123,93,0,0,0,1,59,34,2,16,15,1,11,11
"N00001256",108,101,0,0,0,1,58,43,1,3,2,1,2,2
"N00001257",110,28,0,0,0,8,6,22,0,68,66,2,6,6
"N00001258",118,34,0,0,0,5,13,21,0,76,75,1,3,3
"N00001259",129,31,0,1,0,6,16,15,1,86,85,1,5,4
"N00001260",136,37,0,1,0,2,17,20,0,88,88,0,9,8
"N00001261",116,36,0,0,0,3,23,13,1,61,61,0,15,15
"N00001262",165,104,0,3,0,0,45,59,3,43,42,1,15,12
"N00001263",138,83,0,2,0,3,30,53,3,22,5,17,27,25
"N00001264",88,22,0,1,0,3,4,18,1,35,7,28,27,26
"N00001265",461,58,0,8,4,16,14,44,2,201,80,121,184,172
"N00001266",90,9,0,0,0,5,1,8,0,75,12,63,1,1
"N00001267",152,26,0,0,0,4,9,17,1,115,38,77,6,6
"N00001268",154,24,0,1,1,5,15,9,0,115,86,29,10,8
"N00001269",271,133,0,6,0,8,61,72,1,15,9,6,114,108
"N00001270",154,64,0,1,0,6,27,37,0,43,12,31,41,40
"N00001271",696,264,0,4,12,15,65,199,7,177,45,132,233,217
"N00001272",118,71,0,0,0,1,33,38,2,5,2,3,39,39
"N00001273",108,63,0,4,2,3,28,35,0,18,4,14,24,18
"N00001274",122,62,0,1,0,6,37,25,2,44,44,0,8,7
"N00001275",107,63,0,0,0,3,30,33,2,31,31,0,8,8
"N00001276",91,56,0,0,0,3,25,31,0,27,27,0,5,5
"N00001277",108,99,0,0,0,1,45,54,0,4,4,0,4,4
"N00001278",120,112,0,0,0,1,49,63,1,2,2,0,4,4
"N00001279",98,17,0,0,0,7,8,9,0,68,68,0,6,6
"N00001280",117,37,0,1,0,14,17,20,0,62,61,1,4,3
"N00001281",132,91,0,0,1,3,43,48,0,25,1,24,13,12
"N00001282",148,103,0,2,0,2,58,45,0,13,2,11,30,28
"N00001283",129,116,0,0,0,1,53,63,0,0,0,0,12,12
"N00001284",147,121,0,1,0,2,50,71,0,0,0,0,24,23
"N00001285",139,129,0,2,0,3,62,67,0,0,0,0,7,5
"N00001286",141,126,0,3,0,2,68,58,0,0,0,0,13,10
"N00001287",124,114,0,0,0,1,60,54,0,2,1,1,7,7
"N00001288",117,109,0,2,0,1,60,49,1,1,0,1,5,3
"N00001289",120,111,0,0,0,1,54,57,0,2,2,0,6,6
"N00001290",123,114,0,2,0,2,61,53,0,1,1,0,6,4
"N00001291",118,99,0,1,0,1,30,69,0,9,9,0,9,8
"N00001292",300,229,0,8,1,1,40,189,2,16,13,3,52,43
"N00001293",128,122,0,2,0,1,51,71,0,1,1,0,4,2
"N00001294",128,120,0,0,0,2,73,47,0,1,1,0,5,5
"N00001295",119,109,0,1,0,0,54,55,1,0,0,0,9,8
"N00001296",122,72,0,0,0,4,34,38,1,36,33,3,9,9
"N00001297",130,111,0,0,1,5,47,64,0,9,5,4,5,4
"N00001298",162,49,0,1,0,4,19,30,1,90,90,0,18,17
"N00001299",135,73,0,1,0,6,33,40,3,43,28,15,10,9
"N00001300",119,112,0,1,0,0,66,46,2,2,0,2,3,2
"N00001301",132,127,0,0,0,0,70,57,0,1,0,1,4,4
"N00001302",257,76,0,2,0,8,17,59,1,157,67,90,15,13
"N00001303",133,58,0,1,1,7,20,38,1,62,59,3,5,3
"N00001304",125,112,0,0,0,2,59,53,0,6,4,2,5,5
"N00001305",119,103,0,2,0,2,59,44,0,4,2,2,10,8
"N00001306",106,24,1,0,0,5,8,16,0,70,62,8,7,6
"N00001307",130,43,0,3,5,1,4,39,2,69,31,38,15,7
"N00001308",210,136,0,1,1,3,60,76,1,59,29,30,11,9
"N00001309",153,70,0,4,0,5,23,47,0,54,51,3,24,20
"N00001310",335,212,0,2,1,3,74,138,11,69,6,63,40,37
"N00001311",120,22,0,0,0,5,5,17,3,82,80,2,8,8
"N00001312",244,65,0,2,0,6,15,50,6,101,85,16,66,64
"N00001313",195,102,0,0,1,6,29,73,6,40,40,0,41,40
"N00001314",142,64,0,0,0,4,11,53,3,52,48,4,19,19
"N00001315",114,73,0,1,0,8,33,40,1,26,24,2,6,5
"N00001316",194,54,0,0,1,8,25,29,2,92,67,25,38,37
"N00001317",115,93,0,0,0,1,54,39,0,5,4,1,16,16
"N00001318",133,71,0,3,0,8,39,32,2,14,11,3,38,35
"N00001319",118,87,0,2,0,5,37,50,0,7,5,2,19,17
"N00001320",101,93,0,0,0,1,53,40,0,2,1,1,5,5
"N00001321",108,90,0,0,1,0,43,47,0,10,10,0,8,7
"N00001322",133,49,0,2,3,2,18,31,0,59,31,28,23,18
"N00001323",121,76,0,0,2,6,36,40,0,19,18,1,20,18
"N00001324",113,95,0,1,0,0,60,35,0,3,2,1,15,14
"N00001325",491,389,3,4,0,8,202,187,1,7,3,4,86,79
"N00001326",125,115,0,1,0,1,82,33,0,1,0,1,8,7
"N00001327",121,117,0,0,0,0,74,43,0,2,2,0,2,2
"N00001328",378,275,0,4,0,4,156,119,1,31,5,26,67,63
"N00001329",116,95,1,0,0,1,48,47,0,2,0,2,18,17
"N00001330",124,102,0,3,0,3,59,43,0,2,1,1,17,14
"N00001331",116,87,1,0,0,2,39,48,0,0,0,0,27,26
"N00001332",103,31,2,1,0,2,15,16,0,3,3,0,67,64
"N00001333",131,104,0,3,0,1,56,48,0,1,1,0,25,22
"N00001334",140,99,0,6,0,1,63,36,0,2,1,1,38,32
"N00001335",121,42,1,5,0,0,24,18,1,4,3,1,74,68
"N00001336",108,92,0,1,0,0,43,49,0,2,1,1,14,13
"N00001337",121,100,0,3,0,2,49,51,0,1,1,0,18,15
"N00001338",125,94,0,1,0,2,47,47,1,18,18,0,10,9
"N00001339",147,95,0,0,1,4,34,61,0,36,35,1,12,11
"N00001340",378,179,0,2,1,10,85,94,1,145,121,24,43,40
"N00001341",110,100,0,1,0,0,46,54,0,1,0,1,9,8
"N00001342",126,120,0,0,0,1,52,68,0,0,0,0,5,5
"N00001343",104,89,0,0,0,3,38,51,0,3,3,0,9,9
"N00001344",117,110,0,1,0,0,46,64,1,2,2,0,4,3
"N00001345",96,89,0,0,0,1,59,30,0,2,1,1,4,4
"N00001346",341,265,0,0,0,6,134,131,2,7,4,3,61,61
"N00001347",208,129,0,0,0,1,45,84,3,2,2,0,73,73
"N00001348",128,100,0,5,0,1,39,61,0,2,2,0,25,20
"N00001349",119,73,0,6,0,3,39,34,2,0,0,0,41,35
"N00001350",413,129,0,2,3,14,73,56,2,244,185,59,24,19
"N00001351",173,63,0,0,1,9,23,40,0,95,74,21,6,5
"N00001352",137,33,0,1,0,7,20,13,1,60,42,18,36,35
"N00001353",144,12,0,0,3,2,3,9,0,122,44,78,8,5
"N00001354",397,114,0,2,0,21,52,62,3,241,233,8,18,16
"N00001355",124,50,0,2,0,1,20,30,1,57,48,9,15,13
"N00001356",112,27,0,0,0,7,10,17,1,72,72,0,5,5
"N00001357",98,4,0,0,0,6,1,3,0,87,85,2,1,1
"N00001358",163,52,0,1,0,4,27,25,0,76,67,9,31,30
"N00001359",120,54,0,0,0,3,21,33,0,47,44,3,16,16
"N00001360",116,36,0,2,0,5,20,16,2,49,23,26,24,22
"N00001361",113,48,0,1,0,5,21,27,1,43,39,4,16,15
"N00001362",134,17,0,0,1,13,6,11,0,99,77,22,5,4
"N00001363",119,102,0,1,0,2,48,54,1,1,1,0,13,12
"N00001364",251,160,0,3,4,4,59,101,2,28,6,22,57,50
"N00001365",174,140,0,5,0,1,48,92,0,3,0,3,30,25
"N00001366",119,101,0,1,0,0,42,59,0,2,0,2,16,15
"N00001367",164,85,0,1,3,0,42,43,3,50,17,33,26,22
"N00001368",126,115,0,2,0,1,58,57,0,3,1,2,7,5
"N00001369",165,133,0,1,0,3,68,65,1,13,2,11,15,14
"N00001370",187,124,0,1,2,2,52,72,0,48,9,39,13,10
"N00001371",111,95,0,1,0,1,27,68,2,2,1,1,11,10
"N00001372",247,233,0,1,0,0,109,124,1,1,1,0,12,11
"N00001373",114,103,0,0,0,2,53,50,0,2,0,2,7,7
"N00001374",112,104,0,0,0,1,46,58,0,1,1,0,6,6
"N00001375",165,92,0,0,0,2,40,52,5,53,3,50,13,13
"N00001376",96,63,0,1,0,3,25,38,2,3,3,0,25,24
"N00001377",115,103,0,2,0,0,58,45,1,4,2,2,7,5
"N00001378",106,87,0,3,0,1,33,54,0,4,2,2,14,11
"N00001379",110,91,0,2,0,0,47,44,0,4,0,4,15,13
"N00001380",133,93,0,1,0,0,36,57,1,0,0,0,39,38
"N00001381",182,84,1,3,1,0,24,60,2,12,3,9,84,79
"N00001382",115,96,0,0,0,4,44,52,0,0,0,0,15,15
"N00001383",100,88,0,1,0,1,43,45,0,6,5,1,5,4
"N00001384",117,100,0,0,0,1,38,62,0,1,1,0,15,15
"N00001385",132,113,0,0,0,0,51,62,0,3,3,0,16,16
"N00001386",262,154,0,6,1,3,55,99,5,8,3,5,92,85
"N00001387",130,73,0,3,1,0,23,50,1,8,4,4,48,44
"N00001388",115,72,0,5,0,4,38,34,1,15,14,1,23,18
"N00001389",98,58,0,1,0,0,23,35,0,2,2,0,38,37
"N00001390",107,97,0,1,0,1,47,50,1,0,0,0,8,7
"N00001391",107,100,0,1,0,0,47,53,1,1,1,0,5,4
"N00001392",132,50,0,1,0,4,21,29,3,28,5,23,47,46
"N00001393",142,82,0,2,0,1,27,55,4,3,3,0,52,50
"N00001394",122,85,0,2,0,1,36,49,0,1,0,1,35,33
"N00001395",123,98,0,2,0,1,48,50,0,1,0,1,23,21
"N00001396",320,115,0,7,0,2,33,82,2,17,11,6,184,177
"N00001397",119,57,0,1,1,3,27,30,0,27,3,24,32,30
"N00001398",131,81,0,8,0,0,40,41,2,5,2,3,43,35
"N00001399",363,260,0,7,0,9,118,142,0,39,6,33,55,48
"N00001400",137,123,0,1,0,0,67,56,0,1,0,1,13,12
"N00001401",442,227,0,13,2,11,73,154,4,83,39,44,117,102
"N00001402",292,209,0,2,0,3,79,130,0,8,5,3,72,70
"N00001403",135,93,0,3,0,3,41,52,1,2,2,0,36,33
"N00001404",295,159,0,12,2,7,69,90,2,29,2,27,98,84
"N00001405",114,55,0,0,0,3,24,31,0,43,43,0,13,13
"N00001406",112,66,0,2,0,5,22,44,2,23,23,0,16,14
"N00001407",121,42,0,2,2,3,17,25,0,31,3,28,45,41
"N00001408",211,142,0,3,0,2,61,81,2,4,2,2,61,58
"N00001409",111,91,0,0,0,1,36,55,0,2,2,0,17,17
"N00001410",125,108,0,2,0,3,53,55,0,4,3,1,10,8
"N00001411",123,102,0,0,0,1,49,53,0,3,1,2,17,17
"N00001412",102,30,0,0,0,5,16,14,0,48,13,35,19,19
"N00001413",120,101,0,0,0,3,51,50,0,4,3,1,12,12
"N00001414",112,92,0,0,0,0,40,52,0,2,2,0,18,18
"N00001415",115,40,0,0,0,6,12,28,0,63,62,1,6,6
"N00001416",472,136,2,10,2,21,37,99,1,87,50,37,227,213
"N00001417",148,23,0,0,2,10,9,14,0,107,70,37,8,6
"N00001418",321,109,0,2,1,11,32,77,1,117,84,33,83,80
"N00001419",116,36,0,1,1,5,13,23,0,42,40,2,33,31
"N00001420",132,21,0,2,0,11,5,16,0,92,89,3,8,6
"N00001421",708,183,0,12,4,29,76,107,5,192,125,67,299,283
"N00001422",115,17,0,0,1,7,6,11,0,86,48,38,5,4
"N00001423",209,36,0,1,4,14,12,24,0,147,69,78,12,7
"N00001424",114,17,0,1,0,6,9,8,0,80,77,3,11,10
"N00001425",124,30,0,1,2,11,13,17,1,71,71,0,11,8
"N00001426",118,21,0,0,0,9,7,14,0,81,70,11,7,7
"N00001427",123,38,0,3,0,5,11,27,0,71,71,0,9,6
"N00001428",128,37,0,5,0,7,17,20,0,53,53,0,31,26
"N00001429",544,97,1,9,0,38,53,44,1,188,142,46,220,210
"N00001430",129,25,0,2,0,8,12,13,0,84,80,4,12,10
"N00001431",136,54,0,1,4,4,13,41,1,57,31,26,20,15
"N00001432",138,20,0,0,0,9,4,16,2,89,67,22,18,18
"N00001433",136,56,0,0,0,7,9,47,0,45,36,9,28,28
"N00001434",134,36,0,2,0,10,6,30,0,73,49,24,15,13
"N00001435",128,13,0,0,0,9,2,11,0,99,94,5,7,7
"N00001436",130,20,0,2,0,16,6,14,0,85,54,31,9,7
"N00001437",96,10,0,0,0,2,4,6,1,83,69,14,0,0
"N00001438",139,29,0,0,0,13,13,16,0,95,89,6,2,2
"N00001439",163,41,0,1,0,16,14,27,1,79,73,6,26,25
"N00001440",141,27,0,0,0,18,12,15,1,88,57,31,7,7
"N00001441",135,19,0,0,0,7,5,14,0,105,92,13,4,4
"N00001442",115,26,0,0,1,5,13,13,0,76,74,2,8,7
"N00001443",115,20,0,3,2,8,10,10,0,68,55,13,19,14
"N00001444",155,18,0,0,1,11,8,10,0,123,97,26,3,2
"N00001445",152,131,0,3,0,1,72,59,0,2,0,2,18,15
"N00001446",132,126,0,0,1,2,77,49,1,0,0,0,3,2
"N00001447",124,112,0,0,1,1,80,32,0,0,0,0,11,10
"N00001448",133,125,0,0,0,3,65,60,0,2,2,0,3,3
"N00001449",130,118,0,0,0,2,68,50,0,1,1,0,9,9
"N00001450",118,110,0,0,0,1,72,38,2,1,1,0,4,4
"N00001451",114,74,0,1,2,6,49,25,0,26,3,23,8,5
"N00001452",124,117,0,0,0,0,73,44,0,3,3,0,4,4
"N00001453",134,128,0,0,0,2,79,49,0,4,2,2,0,0
"N00001454",117,108,0,1,0,2,66,42,0,1,0,1,6,5
"N00001455",107,85,0,1,1,2,41,44,0,5,1,4,15,13
"N00001456",141,112,0,0,0,1,61,51,0,0,0,0,28,28
"N00001457",125,116,0,1,0,1,64,52,0,2,1,1,6,5
"N00001458",130,96,0,3,0,1,41,55,0,10,7,3,23,20
"N00001459",129,112,0,1,0,4,60,52,0,2,2,0,11,10
"N00001460",263,181,0,2,1,6,85,96,2,39,39,0,35,32
"N00001461",127,111,0,0,0,1,62,49,0,1,0,1,14,14
"N00001462",137,118,0,0,0,2,65,53,0,0,0,0,17,17
"N00001463",138,111,0,0,0,1,65,46,0,1,1,0,25,25
"N00001464",128,115,0,0,0,2,61,54,0,4,3,1,7,7
"N00001465",159,137,0,1,1,3,84,53,0,2,2,0,17,15
"N00001466",105,57,0,2,0,1,36,21,0,6,4,2,41,39
"N00001467",104,84,0,0,0,2,60,24,0,3,3,0,15,15
"N00001468",111,38,0,8,0,1,32,6,1,3,2,1,68,60
"N00001469",114,39,0,4,0,1,25,14,0,3,2,1,71,67
"N00001470",134,23,0,5,0,2,16,7,1,2,2,0,106,101
"N00001471",143,23,0,8,0,1,11,12,3,1,0,1,115,107
"N00001472",238,180,0,7,0,3,76,104,1,4,2,2,50,43
"N00001473",209,85,0,1,1,3,41,44,0,11,2,9,110,108
"N00001474",113,93,0,3,0,1,56,37,1,2,2,0,16,13
"N00001475",141,75,0,2,0,1,45,30,0,2,2,0,63,61
"N00001476",128,82,0,0,1,2,45,37,2,3,2,1,39,38
"N00001477",113,92,0,0,0,2,49,43,0,2,2,0,17,17
"N00001478",132,104,0,1,0,1,56,48,0,0,0,0,27,26
"N00001479",132,103,0,3,0,1,57,46,0,2,1,1,26,23
"N00001480",240,75,0,1,1,9,30,45,1,121,66,55,34,32
"N00001481",105,36,0,0,0,4,12,24,0,62,59,3,3,3
"N00001482",139,91,0,0,0,2,46,45,2,6,4,2,38,38
"N00001483",124,85,0,0,0,4,27,58,3,9,9,0,23,23
"N00001484",112,55,0,1,0,2,16,39,2,25,17,8,28,27
"N00001485",130,78,0,1,0,1,29,49,1,3,3,0,47,46
"N00001486",127,106,0,1,0,2,45,61,1,2,2,0,16,15
"N00001487",138,116,0,1,0,1,60,56,1,4,3,1,16,15
