"Geography_Code","NM_1543_1_0","NM_1543_1_1","NM_1543_1_2","NM_1543_1_3","NM_1543_1_4","NM_1543_1_5"
"N00001544",115,45,70,0,0,0
"N00001545",139,53,80,2,2,2
"N00001546",125,31,92,1,0,1
"N00001547",156,77,76,1,2,0
"N00001548",179,111,64,0,2,2
"N00001549",167,74,90,0,1,2
"N00001550",108,64,37,1,3,3
"N00001551",151,56,91,1,2,1
"N00001552",156,58,97,0,1,0
"N00001553",162,110,51,1,0,0
"N00001554",151,62,87,0,1,1
"N00001555",112,34,76,2,0,0
"N00001556",96,38,58,0,0,0
"N00001557",124,47,75,1,0,1
"N00001558",106,48,58,0,0,0
"N00001559",149,67,79,0,1,2
"N00001560",101,21,77,0,1,2
"N00001561",100,37,62,0,1,0
"N00001562",110,54,55,0,1,0
"N00001563",109,76,32,0,1,0
"N00001564",140,41,98,0,1,0
"N00001565",143,41,102,0,0,0
"N00001566",141,31,108,1,0,1
"N00001567",105,34,69,1,1,0
"N00001568",107,24,80,0,2,1
"N00001569",124,28,94,1,0,1
"N00001570",418,102,314,1,1,0
"N00001571",144,21,121,1,0,1
"N00001572",126,29,96,1,0,0
"N00001573",154,35,116,2,1,0
"N00001574",118,33,82,2,0,1
"N00001575",110,24,85,1,0,0
"N00001576",124,24,99,0,0,1
"N00001577",123,30,92,0,0,1
"N00001578",114,22,89,0,1,2
"N00001579",140,55,82,1,1,1
"N00001580",158,70,79,3,2,4
"N00001581",111,34,74,0,3,0
"N00001582",107,41,63,1,2,0
"N00001583",125,53,67,3,0,2
"N00001584",107,49,58,0,0,0
"N00001585",136,27,97,0,2,10
"N00001586",142,68,69,0,2,3
"N00001587",142,39,98,0,1,4
"N00001588",135,35,94,2,1,3
"N00001589",118,47,67,1,1,2
"N00001590",147,32,108,0,3,4
"N00001591",128,51,65,1,2,9
"N00001592",140,62,68,1,3,6
"N00001593",194,57,118,1,5,13
"N00001594",142,52,80,1,2,7
"N00001595",108,28,74,1,0,5
"N00001596",126,25,86,2,0,13
"N00001597",111,35,66,2,2,6
"N00001598",139,32,98,1,1,7
"N00001599",149,33,102,0,0,14
"N00001600",134,36,89,2,1,6
"N00001601",109,31,66,2,1,9
"N00001602",145,47,87,3,4,4
"N00001603",158,95,61,0,0,2
"N00001604",146,59,82,0,3,2
"N00001605",138,61,73,1,1,2
"N00001606",104,45,54,1,2,2
"N00001607",132,57,73,2,0,0
"N00001608",123,55,66,0,2,0
"N00001609",121,48,66,4,3,0
"N00001610",125,62,62,0,1,0
"N00001611",138,53,83,1,1,0
"N00001612",130,51,77,1,1,0
"N00001613",301,102,189,1,6,3
"N00001614",132,60,69,2,0,1
"N00001615",146,56,88,0,2,0
"N00001616",146,64,73,2,4,3
"N00001617",133,55,74,0,3,1
"N00001618",119,52,65,1,0,1
"N00001619",160,85,72,1,2,0
"N00001620",138,46,80,5,3,4
"N00001621",115,41,72,0,2,0
"N00001622",106,38,62,0,3,3
"N00001623",132,55,74,2,0,1
"N00001624",94,55,38,0,1,0
"N00001625",125,52,69,2,2,0
"N00001626",122,54,68,0,0,0
"N00001627",91,32,58,0,1,0
"N00001628",119,43,74,1,1,0
"N00001629",155,78,76,0,1,0
"N00001630",107,44,61,2,0,0
"N00001631",108,37,71,0,0,0
"N00001632",118,49,68,1,0,0
"N00001633",100,47,52,0,1,0
"N00001634",122,69,53,0,0,0
"N00001635",145,63,81,1,0,0
"N00001636",84,41,42,1,0,0
"N00001637",112,49,63,0,0,0
"N00001638",132,70,61,0,1,0
"N00001639",104,55,49,0,0,0
"N00001640",111,50,60,1,0,0
"N00001641",131,65,65,0,1,0
"N00001642",124,22,101,0,1,0
"N00001643",257,79,175,1,2,0
"N00001644",125,26,99,0,0,0
"N00001645",117,46,70,1,0,0
"N00001646",136,54,82,0,0,0
"N00001647",127,32,95,0,0,0
"N00001648",143,44,99,0,0,0
"N00001649",134,13,120,0,1,0
"N00001650",118,21,94,1,2,0
"N00001651",134,17,117,0,0,0
"N00001652",132,16,115,0,1,0
"N00001653",136,7,128,0,1,0
"N00001654",139,22,115,0,2,0
"N00001655",159,43,115,0,1,0
"N00001656",118,48,70,0,0,0
"N00001657",119,25,91,1,1,1
"N00001658",95,36,59,0,0,0
"N00001659",112,33,79,0,0,0
"N00001660",123,22,100,0,1,0
"N00001661",122,16,104,0,2,0
"N00001662",125,20,105,0,0,0
"N00001663",128,27,100,1,0,0
"N00001664",118,21,96,0,1,0
"N00001665",152,40,111,1,0,0
"N00001666",125,12,112,0,0,1
"N00001667",117,24,93,0,0,0
"N00001668",156,42,114,0,0,0
"N00001669",117,12,102,0,3,0
"N00001670",125,48,74,1,0,2
"N00001671",129,44,84,1,0,0
"N00001672",134,23,111,0,0,0
"N00001673",176,38,136,1,1,0
"N00001674",114,39,74,0,1,0
"N00001675",123,39,83,0,0,1
"N00001676",107,23,83,1,0,0
"N00001677",163,12,148,0,3,0
"N00001678",148,26,121,0,1,0
"N00001679",134,20,112,1,1,0
"N00001680",170,21,147,1,0,1
"N00001681",147,54,92,0,0,1
"N00001682",127,30,96,0,1,0
"N00001683",155,40,114,0,1,0
"N00001684",286,35,248,0,3,0
"N00001685",120,18,102,0,0,0
"N00001686",114,26,85,0,2,1
"N00001687",118,20,96,0,2,0
"N00001688",158,53,105,0,0,0
"N00001689",156,94,61,0,1,0
"N00001690",141,38,102,0,1,0
"N00001691",154,74,79,0,1,0
"N00001692",124,54,68,0,2,0
"N00001693",125,47,78,0,0,0
"N00001694",104,14,90,0,0,0
"N00001695",152,36,115,0,1,0
"N00001696",168,47,119,1,1,0
"N00001697",121,30,89,0,2,0
"N00001698",131,52,77,0,1,1
"N00001699",158,35,122,0,1,0
"N00001700",124,49,75,0,0,0
"N00001701",102,48,53,0,0,1
"N00001702",140,40,97,2,1,0
"N00001703",613,336,273,3,1,0
"N00001704",450,250,192,0,6,2
"N00001705",118,57,56,1,2,2
"N00001706",166,20,146,0,0,0
"N00001707",145,31,111,3,0,0
"N00001708",241,46,190,1,3,1
"N00001709",120,41,79,0,0,0
"N00001710",136,21,115,0,0,0
"N00001711",137,29,107,0,1,0
"N00001712",158,57,100,0,1,0
"N00001713",110,57,53,0,0,0
"N00001714",260,100,158,0,2,0
"N00001715",127,38,88,0,1,0
"N00001716",124,20,102,0,2,0
"N00001717",132,14,116,0,2,0
"N00001718",125,31,92,1,0,1
"N00001719",123,27,96,0,0,0
"N00001720",122,38,84,0,0,0
"N00001721",117,34,83,0,0,0
"N00001722",148,50,97,1,0,0
"N00001723",127,35,91,1,0,0
"N00001724",105,27,78,0,0,0
"N00001725",117,42,74,0,1,0
"N00001726",119,47,71,0,1,0
"N00001727",114,39,75,0,0,0
"N00001728",137,53,83,1,0,0
"N00001729",136,40,95,1,0,0
"N00001730",133,77,54,1,1,0
"N00001731",125,63,61,0,1,0
"N00001732",351,33,309,4,4,1
"N00001733",120,39,80,1,0,0
"N00001734",120,30,89,0,1,0
"N00001735",125,49,76,0,0,0
"N00001736",199,122,77,0,0,0
"N00001737",168,61,104,1,2,0
"N00001738",133,33,100,0,0,0
"N00001739",145,36,104,1,3,1
"N00001740",292,84,207,1,0,0
"N00001741",116,36,78,0,1,1
"N00001742",109,47,60,1,1,0
"N00001743",122,50,70,0,1,1
"N00001744",128,27,101,0,0,0
"N00001745",117,17,99,0,1,0
"N00001746",118,19,96,1,2,0
"N00001747",297,78,216,1,2,0
"N00001748",148,18,130,0,0,0
"N00001749",120,23,97,0,0,0
"N00001750",115,36,77,0,1,1
"N00001751",116,25,84,3,2,2
"N00001752",128,23,104,0,1,0
"N00001753",137,35,99,0,3,0
"N00001754",130,25,104,1,0,0
"N00001755",131,13,118,0,0,0
"N00001756",131,24,107,0,0,0
"N00001757",119,54,63,1,0,1
"N00001758",132,42,88,0,1,1
"N00001759",121,30,91,0,0,0
"N00001760",389,99,279,2,8,1
"N00001761",118,11,104,0,3,0
"N00001762",133,65,65,1,2,0
"N00001763",545,126,406,5,7,1
"N00001764",128,61,66,0,1,0
"N00001765",470,227,237,1,4,1
"N00001766",128,52,75,0,1,0
"N00001767",110,17,92,0,1,0
"N00001768",114,33,76,0,3,2
"N00001769",120,13,103,0,4,0
"N00001770",89,5,83,1,0,0
"N00001771",142,30,111,0,1,0
"N00001772",118,24,93,0,1,0
"N00001773",106,14,89,2,1,0
"N00001774",128,46,82,0,0,0
"N00001775",119,33,83,1,2,0
"N00001776",122,42,79,0,1,0
"N00001777",136,28,107,0,1,0
"N00001778",114,23,89,0,2,0
"N00001779",118,30,87,1,0,0
"N00001780",248,58,188,0,2,0
"N00001781",126,16,109,0,1,0
"N00001782",124,19,105,0,0,0
"N00001783",134,25,108,1,0,0
"N00001784",129,56,73,0,0,0
"N00001785",136,31,103,1,1,0
"N00001786",135,38,97,0,0,0
"N00001787",130,46,82,0,2,0
"N00001788",126,29,97,0,0,0
"N00001789",152,30,121,1,0,0
"N00001790",132,40,92,0,0,0
"N00001791",155,22,128,1,4,0
"N00001792",97,6,90,1,0,0
"N00001793",143,22,120,1,0,0
"N00001794",374,142,226,3,2,1
"N00001795",122,33,87,0,2,0
"N00001796",130,40,87,2,1,0
"N00001797",148,50,98,0,0,0
"N00001798",147,35,111,0,1,0
"N00001799",125,25,100,0,0,0
"N00001800",128,32,95,0,1,0
"N00001801",133,15,114,2,2,0
"N00001802",126,29,96,0,1,0
"N00001803",123,28,94,0,1,0
"N00001804",135,28,107,0,0,0
"N00001805",368,92,270,2,4,0
"N00001806",128,35,90,2,0,1
"N00001807",110,37,71,0,2,0
"N00001808",107,35,71,0,1,0
"N00001809",111,40,67,1,3,0
"N00001810",120,67,53,0,0,0
"N00001811",102,31,69,0,1,1
"N00001812",213,138,74,0,1,0
"N00001813",100,53,47,0,0,0
"N00001814",352,178,170,0,2,2
"N00001815",128,32,94,0,0,2
"N00001816",235,98,135,1,0,1
"N00001817",112,21,89,2,0,0
"N00001818",109,28,79,0,2,0
"N00001819",137,36,97,3,0,1
"N00001820",149,59,88,1,1,0
"N00001821",296,129,161,2,4,0
"N00001822",132,50,82,0,0,0
"N00001823",171,54,115,0,2,0
"N00001824",117,13,100,0,3,1
"N00001825",103,32,67,1,2,1
"N00001826",120,17,101,0,2,0
"N00001827",118,16,102,0,0,0
"N00001828",107,29,74,1,2,1
"N00001829",104,36,67,0,1,0
"N00001830",146,32,111,1,2,0
"N00001831",117,21,94,1,0,1
"N00001832",113,40,72,0,0,1
"N00001833",167,80,86,1,0,0
"N00001834",105,23,80,0,1,1
"N00001835",128,40,84,0,3,1
"N00001836",122,39,81,1,1,0
"N00001837",119,56,62,0,1,0
"N00001838",127,64,62,1,0,0
"N00001839",168,46,118,1,3,0
"N00001840",112,8,102,1,1,0
"N00001841",142,33,109,0,0,0
"N00001842",124,35,87,1,1,0
"N00001843",134,40,91,1,1,1
"N00001844",127,34,89,0,3,1
"N00001845",123,32,87,0,3,1
"N00001846",125,31,94,0,0,0
"N00001847",120,30,89,0,1,0
"N00001848",118,28,90,0,0,0
"N00001849",125,33,91,0,1,0
"N00001850",261,72,188,0,0,1
"N00001851",116,33,82,0,1,0
"N00001852",125,25,96,1,2,1
"N00001853",142,46,96,0,0,0
"N00001854",127,52,73,0,2,0
"N00001855",135,51,80,0,3,1
"N00001856",117,43,72,1,1,0
"N00001857",129,41,87,0,1,0
"N00001858",110,38,71,0,1,0
"N00001859",125,42,82,0,1,0
"N00001860",112,53,57,0,2,0
"N00001861",114,34,78,1,1,0
"N00001862",146,31,113,1,1,0
"N00001863",138,60,75,1,2,0
"N00001864",142,28,107,1,5,1
"N00001865",243,78,162,1,2,0
"N00001866",114,32,79,1,1,1
"N00001867",147,29,113,0,5,0
"N00001868",132,18,113,1,0,0
"N00001869",121,29,92,0,0,0
"N00001870",127,37,89,0,1,0
"N00001871",138,33,103,2,0,0
"N00001872",113,46,65,1,0,1
"N00001873",280,42,231,2,5,0
"N00001874",129,17,108,1,2,1
"N00001875",134,46,85,0,3,0
"N00001876",133,32,99,1,1,0
"N00001877",128,40,87,1,0,0
"N00001878",127,28,98,0,0,1
"N00001879",137,32,101,2,0,2
"N00001880",118,22,96,0,0,0
"N00001881",414,136,277,0,1,0
"N00001882",117,31,86,0,0,0
"N00001883",116,24,91,0,1,0
"N00001884",125,44,79,0,1,1
"N00001885",129,68,61,0,0,0
"N00001886",139,79,60,0,0,0
"N00001887",133,49,84,0,0,0
"N00001888",141,54,86,0,1,0
"N00001889",108,40,67,1,0,0
"N00001890",254,80,170,1,1,2
"N00001891",156,44,111,1,0,0
"N00001892",130,36,93,0,1,0
"N00001893",117,33,84,0,0,0
"N00001894",155,68,83,1,3,0
"N00001895",157,54,103,0,0,0
"N00001896",279,123,152,2,0,2
"N00001897",128,45,82,0,1,0
"N00001898",128,42,84,1,1,0
"N00001899",126,88,37,0,1,0
"N00001900",129,26,102,0,1,0
"N00001901",134,21,110,1,1,1
"N00001902",142,18,124,0,0,0
"N00001903",125,16,108,0,1,0
"N00001904",103,25,77,0,1,0
"N00001905",113,28,83,0,2,0
"N00001906",126,29,95,0,2,0
"N00001907",135,35,100,0,0,0
"N00001908",144,50,94,0,0,0
"N00001909",119,19,99,0,0,1
"N00001910",119,2,117,0,0,0
"N00001911",120,34,80,4,1,1
"N00001912",199,80,114,1,2,2
"N00001913",124,39,82,2,1,0
"N00001914",129,33,94,0,2,0
"N00001915",281,88,184,1,7,1
"N00001916",124,45,78,0,1,0
"N00001917",121,33,87,0,1,0
"N00001918",113,40,71,1,1,0
"N00001919",126,27,98,0,1,0
"N00001920",136,31,104,0,1,0
"N00001921",115,29,86,0,0,0
"N00001922",135,51,82,1,1,0
"N00001923",135,84,51,0,0,0
"N00001924",142,31,107,1,3,0
"N00001925",118,30,87,0,1,0
"N00001926",138,48,90,0,0,0
"N00001927",104,34,69,0,0,1
"N00001928",120,59,60,0,1,0
"N00001929",180,48,129,0,3,0
"N00001930",109,43,66,0,0,0
"N00001931",112,32,78,0,1,1
"N00001932",117,28,89,0,0,0
"N00001933",123,30,92,1,0,0
"N00001934",125,41,83,1,0,0
"N00001935",128,32,94,0,1,1
"N00001936",123,34,87,1,1,0
"N00001937",126,46,79,0,1,0
"N00001938",133,41,89,1,2,0
"N00001939",130,45,85,0,0,0
"N00001940",144,36,103,1,3,1
"N00001941",126,39,86,0,1,0
"N00001942",158,16,138,0,1,3
"N00001943",155,36,119,0,0,0
"N00001944",130,24,105,0,0,1
"N00001945",152,27,125,0,0,0
"N00001946",132,31,101,0,0,0
"N00001947",165,33,131,0,0,1
"N00001948",87,29,58,0,0,0
"N00001949",296,85,209,0,0,2
"N00001950",114,52,62,0,0,0
"N00001951",104,28,75,0,0,1
"N00001952",125,41,83,0,0,1
"N00001953",111,59,51,1,0,0
"N00001954",99,18,80,0,0,1
"N00001955",138,57,80,0,1,0
"N00001956",90,26,63,0,0,1
"N00001957",113,25,88,0,0,0
"N00001958",136,44,92,0,0,0
"N00001959",119,40,79,0,0,0
"N00001960",138,46,92,0,0,0
"N00001961",146,29,114,1,2,0
"N00001962",88,22,66,0,0,0
"N00001963",73,27,45,0,1,0
"N00001964",120,40,80,0,0,0
"N00001965",129,34,94,0,1,0
"N00001966",163,31,132,0,0,0
"N00001967",168,33,132,0,2,1
"N00001968",150,47,102,1,0,0
"N00001969",240,82,154,1,2,1
"N00001970",123,32,89,1,1,0
"N00001971",165,39,124,0,2,0
"N00001972",141,42,98,0,1,0
"N00001973",188,101,84,0,3,0
"N00001974",101,49,48,0,4,0
"N00001975",138,56,80,0,2,0
"N00001976",223,110,113,0,0,0
"N00001977",108,38,68,0,1,1
"N00001978",134,43,89,0,2,0
"N00001979",124,41,83,0,0,0
"N00001980",120,28,92,0,0,0
"N00001981",136,95,40,0,0,1
"N00001982",305,80,223,1,1,0
"N00001983",127,48,78,1,0,0
"N00001984",133,38,94,1,0,0
"N00001985",118,56,62,0,0,0
"N00001986",175,59,115,0,1,0
"N00001987",151,27,123,1,0,0
"N00001988",143,31,111,0,1,0
"N00001989",129,24,102,1,2,0
"N00001990",110,33,76,0,1,0
"N00001991",135,31,103,0,1,0
"N00001992",132,61,69,1,1,0
"N00001993",117,50,65,0,2,0
"N00001994",131,29,101,0,1,0
"N00001995",138,44,94,0,0,0
"N00001996",126,29,96,0,1,0
"N00001997",145,33,110,0,2,0
"N00001998",110,39,71,0,0,0
"N00001999",409,89,318,0,1,1
"N00002000",128,22,106,0,0,0
"N00002001",137,27,109,0,1,0
"N00002002",116,26,89,0,1,0
"N00002003",113,22,89,0,2,0
"N00002004",144,39,102,0,1,2
"N00002005",97,40,57,0,0,0
"N00002006",119,43,75,0,1,0
"N00002007",113,43,68,0,2,0
"N00002008",273,96,174,0,3,0
"N00002009",135,49,84,0,2,0
"N00002010",155,20,131,0,4,0
"N00002011",177,39,136,1,1,0
"N00002012",164,47,117,0,0,0
"N00002013",123,33,90,0,0,0
"N00002014",356,62,289,1,1,3
"N00002015",126,42,83,0,0,1
"N00002016",115,41,72,1,1,0
"N00002017",127,31,96,0,0,0
"N00002018",573,162,402,2,4,3
"N00002019",122,50,71,1,0,0
"N00002020",123,30,91,1,1,0
"N00002021",150,28,122,0,0,0
"N00002022",146,34,110,0,2,0
"N00002023",153,23,130,0,0,0
"N00002024",159,25,133,0,0,1
"N00002025",121,63,57,0,0,1
"N00002026",168,33,134,1,0,0
"N00002027",105,31,73,1,0,0
"N00002028",430,79,343,2,4,2
"N00002029",229,61,165,0,3,0
"N00002030",120,19,100,1,0,0
"N00002031",123,22,100,1,0,0
"N00002032",194,39,152,0,2,1
"N00002033",105,27,78,0,0,0
"N00002034",120,22,95,0,2,1
"N00002035",136,28,107,0,1,0
"N00002036",136,28,107,0,1,0
"N00002037",184,19,164,0,1,0
"N00002038",157,39,116,2,0,0
"N00002039",126,40,85,1,0,0
"N00002040",125,21,104,0,0,0
"N00002041",121,24,96,0,1,0
"N00002042",123,35,88,0,0,0
"N00002043",141,45,89,1,3,3
"N00002044",272,99,168,2,2,1
"N00002045",133,29,102,1,1,0
"N00002046",110,19,89,0,1,1
"N00002047",122,61,61,0,0,0
"N00002048",107,58,49,0,0,0
"N00002049",117,49,67,0,1,0
"N00002050",104,54,50,0,0,0
"N00002051",249,129,115,0,4,1
"N00002052",108,43,65,0,0,0
"N00002053",109,42,65,0,2,0
"N00002054",161,30,130,0,1,0
"N00002055",166,38,126,0,0,2
"N00002056",167,28,137,0,1,1
"N00002057",139,29,110,0,0,0
"N00002058",191,36,155,0,0,0
"N00002059",126,59,67,0,0,0
"N00002060",430,231,193,2,2,2
"N00002061",307,123,180,0,2,2
"N00002062",112,51,61,0,0,0
"N00002063",129,24,101,0,2,2
"N00002064",293,83,201,2,1,6
"N00002065",105,27,78,0,0,0
"N00002066",125,35,86,0,3,1
"N00002067",372,100,267,0,3,2
"N00002068",104,31,72,0,1,0
"N00002069",162,35,126,0,1,0
"N00002070",422,95,325,0,2,0
"N00002071",136,31,104,0,1,0
"N00002072",113,28,85,0,0,0
"N00002073",119,44,75,0,0,0
"N00002074",324,62,257,4,1,0
"N00002075",130,21,109,0,0,0
"N00002076",104,39,64,1,0,0
"N00002077",108,33,75,0,0,0
"N00002078",119,33,84,0,2,0
"N00002079",289,98,188,0,2,1
"N00002080",131,37,93,0,1,0
"N00002081",129,51,76,1,1,0
"N00002082",294,70,220,2,2,0
"N00002083",130,30,100,0,0,0
"N00002084",171,32,137,1,1,0
"N00002085",208,26,177,0,5,0
"N00002086",177,17,156,0,3,1
"N00002087",123,70,51,1,1,0
"N00002088",143,45,93,1,3,1
"N00002089",136,24,111,0,1,0
"N00002090",154,31,122,0,1,0
"N00002091",314,63,249,0,1,1
"N00002092",177,38,139,0,0,0
"N00002093",191,40,151,0,0,0
"N00002094",277,77,200,0,0,0
"N00002095",155,32,122,0,1,0
"N00002096",161,31,129,1,0,0
"N00002097",129,24,105,0,0,0
"N00002098",132,32,100,0,0,0
"N00002099",139,27,112,0,0,0
"N00002100",147,28,116,0,2,1
"N00002101",153,23,130,0,0,0
"N00002102",133,20,112,0,0,1
"N00002103",267,41,222,2,0,2
"N00002104",114,34,80,0,0,0
"N00002105",149,33,115,0,0,1
"N00002106",118,23,94,0,1,0
"N00002107",172,25,143,1,2,1
"N00002108",154,32,120,1,1,0
"N00002109",162,30,131,0,0,1
"N00002110",175,41,134,0,0,0
"N00002111",155,30,122,0,1,2
"N00002112",144,24,120,0,0,0
"N00002113",167,28,138,0,0,1
"N00002114",145,46,98,0,1,0
"N00002115",111,38,73,0,0,0
"N00002116",118,37,81,0,0,0
"N00002117",119,27,90,1,1,0
"N00002118",135,21,113,0,1,0
"N00002119",109,30,78,1,0,0
"N00002120",110,35,74,0,1,0
"N00002121",149,27,122,0,0,0
"N00002122",157,27,130,0,0,0
"N00002123",148,28,120,0,0,0
"N00002124",118,22,96,0,0,0
"N00002125",481,108,372,0,1,0
"N00002126",170,30,139,0,1,0
"N00002127",316,77,238,0,0,1
"N00002128",321,93,222,2,3,1
"N00002129",460,186,267,5,1,1
"N00002130",166,51,111,1,2,1
"N00002131",136,19,117,0,0,0
"N00002132",111,24,87,0,0,0
"N00002133",172,35,137,0,0,0
"N00002134",121,34,87,0,0,0
"N00002135",159,35,124,0,0,0
"N00002136",149,64,82,0,3,0
"N00002137",112,17,95,0,0,0
"N00002138",132,44,88,0,0,0
"N00002139",245,42,200,2,1,0
"N00002140",113,26,86,1,0,0
"N00002141",120,57,63,0,0,0
"N00002142",111,53,58,0,0,0
"N00002143",146,32,114,0,0,0
"N00002144",190,47,141,1,0,1
"N00002145",144,23,121,0,0,0
"N00002146",143,39,102,0,2,0
"N00002147",153,48,104,1,0,0
"N00002148",134,24,110,0,0,0
"N00002149",143,31,111,0,1,0
"N00002150",133,27,106,0,0,0
"N00002151",103,18,84,0,1,0
"N00002152",129,43,86,0,0,0
"N00002153",143,20,123,0,0,0
"N00002154",132,26,106,0,0,0
"N00002155",152,25,125,1,1,0
"N00002156",143,38,102,1,2,0
"N00002157",133,52,81,0,0,0
"N00002158",139,23,116,0,0,0
"N00002159",160,22,134,2,2,0
"N00002160",125,20,104,0,1,0
"N00002161",148,25,123,0,0,0
"N00002162",143,29,113,0,0,1
"N00002163",206,47,155,1,1,2
"N00002164",126,43,82,1,0,0
"N00002165",118,19,98,0,0,1
"N00002166",123,23,100,0,0,0
"N00002167",149,57,90,2,0,0
"N00002168",110,26,83,1,0,0
"N00002169",183,56,125,0,2,0
"N00002170",128,40,86,2,0,0
"N00002171",161,18,140,2,1,0
"N00002172",192,28,163,0,1,0
"N00002173",148,21,127,0,0,0
"N00002174",173,34,138,0,1,0
"N00002175",249,41,206,1,0,1
"N00002176",178,23,155,0,0,0
"N00002177",183,22,160,0,1,0
"N00002178",167,26,139,1,1,0
"N00002179",139,41,93,2,2,1
"N00002180",105,46,59,0,0,0
"N00002181",243,34,207,2,0,0
"N00002182",136,31,103,0,2,0
"N00002183",162,97,61,1,1,2
"N00002184",130,74,55,1,0,0
"N00002185",217,111,100,0,3,3
"N00002186",116,51,59,3,3,0
"N00002187",119,31,83,1,2,2
"N00002188",108,60,48,0,0,0
"N00002189",108,30,78,0,0,0
"N00002190",217,60,153,2,2,0
"N00002191",101,46,54,1,0,0
"N00002192",196,46,148,0,2,0
"N00002193",115,52,63,0,0,0
"N00002194",120,65,55,0,0,0
"N00002195",127,44,83,0,0,0
"N00002196",204,32,170,2,0,0
"N00002197",212,25,186,0,1,0
"N00002198",118,34,81,3,0,0
"N00002199",122,24,98,0,0,0
"N00002200",161,46,114,0,0,1
"N00002201",120,55,65,0,0,0
"N00002202",153,27,125,1,0,0
"N00002203",421,95,318,3,5,0
"N00002204",156,29,127,0,0,0
"N00002205",249,37,206,2,2,2
"N00002206",129,33,95,0,1,0
"N00002207",118,30,88,0,0,0
"N00002208",123,36,82,2,1,2
"N00002209",122,17,103,1,0,1
"N00002210",136,20,116,0,0,0
"N00002211",131,59,72,0,0,0
"N00002212",107,27,79,1,0,0
"N00002213",278,46,226,0,4,2
"N00002214",138,27,110,0,1,0
"N00002215",120,39,81,0,0,0
"N00002216",124,39,83,1,1,0
"N00002217",111,39,72,0,0,0
"N00002218",109,37,71,0,0,1
"N00002219",114,47,66,1,0,0
"N00002220",176,41,133,1,1,0
"N00002221",197,58,136,2,1,0
"N00002222",120,44,74,1,0,1
"N00002223",71,34,37,0,0,0
"N00002224",89,36,51,1,1,0
"N00002225",193,113,80,0,0,0
"N00002226",99,29,69,0,1,0
"N00002227",112,38,74,0,0,0
"N00002228",120,48,72,0,0,0
"N00002229",340,71,265,1,0,3
"N00002230",120,46,72,2,0,0
"N00002231",145,51,92,1,0,1
"N00002232",324,97,212,8,4,3
"N00002233",140,57,75,2,3,3
"N00002234",120,54,62,2,2,0
"N00002235",137,54,79,4,0,0
"N00002236",328,186,142,0,0,0
"N00002237",123,28,93,1,1,0
"N00002238",98,20,78,0,0,0
"N00002239",108,39,66,2,0,1
"N00002240",145,57,86,1,1,0
"N00002241",116,44,71,0,1,0
"N00002242",113,37,74,1,1,0
"N00002243",122,68,54,0,0,0
"N00002244",114,37,76,1,0,0
"N00002245",128,89,38,0,0,1
"N00002246",150,20,128,1,1,0
"N00002247",146,21,121,2,0,2
"N00002248",248,40,206,0,2,0
"N00002249",179,12,166,0,1,0
"N00002250",115,18,96,0,0,1
"N00002251",136,27,107,1,1,0
"N00002252",264,35,228,0,1,0
"N00002253",129,19,110,0,0,0
"N00002254",197,40,156,0,1,0
"N00002255",177,32,145,0,0,0
"N00002256",166,19,143,0,1,3
"N00002257",140,38,101,0,0,1
"N00002258",126,25,101,0,0,0
"N00002259",153,43,109,0,1,0
"N00002260",299,53,245,0,1,0
"N00002261",225,20,205,0,0,0
"N00002262",156,32,120,1,2,1
"N00002263",159,23,135,0,1,0
"N00002264",257,48,208,1,0,0
"N00002265",216,29,182,3,2,0
"N00002266",108,28,79,0,1,0
"N00002267",172,35,130,3,0,4
"N00002268",290,64,223,1,2,0
"N00002269",117,27,87,0,1,2
"N00002270",120,21,95,1,3,0
"N00002271",113,28,82,1,1,1
"N00002272",99,22,74,2,1,0
"N00002273",214,38,166,5,5,0
"N00002274",98,26,70,0,1,1
"N00002275",103,28,72,2,1,0
"N00002276",124,30,93,0,0,1
"N00002277",194,51,140,3,0,0
"N00002278",137,45,88,3,1,0
"N00002279",111,59,51,1,0,0
"N00002280",116,32,83,1,0,0
"N00002281",127,14,111,2,0,0
"N00002282",114,48,64,1,0,1
"N00002283",106,26,79,0,0,1
"N00002284",128,44,83,1,0,0
"N00002285",128,15,110,2,1,0
"N00002286",127,18,109,0,0,0
"N00002287",122,28,93,0,0,1
"N00002288",118,36,82,0,0,0
"N00002289",107,32,73,2,0,0
"N00002290",238,119,117,0,2,0
"N00002291",227,104,114,2,5,2
"N00002292",118,33,85,0,0,0
"N00002293",113,44,65,2,2,0
"N00002294",123,34,87,0,1,1
"N00002295",137,33,102,0,2,0
"N00002296",143,35,106,1,0,1
"N00002297",124,23,99,0,2,0
"N00002298",137,59,76,0,2,0
"N00002299",149,41,108,0,0,0
"N00002300",318,66,246,1,5,0
"N00002301",242,44,191,2,5,0
"N00002302",221,26,194,0,1,0
"N00002303",158,25,128,1,3,1
"N00002304",88,25,61,1,1,0
"N00002305",311,71,231,5,4,0
"N00002306",524,110,399,7,7,1
"N00002307",134,26,105,1,1,1
"N00002308",124,29,94,1,0,0
"N00002309",101,36,64,1,0,0
"N00002310",103,34,67,1,1,0
"N00002311",119,30,86,1,2,0
"N00002312",137,46,90,0,1,0
"N00002313",140,46,91,2,1,0
"N00002314",121,38,82,1,0,0
"N00002315",145,37,105,1,2,0
"N00002316",116,42,74,0,0,0
