"Geography_Code","NM_1575_1_0","NM_1575_1_1","NM_1575_1_10","NM_1575_1_11","NM_1575_1_2","NM_1575_1_3","NM_1575_1_4","NM_1575_1_5","NM_1575_1_6","NM_1575_1_7","NM_1575_1_8","NM_1575_1_9"
"N00001172",217,140,25,15,77,5,9,6,4,3,3,7
"N00001173",195,126,23,10,69,3,6,2,5,4,5,11
"N00001174",236,154,17,24,82,4,7,8,5,3,2,12
"N00001175",237,150,19,11,87,4,10,11,8,8,4,12
"N00001176",188,118,24,4,70,2,2,7,5,3,3,20
"N00001177",210,145,25,6,65,2,5,5,4,1,1,16
"N00001178",292,181,32,18,111,4,21,11,6,1,4,14
"N00001179",243,169,15,18,74,0,14,7,5,5,2,8
"N00001180",113,57,19,9,56,3,7,2,2,2,3,9
"N00001181",157,96,17,13,61,1,11,4,4,1,3,7
"N00001182",276,185,19,19,91,3,10,10,8,2,1,19
"N00001183",339,245,27,25,94,2,11,5,4,5,2,13
"N00001184",211,140,19,14,71,2,10,3,5,3,6,9
"N00001185",205,128,27,8,77,1,4,6,3,7,3,18
"N00001186",191,122,21,12,69,1,4,5,5,5,2,14
"N00001187",245,166,22,16,79,5,9,4,8,3,2,10
"N00001188",519,268,87,63,251,3,24,10,11,7,10,36
"N00001189",231,158,21,20,73,5,4,5,4,3,3,8
"N00001190",216,140,21,13,76,0,13,7,3,6,4,9
"N00001191",174,107,25,12,67,1,7,2,2,5,2,11
"N00001192",186,119,18,10,67,5,4,2,4,8,1,15
"N00001193",169,101,23,11,68,2,7,3,1,4,5,12
"N00001194",215,129,35,14,86,1,8,4,2,6,0,16
"N00001195",147,82,18,10,65,3,16,5,0,3,2,8
"N00001196",261,163,32,18,98,2,9,9,6,3,0,19
"N00001197",194,121,28,11,73,1,9,1,5,3,4,11
"N00001198",309,211,32,20,98,4,15,6,2,4,4,11
"N00001199",154,89,22,13,65,2,6,6,2,1,3,10
"N00001200",257,181,15,22,76,1,14,6,1,4,2,11
"N00001201",223,159,17,13,64,4,10,0,4,4,2,10
"N00001202",212,84,34,59,128,4,8,7,3,2,4,7
"N00001203",236,116,33,53,120,3,2,8,8,5,1,7
"N00001204",689,387,120,76,302,3,24,19,8,11,11,30
"N00001205",389,203,73,45,186,3,12,9,15,6,5,18
"N00001206",167,84,39,25,83,3,3,2,2,1,1,7
"N00001207",306,196,25,35,110,6,10,10,7,3,3,11
"N00001208",255,136,48,31,119,5,7,7,11,2,1,7
"N00001209",192,105,29,30,87,4,5,4,3,1,4,7
"N00001210",233,142,29,28,91,6,8,6,6,1,1,6
"N00001211",197,116,29,17,81,1,9,9,2,3,1,10
"N00001212",213,130,34,26,83,3,4,3,4,2,1,6
"N00001213",220,102,41,36,118,4,9,6,7,2,4,9
"N00001214",200,98,37,32,102,3,13,3,4,0,1,9
"N00001215",197,101,30,29,96,5,5,4,5,2,3,13
"N00001216",302,202,24,35,100,9,8,4,5,5,0,10
"N00001217",255,130,40,35,125,4,12,10,6,6,4,8
"N00001218",206,128,22,21,78,2,4,7,6,1,4,11
"N00001219",217,87,32,54,130,1,11,7,7,1,2,15
"N00001220",165,69,38,31,96,1,6,8,1,2,2,7
"N00001221",192,74,40,39,118,1,9,3,3,5,4,14
"N00001222",160,83,19,27,77,2,6,6,5,1,4,7
"N00001223",210,100,48,29,110,5,6,3,2,4,4,9
"N00001224",202,106,28,21,96,3,9,7,3,1,6,18
"N00001225",171,66,32,27,105,4,9,8,6,3,5,11
"N00001226",174,110,19,12,64,3,8,11,2,1,1,7
"N00001227",171,77,33,26,94,0,8,6,6,1,1,13
"N00001228",120,47,35,20,73,0,3,4,2,2,2,5
"N00001229",176,89,29,17,87,4,8,2,3,2,5,17
"N00001230",226,126,38,24,100,5,5,6,2,7,4,9
"N00001231",287,141,61,48,146,1,8,12,5,1,0,10
"N00001232",269,184,21,28,85,5,14,6,2,0,2,7
"N00001233",272,196,14,24,76,4,6,13,5,0,3,7
"N00001234",258,168,22,28,90,3,10,6,2,3,3,13
"N00001235",693,352,101,128,341,9,34,18,11,4,7,29
"N00001236",256,138,37,48,118,1,10,8,2,3,0,9
"N00001237",210,85,56,33,125,1,12,4,2,4,3,10
"N00001238",234,109,49,28,125,1,13,11,6,2,1,14
"N00001239",235,132,35,26,103,1,4,10,5,0,3,19
"N00001240",853,414,139,121,439,7,50,37,17,6,6,56
"N00001241",258,101,63,48,157,2,13,8,7,3,2,11
"N00001242",247,101,62,39,146,5,12,6,7,1,3,11
"N00001243",211,91,49,32,120,5,7,7,3,3,1,13
"N00001244",220,100,50,34,120,2,5,10,3,3,5,8
"N00001245",231,104,47,39,127,4,11,7,3,2,6,8
"N00001246",437,311,33,27,126,5,10,13,11,4,5,18
"N00001247",178,78,41,23,100,2,3,4,6,2,0,19
"N00001248",314,223,28,22,91,4,10,2,8,3,2,12
"N00001249",284,192,32,21,92,4,7,3,3,1,8,13
"N00001250",321,232,27,18,89,3,10,6,8,3,4,10
"N00001251",231,122,31,29,109,4,7,5,2,6,7,18
"N00001252",234,140,27,21,94,2,7,11,6,4,2,14
"N00001253",171,89,44,13,82,0,2,2,2,4,5,10
"N00001254",229,139,33,24,90,1,9,1,5,3,6,8
"N00001255",195,100,24,12,95,6,9,11,7,2,4,20
"N00001256",191,108,25,13,83,1,5,5,4,6,1,23
"N00001257",165,81,32,23,84,3,4,3,1,2,4,12
"N00001258",182,98,27,18,84,1,11,3,5,5,2,12
"N00001259",190,82,49,30,108,0,4,8,2,3,2,10
"N00001260",250,119,33,40,131,4,13,7,6,5,6,17
"N00001261",192,93,27,31,99,0,7,3,11,4,0,16
"N00001262",275,162,41,24,113,2,13,6,3,5,1,18
"N00001263",233,147,32,16,86,2,9,3,5,2,4,13
"N00001264",135,82,11,17,53,2,1,5,3,3,4,7
"N00001265",704,422,76,97,282,7,34,14,11,5,6,32
"N00001266",124,46,29,21,78,2,2,4,4,0,2,14
"N00001267",217,81,61,20,136,4,9,4,2,5,5,26
"N00001268",211,76,51,42,135,1,8,6,1,5,5,16
"N00001269",401,285,29,30,116,4,16,10,9,3,4,11
"N00001270",224,127,45,15,97,2,4,6,5,5,3,12
"N00001271",1112,767,98,86,345,8,48,19,13,8,16,49
"N00001272",164,105,18,9,59,1,5,2,5,3,4,12
"N00001273",179,124,23,9,55,3,9,5,0,2,1,3
"N00001274",159,88,24,15,71,2,5,4,7,2,2,10
"N00001275",151,89,25,12,62,2,3,4,2,0,3,11
"N00001276",139,78,18,16,61,1,5,3,3,1,5,9
"N00001277",186,138,13,12,48,3,1,1,4,4,1,9
"N00001278",219,148,13,10,71,2,8,9,5,3,5,16
"N00001279",121,71,20,7,50,1,1,4,2,3,3,9
"N00001280",148,74,31,9,74,1,7,0,6,1,3,16
"N00001281",214,153,20,18,61,2,3,6,1,1,3,7
"N00001282",236,153,25,14,83,4,10,4,7,4,2,13
"N00001283",232,171,20,12,61,0,4,5,2,2,4,12
"N00001284",274,197,26,20,77,1,10,5,2,1,4,8
"N00001285",246,172,21,10,74,2,8,3,2,6,1,21
"N00001286",249,170,28,15,79,3,6,3,2,6,1,15
"N00001287",206,136,23,8,70,4,9,6,3,4,0,13
"N00001288",219,148,25,11,71,2,3,2,8,1,1,18
"N00001289",217,159,19,10,58,1,4,5,3,3,3,10
"N00001290",251,156,33,11,95,2,15,4,6,5,6,13
"N00001291",256,161,42,17,95,3,4,6,3,2,4,14
"N00001292",629,457,42,51,172,8,21,16,7,4,7,16
"N00001293",283,190,37,12,93,2,15,7,3,2,5,10
"N00001294",256,125,49,29,131,4,9,7,7,3,5,18
"N00001295",263,154,46,23,109,2,10,8,3,6,1,10
"N00001296",208,93,45,25,115,0,8,8,5,4,6,14
"N00001297",295,172,45,35,123,5,11,7,3,6,3,8
"N00001298",272,130,33,37,142,3,20,9,4,4,8,24
"N00001299",231,118,34,24,113,3,12,9,4,7,8,12
"N00001300",232,126,43,21,106,1,9,5,5,5,5,12
"N00001301",308,158,53,27,150,6,19,6,6,3,6,24
"N00001302",475,181,78,120,294,11,25,13,10,10,4,23
"N00001303",254,100,66,43,154,1,9,8,4,5,7,11
"N00001304",225,114,41,24,111,2,8,8,4,3,2,19
"N00001305",230,126,33,33,104,0,9,7,4,3,2,13
"N00001306",160,69,29,23,91,2,7,3,10,4,1,12
"N00001307",243,102,41,49,141,4,9,4,6,7,5,16
"N00001308",342,197,44,32,145,1,15,10,9,8,2,24
"N00001309",256,124,40,50,132,6,4,7,10,2,2,11
"N00001310",665,408,64,74,257,11,17,22,19,6,8,36
"N00001311",197,69,35,51,128,2,11,4,7,3,2,13
"N00001312",423,208,57,71,215,1,29,14,7,8,7,21
"N00001313",309,201,30,19,108,3,13,7,7,4,5,20
"N00001314",278,145,36,49,133,3,9,9,1,4,6,16
"N00001315",189,101,35,19,88,0,2,4,4,2,4,18
"N00001316",236,79,61,22,157,5,14,13,11,5,4,22
"N00001317",207,128,33,14,79,0,7,1,5,7,4,8
"N00001318",216,137,35,19,79,1,5,6,1,0,2,10
"N00001319",205,132,17,16,73,3,8,8,4,2,3,12
"N00001320",189,122,25,15,67,3,4,4,5,3,2,6
"N00001321",206,106,38,15,100,1,10,9,3,4,5,15
"N00001322",197,95,36,32,102,1,10,5,2,4,6,6
"N00001323",228,122,26,34,106,1,11,4,6,7,2,15
"N00001324",170,100,25,17,70,3,7,8,3,0,0,7
"N00001325",955,657,87,71,298,19,29,23,18,11,13,27
"N00001326",273,160,25,20,113,7,12,7,13,3,8,18
"N00001327",223,123,30,21,100,2,17,5,3,0,1,21
"N00001328",708,457,57,70,251,18,31,19,13,6,6,31
"N00001329",216,134,20,19,82,4,9,4,6,6,1,13
"N00001330",234,153,17,22,81,4,8,6,5,3,1,15
"N00001331",201,138,16,19,63,2,7,5,2,0,4,8
"N00001332",165,129,9,8,36,4,8,2,2,1,0,2
"N00001333",239,178,12,12,61,2,10,5,4,2,0,14
"N00001334",254,156,29,30,98,2,7,11,1,2,0,16
"N00001335",175,146,9,3,29,1,6,4,1,0,3,2
"N00001336",203,143,15,18,60,1,13,3,1,4,1,4
"N00001337",220,159,13,20,61,3,5,5,5,4,1,5
"N00001338",212,127,26,27,85,3,10,3,3,0,2,11
"N00001339",249,143,38,31,106,2,11,8,4,1,2,9
"N00001340",530,315,63,43,215,9,20,20,11,9,6,34
"N00001341",262,152,35,26,110,4,12,9,5,5,3,11
"N00001342",295,176,30,29,119,5,18,12,4,3,3,15
"N00001343",230,162,24,12,68,4,14,5,2,1,0,6
"N00001344",260,178,21,15,82,4,12,4,4,2,1,19
"N00001345",194,111,27,11,83,1,9,8,3,4,3,17
"N00001346",603,447,40,34,156,8,24,17,5,7,5,16
"N00001347",402,292,32,19,110,5,16,7,5,4,6,16
"N00001348",223,157,9,17,66,10,8,3,3,1,3,12
"N00001349",184,134,17,9,50,0,4,3,2,2,3,10
"N00001350",665,224,156,171,441,2,24,9,22,8,8,41
"N00001351",275,116,49,57,159,4,13,3,8,3,1,21
"N00001352",248,137,43,30,111,5,5,3,6,4,5,10
"N00001353",236,71,62,59,165,6,5,8,4,4,6,11
"N00001354",577,183,143,149,394,3,24,14,16,11,8,26
"N00001355",221,101,43,47,120,1,4,4,7,1,3,10
"N00001356",212,81,45,50,131,10,7,4,8,1,1,5
"N00001357",119,37,30,32,82,0,3,2,3,2,4,6
"N00001358",236,106,31,51,130,4,9,8,7,2,4,14
"N00001359",206,112,19,43,94,5,7,2,2,1,3,12
"N00001360",185,89,28,41,96,3,5,4,3,3,1,8
"N00001361",206,95,37,44,111,0,6,1,7,2,4,10
"N00001362",227,88,49,62,139,4,6,2,2,2,3,9
"N00001363",192,133,19,15,59,1,5,3,4,1,4,7
"N00001364",410,308,32,20,102,5,6,10,7,1,7,14
"N00001365",282,224,18,11,58,0,8,5,4,3,2,7
"N00001366",179,140,11,4,39,2,4,4,2,2,3,7
"N00001367",270,161,37,30,109,2,3,9,4,1,5,18
"N00001368",211,139,25,6,72,1,8,8,5,6,3,10
"N00001369",270,201,22,9,69,1,6,5,2,7,4,13
"N00001370",249,166,29,16,83,0,6,7,9,4,2,10
"N00001371",222,166,14,13,56,2,12,3,3,0,2,7
"N00001372",413,296,30,23,117,4,9,17,10,6,1,17
"N00001373",214,160,14,10,54,4,5,3,1,6,2,9
"N00001374",209,151,18,8,58,4,6,5,3,2,2,10
"N00001375",240,141,45,11,99,1,8,9,3,6,2,14
"N00001376",146,107,9,7,39,4,4,1,2,3,1,8
"N00001377",198,140,12,14,58,2,10,2,1,3,3,11
"N00001378",187,146,8,7,41,1,7,2,1,3,3,9
"N00001379",188,128,20,13,60,1,10,4,1,1,2,8
"N00001380",288,202,19,30,86,2,7,12,4,2,3,7
"N00001381",328,258,14,13,70,10,14,3,1,2,3,10
"N00001382",240,166,23,21,74,3,9,2,7,3,2,4
"N00001383",203,136,12,16,67,5,11,6,3,6,3,5
"N00001384",205,154,15,13,51,1,8,5,4,1,0,4
"N00001385",265,183,19,15,82,4,9,11,9,3,3,9
"N00001386",430,306,35,25,124,9,10,10,5,10,1,19
"N00001387",219,161,9,10,58,3,8,4,4,3,11,6
"N00001388",171,103,24,7,68,0,7,7,4,3,1,15
"N00001389",151,110,12,10,41,2,6,1,0,1,5,4
"N00001390",214,155,13,14,59,1,5,7,5,1,2,11
"N00001391",230,171,16,12,59,1,10,3,4,1,2,10
"N00001392",217,152,19,15,65,3,13,2,3,2,1,7
"N00001393",229,199,10,6,30,2,3,1,4,0,2,2
"N00001394",210,155,14,7,55,1,3,8,3,2,4,13
"N00001395",192,135,21,6,57,0,7,5,5,0,0,13
"N00001396",561,477,26,16,84,3,16,16,2,2,0,3
"N00001397",135,95,17,0,40,3,8,5,1,0,1,5
"N00001398",198,140,21,11,58,3,2,2,5,3,1,10
"N00001399",639,459,57,40,180,5,24,14,7,5,5,23
"N00001400",234,161,20,10,73,1,14,3,3,4,4,14
"N00001401",694,516,42,33,178,6,25,19,12,5,8,28
"N00001402",532,427,18,24,105,4,22,10,9,5,4,9
"N00001403",310,238,13,22,72,6,11,1,3,6,3,7
"N00001404",504,335,32,59,169,7,15,13,15,7,6,15
"N00001405",167,102,28,12,65,3,2,6,4,2,0,8
"N00001406",154,110,19,4,44,2,4,5,2,4,0,4
"N00001407",204,146,18,16,58,3,9,2,3,2,0,5
"N00001408",371,284,21,22,87,6,11,3,4,1,2,17
"N00001409",202,141,21,9,61,4,6,5,3,2,1,10
"N00001410",201,144,7,13,57,3,8,4,7,1,6,8
"N00001411",214,161,13,14,53,3,7,4,2,1,3,6
"N00001412",111,70,17,10,41,3,1,0,2,0,1,7
"N00001413",194,148,11,17,46,4,4,4,1,1,0,4
"N00001414",186,143,13,8,43,1,7,7,1,1,1,4
"N00001415",201,72,32,67,129,2,7,5,2,2,2,10
"N00001416",792,547,67,81,245,17,27,14,10,9,3,17
"N00001417",206,57,55,47,149,2,7,6,9,2,4,17
"N00001418",549,330,65,95,219,6,14,13,9,4,4,9
"N00001419",196,112,28,30,84,3,2,3,1,4,3,10
"N00001420",176,86,31,22,90,2,7,5,3,3,2,15
"N00001421",1157,747,102,117,410,30,40,33,21,20,15,32
"N00001422",153,66,28,23,87,4,8,4,1,5,5,9
"N00001423",311,99,77,75,212,5,11,10,5,5,2,22
"N00001424",164,88,23,25,76,1,6,6,3,4,1,7
"N00001425",197,95,40,34,102,3,9,2,3,2,3,6
"N00001426",144,58,35,17,86,0,11,3,2,3,1,14
"N00001427",187,64,34,35,123,6,6,14,0,4,9,15
"N00001428",222,114,29,23,108,9,18,5,3,0,5,16
"N00001429",890,479,94,123,411,17,49,29,30,7,19,43
"N00001430",180,63,40,42,117,2,9,5,1,2,5,11
"N00001431",230,106,52,43,124,1,9,3,5,3,0,8
"N00001432",205,75,56,43,130,1,6,6,4,3,0,11
"N00001433",171,93,28,25,78,1,7,2,2,3,3,7
"N00001434",206,96,44,25,110,1,6,7,6,5,3,13
"N00001435",172,56,42,40,116,0,5,10,2,2,2,13
"N00001436",201,66,43,50,135,3,15,5,5,4,2,8
"N00001437",142,51,26,38,91,1,2,3,5,5,2,9
"N00001438",203,87,51,33,116,1,7,6,3,2,4,9
"N00001439",210,112,37,20,98,0,11,8,5,2,2,13
"N00001440",186,67,52,32,119,2,7,6,2,2,1,15
"N00001441",194,72,43,40,122,0,1,8,14,3,1,12
"N00001442",205,76,48,42,129,5,6,4,7,4,5,8
"N00001443",150,46,56,21,104,2,7,4,2,2,2,8
"N00001444",197,54,41,60,143,0,8,7,6,2,4,15
"N00001445",257,180,29,16,77,8,3,3,4,0,3,11
"N00001446",224,130,37,9,94,2,10,6,6,2,6,16
"N00001447",216,111,39,16,105,5,9,3,6,6,6,15
"N00001448",252,180,12,20,72,2,9,7,0,2,7,13
"N00001449",225,163,15,6,62,1,6,3,2,6,2,21
"N00001450",186,121,24,5,65,0,7,7,2,5,2,13
"N00001451",162,97,19,12,65,1,7,3,1,8,1,13
"N00001452",221,136,20,15,85,5,12,9,4,5,2,13
"N00001453",259,150,40,19,109,1,10,6,5,4,3,21
"N00001454",247,148,19,20,99,4,15,4,7,8,8,14
"N00001455",185,119,19,10,66,4,10,7,5,1,3,7
"N00001456",245,168,26,15,77,4,7,6,4,3,1,11
"N00001457",225,155,17,22,70,3,5,3,2,2,5,11
"N00001458",212,160,12,10,52,2,3,3,1,1,3,17
"N00001459",293,172,24,52,121,5,17,5,3,7,1,7
"N00001460",424,281,49,24,143,5,19,12,7,4,8,15
"N00001461",215,148,16,17,67,3,8,5,6,4,4,4
"N00001462",252,176,25,12,76,5,6,8,5,4,2,9
"N00001463",270,189,20,23,81,3,10,7,1,0,3,14
"N00001464",264,182,19,17,82,1,13,9,7,1,2,13
"N00001465",312,191,27,35,121,2,17,6,10,3,5,16
"N00001466",229,133,7,36,96,6,25,7,3,2,4,6
"N00001467",1426,577,16,393,849,53,275,55,24,19,5,9
"N00001468",258,161,3,30,97,9,41,4,4,2,3,1
"N00001469",217,151,6,12,66,11,19,5,8,1,1,3
"N00001470",334,223,3,34,111,15,35,12,8,1,1,2
"N00001471",486,280,3,66,206,31,69,16,12,7,1,1
"N00001472",701,415,33,112,286,28,60,12,14,3,4,20
"N00001473",370,299,15,16,71,4,16,4,4,2,4,6
"N00001474",228,158,21,18,70,1,6,4,2,2,3,13
"N00001475",244,182,14,9,62,4,16,3,4,0,3,9
"N00001476",206,159,12,9,47,3,10,4,1,1,0,7
"N00001477",192,147,7,8,45,2,7,5,3,2,4,7
"N00001478",222,169,12,7,53,3,15,2,4,3,2,5
"N00001479",251,177,12,20,74,2,12,4,4,3,6,11
"N00001480",338,164,70,36,174,2,18,11,3,9,9,16
"N00001481",172,74,38,23,98,1,13,3,2,4,2,12
"N00001482",248,154,28,12,94,6,15,10,4,5,4,10
"N00001483",193,129,21,8,64,4,7,3,1,2,3,15
"N00001484",171,108,19,11,63,3,2,6,6,0,4,12
"N00001485",195,151,17,5,44,1,3,1,2,1,3,11
"N00001486",252,176,12,20,76,2,7,8,7,3,3,14
"N00001487",233,148,32,11,85,1,4,9,4,4,5,15
"N00001488",212,150,21,16,62,1,9,3,1,3,1,7
"N00001489",223,147,27,11,76,2,4,3,3,4,1,21
"N00001490",144,75,17,18,69,4,6,2,4,2,6,10
"N00001491",157,89,25,13,68,3,3,4,7,1,1,11
"N00001492",178,106,24,13,72,1,10,4,3,2,2,13
"N00001493",198,154,14,7,44,1,7,6,0,3,0,6
"N00001494",158,117,11,9,41,1,4,4,1,2,1,8
"N00001495",226,149,24,18,77,2,7,3,8,4,1,10
"N00001496",204,158,13,4,46,3,9,8,1,2,0,6
"N00001497",187,134,11,9,53,2,2,6,7,7,1,8
"N00001498",353,186,47,54,167,4,10,7,5,6,10,24
"N00001499",265,146,30,32,119,5,16,6,6,2,6,16
"N00001500",192,114,26,20,78,3,8,6,3,2,1,9
"N00001501",382,169,75,59,213,5,10,15,10,7,4,28
"N00001502",314,186,40,31,128,1,10,9,7,5,7,18
"N00001503",155,79,24,19,76,3,5,7,3,1,1,13
"N00001504",193,69,35,41,124,3,11,8,2,6,3,15
"N00001505",362,237,27,35,125,6,12,4,6,9,3,23
"N00001506",187,104,27,26,83,1,3,6,7,2,3,8
"N00001507",170,91,30,17,79,2,4,3,3,3,4,13
"N00001508",347,218,25,50,129,5,19,4,5,5,2,14
"N00001509",282,136,49,34,146,6,17,6,4,4,2,24
"N00001510",173,116,18,9,57,0,5,2,1,3,5,14
"N00001511",452,197,79,72,255,7,20,17,14,7,7,32
"N00001512",230,146,26,14,84,5,10,5,6,2,8,8
"N00001513",179,111,25,16,68,0,4,2,3,4,1,13
"N00001514",170,106,20,17,64,1,4,7,2,2,3,8
"N00001515",231,149,21,19,82,4,10,4,2,5,2,15
"N00001516",148,78,27,13,70,1,4,2,2,3,4,14
"N00001517",248,158,31,15,90,3,9,7,3,4,1,17
"N00001518",336,222,31,28,114,1,15,3,4,4,5,23
"N00001519",209,120,22,28,89,4,11,4,3,2,4,11
"N00001520",183,87,27,27,96,0,9,10,2,2,5,14
"N00001521",174,88,29,22,86,2,7,7,2,2,2,13
"N00001522",213,120,29,21,93,4,13,4,4,2,1,15
"N00001523",145,59,33,27,86,4,6,6,0,4,2,4
"N00001524",180,74,37,31,106,1,4,8,5,4,3,13
"N00001525",153,89,26,10,64,1,7,3,2,2,1,12
"N00001526",157,80,20,21,77,1,7,4,3,6,7,8
"N00001527",166,104,17,17,62,2,3,3,2,2,4,12
"N00001528",196,145,11,11,51,1,7,4,5,5,1,6
"N00001529",210,130,21,20,80,2,13,4,6,3,3,8
"N00001530",273,191,21,12,82,5,8,10,4,4,3,15
"N00001531",217,69,43,67,148,1,11,3,7,5,4,7
"N00001532",318,186,50,40,132,0,11,5,6,2,4,14
"N00001533",486,205,95,113,281,8,18,16,15,2,3,11
"N00001534",250,84,58,65,166,2,7,10,6,4,4,10
"N00001535",257,78,46,82,179,3,8,10,11,2,4,13
"N00001536",281,141,45,50,140,3,12,7,4,2,5,12
"N00001537",249,75,56,72,174,2,15,6,8,4,1,10
"N00001538",289,151,51,38,138,5,11,9,4,4,3,13
"N00001539",236,90,46,56,146,2,7,7,7,5,2,14
"N00001540",311,126,49,80,185,5,15,10,9,6,2,9
"N00001541",203,64,53,57,139,1,10,2,1,9,0,6
"N00001542",237,78,53,69,159,2,8,6,4,2,2,13
"N00001543",243,88,44,76,155,1,11,7,4,2,1,9
"N00001544",216,97,39,47,119,1,9,8,2,4,2,7
"N00001545",258,136,37,38,122,3,9,3,6,4,9,13
"N00001546",251,102,36,61,149,2,15,4,5,2,6,18
"N00001547",248,130,33,34,118,4,13,8,5,4,8,9
"N00001548",254,83,41,42,171,4,15,15,13,3,5,33
"N00001549",270,111,44,65,159,4,9,6,8,3,6,14
"N00001550",166,54,44,23,112,2,8,7,4,3,7,14
"N00001551",293,132,56,48,161,4,15,14,6,2,5,11
"N00001552",284,148,50,50,136,3,6,3,6,0,3,15
"N00001553",209,72,43,32,137,2,16,7,9,9,3,16
"N00001554",245,110,40,41,135,5,16,7,5,4,1,16
"N00001555",186,61,45,48,125,1,8,9,2,1,4,7
"N00001556",157,89,21,24,68,0,8,3,2,3,1,6
"N00001557",174,54,27,57,120,2,9,4,7,1,0,13
"N00001558",179,84,23,32,95,6,11,9,3,4,3,4
"N00001559",260,133,37,27,127,7,10,10,13,4,5,14
"N00001560",194,110,16,36,84,2,5,4,4,2,4,11
"N00001561",176,99,21,25,77,6,6,6,4,2,0,7
"N00001562",166,74,27,23,92,5,7,3,7,3,1,16
"N00001563",101,33,30,17,68,1,4,3,2,0,4,7
"N00001564",239,122,40,35,117,3,9,7,9,5,0,9
"N00001565",266,91,52,79,175,2,10,9,9,3,3,8
"N00001566",267,102,52,62,165,2,10,10,5,3,9,12
"N00001567",171,80,31,31,91,2,11,4,3,0,2,7
"N00001568",187,105,24,30,82,2,3,3,2,2,4,12
"N00001569",245,115,42,41,130,1,15,4,5,5,2,15
"N00001570",701,228,134,208,473,7,30,17,14,10,10,43
"N00001571",300,97,67,97,203,2,5,4,2,6,3,17
"N00001572",243,86,48,78,157,1,11,4,1,0,0,14
"N00001573",287,93,60,101,194,1,4,3,6,5,3,11
"N00001574",220,80,40,67,140,1,9,5,2,1,1,14
"N00001575",220,85,33,66,135,0,8,8,3,5,1,11
"N00001576",280,132,44,63,148,3,9,5,4,2,2,16
"N00001577",245,95,39,63,150,2,6,8,6,4,6,16
"N00001578",231,89,46,75,142,1,7,7,2,1,0,3
"N00001579",266,179,5,21,87,7,29,6,7,3,1,8
"N00001580",265,185,9,23,80,5,18,5,3,4,4,9
"N00001581",200,125,18,18,75,2,9,7,7,3,3,8
"N00001582",201,151,11,9,50,0,14,4,1,1,5,5
"N00001583",219,164,9,7,55,7,15,7,5,0,1,4
"N00001584",163,95,22,8,68,2,6,7,5,5,2,11
"N00001585",426,238,3,82,188,21,44,17,9,7,0,5
"N00001586",207,122,23,24,85,2,9,4,7,7,4,5
"N00001587",297,211,2,28,86,8,22,16,3,1,0,6
"N00001588",253,166,12,27,87,7,14,12,6,0,3,6
"N00001589",265,165,14,33,100,8,20,5,4,2,0,14
"N00001590",325,235,5,23,90,18,21,11,5,3,1,3
"N00001591",264,164,5,28,100,8,38,14,4,1,0,2
"N00001592",244,133,22,31,111,10,25,8,7,2,2,4
"N00001593",479,296,8,100,183,12,37,17,6,1,1,1
"N00001594",333,163,11,86,170,14,28,16,4,5,1,5
"N00001595",263,146,8,45,117,9,34,12,5,2,0,2
"N00001596",370,176,5,111,194,15,37,13,3,2,6,2
"N00001597",239,132,7,44,107,16,20,10,7,1,0,2
"N00001598",345,217,4,47,128,15,30,21,6,2,0,3
"N00001599",418,214,10,72,204,11,54,36,8,4,2,7
"N00001600",273,170,6,31,103,8,23,15,9,5,2,4
"N00001601",252,159,10,29,93,7,18,12,7,3,2,5
"N00001602",291,176,14,40,115,8,21,9,10,5,1,7
"N00001603",275,139,21,32,136,11,32,14,5,5,7,9
"N00001604",230,147,19,16,83,1,11,10,5,1,5,15
"N00001605",219,136,29,13,83,2,5,6,4,3,5,16
"N00001606",163,110,10,13,53,2,6,10,6,1,2,3
"N00001607",216,121,21,19,95,1,15,15,3,5,7,9
"N00001608",188,112,22,11,76,4,13,8,1,2,3,12
"N00001609",193,124,15,16,69,3,14,7,3,1,2,8
"N00001610",185,118,19,19,67,4,8,2,0,3,0,12
"N00001611",206,95,43,29,111,0,10,6,5,5,3,10
"N00001612",186,76,32,32,110,1,10,6,7,5,3,14
"N00001613",519,293,68,62,226,9,18,16,12,7,5,29
"N00001614",195,102,29,21,93,6,8,8,3,3,4,11
"N00001615",216,119,34,16,97,5,13,4,5,5,3,12
"N00001616",221,119,28,29,102,4,6,9,2,6,5,13
"N00001617",214,168,12,10,46,3,7,3,0,4,2,5
"N00001618",182,104,27,25,78,6,9,3,3,1,0,4
"N00001619",200,110,44,12,90,1,6,8,4,1,2,12
"N00001620",254,147,24,30,107,5,13,3,8,4,4,16
"N00001621",187,102,23,16,85,2,5,6,7,5,5,16
"N00001622",193,112,26,20,81,5,6,6,4,3,1,10
"N00001623",194,74,27,38,120,3,10,13,5,5,8,11
"N00001624",115,49,19,11,66,2,4,6,6,4,0,14
"N00001625",175,85,26,28,90,1,7,6,4,3,5,10
"N00001626",181,90,28,16,91,2,5,13,8,3,6,10
"N00001627",120,52,28,14,68,2,4,4,4,2,3,7
"N00001628",180,79,41,28,101,0,8,3,3,5,4,9
"N00001629",195,97,38,12,98,2,11,8,3,3,5,16
"N00001630",153,65,32,23,88,2,2,8,4,4,7,6
"N00001631",158,79,20,23,79,2,8,9,8,0,4,5
"N00001632",173,76,37,18,97,3,6,6,5,8,3,11
"N00001633",138,64,24,18,74,2,3,7,4,3,1,12
