"Geography_Code","NM_1549_1_0","NM_1549_1_1","NM_1549_1_10","NM_1549_1_11","NM_1549_1_2","NM_1549_1_3","NM_1549_1_4","NM_1549_1_5","NM_1549_1_6","NM_1549_1_7","NM_1549_1_8","NM_1549_1_9"
"N00002309",101,101,0,0,101,8,21,72,0,0,0,0
"N00002310",103,103,0,0,102,7,28,67,1,1,0,0
"N00002311",119,119,0,0,117,24,47,46,2,2,0,0
"N00002312",137,137,0,0,135,11,52,72,2,2,0,0
"N00002313",140,140,0,0,136,85,40,11,4,4,0,0
"N00002314",121,121,0,0,121,53,57,11,0,0,0,0
"N00002315",145,145,0,0,121,58,41,22,24,23,1,0
"N00002316",116,116,0,0,109,25,57,27,7,7,0,0
"N00002317",118,118,0,0,117,25,92,0,1,1,0,0
"N00002318",169,169,0,0,169,48,110,11,0,0,0,0
"N00002319",260,260,0,0,247,171,66,10,13,13,0,0
"N00002320",131,131,0,0,127,44,40,43,4,1,2,1
"N00002321",117,117,0,0,117,22,95,0,0,0,0,0
"N00002322",125,125,0,0,113,53,59,1,12,12,0,0
"N00002323",132,132,0,0,132,81,50,1,0,0,0,0
"N00002324",106,106,0,0,106,14,91,1,0,0,0,0
"N00002325",173,173,0,0,169,113,52,4,4,1,3,0
"N00002326",130,130,0,0,125,39,37,49,5,5,0,0
"N00002327",460,460,0,0,458,340,105,13,2,2,0,0
"N00002328",130,130,0,0,129,98,27,4,1,1,0,0
"N00002329",135,135,0,0,134,46,45,43,1,0,1,0
"N00002330",215,215,1,0,213,175,21,17,1,0,1,0
"N00002331",199,199,0,0,197,136,24,37,2,2,0,0
"N00002332",159,159,0,0,158,19,66,73,1,1,0,0
"N00002333",149,149,0,0,149,81,66,2,0,0,0,0
"N00002334",125,125,0,0,124,45,29,50,1,1,0,0
"N00002335",202,202,0,0,186,137,26,23,16,16,0,0
"N00002336",132,132,0,0,130,7,108,15,2,0,2,0
"N00002337",139,139,0,0,126,13,28,85,13,13,0,0
"N00002338",109,109,0,0,108,9,7,92,1,1,0,0
"N00002339",116,116,0,0,116,14,76,26,0,0,0,0
"N00002340",114,114,0,0,114,7,13,94,0,0,0,0
"N00002341",100,100,0,0,100,5,16,79,0,0,0,0
"N00002342",115,115,0,0,92,7,30,55,23,23,0,0
"N00002343",117,117,0,0,115,17,91,7,2,2,0,0
"N00002344",182,182,0,0,162,1,17,144,20,9,3,8
"N00002345",153,153,0,0,101,16,19,66,52,42,9,1
"N00002346",114,114,1,0,88,5,17,66,25,16,8,1
"N00002347",280,280,0,0,278,61,148,69,2,2,0,0
"N00002348",169,169,0,0,140,15,111,14,29,28,0,1
"N00002349",113,113,0,0,112,3,53,56,1,1,0,0
"N00002350",96,96,0,0,96,9,86,1,0,0,0,0
"N00002351",418,418,0,0,411,219,153,39,7,5,2,0
"N00002352",137,137,0,0,88,21,41,26,49,48,1,0
"N00002353",647,647,0,0,643,161,363,119,4,4,0,0
"N00002354",151,151,0,0,134,36,58,40,17,17,0,0
"N00002355",112,112,0,0,87,6,9,72,25,25,0,0
"N00002356",140,140,0,0,139,30,66,43,1,1,0,0
"N00002357",146,146,0,0,108,17,34,57,38,37,1,0
"N00002358",110,110,0,0,98,7,6,85,12,12,0,0
"N00002359",118,118,0,0,85,7,4,74,33,31,2,0
"N00002360",115,115,0,0,94,35,50,9,21,21,0,0
"N00002361",116,116,0,0,115,7,27,81,1,1,0,0
"N00002362",113,113,0,0,110,9,24,77,3,1,1,1
"N00002363",108,108,0,0,106,13,33,60,2,2,0,0
"N00002364",118,118,0,0,90,3,24,63,28,27,0,1
"N00002365",121,121,0,0,113,7,27,79,8,7,1,0
"N00002366",118,118,0,0,115,5,23,87,3,3,0,0
"N00002367",164,164,0,0,163,51,99,13,1,1,0,0
"N00002368",141,141,1,0,140,137,1,2,0,0,0,0
"N00002369",289,289,1,0,284,125,127,32,4,3,0,1
"N00002370",128,128,0,0,127,116,10,1,1,1,0,0
"N00002371",146,146,0,0,145,137,6,2,1,1,0,0
"N00002372",211,211,1,0,209,146,50,13,1,1,0,0
"N00002373",139,139,0,0,138,92,41,5,1,1,0,0
"N00002374",126,126,0,0,125,60,28,37,1,0,1,0
"N00002375",132,132,1,0,126,117,6,3,5,4,1,0
"N00002376",148,148,0,0,146,131,10,5,2,1,1,0
"N00002377",169,169,0,0,169,60,58,51,0,0,0,0
"N00002378",306,306,0,0,303,125,71,107,3,1,1,1
"N00002379",251,251,0,0,236,157,69,10,15,15,0,0
"N00002380",133,133,0,0,133,55,61,17,0,0,0,0
"N00002381",149,149,0,0,149,136,10,3,0,0,0,0
"N00002382",181,181,0,0,181,68,72,41,0,0,0,0
"N00002383",150,150,0,0,150,139,9,2,0,0,0,0
"N00002384",144,144,0,0,144,88,28,28,0,0,0,0
"N00002385",108,108,0,0,108,46,60,2,0,0,0,0
"N00002386",127,127,0,0,120,4,12,104,7,6,0,1
"N00002387",266,266,0,0,207,3,11,193,59,57,1,1
"N00002388",92,92,0,0,91,7,7,77,1,1,0,0
"N00002389",134,134,0,0,109,12,59,38,25,20,5,0
"N00002390",142,142,0,0,118,4,16,98,24,21,3,0
"N00002391",136,136,0,0,135,127,6,2,1,1,0,0
"N00002392",116,116,0,0,116,87,26,3,0,0,0,0
"N00002393",197,197,0,0,196,168,22,6,1,1,0,0
"N00002394",154,154,0,0,153,25,29,99,1,0,0,1
"N00002395",126,126,0,0,126,28,93,5,0,0,0,0
"N00002396",132,132,0,0,132,14,37,81,0,0,0,0
"N00002397",147,147,0,0,144,18,49,77,3,3,0,0
"N00002398",137,137,0,0,137,24,35,78,0,0,0,0
"N00002399",117,117,0,0,116,12,34,70,1,1,0,0
"N00002400",70,70,0,0,70,43,8,19,0,0,0,0
"N00002401",555,555,0,0,530,121,399,10,25,21,4,0
"N00002402",96,96,0,0,94,79,14,1,2,0,2,0
"N00002403",176,176,0,0,144,115,18,11,32,32,0,0
"N00002404",339,339,0,0,327,85,200,42,12,8,3,1
"N00002405",128,128,0,0,107,75,15,17,21,21,0,0
"N00002406",109,109,0,0,108,94,6,8,1,0,1,0
"N00002407",112,112,0,0,99,49,24,26,13,12,1,0
"N00002408",129,129,0,0,127,76,36,15,2,2,0,0
"N00002409",131,131,0,0,106,9,37,60,25,23,2,0
"N00002410",117,117,0,0,99,11,19,69,18,18,0,0
"N00002411",107,107,0,0,107,102,4,1,0,0,0,0
"N00002412",110,110,0,0,109,98,5,6,1,1,0,0
"N00002413",123,123,0,0,123,98,22,3,0,0,0,0
"N00002414",103,103,0,0,103,93,8,2,0,0,0,0
"N00002415",103,103,0,0,101,51,39,11,2,0,2,0
"N00002416",180,180,1,0,177,97,46,34,2,2,0,0
"N00002417",120,120,0,0,119,64,34,21,1,0,1,0
"N00002418",169,169,0,0,169,126,26,17,0,0,0,0
"N00002419",230,230,1,0,229,143,65,21,0,0,0,0
"N00002420",163,163,0,0,163,128,26,9,0,0,0,0
"N00002421",131,131,0,0,131,123,4,4,0,0,0,0
"N00002422",162,162,1,0,160,128,25,7,1,1,0,0
"N00002423",115,115,0,0,79,9,32,38,36,31,3,2
"N00002424",129,129,0,0,126,8,24,94,3,1,2,0
"N00002425",127,127,0,0,125,8,19,98,2,2,0,0
"N00002426",132,132,0,0,127,18,60,49,5,2,2,1
"N00002427",127,127,0,0,126,9,38,79,1,1,0,0
"N00002428",125,125,0,0,119,7,58,54,6,6,0,0
"N00002429",135,135,0,0,132,7,24,101,3,2,1,0
"N00002430",131,131,0,0,119,4,37,78,12,12,0,0
"N00002431",423,423,0,0,342,43,81,218,81,79,1,1
"N00002432",119,119,0,0,75,2,18,55,44,42,2,0
"N00002433",135,135,0,0,134,7,11,116,1,1,0,0
"N00002434",102,102,0,0,98,12,26,60,4,4,0,0
"N00002435",152,150,0,2,72,6,10,56,78,77,1,0
"N00002436",154,154,0,0,143,20,24,99,11,11,0,0
"N00002437",88,88,0,0,88,30,45,13,0,0,0,0
"N00002438",127,127,0,0,115,12,11,92,12,12,0,0
"N00002439",120,120,0,0,107,11,12,84,13,13,0,0
"N00002440",110,110,0,0,107,8,5,94,3,2,1,0
"N00002441",112,112,0,0,73,1,5,67,39,39,0,0
"N00002442",110,110,0,0,100,8,31,61,10,10,0,0
"N00002443",128,128,0,0,122,10,17,95,6,6,0,0
"N00002444",372,372,0,0,314,102,97,115,58,54,3,1
"N00002445",147,147,0,0,146,107,35,4,1,1,0,0
"N00002446",133,133,0,0,99,10,39,50,34,34,0,0
"N00002447",153,153,0,0,139,9,24,106,14,13,1,0
"N00002448",131,131,0,0,128,7,30,91,3,3,0,0
"N00002449",134,134,0,0,106,62,19,25,28,27,1,0
"N00002450",131,131,0,0,122,22,57,43,9,9,0,0
"N00002451",284,284,0,0,243,23,31,189,41,41,0,0
"N00002452",121,121,0,0,121,27,71,23,0,0,0,0
"N00002453",157,157,0,0,110,42,57,11,47,47,0,0
"N00002454",200,200,0,0,144,38,95,11,56,55,1,0
"N00002455",128,128,0,0,127,82,42,3,1,1,0,0
"N00002456",146,146,0,0,144,55,74,15,2,1,1,0
"N00002457",202,202,0,0,200,71,112,17,2,2,0,0
"N00002458",134,134,0,0,130,12,59,59,4,3,0,1
"N00002459",296,296,0,0,277,153,80,44,19,19,0,0
"N00002460",154,154,0,0,149,114,25,10,5,5,0,0
"N00002461",180,180,0,0,179,143,34,2,1,1,0,0
"N00002462",178,178,0,0,178,146,29,3,0,0,0,0
"N00002463",136,136,0,0,136,105,23,8,0,0,0,0
"N00002464",142,142,0,0,142,102,25,15,0,0,0,0
"N00002465",270,270,0,0,266,41,123,102,4,3,1,0
"N00002466",110,110,0,0,110,12,28,70,0,0,0,0
"N00002467",115,115,0,0,115,8,47,60,0,0,0,0
"N00002468",116,116,0,0,94,3,24,67,22,21,1,0
"N00002469",232,232,0,0,214,16,88,110,18,16,2,0
"N00002470",144,144,0,0,136,16,22,98,8,8,0,0
"N00002471",118,118,0,0,115,5,36,74,3,3,0,0
"N00002472",167,167,0,0,151,22,71,58,16,16,0,0
"N00002473",125,125,0,0,98,7,43,48,27,27,0,0
"N00002474",135,135,0,0,126,12,39,75,9,8,1,0
"N00002475",164,164,1,0,136,15,45,76,27,27,0,0
"N00002476",146,146,0,0,128,7,39,82,18,17,1,0
"N00002477",115,115,1,0,109,30,33,46,5,3,0,2
"N00002478",191,191,0,0,177,22,90,65,14,14,0,0
"N00002479",140,140,0,0,136,112,16,8,4,2,2,0
"N00002480",216,216,0,0,214,102,72,40,2,2,0,0
"N00002481",127,127,0,0,110,13,33,64,17,17,0,0
"N00002482",118,118,0,0,102,13,13,76,16,16,0,0
"N00002483",125,125,0,0,115,12,58,45,10,10,0,0
"N00002484",129,129,0,0,110,16,68,26,19,18,1,0
"N00002485",103,103,0,0,96,10,48,38,7,7,0,0
"N00002486",153,153,0,0,148,22,92,34,5,5,0,0
"N00002487",142,142,0,0,139,25,111,3,3,3,0,0
"N00002488",417,417,0,0,359,77,225,57,58,56,2,0
"N00002489",263,263,0,0,261,149,105,7,2,2,0,0
"N00002490",138,138,0,0,137,99,27,11,1,0,1,0
"N00002491",138,138,0,0,122,13,51,58,16,16,0,0
"N00002492",114,114,0,0,101,10,38,53,13,13,0,0
"N00002493",136,136,0,0,124,9,15,100,12,12,0,0
"N00002494",105,105,0,0,98,10,31,57,7,7,0,0
"N00002495",208,208,0,0,184,38,57,89,24,22,2,0
"N00002496",121,121,0,0,120,6,26,88,1,1,0,0
"N00002497",222,222,0,0,210,35,140,35,12,12,0,0
"N00002498",431,431,1,0,416,107,256,53,14,14,0,0
"N00002499",239,239,0,0,239,130,106,3,0,0,0,0
"N00002500",179,179,1,0,172,46,98,28,6,6,0,0
"N00002501",523,523,0,0,522,248,223,51,1,1,0,0
"N00002502",173,173,0,0,173,106,26,41,0,0,0,0
"N00002503",106,106,2,0,89,72,15,2,15,12,3,0
"N00002504",136,136,0,0,82,10,35,37,54,54,0,0
"N00002505",129,129,0,0,127,6,13,108,2,2,0,0
"N00002506",128,128,0,0,123,7,10,106,5,4,1,0
"N00002507",114,114,0,0,111,11,25,75,3,3,0,0
"N00002508",102,102,0,0,71,3,6,62,31,18,12,1
"N00002509",151,151,0,0,98,3,11,84,53,50,3,0
"N00002510",216,210,0,6,165,10,41,114,45,42,0,3
"N00002511",94,94,0,0,26,3,3,20,68,64,3,1
"N00002512",311,311,0,0,266,113,54,99,45,41,3,1
"N00002513",116,116,0,0,115,101,13,1,1,1,0,0
"N00002514",122,122,0,0,120,106,7,7,2,0,2,0
"N00002515",107,107,1,0,106,90,14,2,0,0,0,0
"N00002516",125,125,0,0,125,113,10,2,0,0,0,0
"N00002517",133,133,0,0,133,68,52,13,0,0,0,0
"N00002518",251,251,0,0,242,91,97,54,9,7,2,0
"N00002519",131,131,0,0,131,59,24,48,0,0,0,0
"N00002520",274,274,0,0,272,198,70,4,2,2,0,0
"N00002521",505,505,0,0,465,117,155,193,40,39,1,0
"N00002522",122,122,0,0,119,10,28,81,3,2,1,0
"N00002523",123,123,0,0,120,21,85,14,3,3,0,0
"N00002524",163,163,0,0,150,9,75,66,13,13,0,0
"N00002525",634,634,1,0,627,282,282,63,6,5,1,0
"N00002526",381,381,0,0,338,202,105,31,43,38,5,0
"N00002527",151,151,0,0,140,121,9,10,11,10,1,0
"N00002528",95,95,0,0,95,16,74,5,0,0,0,0
"N00002529",124,124,0,0,124,61,63,0,0,0,0,0
"N00002530",120,120,0,0,120,44,74,2,0,0,0,0
"N00002531",152,152,0,0,152,32,114,6,0,0,0,0
"N00002532",119,119,0,0,119,37,78,4,0,0,0,0
"N00002533",408,408,0,0,364,73,110,181,44,42,2,0
"N00002534",191,191,0,0,171,20,114,37,20,18,2,0
"N00002535",138,138,0,0,138,32,100,6,0,0,0,0
"N00002536",209,209,0,0,205,134,46,25,4,4,0,0
"N00002537",575,575,0,0,562,283,154,125,13,12,1,0
"N00002538",238,238,0,0,227,196,21,10,11,11,0,0
"N00002539",115,115,0,0,115,13,29,73,0,0,0,0
"N00002540",629,629,0,0,622,247,299,76,7,7,0,0
"N00002541",522,522,0,0,520,126,376,18,2,2,0,0
"N00002542",112,112,0,0,112,40,70,2,0,0,0,0
"N00002543",115,115,0,0,114,5,66,43,1,1,0,0
"N00002544",279,279,0,0,225,50,152,23,54,49,5,0
"N00002545",127,127,0,0,122,10,75,37,5,4,1,0
"N00002546",114,114,0,0,75,8,62,5,39,31,8,0
"N00002547",437,437,0,0,437,119,267,51,0,0,0,0
"N00002548",279,279,0,0,249,18,183,48,30,30,0,0
"N00002549",114,114,0,0,114,18,92,4,0,0,0,0
"N00002550",117,117,0,0,117,20,88,9,0,0,0,0
"N00002551",146,146,0,0,140,32,61,47,6,6,0,0
"N00002552",117,117,0,0,116,9,19,88,1,0,1,0
"N00002553",125,125,0,0,125,7,61,57,0,0,0,0
"N00002554",134,134,0,0,134,67,46,21,0,0,0,0
"N00002555",128,128,0,0,128,41,83,4,0,0,0,0
"N00002556",122,122,0,0,121,8,20,93,1,1,0,0
"N00002557",130,130,0,0,130,45,29,56,0,0,0,0
"N00002558",115,115,0,0,115,14,60,41,0,0,0,0
"N00002559",116,116,0,0,115,29,15,71,1,1,0,0
"N00002560",152,152,0,0,149,134,11,4,3,3,0,0
"N00002561",120,120,0,0,120,34,84,2,0,0,0,0
"N00002562",128,128,0,0,128,47,78,3,0,0,0,0
"N00002563",131,131,0,0,130,30,99,1,1,1,0,0
"N00002564",112,112,0,0,107,21,65,21,5,5,0,0
"N00002565",116,116,0,0,110,6,41,63,6,0,5,1
"N00002566",122,122,0,0,121,48,66,7,1,0,1,0
"N00002567",120,120,0,0,119,34,66,19,1,1,0,0
"N00002568",119,119,0,0,119,14,61,44,0,0,0,0
"N00002569",121,121,0,0,120,60,56,4,1,0,1,0
"N00002570",120,120,0,0,86,16,51,19,34,33,1,0
"N00002571",126,126,0,0,125,47,74,4,1,0,1,0
"N00002572",129,129,0,0,129,78,48,3,0,0,0,0
"N00002573",136,136,0,0,120,7,79,34,16,16,0,0
"N00002574",122,122,0,0,118,4,19,95,4,1,3,0
"N00002575",126,126,0,0,118,2,25,91,8,8,0,0
"N00002576",320,316,0,4,217,7,33,177,99,80,17,2
"N00002577",241,241,0,0,190,14,25,151,51,35,15,1
"N00002578",129,129,0,0,116,4,14,98,13,10,3,0
"N00002579",131,131,0,0,127,10,9,108,4,4,0,0
"N00002580",113,113,0,0,110,6,77,27,3,3,0,0
"N00002581",129,129,0,0,129,23,97,9,0,0,0,0
"N00002582",519,519,0,0,497,57,80,360,22,21,1,0
"N00002583",113,113,0,0,93,8,21,64,20,19,1,0
"N00002584",127,127,0,0,114,7,38,69,13,12,0,1
"N00002585",108,108,0,0,100,11,17,72,8,7,1,0
"N00002586",126,126,0,0,113,6,36,71,13,11,2,0
"N00002587",288,288,0,0,258,19,78,161,30,28,2,0
"N00002588",110,110,0,0,86,5,13,68,24,21,3,0
"N00002589",106,106,0,0,94,9,19,66,12,10,2,0
"N00002590",528,528,0,0,478,63,257,158,50,48,2,0
"N00002591",396,396,0,0,381,109,262,10,15,13,2,0
"N00002592",149,149,0,0,148,102,46,0,1,1,0,0
"N00002593",137,137,0,0,71,26,42,3,66,64,1,1
"N00002594",127,127,0,0,113,7,19,87,14,14,0,0
"N00002595",139,139,0,0,130,13,63,54,9,8,1,0
"N00002596",120,120,0,0,120,9,103,8,0,0,0,0
"N00002597",107,107,0,0,107,34,63,10,0,0,0,0
"N00002598",104,104,0,0,91,6,33,52,13,13,0,0
"N00002599",127,127,0,0,127,9,110,8,0,0,0,0
"N00002600",101,101,0,0,100,39,60,1,1,0,1,0
"N00002601",124,124,0,0,124,57,66,1,0,0,0,0
"N00002602",107,107,0,0,107,49,57,1,0,0,0,0
"N00002603",443,443,0,0,173,14,21,138,270,219,40,11
"N00002604",138,138,0,0,101,8,9,84,37,20,14,3
"N00002605",162,162,0,0,38,4,12,22,124,108,13,3
"N00002606",195,191,0,4,67,3,15,49,124,118,4,2
"N00002607",107,107,0,0,15,2,1,12,92,90,2,0
"N00002608",137,134,0,3,51,14,5,32,83,77,6,0
"N00002609",123,123,0,0,119,38,61,20,4,4,0,0
"N00002610",122,122,0,0,101,8,12,81,21,21,0,0
"N00002611",64,64,0,0,51,4,5,42,13,12,0,1
"N00002612",123,123,0,0,106,3,9,94,17,8,9,0
"N00002613",391,387,0,4,156,10,12,134,231,176,41,14
"N00002614",153,153,0,0,122,4,2,116,31,14,16,1
"N00002615",112,112,0,0,103,1,14,88,9,8,1,0
"N00002616",169,169,0,0,133,5,9,119,36,35,1,0
"N00002617",164,161,0,3,137,10,13,114,24,21,3,0
"N00002618",106,106,0,0,51,4,3,44,55,53,2,0
"N00002619",311,311,0,0,232,16,34,182,79,50,12,17
"N00002620",241,241,0,0,227,15,70,142,14,13,1,0
"N00002621",119,119,0,0,116,7,19,90,3,1,1,1
"N00002622",145,145,0,0,121,20,13,88,24,14,3,7
"N00002623",115,115,0,0,114,6,80,28,1,0,0,1
"N00002624",127,127,0,0,110,6,9,95,17,12,5,0
"N00002625",138,138,0,0,115,14,31,70,23,20,3,0
"N00002626",294,294,0,0,291,76,127,88,3,3,0,0
"N00002627",150,150,0,0,125,13,27,85,25,23,2,0
"N00002628",398,398,0,0,321,18,21,282,77,60,15,2
"N00002629",122,122,0,0,75,4,10,61,47,47,0,0
"N00002630",108,108,0,0,71,2,34,35,37,37,0,0
"N00002631",125,125,0,0,104,3,10,91,21,20,1,0
"N00002632",148,148,0,0,141,37,71,33,7,7,0,0
"N00002633",177,177,0,0,152,32,66,54,25,16,3,6
"N00002634",122,122,0,0,120,95,20,5,2,0,2,0
"N00002635",137,137,1,0,136,28,37,71,0,0,0,0
"N00002636",138,138,0,0,138,84,33,21,0,0,0,0
"N00002637",170,170,1,0,169,128,38,3,0,0,0,0
"N00002638",165,165,1,0,160,123,28,9,4,4,0,0
"N00002639",144,144,0,0,142,41,51,50,2,1,1,0
"N00002640",133,133,0,0,130,118,9,3,3,1,2,0
"N00002641",132,132,0,0,131,39,89,3,1,1,0,0
"N00002642",172,172,0,0,172,166,2,4,0,0,0,0
"N00002643",131,131,0,0,131,119,11,1,0,0,0,0
"N00002644",134,134,0,0,125,19,26,80,9,9,0,0
"N00002645",134,134,0,0,123,51,20,52,11,11,0,0
"N00002646",173,173,0,0,142,56,40,46,31,26,2,3
"N00002647",299,299,0,0,248,117,103,28,51,50,1,0
"N00002648",94,94,0,0,78,39,7,32,16,3,6,7
"N00002649",145,145,0,0,145,78,61,6,0,0,0,0
"N00002650",124,124,0,0,123,9,24,90,1,0,0,1
"N00002651",167,167,0,0,167,130,32,5,0,0,0,0
"N00002652",131,131,0,0,130,14,21,95,1,0,1,0
"N00002653",184,184,0,0,180,54,66,60,4,3,1,0
"N00002654",109,109,0,0,109,10,25,74,0,0,0,0
"N00002655",155,155,0,0,110,10,18,82,45,36,5,4
"N00002656",261,261,0,0,241,85,89,67,20,19,0,1
"N00002657",146,146,0,0,146,38,18,90,0,0,0,0
"N00002658",169,169,0,0,165,18,66,81,4,3,1,0
"N00002659",151,151,0,0,136,14,39,83,15,14,1,0
"N00002660",164,164,0,0,151,110,21,20,13,13,0,0
"N00002661",232,232,0,0,185,17,73,95,47,47,0,0
"N00002662",185,185,0,0,166,31,50,85,19,19,0,0
"N00002663",127,127,1,0,123,10,89,24,3,2,0,1
"N00002664",144,144,0,0,98,15,31,52,46,40,0,6
"N00002665",114,114,0,0,114,17,91,6,0,0,0,0
"N00002666",109,109,0,0,107,67,35,5,2,2,0,0
"N00002667",334,334,0,0,308,42,106,160,26,13,2,11
"N00002668",116,116,0,0,100,51,45,4,16,14,2,0
"N00002669",187,187,1,0,182,128,44,10,4,1,3,0
"N00002670",600,600,0,0,577,241,270,66,23,13,2,8
"N00002671",466,466,1,0,453,126,289,38,12,12,0,0
"N00002672",129,129,0,0,107,12,22,73,22,19,3,0
"N00002673",536,536,0,0,433,125,163,145,103,89,10,4
"N00002674",115,115,0,0,106,6,27,73,9,9,0,0
"N00002675",131,131,0,0,130,103,25,2,1,0,1,0
"N00002676",283,283,0,0,278,85,96,97,5,1,1,3
"N00002677",152,152,0,0,152,124,27,1,0,0,0,0
"N00002678",139,139,0,0,121,72,16,33,18,9,3,6
"N00002679",199,199,0,0,194,61,77,56,5,5,0,0
"N00002680",138,138,0,0,138,130,5,3,0,0,0,0
"N00002681",154,154,1,0,153,133,17,3,0,0,0,0
"N00002682",160,160,0,0,159,106,49,4,1,1,0,0
"N00002683",136,136,0,0,136,113,21,2,0,0,0,0
"N00002684",165,163,1,2,157,125,22,10,5,5,0,0
"N00002685",126,126,2,0,124,117,6,1,0,0,0,0
"N00002686",130,130,1,0,129,111,15,3,0,0,0,0
"N00002687",120,120,0,0,118,63,31,24,2,1,0,1
"N00002688",129,129,0,0,128,118,8,2,1,0,1,0
"N00002689",126,126,0,0,125,20,17,88,1,1,0,0
"N00002690",97,97,0,0,60,35,19,6,37,26,8,3
"N00002691",125,125,0,0,125,117,6,2,0,0,0,0
"N00002692",133,133,0,0,119,50,19,50,14,12,2,0
"N00002693",190,190,0,0,46,13,7,26,144,132,11,1
"N00002694",124,124,0,0,120,113,5,2,4,0,3,1
"N00002695",145,145,0,0,145,90,49,6,0,0,0,0
"N00002696",129,129,0,0,126,101,15,10,3,1,2,0
"N00002697",139,139,0,0,135,72,57,6,4,3,0,1
"N00002698",208,208,0,0,169,126,9,34,39,38,1,0
"N00002699",136,136,0,0,136,15,22,99,0,0,0,0
"N00002700",191,191,1,0,189,70,73,46,1,0,1,0
"N00002701",174,174,1,0,173,145,20,8,0,0,0,0
"N00002702",136,136,0,0,136,11,86,39,0,0,0,0
"N00002703",189,189,1,0,188,179,7,2,0,0,0,0
"N00002704",173,173,0,0,173,144,21,8,0,0,0,0
"N00002705",150,150,0,0,150,121,21,8,0,0,0,0
"N00002706",148,148,0,0,145,114,29,2,3,1,2,0
"N00002707",192,192,0,0,188,119,55,14,4,4,0,0
"N00002708",118,118,0,0,101,14,31,56,17,15,2,0
"N00002709",185,185,0,0,163,82,41,40,22,19,2,1
"N00002710",177,177,2,0,172,14,72,86,3,1,2,0
"N00002711",327,327,0,0,288,106,72,110,39,34,0,5
"N00002712",129,129,0,0,129,116,9,4,0,0,0,0
"N00002713",143,143,1,0,141,99,37,5,1,0,1,0
"N00002714",155,155,1,0,154,148,6,0,0,0,0,0
"N00002715",150,150,1,0,148,141,6,1,1,0,1,0
"N00002716",136,136,2,0,134,81,39,14,0,0,0,0
"N00002717",181,181,3,0,176,163,10,3,2,0,2,0
"N00002718",173,173,0,0,171,138,28,5,2,2,0,0
"N00002719",126,126,2,0,123,117,5,1,1,1,0,0
"N00002720",128,128,0,0,128,67,37,24,0,0,0,0
"N00002721",126,126,0,0,124,99,15,10,2,0,2,0
"N00002722",137,137,0,0,137,121,9,7,0,0,0,0
"N00002723",154,154,0,0,154,48,49,57,0,0,0,0
"N00002724",107,107,0,0,107,26,22,59,0,0,0,0
"N00002725",139,139,1,0,138,121,12,5,0,0,0,0
"N00002726",414,414,1,0,403,189,163,51,10,6,4,0
"N00002727",129,129,0,0,129,57,67,5,0,0,0,0
"N00002728",411,411,0,0,360,131,104,125,51,49,2,0
"N00002729",122,122,0,0,106,16,9,81,16,16,0,0
"N00002730",125,125,0,0,105,11,20,74,20,15,1,4
"N00002731",126,126,0,0,125,3,34,88,1,1,0,0
"N00002732",121,121,0,0,108,18,20,70,13,10,2,1
"N00002733",196,196,0,0,156,47,24,85,40,36,3,1
"N00002734",156,156,0,0,150,103,40,7,6,6,0,0
"N00002735",137,137,0,0,134,128,5,1,3,1,2,0
"N00002736",126,126,3,0,123,120,1,2,0,0,0,0
"N00002737",128,128,1,0,126,121,5,0,1,0,1,0
"N00002738",148,148,0,0,148,127,18,3,0,0,0,0
"N00002739",138,138,1,0,137,126,8,3,0,0,0,0
"N00002740",136,136,0,0,135,97,36,2,1,0,1,0
"N00002741",159,159,2,0,157,83,32,42,0,0,0,0
"N00002742",148,148,0,0,127,44,35,48,21,21,0,0
"N00002743",159,159,4,0,124,74,35,15,31,31,0,0
"N00002744",121,121,0,0,86,10,31,45,35,35,0,0
"N00002745",136,136,0,0,118,12,48,58,18,18,0,0
"N00002746",115,115,0,0,114,26,79,9,1,1,0,0
"N00002747",121,121,0,0,116,66,38,12,5,0,3,2
"N00002748",128,128,1,0,120,72,27,21,7,7,0,0
"N00002749",138,138,0,0,119,49,10,60,19,16,3,0
"N00002750",119,119,0,0,117,13,17,87,2,1,1,0
"N00002751",154,154,0,0,121,32,8,81,33,20,12,1
"N00002752",123,123,0,0,118,69,26,23,5,0,5,0
"N00002753",181,181,0,0,181,148,31,2,0,0,0,0
"N00002754",140,140,0,0,140,131,6,3,0,0,0,0
"N00002755",168,168,0,0,164,156,6,2,4,4,0,0
"N00002756",131,131,0,0,131,113,17,1,0,0,0,0
"N00002757",203,203,0,0,166,54,56,56,37,37,0,0
"N00002758",115,115,0,0,107,21,36,50,8,8,0,0
"N00002759",125,125,0,0,123,55,37,31,2,1,1,0
"N00002760",112,112,0,0,112,45,66,1,0,0,0,0
"N00002761",380,380,0,0,339,193,62,84,41,36,1,4
"N00002762",132,132,0,0,131,126,5,0,1,1,0,0
"N00002763",138,138,0,0,138,121,10,7,0,0,0,0
"N00002764",160,160,0,0,156,121,14,21,4,4,0,0
"N00002765",148,148,1,0,146,130,16,0,1,0,1,0
"N00002766",162,162,1,0,160,151,9,0,1,0,1,0
"N00002767",135,135,0,0,134,94,34,6,1,0,1,0
"N00002768",146,146,0,0,143,32,91,20,3,3,0,0
"N00002769",173,173,3,0,162,144,7,11,8,8,0,0
"N00002770",149,149,1,0,147,141,5,1,1,0,1,0
