"Geography_Code","NM_1558_1_0","NM_1558_1_1","NM_1558_1_2","NM_1558_1_3","NM_1558_1_4","NM_1558_1_5","NM_1558_1_6","NM_1558_1_7"
"N00000001",310,0,12,0,268,0,0,30
"N00000002",141,0,19,2,92,2,2,24
"N00000003",78,0,1,0,57,2,1,17
"N00000004",195,4,2,1,136,3,0,49
"N00000005",124,3,3,1,88,1,2,26
"N00000006",86,3,1,0,59,2,1,20
"N00000007",89,1,3,0,59,0,0,26
"N00000008",138,0,17,5,92,3,0,21
"N00000009",275,1,37,3,197,4,1,32
"N00000010",86,2,1,1,57,4,0,21
"N00000011",136,0,0,6,100,17,0,13
"N00000012",121,0,0,3,85,12,0,21
"N00000013",136,1,5,24,86,6,1,13
"N00000014",205,0,55,3,116,11,0,20
"N00000015",119,0,1,19,76,12,2,9
"N00000016",122,1,3,10,78,26,0,4
"N00000017",144,0,49,2,79,4,2,8
"N00000018",94,0,3,6,67,1,0,17
"N00000019",116,0,19,0,78,8,0,11
"N00000020",122,0,47,1,61,7,0,6
"N00000021",128,1,18,15,82,5,0,7
"N00000022",126,0,23,3,79,6,0,15
"N00000023",115,0,20,1,82,3,0,9
"N00000024",174,1,3,0,140,4,2,24
"N00000025",159,5,5,1,110,5,2,31
"N00000026",151,2,4,2,104,3,2,34
"N00000027",178,0,5,0,138,5,1,29
"N00000028",85,0,1,0,66,9,1,8
"N00000029",136,1,4,0,94,5,0,32
"N00000030",131,4,3,1,92,1,0,30
"N00000031",201,3,1,0,138,5,5,49
"N00000032",133,0,0,1,89,1,0,42
"N00000033",166,0,4,1,113,5,1,42
"N00000034",158,1,2,1,120,2,0,32
"N00000035",128,1,2,0,93,7,0,25
"N00000036",134,0,16,0,89,4,0,25
"N00000037",124,1,3,1,93,5,1,20
"N00000038",138,1,1,0,96,6,1,33
"N00000039",448,2,9,38,327,5,3,64
"N00000040",114,0,0,2,100,3,1,8
"N00000041",144,1,0,0,117,1,0,25
"N00000042",126,0,0,0,91,1,1,33
"N00000043",368,0,4,5,312,5,3,39
"N00000044",108,3,0,1,81,3,0,20
"N00000045",170,0,1,0,126,3,1,39
"N00000046",129,3,0,0,91,0,1,34
"N00000047",138,2,0,1,94,4,0,37
"N00000048",125,0,1,1,100,8,1,14
"N00000049",123,1,2,2,94,10,0,14
"N00000050",135,0,1,0,100,6,1,27
"N00000051",124,0,0,2,113,2,0,7
"N00000052",120,1,2,0,98,6,0,13
"N00000053",108,0,10,10,74,8,0,6
"N00000054",111,0,18,1,75,8,0,9
"N00000055",117,0,5,2,90,10,1,9
"N00000056",119,0,9,0,98,5,0,7
"N00000057",118,1,51,0,53,3,0,10
"N00000058",121,0,40,4,67,3,0,7
"N00000059",110,0,53,2,45,4,1,5
"N00000060",180,0,38,6,121,7,0,8
"N00000061",129,0,12,3,91,6,0,17
"N00000062",130,0,2,0,112,2,0,14
"N00000063",155,0,70,0,76,3,0,6
"N00000064",133,2,63,7,50,2,0,9
"N00000065",146,0,5,0,94,4,0,43
"N00000066",110,0,3,1,85,1,0,20
"N00000067",134,0,35,2,84,8,1,4
"N00000068",124,0,3,1,98,2,0,20
"N00000069",145,1,66,2,67,4,0,5
"N00000070",104,0,0,1,88,0,0,15
"N00000071",136,1,12,3,101,3,1,15
"N00000072",634,1,8,7,529,12,1,76
"N00000073",249,4,46,13,154,11,3,18
"N00000074",386,1,78,3,250,4,0,50
"N00000075",111,0,11,0,75,1,0,24
"N00000076",114,0,2,0,84,3,0,25
"N00000077",98,0,0,0,72,0,0,26
"N00000078",161,0,1,0,141,4,0,15
"N00000079",192,1,3,0,131,1,3,53
"N00000080",146,1,3,3,115,2,1,21
"N00000081",140,0,2,1,118,7,1,11
"N00000082",132,1,5,2,93,2,1,28
"N00000083",208,2,4,1,142,10,4,45
"N00000084",153,3,3,2,103,7,0,35
"N00000085",180,1,11,35,102,4,1,26
"N00000086",142,0,1,1,101,1,1,37
"N00000087",303,2,2,0,213,4,3,79
"N00000088",136,0,19,1,104,0,1,11
"N00000089",164,0,0,1,120,3,5,35
"N00000090",138,0,0,1,89,1,1,46
"N00000091",176,0,4,7,142,0,0,23
"N00000092",168,2,3,0,105,6,1,51
"N00000093",140,2,1,0,95,4,0,38
"N00000094",161,0,4,2,99,2,0,54
"N00000095",152,2,1,0,92,8,4,45
"N00000096",158,1,4,0,114,5,1,33
"N00000097",296,1,25,1,221,2,0,46
"N00000098",446,0,23,2,351,4,0,66
"N00000099",107,1,12,7,74,3,0,10
"N00000100",164,0,32,47,68,5,3,9
"N00000101",122,0,66,2,47,1,0,6
"N00000102",125,0,35,2,65,1,0,22
"N00000103",205,1,15,6,143,15,1,24
"N00000104",130,0,31,4,89,1,0,5
"N00000105",148,0,15,4,115,7,1,6
"N00000106",103,0,20,7,66,8,1,1
"N00000107",120,0,38,0,70,3,0,9
"N00000108",110,0,9,7,87,2,0,5
"N00000109",229,0,28,4,171,11,2,13
"N00000110",122,0,24,1,86,5,0,6
"N00000111",136,0,0,1,111,1,0,23
"N00000112",143,0,1,4,120,4,0,14
"N00000113",122,0,2,7,92,5,0,16
"N00000114",121,1,0,1,96,3,0,20
"N00000115",128,0,0,19,99,7,0,3
"N00000116",119,0,3,3,107,2,0,4
"N00000117",86,0,1,11,68,4,1,1
"N00000118",143,0,25,6,93,1,0,18
"N00000119",125,0,3,0,101,0,0,21
"N00000120",127,2,1,0,107,4,0,13
"N00000121",124,0,1,0,101,4,0,18
"N00000122",199,0,27,1,153,1,1,16
"N00000123",143,1,1,10,119,0,1,11
"N00000124",143,0,11,0,102,4,1,25
"N00000125",148,1,0,1,109,0,0,37
"N00000126",134,0,2,1,89,2,2,38
"N00000127",130,1,2,1,95,6,0,25
"N00000128",282,1,7,3,200,5,2,64
"N00000129",138,0,0,0,115,2,0,21
"N00000130",152,0,15,0,115,1,0,21
"N00000131",136,0,4,1,111,3,0,17
"N00000132",121,2,2,1,89,4,0,23
"N00000133",139,1,6,5,93,10,2,22
"N00000134",177,0,21,0,132,1,0,23
"N00000135",119,1,0,1,103,5,0,9
"N00000136",188,0,8,2,154,2,0,22
"N00000137",120,1,2,1,99,1,0,16
"N00000138",155,0,1,0,131,1,0,22
"N00000139",133,1,33,3,87,3,0,6
"N00000140",158,3,35,5,98,4,0,13
"N00000141",220,0,98,8,91,6,1,16
"N00000142",96,0,31,0,54,1,0,10
"N00000143",123,2,60,10,39,3,1,8
"N00000144",110,0,48,1,44,7,0,10
"N00000145",75,0,26,37,12,0,0,0
"N00000146",105,3,3,6,70,8,3,12
"N00000147",106,0,39,2,54,4,0,7
"N00000148",279,3,9,1,219,19,1,27
"N00000149",187,0,3,4,157,0,0,23
"N00000150",149,1,4,4,130,2,0,8
"N00000151",131,1,2,5,86,18,0,19
"N00000152",131,1,1,6,95,17,1,10
"N00000153",111,0,1,8,84,7,1,10
"N00000154",108,5,2,2,80,4,1,14
"N00000155",128,3,1,2,97,9,2,14
"N00000156",127,0,0,2,101,3,0,21
"N00000157",139,3,3,2,103,6,1,21
"N00000158",286,5,88,1,154,1,4,33
"N00000159",116,0,31,6,72,1,1,5
"N00000160",124,1,32,1,73,2,0,15
"N00000161",128,0,14,0,108,0,0,6
"N00000162",115,1,20,2,69,1,0,22
"N00000163",155,1,83,3,54,5,0,9
"N00000164",118,1,3,3,94,2,0,15
"N00000165",135,2,16,1,96,5,1,14
"N00000166",122,0,16,1,91,2,0,12
"N00000167",149,2,35,0,107,1,0,4
"N00000168",145,1,46,3,87,1,0,7
"N00000169",279,2,6,2,210,6,1,52
"N00000170",139,0,2,0,113,1,0,23
"N00000171",146,1,4,3,108,2,1,27
"N00000172",307,4,2,3,232,9,2,55
"N00000173",144,2,1,4,110,4,3,20
"N00000174",163,1,1,2,144,3,0,12
"N00000175",140,0,3,0,109,4,1,23
"N00000176",205,2,36,5,131,10,3,18
"N00000177",167,5,55,6,79,8,1,13
"N00000178",355,3,103,85,136,8,0,20
"N00000179",492,6,292,21,151,3,5,14
"N00000180",131,1,50,3,67,4,0,6
"N00000181",168,0,87,28,40,1,0,12
"N00000182",105,1,4,5,81,4,0,10
"N00000183",146,3,41,5,80,2,0,15
"N00000184",184,1,86,40,46,1,0,10
"N00000185",121,0,3,46,59,2,1,10
"N00000186",137,1,58,0,65,6,0,7
"N00000187",126,0,3,10,106,4,0,3
"N00000188",128,0,7,1,93,15,0,12
"N00000189",125,1,7,1,97,1,0,18
"N00000190",119,0,9,2,97,0,1,10
"N00000191",124,0,9,1,99,0,0,15
"N00000192",120,0,7,0,103,1,0,9
"N00000193",111,0,22,22,60,6,0,1
"N00000194",119,0,7,3,103,1,0,5
"N00000195",123,0,2,3,101,6,0,11
"N00000196",116,0,8,11,86,4,1,6
"N00000197",115,0,7,5,95,0,0,8
"N00000198",110,0,7,7,82,2,1,11
"N00000199",130,0,12,4,106,2,0,6
"N00000200",124,0,13,4,97,1,0,9
"N00000201",143,0,28,1,96,0,0,18
"N00000202",132,0,19,2,106,0,0,5
"N00000203",134,0,3,2,101,5,0,23
"N00000204",152,0,6,2,128,0,0,16
"N00000205",118,0,7,3,90,3,0,15
"N00000206",212,1,115,4,73,6,0,13
"N00000207",119,1,14,1,81,8,0,14
"N00000208",121,0,17,2,89,1,0,12
"N00000209",122,0,7,3,99,3,1,9
"N00000210",219,0,88,31,78,6,1,15
"N00000211",269,1,103,8,139,4,1,13
"N00000212",85,1,25,17,28,3,1,10
"N00000213",150,2,59,6,62,5,0,16
"N00000214",151,0,57,1,76,3,1,13
"N00000215",151,1,30,0,92,2,3,23
"N00000216",161,5,5,1,106,21,0,23
"N00000217",175,3,49,3,98,1,2,19
"N00000218",148,0,28,3,110,1,0,6
"N00000219",123,0,69,3,37,3,0,11
"N00000220",125,0,61,5,42,7,0,10
"N00000221",115,0,65,1,38,4,0,7
"N00000222",130,0,13,1,91,0,0,25
"N00000223",128,1,24,2,85,1,1,14
"N00000224",118,2,23,4,73,2,0,14
"N00000225",90,0,6,26,48,0,0,10
"N00000226",111,1,27,2,67,0,1,13
"N00000227",121,1,28,10,72,2,0,8
"N00000228",127,0,25,0,92,2,0,8
"N00000229",150,0,21,0,119,0,1,9
"N00000230",116,1,60,4,40,3,0,8
"N00000231",122,0,77,3,33,2,0,7
"N00000232",136,0,53,1,72,3,0,7
"N00000233",128,3,44,3,59,3,0,16
"N00000234",124,3,61,7,44,3,0,6
"N00000235",128,0,45,1,72,1,0,9
"N00000236",108,1,49,1,53,2,0,2
"N00000237",147,1,17,0,101,4,0,24
"N00000238",121,1,29,0,80,2,1,8
"N00000239",118,0,63,1,44,5,0,5
"N00000240",132,0,56,2,44,28,0,2
"N00000241",138,1,3,0,119,2,0,13
"N00000242",120,1,5,2,103,0,0,9
"N00000243",110,2,7,1,89,3,0,8
"N00000244",118,3,37,0,67,5,0,6
"N00000245",126,1,31,2,86,2,0,4
"N00000246",127,0,51,3,63,7,0,3
"N00000247",122,0,9,1,98,1,1,12
"N00000248",124,0,13,2,93,3,1,12
"N00000249",131,0,18,2,84,2,1,24
"N00000250",166,0,44,3,93,4,1,21
"N00000251",155,0,10,3,122,3,0,17
"N00000252",132,3,5,3,91,6,0,24
"N00000253",175,2,2,0,134,4,2,31
"N00000254",117,3,6,2,78,3,0,25
"N00000255",127,1,1,1,77,2,3,42
"N00000256",308,4,14,6,236,9,2,37
"N00000257",173,2,6,2,136,6,0,21
"N00000258",140,3,2,2,98,5,1,29
"N00000259",161,1,3,0,116,2,2,37
"N00000260",210,2,3,0,153,11,0,41
"N00000261",179,1,2,1,115,5,5,50
"N00000262",156,5,2,1,111,7,0,30
"N00000263",110,1,1,2,70,17,0,19
"N00000264",196,3,3,0,150,12,3,25
"N00000265",149,1,0,0,105,17,1,25
"N00000266",126,1,1,1,94,5,1,23
"N00000267",152,1,3,0,132,2,0,14
"N00000268",142,2,1,3,106,0,0,30
"N00000269",135,2,4,1,92,1,0,35
"N00000270",133,3,5,2,87,4,2,30
"N00000271",142,1,5,0,113,2,1,20
"N00000272",133,3,7,3,84,13,0,23
"N00000273",163,0,9,3,128,1,1,21
"N00000274",176,1,6,2,127,5,0,35
"N00000275",126,0,20,1,94,2,0,9
"N00000276",126,0,5,0,105,1,0,15
"N00000277",117,0,7,0,95,2,3,10
"N00000278",121,0,5,1,101,3,0,11
"N00000279",83,0,6,8,67,0,0,2
"N00000280",154,3,32,1,90,21,0,7
"N00000281",117,2,2,1,88,4,0,20
"N00000282",132,2,3,0,104,5,1,17
"N00000283",142,0,19,1,104,3,0,15
"N00000284",157,0,53,0,90,6,1,7
"N00000285",124,0,24,1,57,35,1,6
"N00000286",126,1,3,3,102,1,0,16
"N00000287",137,1,22,16,72,13,0,13
"N00000288",138,0,3,1,121,1,2,10
"N00000289",197,1,6,3,164,3,1,19
"N00000290",128,0,2,8,105,10,0,3
"N00000291",204,2,2,3,170,7,0,20
"N00000292",262,5,10,2,216,4,0,25
"N00000293",162,0,3,1,138,0,0,20
"N00000294",140,1,3,0,101,4,2,29
"N00000295",144,0,33,5,85,1,1,19
"N00000296",114,0,15,2,82,2,0,13
"N00000297",128,1,15,7,86,3,0,16
"N00000298",119,0,24,1,87,1,0,6
"N00000299",147,0,43,1,92,3,0,8
"N00000300",133,0,47,5,72,7,0,2
"N00000301",124,0,10,0,111,0,0,3
"N00000302",127,0,17,0,98,1,0,11
"N00000303",110,1,6,3,86,0,0,14
"N00000304",117,0,8,0,92,1,0,16
"N00000305",121,0,10,0,99,1,0,11
"N00000306",128,0,16,0,105,0,0,7
"N00000307",122,0,18,0,95,1,0,8
"N00000308",110,0,14,0,83,1,1,11
"N00000309",124,0,12,0,103,0,0,9
"N00000310",149,0,3,2,109,6,0,29
"N00000311",160,2,1,1,117,21,2,16
"N00000312",175,2,3,0,125,5,1,39
"N00000313",193,0,1,0,154,2,1,35
"N00000314",137,0,0,2,117,9,1,8
"N00000315",133,0,0,3,104,4,0,22
"N00000316",130,0,1,1,103,3,0,22
"N00000317",213,0,7,27,143,8,1,27
"N00000318",129,3,1,1,94,3,0,27
"N00000319",310,3,4,3,243,7,1,49
"N00000320",128,1,3,2,87,6,0,29
"N00000321",211,0,3,2,185,6,0,15
"N00000322",154,0,1,0,134,4,0,15
"N00000323",163,1,4,3,114,2,2,37
"N00000324",151,2,27,0,100,5,0,17
"N00000325",198,2,4,0,159,3,1,29
"N00000326",377,7,15,3,286,14,0,52
"N00000327",130,0,57,19,46,3,1,4
"N00000328",126,1,46,29,45,2,0,3
"N00000329",137,1,53,10,57,4,0,12
"N00000330",203,0,85,2,89,3,0,24
"N00000331",233,0,80,11,131,2,0,9
"N00000332",124,2,42,45,30,4,0,1
"N00000333",125,1,54,15,42,4,2,7
"N00000334",116,1,52,27,27,5,0,4
"N00000335",136,0,29,5,95,0,0,7
"N00000336",131,0,21,2,101,1,0,6
"N00000337",120,0,22,1,85,2,0,10
"N00000338",129,0,31,3,81,2,0,12
"N00000339",122,0,13,1,94,1,0,13
"N00000340",138,0,13,0,108,1,0,16
"N00000341",130,2,14,1,101,1,0,11
"N00000342",133,0,18,0,97,1,0,17
"N00000343",122,2,20,0,86,1,1,12
"N00000344",128,4,1,2,90,11,0,20
"N00000345",163,0,0,5,117,15,0,26
"N00000346",209,2,1,0,179,4,2,21
"N00000347",130,0,0,19,91,4,0,16
"N00000348",125,0,0,1,93,2,1,28
"N00000349",149,0,1,7,112,5,3,21
"N00000350",169,0,1,2,119,3,1,43
"N00000351",137,2,0,1,88,3,3,40
"N00000352",142,1,0,0,99,8,0,34
"N00000353",140,2,2,0,102,4,0,30
"N00000354",133,1,1,1,94,5,1,30
"N00000355",154,2,1,0,100,4,7,40
"N00000356",146,1,0,0,123,2,3,17
"N00000357",452,2,2,10,364,12,3,59
"N00000358",140,0,1,0,120,4,1,14
"N00000359",389,5,0,116,198,33,3,34
"N00000360",130,1,0,0,94,3,0,32
"N00000361",148,0,1,1,100,12,1,33
"N00000362",126,2,0,1,84,7,1,31
"N00000363",150,0,0,0,103,5,3,39
"N00000364",150,2,0,1,96,9,4,38
"N00000365",86,0,0,0,68,5,0,13
"N00000366",187,0,1,0,140,5,5,36
"N00000367",143,3,1,5,100,6,0,28
"N00000368",170,0,2,0,114,8,1,45
"N00000369",141,2,0,0,96,4,0,39
"N00000370",172,2,0,1,116,11,0,42
"N00000371",141,0,1,1,94,5,0,40
"N00000372",135,3,0,7,102,2,1,20
"N00000373",178,0,0,0,141,0,0,37
"N00000374",132,0,1,2,112,1,0,16
"N00000375",134,0,6,2,104,3,2,17
"N00000376",116,0,0,6,87,4,0,19
"N00000377",119,0,0,2,95,0,0,22
"N00000378",118,0,0,7,88,6,2,15
"N00000379",164,0,0,1,137,0,1,25
"N00000380",168,1,1,2,100,7,2,55
"N00000381",333,1,0,18,240,7,5,62
"N00000382",183,4,1,0,128,9,2,39
"N00000383",144,1,0,2,90,14,0,37
"N00000384",145,1,0,2,92,3,3,44
"N00000385",135,1,1,1,99,1,2,30
"N00000386",125,0,1,1,92,9,1,21
"N00000387",106,1,1,11,81,2,1,9
"N00000388",603,1,3,22,415,58,5,99
"N00000389",156,1,0,11,114,3,2,25
"N00000390",321,1,5,4,212,6,1,92
"N00000391",173,1,0,1,118,5,2,46
"N00000392",518,5,1,1,367,22,4,118
"N00000393",178,0,0,3,125,5,3,42
"N00000394",141,1,2,0,92,5,1,40
"N00000395",142,1,0,1,98,4,1,37
"N00000396",134,2,0,0,88,3,0,41
"N00000397",189,0,2,2,128,8,0,49
"N00000398",165,0,0,2,122,4,0,37
"N00000399",130,1,0,4,86,4,3,32
"N00000400",112,1,0,7,85,5,1,13
"N00000401",117,1,0,2,100,4,1,9
"N00000402",123,1,1,17,83,6,0,15
"N00000403",208,0,1,10,160,4,1,32
"N00000404",121,0,0,2,85,12,0,22
"N00000405",105,0,0,19,65,2,0,19
"N00000406",121,1,2,0,92,5,1,20
"N00000407",344,3,1,0,250,8,3,79
"N00000408",146,1,0,0,109,4,1,31
"N00000409",143,0,1,1,97,5,0,39
"N00000410",136,1,0,0,99,2,0,34
"N00000411",128,0,0,0,88,7,3,30
"N00000412",138,0,0,1,81,8,2,46
"N00000413",131,1,0,0,85,3,1,41
"N00000414",125,1,2,0,81,5,0,36
"N00000415",162,0,0,1,114,8,1,38
"N00000416",133,1,0,2,83,3,1,43
"N00000417",187,0,0,0,147,4,1,35
"N00000418",313,3,2,4,214,7,2,81
"N00000419",139,3,1,2,91,5,2,35
"N00000420",138,1,2,3,98,6,0,28
"N00000421",185,0,0,0,138,1,1,45
"N00000422",170,2,0,6,126,9,0,27
"N00000423",152,0,2,2,105,4,2,37
"N00000424",180,0,1,1,117,8,0,53
"N00000425",121,1,0,0,80,5,0,35
"N00000426",123,1,0,4,79,5,0,34
"N00000427",133,2,0,1,92,7,2,29
"N00000428",146,1,1,1,101,8,0,34
"N00000429",152,1,1,0,96,4,6,44
"N00000430",154,1,1,1,104,3,1,43
"N00000431",137,1,2,0,76,22,0,36
"N00000432",118,2,0,4,81,2,2,27
"N00000433",141,0,0,9,100,6,2,24
"N00000434",179,1,0,2,136,3,0,37
"N00000435",173,0,0,3,128,6,0,36
"N00000436",174,0,2,0,135,5,1,31
"N00000437",195,1,1,0,140,2,3,48
"N00000438",153,1,1,0,100,4,0,47
"N00000439",134,0,0,0,84,1,2,47
"N00000440",127,1,0,0,91,2,1,32
"N00000441",121,3,0,0,77,6,1,34
"N00000442",167,1,1,1,123,5,1,35
"N00000443",164,0,7,0,126,1,3,27
"N00000444",257,6,1,16,172,15,2,45
"N00000445",141,0,6,3,109,2,1,20
"N00000446",130,1,11,2,100,1,0,15
"N00000447",117,0,0,0,103,0,1,13
"N00000448",128,0,4,12,90,8,2,12
"N00000449",146,3,1,0,103,6,1,32
"N00000450",178,0,2,2,130,5,2,37
"N00000451",189,1,4,1,139,10,2,32
"N00000452",157,5,2,0,104,4,2,40
"N00000453",149,1,0,2,122,2,2,20
"N00000454",162,0,0,1,103,5,2,51
"N00000455",111,0,0,1,77,4,0,29
"N00000456",118,0,0,0,99,1,2,16
"N00000457",126,0,0,0,78,3,0,45
"N00000458",129,0,1,1,95,2,1,29
"N00000459",247,1,1,23,164,4,3,51
"N00000460",138,0,5,1,97,2,0,33
"N00000461",157,1,0,4,114,3,0,35
"N00000462",101,0,0,3,81,2,1,14
"N00000463",343,1,1,46,229,14,1,51
"N00000464",156,0,1,0,125,6,1,23
"N00000465",129,0,1,3,63,25,1,36
"N00000466",138,0,3,1,95,5,0,34
"N00000467",131,0,0,0,106,4,1,20
"N00000468",116,0,1,6,82,0,2,25
"N00000469",154,0,0,3,114,3,0,34
"N00000470",122,0,1,16,81,8,2,14
"N00000471",126,0,1,3,89,8,1,24
"N00000472",133,1,1,23,64,16,4,24
"N00000473",108,2,1,6,55,18,3,23
"N00000474",118,1,2,14,79,4,0,18
"N00000475",116,1,0,18,70,14,1,12
"N00000476",119,1,0,7,73,18,0,20
"N00000477",283,0,1,0,218,7,3,54
"N00000478",129,3,7,9,90,6,1,13
"N00000479",117,0,3,3,100,0,0,11
"N00000480",132,2,0,2,109,2,0,17
"N00000481",175,2,29,1,120,1,0,22
"N00000482",121,2,0,6,98,2,0,13
"N00000483",115,0,0,1,86,1,0,27
"N00000484",139,1,1,6,107,9,0,15
"N00000485",108,0,0,2,73,7,1,25
"N00000486",116,0,0,0,77,1,0,38
"N00000487",113,0,1,1,87,1,0,23
"N00000488",134,0,3,1,77,0,0,53
"N00000489",107,0,0,0,83,3,0,21
"N00000490",194,1,0,1,151,3,1,37
"N00000491",166,0,0,1,122,6,0,37
"N00000492",177,1,23,0,116,6,0,31
"N00000493",140,0,1,3,114,0,1,21
"N00000494",347,1,39,11,253,3,0,40
"N00000495",136,0,2,4,110,1,1,18
"N00000496",310,2,21,1,250,2,0,34
"N00000497",328,0,0,3,270,4,1,50
"N00000498",128,1,10,1,92,1,0,23
"N00000499",129,0,1,8,96,11,0,13
"N00000500",249,2,18,28,168,10,5,18
"N00000501",151,2,1,69,57,10,1,11
"N00000502",89,0,1,68,19,0,0,1
"N00000503",133,0,0,31,95,2,1,4
"N00000504",108,0,0,25,70,2,4,7
"N00000505",94,0,23,0,47,9,0,15
"N00000506",113,0,4,2,72,1,0,34
"N00000507",114,0,9,4,72,18,0,11
"N00000508",129,0,7,1,82,7,2,30
"N00000509",127,0,50,3,48,20,1,5
"N00000510",108,1,24,1,64,14,0,4
"N00000511",157,0,13,2,113,2,1,26
"N00000512",174,0,0,0,141,0,1,32
"N00000513",131,1,0,1,111,1,0,17
"N00000514",141,0,3,0,115,4,0,19
"N00000515",124,0,0,4,99,1,0,20
"N00000516",92,0,0,0,78,0,0,14
"N00000517",125,0,0,3,108,0,0,14
"N00000518",119,0,6,0,84,3,2,24
"N00000519",118,0,0,2,92,3,0,21
"N00000520",269,2,9,12,195,16,2,33
"N00000521",183,1,20,2,140,6,0,14
"N00000522",181,0,27,3,113,3,0,35
"N00000523",154,0,4,3,118,5,0,24
"N00000524",177,1,2,0,138,5,0,31
"N00000525",211,2,40,14,130,0,0,25
"N00000526",117,0,3,7,88,4,3,12
"N00000527",133,1,0,27,83,2,1,19
"N00000528",111,3,4,20,66,5,1,12
"N00000529",135,1,3,18,77,18,1,17
"N00000530",130,1,1,4,100,3,1,20
"N00000531",151,3,4,34,97,1,0,12
"N00000532",105,1,1,10,80,1,3,9
"N00000533",159,1,35,21,89,5,1,7
"N00000534",169,2,1,1,116,7,1,41
"N00000535",183,3,1,1,119,7,0,52
"N00000536",148,1,1,1,103,9,1,32
"N00000537",142,0,3,0,90,2,1,46
"N00000538",148,2,0,4,96,5,3,38
"N00000539",139,2,1,1,95,4,0,36
"N00000540",123,2,1,1,92,3,0,24
"N00000541",158,1,0,1,124,2,0,30
"N00000542",130,1,1,1,110,0,0,17
"N00000543",138,1,0,2,104,1,1,29
"N00000544",128,1,0,0,84,17,0,26
"N00000545",126,0,0,1,91,4,0,30
"N00000546",120,1,0,1,73,14,0,31
"N00000547",143,4,1,16,88,6,1,27
"N00000548",114,0,0,6,78,7,1,22
"N00000549",115,1,0,41,58,1,6,8
"N00000550",180,0,19,30,120,2,0,9
"N00000551",100,0,1,9,75,5,1,9
"N00000552",101,0,0,2,85,2,0,12
"N00000553",131,0,8,11,98,7,0,7
"N00000554",103,0,1,5,76,7,0,14
"N00000555",110,0,0,8,78,7,0,17
"N00000556",115,1,0,10,95,2,0,7
"N00000557",167,0,0,0,89,14,4,60
"N00000558",148,0,2,0,92,4,1,49
"N00000559",124,2,0,0,84,1,0,37
"N00000560",146,0,1,1,103,6,1,34
"N00000561",162,1,0,1,113,2,1,44
"N00000562",143,1,0,5,73,9,3,52
"N00000563",356,0,7,7,244,34,0,64
"N00000564",138,2,2,18,87,6,2,21
"N00000565",124,2,0,43,49,9,1,20
"N00000566",123,0,6,4,90,1,0,22
"N00000567",200,2,1,2,160,4,0,31
"N00000568",130,1,0,1,79,8,0,41
"N00000569",167,2,3,8,120,4,0,30
"N00000570",129,1,0,1,95,2,0,30
"N00000571",120,2,0,2,81,3,0,32
"N00000572",200,0,1,0,181,2,0,16
"N00000573",138,1,24,0,92,2,0,19
"N00000574",149,1,0,3,122,2,1,20
"N00000575",160,2,13,2,99,4,1,39
"N00000576",131,0,0,0,95,3,0,33
"N00000577",154,2,1,2,89,8,3,49
"N00000578",243,1,1,0,172,9,4,56
"N00000579",149,0,1,1,90,10,1,46
"N00000580",177,2,1,2,120,15,3,34
"N00000581",160,3,1,2,101,7,4,42
"N00000582",142,1,0,0,99,8,2,32
"N00000583",118,1,0,0,67,4,1,45
"N00000584",157,0,1,3,106,8,0,39
"N00000585",155,3,1,0,99,3,3,46
"N00000586",154,5,1,2,102,6,3,35
"N00000587",154,0,4,1,92,5,1,51
"N00000588",139,1,2,2,90,5,1,38
"N00000589",182,1,0,0,130,4,2,45
"N00000590",137,2,1,0,84,13,0,37
"N00000591",155,7,1,1,97,3,2,44
"N00000592",188,1,0,1,150,5,1,30
"N00000593",171,1,1,0,123,7,0,39
"N00000594",130,1,2,2,72,5,1,47
"N00000595",185,2,3,0,128,6,2,44
"N00000596",120,0,0,1,92,2,3,22
"N00000597",121,1,6,6,84,8,0,16
"N00000598",152,5,20,19,81,11,0,16
"N00000599",114,0,28,8,55,9,0,14
"N00000600",122,0,2,1,94,5,1,19
"N00000601",133,1,0,1,100,2,1,28
"N00000602",111,0,0,2,83,3,0,23
"N00000603",151,0,0,0,121,2,0,28
"N00000604",132,0,0,4,78,11,0,39
"N00000605",196,1,4,2,128,8,3,50
"N00000606",124,1,1,2,95,1,0,24
"N00000607",129,0,2,7,94,10,1,15
"N00000608",138,1,0,1,89,11,1,35
"N00000609",136,1,0,4,95,4,0,32
"N00000610",147,0,2,1,92,3,0,49
"N00000611",122,1,0,1,90,4,0,26
"N00000612",246,1,28,5,155,15,2,40
"N00000613",112,0,32,9,56,6,0,9
"N00000614",119,0,46,6,43,11,5,8
"N00000615",87,1,43,19,18,0,1,5
"N00000616",129,0,20,11,71,9,1,17
"N00000617",133,1,23,27,67,5,1,9
"N00000618",271,3,1,9,205,14,1,38
"N00000619",141,0,0,2,117,2,2,18
"N00000620",139,0,0,0,112,1,0,26
"N00000621",176,1,28,4,108,3,0,32
"N00000622",164,1,29,9,92,6,0,27
"N00000623",125,1,0,0,84,6,1,33
"N00000624",160,4,3,0,87,8,4,54
"N00000625",118,0,2,4,87,0,0,25
"N00000626",156,6,5,2,102,8,0,33
"N00000627",159,0,1,2,103,7,2,44
"N00000628",141,3,2,1,93,0,2,40
"N00000629",171,0,13,2,126,3,0,27
"N00000630",126,0,0,3,86,9,1,27
"N00000631",137,3,1,1,94,6,1,31
"N00000632",156,4,5,0,97,6,2,42
