"Geography_Code","NM_1545_1_0","NM_1545_1_1","NM_1545_1_2","NM_1545_1_3","NM_1545_1_4"
"N00001717",352,311,22,8,11
"N00001718",288,244,16,7,21
"N00001719",320,280,16,8,16
"N00001720",289,240,26,9,14
"N00001721",279,239,14,3,23
"N00001722",335,297,19,8,11
"N00001723",289,264,14,5,6
"N00001724",244,222,11,4,7
"N00001725",260,228,17,6,9
"N00001726",263,242,9,3,9
"N00001727",222,181,9,12,20
"N00001728",292,253,18,5,16
"N00001729",312,281,17,3,11
"N00001730",214,195,15,1,3
"N00001731",227,195,16,3,13
"N00001732",1089,953,89,21,26
"N00001733",282,249,13,8,12
"N00001734",287,244,18,10,15
"N00001735",268,239,10,6,13
"N00001736",352,304,26,6,16
"N00001737",352,320,23,3,6
"N00001738",317,263,39,7,8
"N00001739",352,290,44,10,8
"N00001740",694,613,48,11,22
"N00001741",284,250,18,6,10
"N00001742",229,208,13,2,6
"N00001743",283,253,20,3,7
"N00001744",325,286,27,5,7
"N00001745",336,304,19,5,8
"N00001746",295,239,34,10,12
"N00001747",742,661,61,4,16
"N00001748",456,380,48,15,13
"N00001749",325,287,35,3,0
"N00001750",256,214,22,8,12
"N00001751",318,261,41,4,12
"N00001752",299,258,27,5,9
"N00001753",321,280,22,6,13
"N00001754",356,301,42,7,6
"N00001755",380,315,45,13,7
"N00001756",326,258,50,10,8
"N00001757",243,219,17,4,3
"N00001758",272,230,30,7,5
"N00001759",313,272,28,6,7
"N00001760",1278,1155,101,12,10
"N00001761",503,458,37,2,6
"N00001762",275,233,23,5,14
"N00001763",1425,1221,127,44,33
"N00001764",234,199,15,9,11
"N00001765",990,847,98,14,31
"N00001766",256,225,16,4,11
"N00001767",299,256,31,6,6
"N00001768",296,262,27,0,7
"N00001769",374,331,35,1,7
"N00001770",333,299,30,3,1
"N00001771",437,386,37,5,9
"N00001772",278,239,28,5,6
"N00001773",278,245,21,2,10
"N00001774",281,248,21,5,7
"N00001775",301,280,15,2,4
"N00001776",294,258,18,2,16
"N00001777",352,314,23,7,8
"N00001778",307,267,31,3,6
"N00001779",293,255,21,7,10
"N00001780",621,547,44,5,25
"N00001781",429,376,39,5,9
"N00001782",354,303,35,6,10
"N00001783",348,287,45,4,12
"N00001784",257,230,16,5,6
"N00001785",348,295,27,8,18
"N00001786",319,273,26,6,14
"N00001787",281,240,18,8,15
"N00001788",335,304,17,7,7
"N00001789",425,375,34,7,9
"N00001790",359,313,33,4,9
"N00001791",474,403,50,7,14
"N00001792",345,287,44,5,9
"N00001793",456,393,45,7,11
"N00001794",915,819,47,19,30
"N00001795",320,282,26,3,9
"N00001796",336,293,26,5,12
"N00001797",341,300,27,4,10
"N00001798",423,384,27,4,8
"N00001799",314,259,37,3,15
"N00001800",343,302,35,2,4
"N00001801",439,385,37,5,12
"N00001802",331,303,13,6,9
"N00001803",302,266,22,8,6
"N00001804",353,290,43,13,7
"N00001805",893,799,59,13,22
"N00001806",324,277,26,9,12
"N00001807",249,222,19,5,3
"N00001808",249,212,22,6,9
"N00001809",255,235,11,5,4
"N00001810",231,192,19,8,12
"N00001811",249,225,5,8,11
"N00001812",340,291,23,6,20
"N00001813",193,156,20,4,13
"N00001814",644,568,49,10,17
"N00001815",347,290,25,12,20
"N00001816",486,435,31,6,14
"N00001817",287,247,25,4,11
"N00001818",274,235,24,4,11
"N00001819",379,333,27,6,13
"N00001820",314,268,27,5,14
"N00001821",618,562,40,6,10
"N00001822",270,230,23,6,11
"N00001823",383,331,32,8,12
"N00001824",365,319,26,8,12
"N00001825",240,211,14,4,11
"N00001826",344,293,40,4,7
"N00001827",334,283,32,7,12
"N00001828",257,215,24,8,10
"N00001829",238,213,12,5,8
"N00001830",393,337,35,10,11
"N00001831",337,283,42,7,5
"N00001832",251,217,18,10,6
"N00001833",327,291,21,4,11
"N00001834",235,205,9,6,15
"N00001835",295,262,10,8,15
"N00001836",284,251,18,4,11
"N00001837",236,197,14,9,16
"N00001838",234,204,15,3,12
"N00001839",396,347,28,7,14
"N00001840",374,330,35,2,7
"N00001841",345,306,27,3,9
"N00001842",258,225,24,6,3
"N00001843",326,283,32,3,8
"N00001844",297,252,31,2,12
"N00001845",292,252,31,5,4
"N00001846",279,238,26,6,9
"N00001847",287,241,30,10,6
"N00001848",298,245,39,4,10
"N00001849",303,263,25,8,7
"N00001850",636,550,64,5,17
"N00001851",295,263,20,4,8
"N00001852",349,296,35,5,13
"N00001853",344,307,30,1,6
"N00001854",232,202,16,4,10
"N00001855",292,250,24,4,14
"N00001856",272,238,19,6,9
"N00001857",268,225,26,5,12
"N00001858",232,200,14,7,11
"N00001859",266,228,18,5,15
"N00001860",210,181,11,8,10
"N00001861",271,236,18,9,8
"N00001862",387,343,28,10,6
"N00001863",272,243,14,3,12
"N00001864",364,302,44,11,7
"N00001865",541,447,61,12,21
"N00001866",252,223,13,5,11
"N00001867",359,297,47,6,9
"N00001868",372,316,39,9,8
"N00001869",350,298,31,8,13
"N00001870",323,286,27,5,5
"N00001871",355,314,29,6,6
"N00001872",256,227,18,7,4
"N00001873",806,729,56,8,13
"N00001874",376,314,46,5,11
"N00001875",291,255,21,6,9
"N00001876",332,289,28,6,9
"N00001877",282,226,37,5,14
"N00001878",307,259,35,2,11
"N00001879",352,305,28,3,16
"N00001880",313,270,25,10,8
"N00001881",979,849,65,24,41
"N00001882",281,244,23,5,9
"N00001883",292,251,17,5,19
"N00001884",261,222,18,6,15
"N00001885",229,197,19,4,9
"N00001886",232,190,14,10,18
"N00001887",289,257,18,4,10
"N00001888",287,249,27,4,7
"N00001889",231,205,11,7,8
"N00001890",555,452,72,16,15
"N00001891",390,331,36,6,17
"N00001892",280,238,28,5,9
"N00001893",270,230,23,5,12
"N00001894",320,274,24,5,17
"N00001895",342,295,17,11,19
"N00001896",546,470,36,14,26
"N00001897",283,236,24,12,11
"N00001898",279,237,19,6,17
"N00001899",186,165,14,2,5
"N00001900",346,289,40,7,10
"N00001901",377,318,42,5,12
"N00001902",411,337,58,6,10
"N00001903",427,373,47,3,4
"N00001904",265,234,26,2,3
"N00001905",267,231,22,8,6
"N00001906",308,260,35,5,8
"N00001907",331,272,41,5,13
"N00001908",321,275,22,8,16
"N00001909",331,274,34,3,20
"N00001910",386,313,55,10,8
"N00001911",290,248,24,6,12
"N00001912",428,379,34,7,8
"N00001913",280,231,40,3,6
"N00001914",303,264,27,3,9
"N00001915",651,579,51,13,8
"N00001916",267,221,27,11,8
"N00001917",312,271,27,4,10
"N00001918",249,217,20,3,9
"N00001919",324,297,13,2,12
"N00001920",327,274,29,11,13
"N00001921",272,239,11,4,18
"N00001922",300,256,24,6,14
"N00001923",236,214,4,9,9
"N00001924",367,333,15,6,13
"N00001925",273,236,15,7,15
"N00001926",320,280,19,5,16
"N00001927",225,199,18,3,5
"N00001928",232,202,18,3,9
"N00001929",440,385,43,8,4
"N00001930",249,216,21,5,7
"N00001931",267,224,18,12,13
"N00001932",278,241,20,9,8
"N00001933",292,254,23,4,11
"N00001934",265,228,18,8,11
"N00001935",350,297,40,1,12
"N00001936",304,263,28,6,7
"N00001937",304,265,28,4,7
"N00001938",311,261,27,10,13
"N00001939",278,220,35,9,14
"N00001940",359,307,29,8,15
"N00001941",284,240,29,4,11
"N00001942",451,389,40,10,12
"N00001943",429,363,37,14,15
"N00001944",365,311,40,1,13
"N00001945",440,391,26,7,16
"N00001946",352,315,27,6,4
"N00001947",462,414,29,6,13
"N00001948",216,196,10,2,8
"N00001949",685,607,51,9,18
"N00001950",230,197,15,1,17
"N00001951",238,214,19,2,3
"N00001952",266,235,16,7,8
"N00001953",200,178,10,7,5
"N00001954",254,215,25,7,7
"N00001955",285,245,23,8,9
"N00001956",207,191,8,3,5
"N00001957",294,265,12,7,10
"N00001958",326,294,10,9,13
"N00001959",261,233,14,7,7
"N00001960",318,281,10,14,13
"N00001961",419,374,30,6,9
"N00001962",209,191,9,5,4
"N00001963",167,148,7,4,8
"N00001964",269,242,9,10,8
"N00001965",304,270,19,4,11
"N00001966",434,388,22,8,16
"N00001967",468,423,29,8,8
"N00001968",340,305,12,9,14
"N00001969",531,468,40,11,12
"N00001970",293,257,17,10,9
"N00001971",410,374,17,7,12
"N00001972",331,293,24,5,9
"N00001973",321,290,20,4,7
"N00001974",179,164,5,2,8
"N00001975",364,330,16,4,14
"N00001976",427,390,22,12,3
"N00001977",251,231,14,2,4
"N00001978",293,260,10,8,15
"N00001979",274,238,14,9,13
"N00001980",328,298,9,6,15
"N00001981",245,226,8,6,5
"N00001982",769,707,30,11,21
"N00001983",267,244,10,8,5
"N00001984",348,301,22,12,13
"N00001985",241,223,6,6,6
"N00001986",456,414,19,9,14
"N00001987",400,367,19,4,10
"N00001988",344,325,7,4,8
"N00001989",368,332,20,11,5
"N00001990",261,233,9,7,12
"N00001991",320,291,12,3,14
"N00001992",267,252,8,3,4
"N00001993",249,224,9,6,10
"N00001994",355,312,29,6,8
"N00001995",335,284,30,9,12
"N00001996",319,275,24,9,11
"N00001997",368,315,33,5,15
"N00001998",262,236,17,3,6
"N00001999",1298,1168,91,19,20
"N00002000",339,305,24,4,6
"N00002001",376,336,19,9,12
"N00002002",300,266,25,4,5
"N00002003",291,239,33,6,13
"N00002004",370,311,41,10,8
"N00002005",186,159,17,2,8
"N00002006",245,215,22,5,3
"N00002007",222,193,17,6,6
"N00002008",630,580,30,6,14
"N00002009",303,269,20,9,5
"N00002010",478,422,33,4,19
"N00002011",564,516,20,6,22
"N00002012",501,440,30,11,20
"N00002013",319,298,10,6,5
"N00002014",974,870,61,13,30
"N00002015",292,258,20,1,13
"N00002016",252,224,19,4,5
"N00002017",303,258,24,8,13
"N00002018",1387,1219,109,19,40
"N00002019",253,217,22,5,9
"N00002020",309,266,29,6,8
"N00002021",465,419,30,2,14
"N00002022",378,336,17,7,18
"N00002023",471,420,30,7,14
"N00002024",494,448,23,11,12
"N00002025",227,204,8,3,12
"N00002026",437,388,20,12,17
"N00002027",252,218,13,8,13
"N00002028",1232,1138,62,15,17
"N00002029",582,524,34,9,15
"N00002030",330,292,15,10,13
"N00002031",350,305,33,3,9
"N00002032",499,445,45,5,4
"N00002033",249,220,19,4,6
"N00002034",312,265,27,7,13
"N00002035",341,297,24,10,10
"N00002036",354,314,23,6,11
"N00002037",574,497,54,12,11
"N00002038",394,355,24,10,5
"N00002039",306,289,9,3,5
"N00002040",342,306,23,7,6
"N00002041",355,312,25,9,9
"N00002042",269,229,26,3,11
"N00002043",350,321,16,8,5
"N00002044",555,489,34,14,18
"N00002045",436,399,19,6,12
"N00002046",269,228,22,5,14
"N00002047",222,202,9,2,9
"N00002048",202,188,7,2,5
"N00002049",218,197,12,3,6
"N00002050",189,175,5,3,6
"N00002051",495,444,31,7,13
"N00002052",241,206,24,6,5
"N00002053",232,203,6,7,16
"N00002054",446,385,24,14,23
"N00002055",494,444,22,7,21
"N00002056",470,417,38,6,9
"N00002057",415,371,26,5,13
"N00002058",630,583,28,7,12
"N00002059",257,235,11,7,4
"N00002060",879,788,47,21,23
"N00002061",670,582,56,11,21
"N00002062",226,199,17,5,5
"N00002063",352,295,43,6,8
"N00002064",704,627,55,6,16
"N00002065",270,238,20,4,8
"N00002066",364,326,29,3,6
"N00002067",1004,895,81,14,14
"N00002068",248,226,15,3,4
"N00002069",435,402,21,6,6
"N00002070",1134,1018,77,12,27
"N00002071",320,278,32,1,9
"N00002072",284,258,16,8,2
"N00002073",262,238,16,3,5
"N00002074",840,761,43,13,23
"N00002075",362,313,33,9,7
"N00002076",226,203,12,0,11
"N00002077",229,214,8,5,2
"N00002078",266,239,8,7,12
"N00002079",654,572,48,11,23
"N00002080",321,293,12,2,14
"N00002081",282,259,7,4,12
"N00002082",1350,1215,95,17,23
"N00002083",323,291,23,5,4
"N00002084",438,390,35,3,10
"N00002085",603,517,54,13,19
"N00002086",482,431,32,8,11
"N00002087",238,217,15,1,5
"N00002088",336,305,20,7,4
"N00002089",374,350,11,3,10
"N00002090",484,420,34,17,13
"N00002091",980,856,64,16,44
"N00002092",517,459,31,8,19
"N00002093",597,533,29,14,21
"N00002094",695,596,49,25,25
"N00002095",485,427,24,8,26
"N00002096",454,405,25,15,9
"N00002097",395,340,26,12,17
"N00002098",397,352,26,6,13
"N00002099",454,403,33,8,10
"N00002100",505,460,23,11,11
"N00002101",551,507,25,7,12
"N00002102",450,421,17,8,4
"N00002103",804,723,49,10,22
"N00002104",280,258,9,3,10
"N00002105",417,389,16,5,7
"N00002106",327,288,27,4,8
"N00002107",538,480,41,10,7
"N00002108",421,373,23,12,13
"N00002109",524,449,41,16,18
"N00002110",530,474,21,12,23
"N00002111",563,506,34,9,14
"N00002112",468,415,26,11,16
"N00002113",531,467,36,8,20
"N00002114",366,305,26,12,23
"N00002115",249,214,15,10,10
"N00002116",263,239,8,10,6
"N00002117",323,282,26,10,5
"N00002118",406,366,24,7,9
"N00002119",278,247,9,9,13
"N00002120",261,232,20,3,6
"N00002121",454,400,33,12,9
"N00002122",523,470,39,6,8
"N00002123",461,410,37,3,11
"N00002124",346,303,27,6,10
"N00002125",1354,1217,89,15,33
"N00002126",480,429,31,4,16
"N00002127",812,719,67,9,17
"N00002128",763,670,48,19,26
"N00002129",1023,929,52,19,23
"N00002130",401,359,24,9,9
"N00002131",426,376,29,9,12
"N00002132",381,342,22,10,7
"N00002133",513,457,33,12,11
"N00002134",343,306,19,8,10
"N00002135",518,470,32,5,11
"N00002136",310,283,13,3,11
"N00002137",283,241,27,8,7
"N00002138",306,260,19,12,15
"N00002139",747,678,46,11,12
"N00002140",281,230,34,8,9
"N00002141",226,196,13,4,13
"N00002142",220,202,9,0,9
"N00002143",457,432,8,8,9
"N00002144",575,521,31,9,14
"N00002145",498,438,35,9,16
"N00002146",385,336,29,8,12
"N00002147",394,348,22,8,16
"N00002148",406,354,31,9,12
"N00002149",434,396,23,8,7
"N00002150",344,310,20,4,10
"N00002151",295,266,20,4,5
"N00002152",338,297,21,6,14
"N00002153",449,384,48,8,9
"N00002154",394,334,38,11,11
"N00002155",528,474,30,9,15
"N00002156",378,335,17,10,16
"N00002157",292,274,4,7,7
"N00002158",455,405,28,7,15
"N00002159",556,497,34,9,16
"N00002160",387,322,40,12,13
"N00002161",523,472,31,8,12
"N00002162",469,398,40,14,17
"N00002163",556,504,38,8,6
"N00002164",297,259,14,8,16
"N00002165",382,335,21,15,11
"N00002166",371,328,17,13,13
"N00002167",349,320,17,4,8
"N00002168",360,321,23,10,6
"N00002169",457,411,26,14,6
"N00002170",313,274,19,6,14
"N00002171",531,444,49,20,18
"N00002172",630,572,32,13,13
"N00002173",476,401,55,9,11
"N00002174",538,483,29,9,17
"N00002175",742,674,34,12,22
"N00002176",570,514,28,11,17
"N00002177",617,545,50,10,12
"N00002178",514,452,34,9,19
"N00002179",332,279,40,3,10
"N00002180",199,176,16,4,3
"N00002181",719,664,32,8,15
"N00002182",362,316,25,7,14
"N00002183",280,259,9,6,6
"N00002184",220,195,16,5,4
"N00002185",412,382,16,7,7
"N00002186",232,214,10,3,5
"N00002187",286,256,17,4,9
"N00002188",190,171,8,3,8
"N00002189",235,217,11,3,4
"N00002190",533,499,12,6,16
"N00002191",213,189,15,3,6
"N00002192",493,428,44,5,16
"N00002193",241,217,14,5,5
"N00002194",219,198,4,8,9
"N00002195",312,286,13,9,4
"N00002196",589,536,34,10,9
"N00002197",657,581,48,13,15
"N00002198",290,259,16,4,11
"N00002199",317,281,17,5,14
"N00002200",411,368,18,10,15
"N00002201",244,216,5,14,9
"N00002202",477,419,33,10,15
"N00002203",1147,991,120,20,16
"N00002204",431,379,33,8,11
"N00002205",805,710,68,6,21
"N00002206",325,290,18,5,12
"N00002207",299,248,33,2,16
"N00002208",334,293,30,2,9
"N00002209",361,305,29,15,12
"N00002210",417,366,33,8,10
"N00002211",247,222,15,5,5
"N00002212",259,233,16,4,6
"N00002213",790,721,42,11,16
"N00002214",358,310,29,10,9
"N00002215",271,233,21,6,11
"N00002216",269,238,14,7,10
"N00002217",235,195,30,4,6
"N00002218",235,209,16,3,7
"N00002219",224,193,20,2,9
"N00002220",484,432,30,7,15
"N00002221",448,406,19,11,12
"N00002222",282,254,15,5,8
"N00002223",138,124,8,3,3
"N00002224",198,182,5,4,7
"N00002225",331,288,15,9,19
"N00002226",225,197,11,5,12
"N00002227",249,222,12,6,9
"N00002228",260,235,9,10,6
"N00002229",1012,893,64,31,24
"N00002230",289,252,19,7,11
"N00002231",348,307,12,14,15
"N00002232",799,727,33,15,24
"N00002233",312,295,9,5,3
"N00002234",246,222,10,10,4
"N00002235",314,278,18,8,10
"N00002236",611,554,21,14,22
"N00002237",340,318,9,5,8
"N00002238",274,250,3,13,8
"N00002239",242,208,9,8,17
"N00002240",329,302,18,4,5
"N00002241",323,297,10,7,9
"N00002242",276,240,13,9,14
"N00002243",242,218,13,6,5
"N00002244",299,257,22,10,10
"N00002245",214,200,6,1,7
"N00002246",467,405,38,11,13
"N00002247",471,414,37,12,8
"N00002248",778,695,45,10,28
"N00002249",613,547,32,17,17
"N00002250",351,307,22,9,13
"N00002251",394,336,29,15,14
"N00002252",895,784,68,13,30
"N00002253",418,364,29,10,15
"N00002254",545,482,34,13,16
"N00002255",543,478,44,5,16
"N00002256",499,419,52,11,17
"N00002257",342,301,25,9,7
"N00002258",344,299,30,4,11
"N00002259",353,303,20,6,24
"N00002260",797,724,52,8,13
"N00002261",723,642,49,11,21
"N00002262",444,384,47,10,3
"N00002263",487,425,42,7,13
"N00002264",732,664,36,18,14
"N00002265",618,565,21,10,22
"N00002266",290,249,8,14,19
"N00002267",486,435,22,10,19
"N00002268",803,726,42,13,22
"N00002269",326,281,16,11,18
"N00002270",352,323,7,11,11
"N00002271",333,283,23,8,19
"N00002272",272,230,10,12,20
"N00002273",597,544,25,13,15
"N00002274",251,222,8,9,12
"N00002275",254,219,12,10,13
"N00002276",299,267,15,5,12
"N00002277",515,464,15,14,22
"N00002278",336,302,12,11,11
"N00002279",205,186,4,3,12
"N00002280",288,253,13,9,13
"N00002281",420,367,12,16,25
"N00002282",276,244,10,12,10
"N00002283",277,246,11,8,12
"N00002284",297,254,21,3,19
"N00002285",420,366,31,10,13
"N00002286",359,314,29,4,12
"N00002287",308,263,25,9,11
"N00002288",294,251,13,11,19
"N00002289",242,221,8,3,10
"N00002290",456,391,40,13,12
"N00002291",442,382,40,11,9
"N00002292",309,268,29,3,9
"N00002293",231,212,9,4,6
"N00002294",292,251,26,4,11
"N00002295",334,280,40,3,11
"N00002296",407,370,20,9,8
"N00002297",335,273,43,10,9
"N00002298",277,233,25,6,13
"N00002299",372,314,38,11,9
"N00002300",813,709,70,15,19
"N00002301",671,597,49,7,18
"N00002302",658,575,60,7,16
"N00002303",447,385,37,11,14
"N00002304",218,189,7,9,13
"N00002305",790,735,38,6,11
"N00002306",1483,1376,65,24,18
"N00002307",378,318,32,12,16
"N00002308",329,280,37,5,7
"N00002309",224,207,10,1,6
"N00002310",218,193,11,3,11
"N00002311",285,247,16,14,8
"N00002312",309,289,5,2,13
"N00002313",302,250,35,8,9
"N00002314",274,238,21,4,11
"N00002315",344,302,22,12,8
"N00002316",254,223,20,6,5
"N00002317",304,251,33,10,10
"N00002318",383,322,35,10,16
"N00002319",698,599,61,12,26
"N00002320",299,263,19,5,12
"N00002321",290,249,25,7,9
"N00002322",302,245,41,5,11
"N00002323",331,277,29,9,16
"N00002324",291,247,26,5,13
"N00002325",453,386,38,16,13
"N00002326",307,264,25,8,10
"N00002327",1297,1136,102,23,36
"N00002328",363,299,49,10,5
"N00002329",316,282,18,7,9
"N00002330",619,538,57,8,16
"N00002331",606,526,55,15,10
"N00002332",360,318,26,6,10
"N00002333",395,360,20,5,10
"N00002334",345,296,28,9,12
"N00002335",540,470,50,3,17
"N00002336",322,269,32,7,14
"N00002337",355,315,18,8,14
"N00002338",263,228,7,7,21
"N00002339",296,259,16,9,12
"N00002340",295,256,22,3,14
"N00002341",236,209,14,7,6
"N00002342",284,248,10,9,17
"N00002343",350,319,20,4,7
"N00002344",378,346,21,2,9
"N00002345",300,270,13,5,12
"N00002346",235,209,17,5,4
"N00002347",678,602,44,11,21
"N00002348",338,294,16,8,20
"N00002349",250,210,28,6,6
"N00002350",180,149,17,3,11
"N00002351",1332,1196,87,30,19
"N00002352",292,256,16,1,19
"N00002353",1824,1633,102,28,61
"N00002354",378,340,21,6,11
"N00002355",278,250,13,5,10
"N00002356",409,346,32,10,21
"N00002357",348,315,18,8,7
"N00002358",236,220,6,3,7
"N00002359",255,219,19,6,11
"N00002360",234,204,17,7,6
"N00002361",295,249,17,10,19
"N00002362",242,216,8,8,10
"N00002363",231,210,12,3,6
"N00002364",212,193,8,4,7
"N00002365",287,252,10,3,22
"N00002366",272,243,10,4,15
"N00002367",384,322,38,13,11
"N00002368",437,383,41,7,6
"N00002369",740,669,46,7,18
"N00002370",387,327,29,13,18
"N00002371",463,393,43,14,13
"N00002372",613,538,49,8,18
"N00002373",436,402,13,10,11
"N00002374",300,261,19,8,12
"N00002375",393,358,25,2,8
"N00002376",436,385,33,9,9
"N00002377",433,390,20,10,13
"N00002378",749,688,46,5,10
"N00002379",667,590,51,10,16
"N00002380",298,269,21,5,3
"N00002381",386,335,38,4,9
"N00002382",458,383,54,6,15
"N00002383",454,378,58,7,11
"N00002384",377,322,39,4,12
"N00002385",278,236,29,6,7
"N00002386",265,238,15,7,5
"N00002387",451,392,28,9,22
"N00002388",199,181,13,2,3
"N00002389",311,282,13,3,13
"N00002390",293,271,9,1,12
"N00002391",402,350,39,4,9
"N00002392",349,311,15,7,16
"N00002393",653,575,58,7,13
"N00002394",363,332,19,6,6
"N00002395",412,375,20,6,11
"N00002396",288,263,10,5,10
"N00002397",333,295,14,11,13
"N00002398",366,336,8,8,14
"N00002399",266,236,14,4,12
"N00002400",218,194,15,4,5
"N00002401",1544,1392,95,23,34
"N00002402",233,195,24,5,9
"N00002403",400,334,46,7,13
"N00002404",882,776,58,22,26
"N00002405",332,296,24,6,6
"N00002406",304,255,37,3,9
"N00002407",263,221,24,7,11
"N00002408",388,354,22,3,9
"N00002409",319,271,30,7,11
"N00002410",285,238,22,12,13
"N00002411",339,292,31,4,12
"N00002412",388,345,36,3,4
"N00002413",403,345,41,6,11
"N00002414",279,244,26,3,6
"N00002415",276,244,19,3,10
"N00002416",515,441,35,15,24
"N00002417",355,313,27,6,9
"N00002418",570,527,19,11,13
"N00002419",652,599,32,7,14
"N00002420",507,459,36,4,8
"N00002421",427,381,26,7,13
"N00002422",482,415,34,14,19
"N00002423",209,185,4,8,12
"N00002424",328,269,31,8,20
"N00002425",296,259,10,11,16
"N00002426",338,285,31,8,14
"N00002427",351,294,19,7,31
"N00002428",325,287,13,9,16
"N00002429",304,257,14,13,20
"N00002430",318,283,15,8,12
"N00002431",999,876,47,33,43
"N00002432",258,227,18,4,9
"N00002433",377,335,20,11,11
"N00002434",266,234,10,11,11
"N00002435",277,246,10,9,12
"N00002436",417,381,15,5,16
"N00002437",291,258,12,12,9
"N00002438",354,311,17,11,15
"N00002439",314,275,14,5,20
"N00002440",306,273,10,11,12
"N00002441",236,216,9,2,9
"N00002442",337,301,18,7,11
"N00002443",348,315,18,8,7
"N00002444",812,689,65,26,32
"N00002445",307,245,41,7,14
"N00002446",254,221,12,12,9
"N00002447",326,295,13,7,11
"N00002448",326,290,17,8,11
"N00002449",289,259,23,3,4
"N00002450",287,260,13,7,7
"N00002451",620,524,40,20,36
"N00002452",307,270,17,4,16
"N00002453",364,324,25,2,13
"N00002454",354,298,30,8,18
"N00002455",383,339,25,10,9
"N00002456",381,337,23,9,12
"N00002457",538,469,44,9,16
"N00002458",299,257,19,11,12
"N00002459",830,761,40,10,19
"N00002460",459,420,14,10,15
"N00002461",596,528,37,15,16
"N00002462",536,477,36,8,15
"N00002463",431,376,31,11,13
"N00002464",411,360,33,3,15
"N00002465",850,779,24,15,32
"N00002466",302,269,11,9,13
"N00002467",304,265,13,6,20
"N00002468",280,251,13,6,10
"N00002469",620,547,36,11,26
"N00002470",394,336,19,14,25
"N00002471",322,277,17,9,19
"N00002472",478,426,13,16,23
"N00002473",331,296,14,3,18
"N00002474",373,341,8,9,15
"N00002475",386,345,18,9,14
"N00002476",387,330,23,9,25
"N00002477",312,286,7,10,9
"N00002478",570,514,23,15,18
"N00002479",481,417,41,9,14
"N00002480",659,565,51,16,27
"N00002481",330,304,11,3,12
"N00002482",314,282,13,4,15
"N00002483",332,291,16,6,19
"N00002484",322,275,20,7,20
"N00002485",285,251,10,5,19
"N00002486",446,393,18,9,26
"N00002487",462,401,32,11,18
"N00002488",1345,1207,75,23,40
"N00002489",818,696,66,32,24
"N00002490",387,332,29,10,16
"N00002491",339,300,19,4,16
"N00002492",309,287,11,4,7
"N00002493",319,288,10,5,16
"N00002494",269,240,8,7,14
"N00002495",594,536,23,16,19
"N00002496",360,334,11,10,5
"N00002497",615,555,19,16,25
"N00002498",1256,1121,62,25,48
"N00002499",694,609,38,13,34
"N00002500",603,533,41,11,18
"N00002501",1778,1614,122,15,27
"N00002502",531,473,31,14,13
"N00002503",294,251,24,7,12
"N00002504",285,259,13,2,11
"N00002505",254,227,10,8,9
"N00002506",287,255,16,6,10
"N00002507",304,276,12,7,9
"N00002508",181,168,8,1,4
"N00002509",243,228,5,3,7
"N00002510",555,512,25,7,11
"N00002511",166,150,6,3,7
"N00002512",694,602,51,16,25
"N00002513",321,279,30,7,5
"N00002514",423,377,32,6,8
"N00002515",315,279,18,5,13
"N00002516",371,325,30,7,9
"N00002517",346,314,15,4,13
"N00002518",715,651,40,9,15
"N00002519",336,298,18,10,10
"N00002520",880,788,58,17,17
"N00002521",1352,1223,64,30,35
"N00002522",299,269,13,6,11
"N00002523",340,291,19,9,21
"N00002524",416,371,34,5,6
"N00002525",1801,1596,121,34,50
"N00002526",1103,1002,62,18,21
"N00002527",434,385,45,2,2
"N00002528",300,262,29,2,7
"N00002529",416,354,38,7,17
"N00002530",400,361,25,8,6
"N00002531",487,413,40,14,20
"N00002532",359,308,32,10,9
"N00002533",910,803,53,24,30
"N00002534",433,365,32,8,28
"N00002535",444,374,48,7,15
"N00002536",607,560,31,7,9
"N00002537",1634,1445,89,37,63
"N00002538",705,625,46,16,18
"N00002539",265,239,7,7,12
"N00002540",1969,1772,133,27,37
"N00002541",1232,1040,110,26,56
"N00002542",326,266,41,9,10
"N00002543",265,229,22,4,10
"N00002544",645,562,62,9,12
"N00002545",321,296,17,1,7
"N00002546",255,231,15,2,7
"N00002547",1040,911,71,23,35
"N00002548",574,488,35,17,34
"N00002549",238,205,25,2,6
"N00002550",269,236,19,4,10
"N00002551",346,309,17,7,13
"N00002552",279,250,17,6,6
"N00002553",248,228,14,0,6
"N00002554",372,323,31,5,13
"N00002555",355,314,31,7,3
"N00002556",320,290,16,9,5
"N00002557",346,314,15,6,11
"N00002558",307,275,13,7,12
"N00002559",316,284,16,5,11
"N00002560",471,411,43,6,11
"N00002561",314,270,28,7,9
"N00002562",347,308,28,2,9
"N00002563",364,314,31,8,11
"N00002564",266,238,16,3,9
"N00002565",288,259,13,6,10
"N00002566",303,275,17,8,3
"N00002567",339,304,23,5,7
"N00002568",309,275,23,3,8
"N00002569",306,258,31,2,15
"N00002570",263,230,15,7,11
"N00002571",338,294,25,11,8
"N00002572",346,293,27,10,16
"N00002573",294,249,22,10,13
"N00002574",298,262,21,3,12
"N00002575",309,283,11,5,10
"N00002576",785,710,47,10,18
"N00002577",536,457,40,20,19
"N00002578",299,268,12,11,8
"N00002579",402,350,18,11,23
"N00002580",306,267,21,5,13
"N00002581",330,273,28,7,22
"N00002582",1465,1297,46,41,81
"N00002583",327,305,4,5,13
"N00002584",350,308,18,13,11
