"Geography_Code","NM_1554_1_0","NM_1554_1_1","NM_1554_1_2","NM_1554_1_3","NM_1554_1_4","NM_1554_1_5","NM_1554_1_6","NM_1554_1_7","NM_1554_1_8","NM_1554_1_9"
"N00001574",118,2,6,14,22,49,21,3,1,0
"N00001575",110,0,1,7,9,65,20,6,1,1
"N00001576",124,0,3,3,7,59,37,9,1,5
"N00001577",123,1,1,8,7,65,35,5,1,0
"N00001578",114,1,0,5,4,56,42,5,1,0
"N00001579",140,0,2,10,24,36,38,17,4,9
"N00001580",158,0,2,28,53,32,21,5,3,14
"N00001581",111,1,2,6,15,11,18,12,15,31
"N00001582",107,0,0,19,26,22,12,4,6,18
"N00001583",125,0,3,12,64,36,6,3,0,1
"N00001584",107,3,4,15,49,15,12,7,1,1
"N00001585",136,0,9,24,28,12,22,17,12,12
"N00001586",142,0,4,45,55,12,15,0,3,8
"N00001587",142,0,4,11,38,53,30,5,1,0
"N00001588",135,4,5,11,47,45,9,11,3,0
"N00001589",118,10,5,25,27,7,9,12,7,16
"N00001590",147,4,8,35,39,20,17,7,10,7
"N00001591",128,1,24,40,25,15,17,2,0,4
"N00001592",140,1,13,21,33,37,25,6,3,1
"N00001593",194,2,16,34,58,36,28,9,9,2
"N00001594",142,2,3,13,50,46,22,5,0,1
"N00001595",108,0,0,4,33,35,19,11,5,1
"N00001596",126,1,3,8,45,25,24,11,6,3
"N00001597",111,0,4,12,36,33,13,8,3,2
"N00001598",139,0,5,8,8,31,45,31,6,5
"N00001599",149,3,13,30,35,26,18,8,2,14
"N00001600",134,0,4,6,45,41,33,3,1,1
"N00001601",109,0,6,11,11,20,39,9,7,6
"N00001602",145,1,10,10,36,29,34,19,2,4
"N00001603",158,3,19,66,17,11,17,7,12,6
"N00001604",146,0,7,8,84,40,5,1,1,0
"N00001605",138,0,2,8,42,70,15,0,1,0
"N00001606",104,0,1,2,19,43,32,5,2,0
"N00001607",132,0,6,10,63,35,14,4,0,0
"N00001608",123,0,1,8,30,56,22,4,1,1
"N00001609",121,0,3,3,49,46,16,3,1,0
"N00001610",125,2,15,30,37,31,7,2,0,1
"N00001611",138,0,6,8,67,51,3,0,1,2
"N00001612",130,0,6,9,53,54,4,2,0,2
"N00001613",301,0,14,39,136,67,31,6,6,2
"N00001614",132,1,2,9,88,27,3,2,0,0
"N00001615",146,0,3,6,60,36,30,5,1,5
"N00001616",146,1,10,6,76,28,17,6,0,2
"N00001617",133,0,4,12,38,53,11,12,1,2
"N00001618",119,1,3,5,34,53,16,7,0,0
"N00001619",160,1,15,30,66,33,9,5,1,0
"N00001620",138,0,9,10,44,61,6,8,0,0
"N00001621",115,0,2,4,66,27,12,3,1,0
"N00001622",106,0,2,17,44,20,19,3,0,1
"N00001623",132,0,2,8,33,60,19,6,2,2
"N00001624",94,1,2,6,54,27,3,1,0,0
"N00001625",125,0,1,4,55,43,13,5,3,1
"N00001626",122,0,3,5,44,62,7,0,1,0
"N00001627",91,0,5,4,40,34,8,0,0,0
"N00001628",119,0,2,3,22,58,27,5,1,1
"N00001629",155,2,3,34,22,41,30,10,8,5
"N00001630",107,0,6,3,44,43,8,1,1,1
"N00001631",108,0,8,6,37,37,12,6,1,1
"N00001632",118,0,6,6,50,48,4,2,1,1
"N00001633",100,1,8,5,47,29,8,1,1,0
"N00001634",122,0,9,11,62,16,15,7,1,1
"N00001635",145,0,5,7,40,44,43,5,1,0
"N00001636",84,0,6,21,19,23,8,4,2,1
"N00001637",112,1,4,6,47,42,10,0,2,0
"N00001638",132,2,6,21,53,41,8,1,0,0
"N00001639",104,0,5,7,53,24,11,2,0,2
"N00001640",111,0,6,8,51,40,5,0,1,0
"N00001641",131,0,4,27,13,38,37,5,4,3
"N00001642",124,0,0,2,1,8,36,27,21,29
"N00001643",257,0,2,8,51,66,85,24,6,15
"N00001644",125,0,0,1,4,51,37,15,10,7
"N00001645",117,0,1,3,50,43,16,0,1,3
"N00001646",136,0,5,18,39,16,18,17,6,17
"N00001647",127,0,0,4,7,67,26,16,5,2
"N00001648",143,0,0,1,10,62,50,14,3,3
"N00001649",134,0,1,0,1,19,11,17,24,61
"N00001650",118,0,0,1,3,44,54,11,3,2
"N00001651",134,0,0,1,7,31,27,41,17,10
"N00001652",132,0,0,1,1,12,13,22,22,61
"N00001653",136,0,0,0,4,24,28,25,29,26
"N00001654",139,0,0,6,4,72,34,8,8,7
"N00001655",159,0,1,11,20,44,35,16,15,17
"N00001656",118,0,3,18,6,30,31,15,9,6
"N00001657",119,0,0,1,3,21,44,23,18,9
"N00001658",95,1,4,14,10,12,24,12,7,11
"N00001659",112,0,0,2,8,35,33,15,14,5
"N00001660",123,0,0,1,0,11,39,35,15,22
"N00001661",122,0,0,1,4,36,36,28,11,6
"N00001662",125,0,1,1,3,54,34,12,15,5
"N00001663",128,0,0,5,11,73,27,8,3,1
"N00001664",118,0,1,2,4,49,33,17,9,3
"N00001665",152,0,0,1,13,87,36,7,2,6
"N00001666",125,0,0,2,3,21,20,30,27,22
"N00001667",117,0,0,1,3,50,43,7,5,8
"N00001668",156,0,5,26,7,34,24,18,28,14
"N00001669",117,0,1,0,0,6,26,26,28,30
"N00001670",125,1,3,5,35,65,13,0,2,1
"N00001671",129,2,0,23,17,63,18,5,0,1
"N00001672",134,0,1,13,13,63,37,5,1,1
"N00001673",176,0,1,16,24,48,64,12,7,4
"N00001674",114,0,0,12,19,49,24,6,3,1
"N00001675",123,0,0,6,13,74,24,5,0,1
"N00001676",107,0,0,3,10,67,24,1,1,1
"N00001677",163,0,0,1,2,10,20,26,55,49
"N00001678",148,0,2,1,4,12,20,26,43,40
"N00001679",134,0,0,1,1,14,32,32,35,19
"N00001680",170,0,0,0,2,19,36,43,37,33
"N00001681",147,1,7,4,37,53,23,9,6,7
"N00001682",127,0,0,5,3,52,50,11,1,5
"N00001683",155,1,2,7,56,42,22,12,7,6
"N00001684",286,0,1,1,5,48,32,59,71,69
"N00001685",120,0,0,2,9,25,31,19,18,16
"N00001686",114,0,0,1,11,66,28,5,2,1
"N00001687",118,0,1,0,0,27,43,18,13,16
"N00001688",158,1,5,21,11,79,35,4,2,0
"N00001689",156,0,13,30,58,33,18,3,0,1
"N00001690",141,0,0,1,9,50,35,15,15,16
"N00001691",154,0,0,34,30,50,31,6,3,0
"N00001692",124,1,5,24,14,38,40,1,1,0
"N00001693",125,0,6,24,7,13,19,14,14,28
"N00001694",104,0,0,1,0,10,8,17,28,40
"N00001695",152,1,1,6,12,40,19,21,20,32
"N00001696",168,0,0,19,19,45,31,18,22,14
"N00001697",121,1,2,5,6,32,28,12,14,21
"N00001698",131,0,4,20,20,37,35,9,1,5
"N00001699",158,0,0,26,5,32,24,17,18,36
"N00001700",124,1,1,10,13,48,39,7,2,3
"N00001701",102,1,3,9,13,37,29,6,2,2
"N00001702",140,0,1,9,22,48,22,12,9,17
"N00001703",613,6,22,148,223,138,53,5,9,9
"N00001704",450,1,22,118,148,86,42,23,9,1
"N00001705",118,1,3,9,49,38,8,8,2,0
"N00001706",166,0,1,0,1,8,18,46,34,58
"N00001707",145,0,2,1,5,20,41,28,24,24
"N00001708",241,0,0,8,31,31,45,44,26,56
"N00001709",120,0,0,10,22,43,35,5,4,1
"N00001710",136,0,0,1,2,2,17,20,34,60
"N00001711",137,1,1,1,7,15,19,20,23,50
"N00001712",158,2,1,25,20,62,38,7,1,2
"N00001713",110,1,1,37,9,37,12,7,4,2
"N00001714",260,1,3,22,51,151,27,4,1,0
"N00001715",127,0,2,8,12,90,12,2,0,1
"N00001716",124,0,0,2,2,48,47,15,5,5
"N00001717",132,0,0,4,3,96,22,4,2,1
"N00001718",125,0,0,3,15,53,27,16,3,8
"N00001719",123,0,0,2,6,77,21,11,3,3
"N00001720",122,0,0,5,10,56,28,15,7,1
"N00001721",117,0,1,6,15,59,29,6,1,0
"N00001722",148,0,4,12,29,52,32,17,2,0
"N00001723",127,0,2,4,11,66,36,4,4,0
"N00001724",105,0,0,4,4,78,14,2,3,0
"N00001725",117,1,1,9,5,68,20,5,6,2
"N00001726",119,1,1,15,9,52,28,8,3,2
"N00001727",114,0,3,1,44,29,28,5,2,2
"N00001728",137,1,1,13,16,94,7,1,2,2
"N00001729",136,0,1,9,15,79,18,7,4,3
"N00001730",133,1,1,6,74,25,10,6,4,6
"N00001731",125,0,1,13,52,27,26,3,2,1
"N00001732",351,0,1,13,17,35,80,78,58,69
"N00001733",120,0,1,3,17,41,39,15,3,1
"N00001734",120,0,0,5,20,52,32,9,1,1
"N00001735",125,0,0,2,27,41,36,10,5,4
"N00001736",199,0,36,43,63,21,19,7,5,5
"N00001737",168,0,5,21,26,52,48,10,4,2
"N00001738",133,0,0,0,10,20,25,10,21,47
"N00001739",145,0,0,8,17,21,31,21,16,31
"N00001740",292,1,1,21,27,93,58,35,27,29
"N00001741",116,0,0,1,10,21,20,13,12,39
"N00001742",109,0,2,11,8,30,35,8,8,7
"N00001743",122,0,4,19,19,8,11,11,22,28
"N00001744",128,0,1,1,5,35,48,19,8,11
"N00001745",117,0,0,1,2,33,46,22,6,7
"N00001746",118,0,0,4,5,65,30,9,3,2
"N00001747",297,0,1,10,47,106,64,40,15,14
"N00001748",148,0,0,1,3,17,25,25,24,53
"N00001749",120,0,0,2,5,33,16,23,14,27
"N00001750",115,0,0,10,25,34,29,10,4,3
"N00001751",116,0,0,6,8,26,16,23,13,24
"N00001752",128,0,1,0,3,38,42,21,15,8
"N00001753",137,1,3,17,10,60,16,10,11,9
"N00001754",130,0,0,3,4,28,20,22,34,19
"N00001755",131,0,0,1,9,11,11,25,25,49
"N00001756",131,0,1,0,9,35,19,20,15,32
"N00001757",119,0,1,4,50,25,19,8,8,4
"N00001758",132,0,0,0,28,49,43,9,2,1
"N00001759",121,1,0,0,3,31,38,26,8,14
"N00001760",389,1,11,8,19,84,88,59,51,68
"N00001761",118,0,0,0,1,4,7,13,27,66
"N00001762",133,1,6,16,27,25,52,3,2,1
"N00001763",545,1,3,27,81,104,121,83,69,56
"N00001764",128,0,3,12,53,14,42,2,2,0
"N00001765",470,0,10,43,197,45,52,43,31,49
"N00001766",128,0,2,5,27,36,49,6,2,1
"N00001767",110,0,0,1,3,33,25,28,18,2
"N00001768",114,0,0,2,10,32,31,18,15,6
"N00001769",120,0,0,4,12,22,33,18,18,13
"N00001770",89,0,0,0,0,7,7,19,26,30
"N00001771",142,0,0,4,5,40,13,34,27,19
"N00001772",118,0,1,2,3,44,45,12,8,3
"N00001773",106,1,1,0,2,38,45,16,2,1
"N00001774",128,0,4,3,34,31,14,21,15,6
"N00001775",119,0,1,2,4,46,45,14,6,1
"N00001776",122,0,0,5,24,46,33,10,2,2
"N00001777",136,1,0,4,5,34,64,18,5,5
"N00001778",114,0,0,5,1,43,25,15,16,9
"N00001779",118,0,3,12,16,58,15,7,3,4
"N00001780",248,0,0,39,11,40,33,41,40,44
"N00001781",126,0,1,4,2,17,25,42,19,16
"N00001782",124,0,0,0,4,41,42,15,16,6
"N00001783",134,0,1,6,5,57,20,25,13,7
"N00001784",129,3,1,20,21,72,8,3,0,1
"N00001785",136,0,1,4,4,107,15,4,0,1
"N00001786",135,1,1,4,6,50,36,22,9,6
"N00001787",130,0,7,26,18,71,7,1,0,0
"N00001788",126,0,3,6,7,95,14,1,0,0
"N00001789",152,0,0,16,5,63,24,23,16,5
"N00001790",132,0,1,2,1,48,30,15,11,24
"N00001791",155,0,1,0,3,41,31,28,25,26
"N00001792",97,0,1,0,1,1,13,21,30,30
"N00001793",143,0,1,9,1,17,19,36,38,22
"N00001794",374,2,9,32,53,152,81,25,12,8
"N00001795",122,1,0,1,10,66,25,8,3,8
"N00001796",130,0,3,5,17,67,22,11,2,3
"N00001797",148,0,2,11,22,20,34,31,15,13
"N00001798",147,0,1,3,9,56,28,24,16,10
"N00001799",125,0,0,2,4,25,27,15,24,28
"N00001800",128,0,0,2,2,54,45,13,7,5
"N00001801",133,0,0,0,6,21,30,23,25,28
"N00001802",126,0,0,1,8,81,29,3,0,4
"N00001803",123,0,0,1,3,38,52,14,8,7
"N00001804",135,0,0,1,6,27,27,42,18,14
"N00001805",368,1,1,38,55,129,69,46,17,12
"N00001806",128,0,1,1,19,82,18,5,2,0
"N00001807",110,0,1,2,15,38,38,12,2,2
"N00001808",107,0,0,4,17,53,20,9,2,2
"N00001809",111,0,0,1,22,69,13,4,1,1
"N00001810",120,1,0,13,40,51,7,8,0,0
"N00001811",102,0,0,3,10,61,23,3,1,1
"N00001812",213,4,12,47,87,47,9,4,2,1
"N00001813",100,2,21,27,6,27,13,3,1,0
"N00001814",352,3,4,62,93,134,45,7,1,3
"N00001815",128,0,0,3,2,53,63,6,1,0
"N00001816",235,0,16,31,35,86,47,12,5,3
"N00001817",112,1,0,0,1,26,57,20,7,0
"N00001818",109,0,1,2,6,24,59,10,6,1
"N00001819",137,0,1,5,4,19,66,25,12,5
"N00001820",149,1,0,31,12,50,41,10,2,2
"N00001821",296,10,16,38,52,68,73,27,8,4
"N00001822",132,0,0,5,21,33,40,23,3,7
"N00001823",171,0,1,1,15,43,83,24,2,2
"N00001824",117,0,0,0,2,30,30,18,19,18
"N00001825",103,0,0,2,36,35,19,5,3,3
"N00001826",120,0,0,0,2,50,31,18,10,9
"N00001827",118,0,0,5,2,40,41,15,12,3
"N00001828",107,0,1,6,6,50,33,7,2,2
"N00001829",104,0,2,5,2,68,19,5,1,2
"N00001830",146,0,1,11,26,89,10,4,1,4
"N00001831",117,0,0,0,3,30,21,37,19,7
"N00001832",113,0,3,4,34,40,21,10,1,0
"N00001833",167,2,21,33,25,57,23,3,1,2
"N00001834",105,0,1,3,6,69,20,5,0,1
"N00001835",128,0,0,5,31,30,51,6,5,0
"N00001836",122,0,1,2,26,53,32,6,2,0
"N00001837",119,0,2,5,31,35,41,3,2,0
"N00001838",127,0,3,8,53,29,31,1,1,1
"N00001839",168,0,2,15,18,38,40,31,19,5
"N00001840",112,0,0,1,2,15,26,14,24,30
"N00001841",142,0,1,4,2,62,44,10,14,5
"N00001842",124,0,1,2,2,41,60,14,2,2
"N00001843",134,0,2,18,17,16,26,24,22,9
"N00001844",127,0,1,1,2,35,72,14,2,0
"N00001845",123,0,0,0,3,40,59,12,7,2
"N00001846",125,0,0,1,4,35,68,12,2,3
"N00001847",120,0,0,1,4,14,62,19,14,6
"N00001848",118,1,0,2,6,33,31,24,14,7
"N00001849",125,1,0,1,7,38,63,8,3,4
"N00001850",261,0,0,18,30,42,95,40,26,10
"N00001851",116,0,0,2,6,15,57,22,5,9
"N00001852",125,0,0,1,2,25,50,28,12,7
"N00001853",142,0,3,2,5,29,51,24,16,12
"N00001854",127,0,2,9,97,10,5,4,0,0
"N00001855",135,0,1,18,15,48,32,15,5,1
"N00001856",117,0,1,0,17,52,31,8,6,2
"N00001857",129,0,1,2,56,35,18,9,3,5
"N00001858",110,0,0,2,31,52,17,4,2,2
"N00001859",125,0,1,14,39,60,11,0,0,0
"N00001860",112,0,2,6,42,39,18,4,0,1
"N00001861",114,0,0,11,13,67,14,4,3,2
"N00001862",146,0,0,3,20,35,60,15,8,5
"N00001863",138,0,6,33,8,15,39,22,11,4
"N00001864",142,0,0,2,1,28,42,25,18,26
"N00001865",243,0,0,0,8,69,102,44,15,5
"N00001866",114,0,0,1,4,26,56,17,4,6
"N00001867",147,0,0,1,6,61,55,12,8,4
"N00001868",132,0,0,0,0,14,33,29,27,29
"N00001869",121,0,0,4,7,23,24,24,17,22
"N00001870",127,0,0,0,2,43,60,11,7,4
"N00001871",138,0,0,4,18,45,33,19,8,11
"N00001872",113,0,1,6,43,15,21,12,11,4
"N00001873",280,0,0,4,13,59,70,59,44,31
"N00001874",129,0,0,2,4,36,20,24,22,21
"N00001875",134,0,1,4,2,22,32,33,26,14
"N00001876",133,0,0,2,6,52,37,19,8,9
"N00001877",128,0,1,1,2,26,59,18,13,8
"N00001878",127,0,2,1,4,33,33,22,26,6
"N00001879",137,0,0,1,0,50,54,21,7,4
"N00001880",118,1,0,1,3,47,51,10,3,2
"N00001881",414,1,8,36,43,149,131,31,12,3
"N00001882",117,0,0,1,1,29,65,15,4,2
"N00001883",116,1,0,5,5,65,36,1,2,1
"N00001884",125,0,0,1,3,43,66,9,3,0
"N00001885",129,2,3,15,40,36,29,4,0,0
"N00001886",139,0,3,7,72,41,13,2,0,1
"N00001887",133,0,2,8,29,44,36,9,4,1
"N00001888",141,0,1,3,38,44,38,9,5,3
"N00001889",108,0,0,11,22,34,34,4,1,2
"N00001890",254,0,4,5,50,56,81,33,14,11
"N00001891",156,0,2,12,11,28,34,22,19,28
"N00001892",130,0,1,2,22,29,57,13,4,2
"N00001893",117,0,1,6,41,24,41,4,0,0
"N00001894",155,0,4,31,17,77,18,6,1,1
"N00001895",157,1,3,10,45,77,18,0,2,1
"N00001896",279,1,8,23,104,75,51,10,3,4
"N00001897",128,0,4,18,26,49,23,7,1,0
"N00001898",128,0,3,2,29,39,46,7,1,1
"N00001899",126,5,7,72,11,14,14,0,2,1
"N00001900",129,0,0,4,7,17,19,24,21,37
"N00001901",134,0,0,0,8,17,25,27,27,30
"N00001902",142,0,0,1,1,7,17,39,31,46
"N00001903",125,0,0,0,6,15,19,23,30,32
"N00001904",103,0,6,2,17,29,24,10,4,11
"N00001905",113,0,0,2,23,51,15,14,2,6
"N00001906",126,0,0,3,12,29,27,16,24,15
"N00001907",135,0,1,0,7,52,20,25,20,10
"N00001908",144,0,1,16,28,58,25,7,3,6
"N00001909",119,0,0,9,6,41,27,13,11,12
"N00001910",119,0,0,1,4,7,6,28,33,40
"N00001911",120,0,2,4,25,66,16,6,0,1
"N00001912",199,3,2,30,76,32,17,10,15,14
"N00001913",124,0,0,1,9,61,31,9,8,5
"N00001914",129,0,0,5,7,67,29,15,4,2
"N00001915",281,0,0,8,38,87,73,49,14,12
"N00001916",124,1,1,4,17,41,26,17,8,9
"N00001917",121,0,1,5,5,44,41,12,4,9
"N00001918",113,0,0,2,2,27,58,18,2,4
"N00001919",126,1,1,1,8,93,17,4,1,0
"N00001920",136,0,0,2,4,56,54,10,4,6
"N00001921",115,0,1,5,8,79,17,5,0,0
"N00001922",135,1,5,13,11,49,36,7,8,5
"N00001923",135,2,11,26,43,38,11,4,0,0
"N00001924",142,1,1,2,13,99,15,7,2,2
"N00001925",118,1,0,6,18,67,21,4,1,0
"N00001926",138,2,3,10,10,92,20,1,0,0
"N00001927",104,0,0,5,13,28,49,9,0,0
"N00001928",120,0,4,14,15,21,52,13,0,1
"N00001929",180,0,0,1,16,24,55,30,23,31
"N00001930",109,0,1,10,16,25,48,6,2,1
"N00001931",112,0,0,2,6,54,37,5,5,3
"N00001932",117,0,0,0,3,37,42,20,13,2
"N00001933",123,0,0,2,1,36,59,19,4,2
"N00001934",125,1,2,9,11,36,43,14,6,3
"N00001935",128,0,1,1,4,12,32,21,29,28
"N00001936",123,0,0,2,5,20,59,24,8,5
"N00001937",126,0,0,4,0,24,65,23,7,3
"N00001938",133,0,1,2,28,57,28,14,2,1
"N00001939",130,0,0,4,20,52,38,12,3,1
"N00001940",144,0,0,2,5,38,62,25,8,4
"N00001941",126,1,0,1,1,28,63,22,7,3
"N00001942",158,0,0,6,5,25,16,22,36,48
"N00001943",155,0,2,3,6,23,32,32,23,34
"N00001944",130,1,1,2,13,35,25,21,13,19
"N00001945",152,0,1,6,9,21,28,21,21,45
"N00001946",132,0,0,3,8,29,31,13,16,32
"N00001947",165,0,0,6,4,32,53,25,20,25
"N00001948",87,1,2,9,5,49,15,2,4,0
"N00001949",296,0,5,11,21,49,66,59,36,49
"N00001950",114,0,3,10,36,43,13,7,0,2
"N00001951",104,0,0,4,3,12,28,24,16,17
"N00001952",125,0,0,2,7,50,40,16,7,3
"N00001953",111,0,4,7,40,39,17,1,1,2
"N00001954",99,0,0,1,1,10,18,22,26,21
"N00001955",138,0,1,16,29,30,22,8,10,22
"N00001956",90,2,1,14,7,59,4,3,0,0
"N00001957",113,0,2,7,5,62,24,4,9,0
"N00001958",136,1,1,6,35,80,10,1,1,1
"N00001959",119,0,1,11,20,73,13,1,0,0
"N00001960",138,4,1,20,17,92,2,2,0,0
"N00001961",146,0,0,4,4,41,65,20,7,5
"N00001962",88,0,3,5,8,38,22,4,7,1
"N00001963",73,0,0,9,14,42,3,2,1,2
"N00001964",120,0,0,9,6,84,16,3,1,1
"N00001965",129,0,0,4,10,30,32,22,13,18
"N00001966",163,0,0,6,9,46,42,24,15,21
"N00001967",168,0,1,3,4,38,30,31,25,36
"N00001968",150,0,1,10,19,83,28,2,3,4
"N00001969",240,1,4,16,26,42,41,39,35,36
"N00001970",123,0,0,6,20,49,22,16,6,4
"N00001971",165,0,0,2,5,56,50,22,12,18
"N00001972",141,0,0,1,5,17,45,34,18,21
"N00001973",188,5,29,23,79,37,8,2,5,0
"N00001974",101,3,9,11,35,26,11,5,0,1
"N00001975",138,1,10,24,23,28,18,12,16,6
"N00001976",223,2,29,36,54,57,20,18,3,4
"N00001977",108,0,4,7,38,22,17,13,3,4
"N00001978",134,0,1,4,20,65,30,8,2,4
"N00001979",124,0,2,12,25,48,29,4,1,3
"N00001980",120,0,5,11,25,58,11,6,1,3
"N00001981",136,4,37,45,20,21,3,4,0,2
"N00001982",305,1,4,21,32,160,61,16,5,5
"N00001983",127,0,6,11,33,41,25,10,0,1
"N00001984",133,1,2,9,5,43,53,16,2,2
"N00001985",118,1,6,13,18,61,15,3,1,0
"N00001986",175,1,9,22,26,102,13,1,1,0
"N00001987",151,2,1,3,21,55,35,25,6,3
"N00001988",143,2,1,8,25,78,24,3,1,1
"N00001989",129,0,0,0,1,30,59,18,9,12
"N00001990",110,1,2,6,20,63,11,4,2,1
"N00001991",135,0,1,10,23,79,17,2,1,2
"N00001992",132,0,1,8,26,69,24,4,0,0
"N00001993",117,1,1,21,30,46,14,3,0,1
"N00001994",131,0,0,2,6,39,23,21,19,21
"N00001995",138,0,3,3,9,49,28,13,11,22
"N00001996",126,0,2,3,19,41,25,10,15,11
"N00001997",145,0,1,7,6,16,21,22,21,51
"N00001998",110,0,0,10,13,61,9,5,5,7
"N00001999",409,0,1,13,21,66,100,92,51,65
"N00002000",128,0,0,2,9,6,21,21,24,45
"N00002001",137,0,0,2,8,21,18,17,23,48
"N00002002",116,0,1,7,10,22,16,16,14,30
"N00002003",113,0,2,6,5,28,14,17,19,22
"N00002004",144,0,1,8,10,28,30,17,12,38
"N00002005",97,0,2,2,16,20,24,15,9,9
"N00002006",119,0,2,3,24,47,27,8,2,6
"N00002007",113,0,0,5,5,31,30,18,14,10
"N00002008",273,1,9,25,28,69,60,36,15,30
"N00002009",135,0,3,1,16,50,40,12,8,5
"N00002010",155,0,0,3,5,29,43,23,21,31
"N00002011",177,0,1,3,7,38,39,24,24,41
"N00002012",164,0,1,2,4,44,33,35,22,23
"N00002013",123,0,4,5,14,44,28,12,4,12
"N00002014",356,0,1,8,15,71,83,70,46,62
"N00002015",126,0,1,1,20,34,24,24,11,11
"N00002016",115,0,3,7,35,48,16,2,2,2
"N00002017",127,0,0,1,2,35,19,27,35,8
"N00002018",573,0,0,13,18,119,195,103,71,54
"N00002019",122,0,0,8,14,25,36,19,14,6
"N00002020",123,0,0,2,11,37,40,16,10,7
"N00002021",150,0,0,2,6,34,18,31,28,31
"N00002022",146,0,4,5,10,29,41,19,15,23
"N00002023",153,0,1,4,11,25,27,31,18,36
"N00002024",159,0,1,1,3,28,45,23,24,34
"N00002025",121,0,5,31,27,29,12,6,2,9
"N00002026",168,1,0,5,26,86,42,6,1,1
"N00002027",105,0,1,10,14,44,19,5,4,8
"N00002028",430,0,0,4,6,61,138,77,71,73
"N00002029",229,0,0,4,5,59,78,36,27,20
"N00002030",120,0,2,5,15,63,22,9,1,3
"N00002031",123,0,0,1,1,25,55,16,16,9
"N00002032",194,0,0,9,8,50,34,21,26,46
"N00002033",105,0,0,2,1,50,21,19,9,3
"N00002034",120,0,0,3,1,27,24,24,19,22
"N00002035",136,0,0,9,8,48,24,17,14,16
"N00002036",136,1,0,4,14,34,23,23,15,22
"N00002037",184,0,0,3,5,15,30,37,27,67
"N00002038",157,0,0,1,4,39,29,26,23,35
"N00002039",126,0,3,6,26,60,20,6,4,1
"N00002040",125,1,2,3,11,30,23,15,18,22
"N00002041",121,0,0,2,10,27,12,19,22,29
"N00002042",123,0,0,4,4,9,15,23,22,46
"N00002043",141,1,2,15,41,20,12,12,10,28
"N00002044",272,1,5,30,54,59,50,28,28,17
"N00002045",133,0,0,4,8,51,26,15,9,20
"N00002046",110,1,1,1,4,22,33,14,20,14
"N00002047",122,0,2,13,24,40,23,8,7,5
"N00002048",107,1,8,28,6,36,18,3,5,2
"N00002049",117,0,0,6,35,41,17,10,7,1
"N00002050",104,0,3,14,42,29,12,2,2,0
"N00002051",249,4,5,54,51,70,40,11,6,8
"N00002052",108,0,2,7,7,34,24,14,15,5
"N00002053",109,0,1,6,8,65,21,5,1,2
"N00002054",161,0,0,1,6,26,34,33,21,40
"N00002055",166,0,1,2,11,53,39,17,23,20
"N00002056",167,0,0,2,6,18,25,25,30,61
"N00002057",139,1,0,1,5,22,27,24,23,36
"N00002058",191,0,2,6,8,29,43,38,27,38
"N00002059",126,0,3,9,29,50,24,9,1,1
"N00002060",430,3,37,95,85,73,25,33,33,46
"N00002061",307,2,4,45,30,50,76,33,21,46
"N00002062",112,0,0,4,15,44,34,7,3,5
"N00002063",129,1,0,1,5,16,25,24,34,23
"N00002064",293,1,1,3,12,60,68,63,55,30
"N00002065",105,0,0,4,3,13,12,21,19,33
"N00002066",125,1,0,2,2,20,32,22,25,21
"N00002067",372,1,4,47,39,55,42,75,49,60
"N00002068",104,0,0,4,5,19,16,32,17,11
"N00002069",162,0,0,10,9,46,36,18,20,23
"N00002070",422,0,0,4,6,140,67,85,65,55
"N00002071",136,0,0,1,2,28,40,31,18,16
"N00002072",113,0,1,3,1,47,43,9,4,5
"N00002073",119,1,0,8,15,47,43,5,0,0
"N00002074",324,1,2,8,10,96,121,39,32,15
"N00002075",130,0,0,1,6,26,42,29,12,14
"N00002076",104,0,0,2,17,44,31,5,3,2
"N00002077",108,0,0,1,9,42,44,9,3,0
"N00002078",119,0,3,5,28,53,25,4,1,0
"N00002079",289,0,1,17,24,82,87,49,17,12
"N00002080",131,0,4,7,13,74,23,6,2,2
"N00002081",129,0,4,20,24,60,16,2,1,2
"N00002082",294,2,3,7,21,85,94,35,28,19
"N00002083",130,0,0,0,1,13,33,38,26,19
"N00002084",171,1,0,0,10,37,38,40,26,19
"N00002085",208,0,1,4,5,9,33,29,32,95
"N00002086",177,0,0,0,2,10,21,39,49,56
"N00002087",123,0,23,19,33,19,12,7,6,4
"N00002088",143,0,1,10,10,21,48,21,18,14
"N00002089",136,0,0,1,1,8,31,26,44,25
"N00002090",154,1,0,8,18,23,40,24,20,20
"N00002091",314,1,1,8,21,83,68,60,35,37
"N00002092",177,1,6,8,10,47,53,24,15,13
"N00002093",191,0,1,5,13,45,64,19,19,25
"N00002094",277,0,1,8,34,93,74,30,14,23
"N00002095",155,0,4,6,15,29,32,26,19,24
"N00002096",161,0,1,4,16,17,46,25,24,28
"N00002097",129,0,3,1,8,34,16,18,16,33
"N00002098",132,0,1,3,14,29,30,21,13,21
"N00002099",139,0,1,3,7,30,36,24,14,24
"N00002100",147,0,2,3,10,23,26,33,18,32
"N00002101",153,2,2,6,4,30,32,25,25,27
"N00002102",133,1,0,4,6,34,33,20,15,20
"N00002103",267,0,4,6,26,84,67,38,23,19
"N00002104",114,1,4,6,22,44,25,5,3,4
"N00002105",149,0,2,8,24,61,26,14,7,7
"N00002106",118,0,1,3,13,19,30,36,9,7
"N00002107",172,0,2,2,5,54,26,31,28,24
