"Geography_Code","NM_1518_1_0","NM_1518_1_1","NM_1518_1_2","NM_1518_1_3","NM_1518_1_4","NM_1518_1_5","NM_1518_1_6","NM_1518_1_7","NM_1518_1_8","NM_1518_1_9"
"N00001125",123,6,7,8,9,13,13,28,12,27
"N00001126",73,2,1,4,10,5,13,10,8,20
"N00001127",142,3,5,13,18,15,16,27,10,35
"N00001128",53,1,3,4,4,5,7,10,4,15
"N00001129",144,3,9,16,24,18,20,17,9,28
"N00001130",57,3,2,2,4,6,8,5,4,23
"N00001131",572,50,148,72,79,30,43,66,18,66
"N00001132",66,2,4,3,9,9,6,11,5,17
"N00001133",236,10,20,31,23,20,26,48,14,44
"N00001134",106,11,19,12,10,9,5,17,7,16
"N00001135",62,2,7,2,11,10,7,7,3,13
"N00001136",72,4,5,6,10,8,5,6,11,17
"N00001137",64,2,7,6,4,5,8,7,5,20
"N00001138",37,2,2,2,3,5,4,3,4,12
"N00001139",253,12,48,23,46,25,21,27,20,31
"N00001140",103,2,9,7,16,14,16,13,11,15
"N00001141",55,0,5,4,9,8,5,7,5,12
"N00001142",62,1,4,7,4,3,10,9,4,20
"N00001143",29,3,2,6,3,1,4,2,1,7
"N00001144",61,4,6,3,7,3,16,4,3,15
"N00001145",64,2,3,4,7,6,9,10,3,20
"N00001146",76,6,4,2,11,6,13,9,10,15
"N00001147",70,5,7,4,4,7,11,14,3,15
"N00001148",64,0,1,4,11,7,8,9,1,23
"N00001149",108,2,10,9,14,12,11,17,5,28
"N00001150",71,1,2,4,12,6,4,17,2,23
"N00001151",108,3,4,9,19,7,9,22,5,30
"N00001152",77,4,4,2,19,4,11,8,6,19
"N00001153",100,5,6,4,19,10,11,17,5,23
"N00001154",72,1,5,2,14,6,9,15,2,18
"N00001155",325,27,88,33,47,30,24,33,11,32
"N00001156",336,18,23,20,53,34,38,43,21,86
"N00001157",127,8,32,17,13,8,8,25,6,10
"N00001158",118,12,19,14,19,15,9,13,9,8
"N00001159",163,13,30,16,29,18,19,21,10,7
"N00001160",117,4,14,9,23,10,17,17,3,20
"N00001161",116,3,19,13,19,11,12,19,5,15
"N00001162",80,9,15,8,20,3,7,9,2,7
"N00001163",57,4,12,4,11,3,8,7,4,4
"N00001164",162,9,19,21,26,17,11,31,8,20
"N00001165",138,7,15,11,31,13,12,20,8,21
"N00001166",238,14,27,12,50,21,24,33,25,32
"N00001167",137,10,21,9,31,11,19,15,6,15
"N00001168",98,0,13,9,7,10,17,18,10,14
"N00001169",135,4,19,15,27,20,16,13,8,13
"N00001170",129,6,12,10,22,18,18,16,13,14
"N00001171",143,9,23,10,23,17,12,22,8,19
"N00001172",140,9,22,13,22,16,9,24,6,19
"N00001173",126,11,24,6,19,10,12,19,5,20
"N00001174",154,23,71,21,13,6,4,9,4,3
"N00001175",150,20,51,23,16,7,8,18,1,6
"N00001176",118,11,16,9,18,10,11,24,8,11
"N00001177",145,8,31,16,18,17,10,20,10,15
"N00001178",181,13,63,22,24,13,11,18,6,11
"N00001179",169,25,60,20,23,9,14,12,1,5
"N00001180",57,1,15,9,13,3,4,7,2,3
"N00001181",96,7,23,10,18,8,7,11,5,7
"N00001182",185,20,69,22,21,3,16,25,4,5
"N00001183",245,26,79,23,33,20,23,15,7,19
"N00001184",140,14,30,11,23,8,10,19,10,15
"N00001185",128,6,22,8,23,11,14,20,11,13
"N00001186",122,8,27,14,21,11,11,13,8,9
"N00001187",166,18,70,17,20,9,7,14,3,8
"N00001188",268,24,72,42,41,18,27,19,6,19
"N00001189",158,11,32,16,24,17,16,18,5,19
"N00001190",140,11,24,5,25,15,13,22,3,22
"N00001191",107,6,10,11,14,11,13,16,9,17
"N00001192",119,8,21,10,9,16,15,13,7,20
"N00001193",101,8,7,1,18,11,7,16,8,25
"N00001194",129,10,8,7,13,16,9,32,11,23
"N00001195",82,9,17,4,16,6,11,5,7,7
"N00001196",163,11,11,8,31,22,13,27,17,23
"N00001197",121,4,19,8,15,6,19,17,10,23
"N00001198",211,23,64,18,37,20,13,16,11,9
"N00001199",89,10,11,8,15,9,8,9,7,12
"N00001200",181,19,82,14,21,12,11,11,6,5
"N00001201",159,21,54,15,31,9,7,8,2,12
"N00001202",84,6,12,8,8,5,16,7,5,17
"N00001203",116,9,15,12,21,10,10,20,3,16
"N00001204",387,28,55,29,90,39,39,46,17,44
"N00001205",203,8,24,15,40,21,27,27,16,25
"N00001206",84,1,8,11,15,8,8,9,8,16
"N00001207",196,6,25,14,42,32,24,19,13,21
"N00001208",136,9,25,7,29,11,17,14,8,16
"N00001209",105,2,4,8,21,6,16,19,8,21
"N00001210",142,3,13,12,27,13,12,24,11,27
"N00001211",116,3,17,7,25,8,15,17,6,18
"N00001212",130,9,7,11,18,14,18,27,8,18
"N00001213",102,4,6,7,19,13,12,25,2,14
"N00001214",98,5,8,3,22,9,9,22,2,18
"N00001215",101,7,7,11,20,8,7,17,7,17
"N00001216",202,10,14,22,46,22,22,35,9,22
"N00001217",130,5,9,9,21,18,14,16,9,29
"N00001218",128,9,11,14,16,13,20,15,10,20
"N00001219",87,4,6,6,6,9,22,7,8,19
"N00001220",69,3,4,3,5,7,11,16,5,15
"N00001221",74,5,8,3,6,4,19,5,9,15
"N00001222",83,2,2,6,9,8,21,8,7,20
"N00001223",100,3,3,6,11,8,14,16,9,30
"N00001224",106,5,6,10,16,13,10,16,7,23
"N00001225",66,1,7,5,12,6,9,6,5,15
"N00001226",110,2,2,8,15,18,14,15,15,21
"N00001227",77,8,4,3,10,9,11,11,4,17
"N00001228",47,2,2,3,7,3,10,6,3,11
"N00001229",89,5,6,6,16,6,9,18,10,13
"N00001230",126,4,12,11,33,11,9,16,13,17
"N00001231",141,8,18,16,22,12,13,18,10,24
"N00001232",184,13,31,20,24,23,11,27,15,20
"N00001233",196,10,26,22,33,22,19,26,18,20
"N00001234",168,12,29,16,40,14,16,19,9,13
"N00001235",352,13,25,31,74,38,44,50,31,46
"N00001236",138,10,15,15,21,16,16,22,8,15
"N00001237",85,6,6,7,15,8,12,12,7,12
"N00001238",109,6,12,10,19,13,12,15,3,19
"N00001239",132,6,25,10,21,17,12,17,9,15
"N00001240",414,16,40,30,81,38,52,48,47,62
"N00001241",101,4,11,4,23,11,12,14,4,18
"N00001242",101,9,9,6,20,12,10,14,9,12
"N00001243",91,2,10,3,16,6,13,18,5,18
"N00001244",100,7,9,10,13,12,13,12,5,19
"N00001245",104,4,13,8,21,6,14,11,11,16
"N00001246",311,20,28,34,65,37,20,42,26,39
"N00001247",78,3,1,4,13,10,15,12,6,14
"N00001248",223,18,21,30,28,21,25,33,22,25
"N00001249",192,16,21,23,31,20,19,23,18,21
"N00001250",232,18,20,23,48,31,27,29,13,23
"N00001251",122,6,15,7,13,11,17,15,18,20
"N00001252",140,12,18,13,26,18,12,10,12,19
"N00001253",89,3,14,4,13,8,9,13,6,19
"N00001254",139,9,14,14,22,25,10,12,15,18
"N00001255",100,5,6,8,17,15,9,12,12,16
"N00001256",108,6,13,16,24,9,11,6,14,9
"N00001257",81,7,3,7,8,8,14,8,7,19
"N00001258",98,5,5,5,11,9,15,10,11,27
"N00001259",82,1,5,4,3,8,11,18,12,20
"N00001260",119,8,4,8,18,9,24,5,8,35
"N00001261",93,4,1,4,11,13,9,5,15,31
"N00001262",162,9,14,12,29,22,26,26,6,18
"N00001263",147,10,20,20,24,23,13,11,10,16
"N00001264",82,5,13,11,15,7,6,9,3,13
"N00001265",422,31,138,57,52,26,36,35,14,33
"N00001266",46,2,2,2,8,4,7,7,7,7
"N00001267",81,8,3,6,12,7,7,10,9,19
"N00001268",76,2,3,3,10,7,10,8,9,24
"N00001269",285,17,43,32,50,28,29,31,18,37
"N00001270",127,4,16,10,29,8,14,14,6,26
"N00001271",767,44,166,93,121,61,50,84,39,109
"N00001272",105,8,18,7,15,9,8,11,5,24
"N00001273",124,7,15,12,21,12,19,17,4,17
"N00001274",88,6,6,4,14,17,4,18,6,13
"N00001275",89,4,3,6,17,14,11,10,10,14
"N00001276",78,6,6,7,13,3,11,13,5,14
"N00001277",138,13,44,18,24,10,9,6,5,9
"N00001278",148,20,42,15,18,12,12,11,10,8
"N00001279",71,5,2,7,6,9,8,9,11,14
"N00001280",74,6,3,12,10,9,8,9,3,14
"N00001281",153,18,60,22,17,11,4,10,1,10
"N00001282",153,24,52,16,25,5,9,9,7,6
"N00001283",171,22,53,27,24,7,15,9,4,10
"N00001284",197,23,50,22,33,13,16,16,9,15
"N00001285",172,20,30,33,31,15,11,12,7,13
"N00001286",170,10,21,9,35,23,19,19,11,23
"N00001287",136,15,23,20,28,10,9,11,9,11
"N00001288",148,10,21,15,27,20,19,18,5,13
"N00001289",159,13,24,17,28,22,8,22,9,16
"N00001290",156,11,27,14,28,21,12,15,10,18
"N00001291",161,9,23,16,36,18,13,23,13,10
"N00001292",457,41,116,44,93,34,39,32,25,33
"N00001293",190,11,28,18,45,14,13,30,14,17
"N00001294",125,8,19,15,31,4,15,14,11,8
"N00001295",154,7,13,14,31,17,23,22,10,17
"N00001296",93,8,10,8,6,16,10,16,8,11
"N00001297",172,8,25,14,27,19,9,32,14,24
"N00001298",130,8,12,12,12,15,22,18,7,24
"N00001299",118,1,16,5,15,18,19,7,15,22
"N00001300",126,3,24,14,22,21,7,19,9,7
"N00001301",158,8,28,15,25,15,20,20,14,13
"N00001302",181,8,12,10,23,18,33,34,11,32
"N00001303",100,4,7,14,11,9,16,20,4,15
"N00001304",114,3,17,6,19,15,14,18,15,7
"N00001305",126,3,19,8,29,18,10,17,7,15
"N00001306",69,5,6,6,15,5,6,11,5,10
"N00001307",102,7,5,8,17,13,14,15,4,19
"N00001308",197,17,24,19,32,14,27,22,19,23
"N00001309",124,4,11,14,21,8,15,21,10,20
"N00001310",408,19,65,26,58,40,49,59,28,64
"N00001311",69,1,3,4,7,9,14,10,7,14
"N00001312",208,8,25,19,27,20,24,28,16,41
"N00001313",201,14,46,14,28,12,24,17,21,25
"N00001314",145,10,26,10,16,12,24,18,11,18
"N00001315",101,3,14,4,12,10,19,13,11,15
"N00001316",79,3,10,5,8,9,14,12,4,14
"N00001317",128,2,8,8,14,13,21,21,16,25
"N00001318",137,3,19,14,16,18,12,21,14,20
"N00001319",132,8,18,10,30,12,15,12,4,23
"N00001320",122,8,9,16,24,12,17,11,11,14
"N00001321",106,9,12,7,21,17,6,22,5,7
"N00001322",95,6,12,11,18,7,10,15,6,10
"N00001323",122,8,13,11,18,13,11,17,16,15
"N00001324",100,7,21,5,14,10,13,10,6,14
"N00001325",657,91,323,80,59,15,19,31,4,35
"N00001326",160,25,82,16,13,3,3,13,0,5
"N00001327",123,20,61,17,13,3,2,4,1,2
"N00001328",457,70,221,56,39,10,11,26,6,18
"N00001329",134,13,55,20,13,4,7,13,2,7
"N00001330",153,21,69,23,12,7,2,7,4,8
"N00001331",138,10,66,21,12,3,7,7,6,6
"N00001332",129,7,31,25,17,8,11,19,2,9
"N00001333",178,23,86,30,11,3,0,15,4,6
"N00001334",156,15,69,22,20,8,2,11,1,8
"N00001335",146,11,48,32,21,6,3,11,1,13
"N00001336",143,15,87,14,13,4,2,6,2,0
"N00001337",159,18,82,17,17,10,2,6,3,4
"N00001338",127,8,30,13,18,11,11,11,5,20
"N00001339",143,5,25,8,28,12,18,14,11,22
"N00001340",315,23,66,26,40,28,42,30,25,35
"N00001341",152,11,33,4,35,16,13,17,10,13
"N00001342",176,14,41,16,37,6,14,20,14,14
"N00001343",162,10,34,21,28,16,14,22,11,6
"N00001344",178,12,38,15,31,15,21,24,10,12
"N00001345",111,8,28,11,26,5,10,10,8,5
"N00001346",447,35,170,61,57,23,33,32,9,27
"N00001347",292,22,99,28,51,14,22,27,11,18
"N00001348",157,19,51,21,18,11,15,12,4,6
"N00001349",134,9,49,13,15,7,15,11,4,11
"N00001350",224,14,17,7,27,24,20,46,19,50
"N00001351",116,0,8,7,16,16,18,20,7,24
"N00001352",137,9,29,10,27,9,12,12,4,25
"N00001353",71,4,9,5,7,7,14,11,2,12
"N00001354",183,13,17,10,25,15,28,28,11,36
"N00001355",101,4,10,6,18,9,17,13,7,17
"N00001356",81,5,6,7,8,7,2,12,10,24
"N00001357",37,4,2,1,3,2,8,4,5,8
"N00001358",106,7,7,9,13,12,16,18,5,19
"N00001359",112,8,12,8,13,14,14,17,6,20
"N00001360",89,2,12,4,13,2,13,13,7,23
"N00001361",95,3,8,8,6,9,12,21,10,18
"N00001362",88,3,3,5,10,8,11,12,10,26
"N00001363",133,15,19,22,23,16,13,8,6,11
"N00001364",308,22,58,50,45,26,22,32,19,34
"N00001365",224,26,51,25,35,26,10,13,16,22
"N00001366",140,11,38,15,27,13,7,11,7,11
"N00001367",161,10,27,17,19,19,12,19,9,29
"N00001368",139,11,36,21,27,11,10,5,9,9
"N00001369",201,10,43,18,35,29,21,18,10,17
"N00001370",166,11,40,21,31,15,12,15,5,16
"N00001371",166,19,36,20,39,14,10,12,10,6
"N00001372",296,23,65,33,61,20,27,23,15,29
"N00001373",160,13,27,13,31,21,14,11,8,22
"N00001374",151,9,26,14,37,16,15,16,5,13
"N00001375",141,10,28,19,28,8,7,17,9,15
"N00001376",107,3,13,15,24,11,8,7,9,17
"N00001377",140,13,24,15,28,8,18,9,9,16
"N00001378",146,16,26,22,24,9,15,13,10,11
"N00001379",128,11,21,14,20,13,13,17,5,14
"N00001380",202,18,92,24,25,3,13,11,1,15
"N00001381",258,26,117,35,24,9,7,12,8,20
"N00001382",166,10,89,21,15,6,8,7,3,7
"N00001383",136,14,56,20,14,8,9,7,3,5
"N00001384",154,22,42,21,21,13,14,7,7,7
"N00001385",183,16,84,26,18,11,8,8,5,7
"N00001386",306,16,84,44,40,25,23,25,12,37
"N00001387",161,10,45,23,19,7,8,19,10,20
"N00001388",103,5,23,17,14,12,5,10,6,11
"N00001389",110,9,32,17,22,7,2,8,5,8
"N00001390",155,10,51,25,20,15,12,10,4,8
"N00001391",171,24,49,20,32,11,13,9,9,4
"N00001392",152,6,49,12,23,11,15,10,9,17
"N00001393",199,12,81,29,28,8,9,13,4,15
"N00001394",155,11,58,19,23,6,7,10,5,16
"N00001395",135,10,48,9,22,10,11,8,5,12
"N00001396",477,25,172,80,74,24,25,28,15,34
"N00001397",95,7,35,10,12,3,10,7,4,7
"N00001398",140,9,42,22,23,13,8,9,5,9
"N00001399",459,59,245,46,48,11,16,19,5,10
"N00001400",161,20,72,24,12,4,9,6,6,8
"N00001401",516,32,235,72,62,28,27,28,4,28
"N00001402",427,40,191,61,49,17,21,30,5,13
"N00001403",238,21,85,28,32,14,12,19,6,21
"N00001404",335,41,145,37,37,12,12,21,8,22
"N00001405",102,6,26,13,14,7,10,8,3,15
"N00001406",110,4,35,9,10,8,13,12,6,13
"N00001407",146,13,64,21,13,4,14,2,3,12
"N00001408",284,30,137,41,43,9,6,7,4,7
"N00001409",141,8,62,17,18,11,11,6,3,5
"N00001410",144,11,59,24,17,8,10,9,4,2
"N00001411",161,13,64,24,25,7,8,7,5,8
"N00001412",70,5,22,8,10,5,4,8,2,6
"N00001413",148,15,56,21,23,8,9,7,0,9
"N00001414",143,11,54,24,19,9,6,10,1,9
"N00001415",72,4,7,5,8,5,10,13,5,15
"N00001416",547,37,234,69,62,22,29,43,10,41
"N00001417",57,2,7,3,4,6,6,9,6,14
"N00001418",330,22,90,47,45,23,26,29,12,36
"N00001419",112,14,31,13,17,5,10,13,1,8
"N00001420",86,3,12,6,17,11,8,2,5,22
"N00001421",747,56,223,96,83,43,44,76,24,102
"N00001422",66,3,5,2,5,11,11,12,2,15
"N00001423",99,5,12,4,12,15,10,17,6,18
"N00001424",88,6,13,5,7,9,14,6,6,22
"N00001425",95,3,7,8,7,10,11,10,9,30
"N00001426",58,2,4,4,8,6,7,8,3,16
"N00001427",64,1,8,3,7,5,12,3,4,21
"N00001428",114,1,23,10,8,10,6,19,16,21
"N00001429",479,12,123,58,51,33,48,85,10,59
"N00001430",63,0,8,3,9,8,13,6,2,14
"N00001431",106,3,11,5,12,12,17,11,12,23
"N00001432",75,3,5,6,11,4,8,10,6,22
"N00001433",93,5,6,4,15,8,10,16,10,19
"N00001434",96,6,4,6,10,8,18,10,10,24
"N00001435",56,1,8,4,7,3,6,9,7,11
"N00001436",66,3,1,3,5,3,17,10,3,21
"N00001437",51,0,8,2,7,4,6,8,1,15
"N00001438",87,1,7,2,12,15,12,10,12,16
"N00001439",112,7,13,6,15,14,11,15,4,27
"N00001440",67,6,5,5,10,5,7,5,9,15
"N00001441",72,4,6,5,15,3,10,8,10,11
"N00001442",76,4,4,7,7,6,11,9,6,22
"N00001443",46,2,3,4,6,4,5,3,4,15
"N00001444",54,3,4,4,5,10,6,1,2,19
"N00001445",180,30,62,24,24,9,5,13,4,9
"N00001446",130,21,38,27,24,2,4,5,3,6
"N00001447",111,12,33,10,31,7,4,8,1,5
"N00001448",180,25,57,20,38,4,13,8,3,12
"N00001449",163,10,61,34,25,5,11,8,4,5
"N00001450",121,20,38,11,20,4,5,13,4,6
"N00001451",97,11,33,8,15,6,7,7,5,5
"N00001452",136,25,58,12,20,3,2,4,7,5
"N00001453",150,24,63,15,19,6,10,4,2,7
"N00001454",148,26,54,14,30,6,6,7,2,3
"N00001455",119,19,43,13,10,8,7,7,5,7
"N00001456",168,17,76,21,27,8,5,7,2,5
"N00001457",155,19,53,24,24,13,4,5,4,9
"N00001458",160,20,47,31,29,12,6,7,0,8
"N00001459",172,29,60,15,30,6,11,5,3,13
"N00001460",281,33,81,39,31,20,24,26,9,18
"N00001461",148,9,70,19,18,8,11,6,1,6
"N00001462",176,18,88,16,18,5,5,15,2,9
"N00001463",189,35,86,22,22,5,7,4,3,5
"N00001464",182,18,78,20,21,10,9,11,2,13
"N00001465",191,46,90,16,13,6,5,9,2,4
"N00001466",133,12,45,20,12,2,8,20,1,13
"N00001467",577,27,75,41,23,14,24,259,5,109
"N00001468",161,7,37,17,22,5,10,33,5,25
"N00001469",151,7,60,17,8,2,6,25,1,25
"N00001470",223,7,55,17,17,6,8,71,3,39
"N00001471",280,6,39,31,27,12,17,87,2,59
"N00001472",415,57,148,41,25,8,16,67,6,47
"N00001473",299,18,129,42,36,13,10,29,3,19
"N00001474",158,24,76,16,20,7,5,8,0,2
"N00001475",182,20,64,35,27,5,5,18,1,7
"N00001476",159,8,75,19,19,9,8,9,3,9
"N00001477",147,23,60,17,18,6,2,11,1,9
"N00001478",169,17,84,22,17,4,4,13,0,8
"N00001479",177,12,82,21,22,8,9,8,3,12
"N00001480",164,12,21,15,30,9,15,20,10,32
"N00001481",74,2,5,6,14,12,4,13,5,13
"N00001482",154,4,23,15,24,20,12,25,15,16
"N00001483",129,6,46,17,20,8,7,8,7,10
"N00001484",108,12,15,14,15,10,9,9,8,16
"N00001485",151,8,20,13,30,13,10,16,12,29
"N00001486",176,17,27,27,38,17,8,20,10,12
"N00001487",148,7,17,14,28,16,19,11,13,23
"N00001488",150,6,26,17,24,19,8,22,11,17
"N00001489",147,4,13,13,24,14,15,20,13,31
"N00001490",75,4,12,14,6,5,5,11,5,13
"N00001491",89,12,20,7,13,9,5,8,6,9
"N00001492",106,7,12,12,19,13,10,8,8,17
"N00001493",154,12,29,16,17,15,18,13,12,22
"N00001494",117,13,18,7,17,9,11,11,10,21
"N00001495",149,5,25,17,16,17,15,24,12,18
"N00001496",158,7,27,18,34,11,18,12,13,18
"N00001497",134,15,21,14,14,13,19,15,6,17
"N00001498",186,5,19,17,16,22,32,21,11,43
"N00001499",146,10,15,13,19,15,15,18,12,29
"N00001500",114,4,19,14,23,13,6,11,6,18
"N00001501",169,6,11,14,19,20,23,18,12,46
"N00001502",186,9,26,20,27,19,20,20,17,28
"N00001503",79,5,7,6,14,4,6,7,7,23
"N00001504",69,9,5,6,6,3,7,11,3,19
"N00001505",237,11,38,24,28,18,26,24,27,41
"N00001506",104,13,14,5,8,11,12,19,7,15
"N00001507",91,3,6,5,15,5,11,11,9,26
"N00001508",218,13,24,17,21,29,20,34,12,48
"N00001509",136,7,22,19,17,8,12,11,10,30
"N00001510",116,7,14,17,22,10,7,17,9,13
"N00001511",197,4,21,12,23,19,20,28,19,51
"N00001512",146,7,32,21,14,4,11,17,15,25
"N00001513",111,5,15,9,14,9,10,14,11,24
"N00001514",106,16,36,12,9,0,8,14,3,8
"N00001515",149,30,54,16,11,6,8,13,1,10
"N00001516",78,14,23,13,18,2,4,3,0,1
"N00001517",158,26,80,16,19,1,4,3,1,8
"N00001518",222,59,86,19,23,10,6,9,0,10
"N00001519",120,5,23,14,15,11,16,14,4,18
"N00001520",87,8,5,2,3,9,14,7,12,27
"N00001521",88,4,2,8,13,12,14,9,7,19
"N00001522",120,9,30,8,19,10,13,10,7,14
"N00001523",59,0,5,1,9,6,11,3,9,15
"N00001524",74,5,9,5,7,5,13,5,7,18
"N00001525",89,6,14,10,17,12,9,11,3,7
"N00001526",80,6,11,6,13,7,6,9,7,15
"N00001527",104,15,29,10,10,7,7,6,4,16
"N00001528",145,13,62,17,18,10,8,6,2,9
"N00001529",130,10,27,13,23,8,13,8,12,16
"N00001530",191,23,81,29,26,2,9,8,5,8
"N00001531",69,0,9,5,7,6,9,12,3,18
"N00001532",186,11,17,11,27,22,26,21,17,34
"N00001533",205,3,16,14,28,26,25,33,17,43
"N00001534",84,4,7,7,12,7,10,10,7,20
"N00001535",78,2,6,3,10,9,12,13,3,20
"N00001536",141,5,12,6,33,19,12,24,7,23
"N00001537",75,5,0,4,9,13,11,12,3,18
"N00001538",151,8,12,9,31,17,13,24,12,25
"N00001539",90,2,5,11,7,9,14,18,9,15
"N00001540",126,6,8,8,19,7,12,32,9,25
"N00001541",64,2,3,2,7,7,9,12,7,15
"N00001542",78,5,6,5,11,8,4,13,3,23
"N00001543",88,5,3,5,12,8,16,16,4,19
"N00001544",97,3,8,6,8,11,11,20,9,21
"N00001545",136,6,22,13,32,18,6,17,3,19
"N00001546",102,8,11,7,12,6,15,19,4,20
"N00001547",130,10,21,12,19,7,8,26,8,19
"N00001548",83,8,4,10,12,7,8,15,6,13
"N00001549",111,3,12,8,16,16,12,18,3,23
"N00001550",54,0,8,7,7,4,6,6,3,13
"N00001551",132,5,24,15,8,15,18,16,14,17
"N00001552",148,5,16,13,33,12,15,19,10,25
"N00001553",72,7,4,3,8,9,9,9,3,20
"N00001554",110,6,9,15,21,8,9,19,8,15
"N00001555",61,1,3,2,9,9,7,17,5,8
"N00001556",89,3,6,7,19,5,14,14,11,10
"N00001557",54,0,3,1,6,6,3,12,6,17
"N00001558",84,6,18,5,9,11,9,9,6,11
"N00001559",133,8,26,7,23,11,9,21,12,16
"N00001560",110,9,8,11,20,7,11,15,8,21
"N00001561",99,5,18,10,16,7,11,14,8,10
"N00001562",74,3,6,8,12,6,5,19,5,10
"N00001563",33,1,3,5,2,4,2,5,3,8
"N00001564",122,5,16,9,17,11,13,16,13,22
"N00001565",91,0,7,5,13,8,13,12,6,27
"N00001566",102,2,7,2,22,10,13,10,8,28
"N00001567",80,3,7,5,13,4,10,11,5,22
"N00001568",105,3,12,7,26,7,6,20,8,16
"N00001569",115,4,14,8,26,12,13,11,6,21
"N00001570",228,9,15,12,48,20,24,41,11,48
"N00001571",97,1,8,5,16,9,12,20,7,19
"N00001572",86,5,2,7,11,7,12,15,3,24
"N00001573",93,2,10,10,8,10,17,12,3,21
"N00001574",80,3,6,5,15,6,13,13,7,12
"N00001575",85,3,5,4,11,9,16,11,4,22
"N00001576",132,7,10,4,16,9,15,31,6,34
"N00001577",95,1,4,4,17,10,14,13,10,22
"N00001578",89,2,6,5,15,9,14,11,9,18
"N00001579",179,7,59,17,26,8,8,35,2,17
"N00001580",185,18,93,24,15,4,10,16,0,5
"N00001581",125,18,61,12,11,8,4,5,3,3
"N00001582",151,15,66,16,22,2,1,17,0,12
"N00001583",164,10,37,23,34,7,5,28,1,19
"N00001584",95,10,25,12,15,4,3,13,4,9
"N00001585",238,14,40,24,18,13,11,63,5,50
"N00001586",122,5,54,10,8,6,5,25,2,7
"N00001587",211,9,72,23,28,7,11,37,3,21
"N00001588",166,12,38,17,20,9,4,36,3,27
"N00001589",165,11,55,14,20,8,10,26,2,19
"N00001590",235,7,73,29,25,7,13,39,4,38
"N00001591",164,9,36,21,17,4,5,42,1,29
"N00001592",133,0,40,13,14,6,9,18,1,32
"N00001593",296,9,79,34,26,9,18,74,5,42
"N00001594",163,3,35,32,13,4,12,36,9,19
"N00001595",146,8,27,12,12,6,14,45,1,21
"N00001596",176,2,35,14,14,6,14,64,3,24
"N00001597",132,7,31,17,11,6,10,29,1,20
"N00001598",217,5,32,23,21,12,19,67,1,37
"N00001599",214,8,41,14,19,5,6,82,2,37
"N00001600",170,12,28,14,21,9,17,45,4,20
"N00001601",159,5,54,11,18,8,9,36,2,16
"N00001602",176,8,43,20,23,11,14,32,4,21
"N00001603",139,2,24,13,13,11,12,40,2,22
"N00001604",147,2,27,10,13,16,13,17,11,38
"N00001605",136,9,14,11,25,13,15,15,11,23
"N00001606",110,11,29,13,13,10,7,11,1,15
"N00001607",121,5,19,16,24,13,8,8,8,20
"N00001608",112,10,29,6,8,11,6,19,6,17
"N00001609",124,9,19,22,27,8,12,3,5,19
"N00001610",118,8,41,17,18,7,6,10,2,9
"N00001611",95,7,7,6,9,12,11,16,2,25
"N00001612",76,1,5,5,14,10,11,11,6,13
"N00001613",293,14,48,24,34,36,34,31,21,51
"N00001614",102,3,12,11,14,13,15,17,4,13
"N00001615",119,11,21,9,18,15,14,10,3,18
"N00001616",119,8,17,9,15,17,12,14,8,19
"N00001617",168,14,38,16,30,8,8,19,5,30
"N00001618",104,5,15,11,18,7,14,8,9,17
"N00001619",110,4,11,4,17,15,10,9,7,33
"N00001620",147,4,16,16,25,16,15,13,6,36
"N00001621",102,8,13,11,11,12,6,17,6,18
"N00001622",112,6,18,13,19,10,11,9,4,22
"N00001623",74,7,5,6,16,4,11,7,9,9
"N00001624",49,0,0,3,13,4,5,6,3,15
"N00001625",85,6,7,10,19,8,5,12,7,11
"N00001626",90,4,4,8,14,8,14,12,12,14
"N00001627",52,0,4,5,7,4,5,12,5,10
"N00001628",79,4,4,8,14,8,8,12,4,17
"N00001629",97,2,8,10,12,9,12,15,10,19
"N00001630",65,4,1,4,9,7,8,8,5,19
"N00001631",79,1,1,4,11,6,15,15,9,17
"N00001632",76,2,6,4,6,4,12,13,9,20
"N00001633",64,7,3,3,6,12,11,6,3,13
"N00001634",68,0,4,7,9,8,7,3,8,22
"N00001635",95,6,6,6,17,11,13,13,6,17
"N00001636",59,3,4,6,4,3,12,8,6,13
"N00001637",70,3,2,4,6,3,9,11,7,25
"N00001638",76,3,3,2,8,7,9,7,10,27
"N00001639",53,1,6,0,4,6,9,8,4,15
"N00001640",55,2,2,5,11,4,5,7,4,15
"N00001641",93,6,8,9,12,14,6,11,11,16
"N00001642",125,26,37,22,13,7,5,2,7,6
"N00001643",248,14,46,44,42,28,21,24,17,12
"N00001644",161,13,28,18,29,21,12,18,14,8
"N00001645",96,6,7,3,16,19,13,12,7,13
"N00001646",125,9,31,15,12,13,17,13,8,7
"N00001647",124,6,24,11,31,7,10,7,12,16
"N00001648",151,14,15,17,31,20,19,13,14,8
"N00001649",235,24,59,30,47,19,12,22,8,14
"N00001650",158,6,18,23,32,15,15,14,18,17
"N00001651",202,16,35,25,47,27,22,17,8,5
"N00001652",198,27,38,21,37,21,19,16,10,9
"N00001653",249,31,38,28,45,19,25,20,18,25
"N00001654",206,15,22,12,48,27,21,25,17,19
"N00001655",199,12,40,16,41,35,20,13,8,14
"N00001656",83,9,9,10,15,8,7,11,8,6
"N00001657",111,11,30,7,22,12,11,5,9,4
"N00001658",66,8,9,8,12,9,7,5,4,4
