"Geography_Code","NM_1531_1_0","NM_1531_1_1","NM_1531_1_10","NM_1531_1_100","NM_1531_1_101","NM_1531_1_11","NM_1531_1_12","NM_1531_1_13","NM_1531_1_14","NM_1531_1_15","NM_1531_1_16","NM_1531_1_17","NM_1531_1_18","NM_1531_1_19","NM_1531_1_2","NM_1531_1_20","NM_1531_1_21","NM_1531_1_22","NM_1531_1_23","NM_1531_1_24","NM_1531_1_25","NM_1531_1_26","NM_1531_1_27","NM_1531_1_28","NM_1531_1_29","NM_1531_1_3","NM_1531_1_30","NM_1531_1_31","NM_1531_1_32","NM_1531_1_33","NM_1531_1_34","NM_1531_1_35","NM_1531_1_36","NM_1531_1_37","NM_1531_1_38","NM_1531_1_39","NM_1531_1_4","NM_1531_1_40","NM_1531_1_41","NM_1531_1_42","NM_1531_1_43","NM_1531_1_44","NM_1531_1_45","NM_1531_1_46","NM_1531_1_47","NM_1531_1_48","NM_1531_1_49","NM_1531_1_5","NM_1531_1_50","NM_1531_1_51","NM_1531_1_52","NM_1531_1_53","NM_1531_1_54","NM_1531_1_55","NM_1531_1_56","NM_1531_1_57","NM_1531_1_58","NM_1531_1_59","NM_1531_1_6","NM_1531_1_60","NM_1531_1_61","NM_1531_1_62","NM_1531_1_63","NM_1531_1_64","NM_1531_1_65","NM_1531_1_66","NM_1531_1_67","NM_1531_1_68","NM_1531_1_69","NM_1531_1_7","NM_1531_1_70","NM_1531_1_71","NM_1531_1_72","NM_1531_1_73","NM_1531_1_74","NM_1531_1_75","NM_1531_1_76","NM_1531_1_77","NM_1531_1_78","NM_1531_1_79","NM_1531_1_8","NM_1531_1_80","NM_1531_1_81","NM_1531_1_82","NM_1531_1_83","NM_1531_1_84","NM_1531_1_85","NM_1531_1_86","NM_1531_1_87","NM_1531_1_88","NM_1531_1_89","NM_1531_1_9","NM_1531_1_90","NM_1531_1_91","NM_1531_1_92","NM_1531_1_93","NM_1531_1_94","NM_1531_1_95","NM_1531_1_96","NM_1531_1_97","NM_1531_1_98","NM_1531_1_99"
"N00001858",232,1,2,0,0,2,2,3,3,1,1,1,2,4,3,2,5,1,0,6,1,0,0,3,2,4,0,2,1,0,5,3,0,4,4,6,3,8,2,3,3,3,8,4,3,6,5,2,2,5,2,5,1,0,2,3,2,3,3,5,5,2,2,3,1,3,1,1,2,3,3,4,3,2,3,4,4,3,5,0,2,2,1,3,2,2,0,1,0,2,0,3,1,1,1,0,0,0,0,0,0,0
"N00001859",266,6,0,0,0,3,3,2,5,4,2,2,7,4,5,0,2,2,4,2,4,3,3,5,5,4,6,4,5,3,6,6,1,3,7,3,3,2,5,3,2,9,4,2,4,2,5,1,4,6,5,2,3,1,0,5,6,4,0,2,2,2,6,1,2,4,2,2,4,2,2,2,2,1,1,3,5,2,2,1,1,2,3,4,2,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"N00001860",210,2,1,0,0,2,3,2,0,4,1,5,1,4,2,0,0,4,2,1,1,2,2,6,3,4,0,4,1,3,4,0,4,3,2,1,3,3,3,3,3,4,4,1,4,2,3,4,3,3,1,4,2,2,4,2,2,3,1,0,2,4,3,5,1,1,1,4,4,2,2,1,3,4,3,1,0,4,1,4,1,3,5,4,1,0,2,2,0,0,2,1,0,0,0,1,0,0,0,0,0,0
"N00001861",271,5,4,0,0,8,6,4,5,3,4,5,3,3,9,4,4,1,0,2,1,3,6,6,3,3,4,4,3,1,5,3,8,5,3,6,6,6,3,4,8,6,3,4,4,3,2,7,1,2,2,5,3,1,4,0,1,2,3,1,3,1,2,3,1,3,7,2,3,3,4,3,0,1,1,3,0,1,0,2,4,3,0,0,1,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"N00001862",387,7,4,0,0,7,7,5,4,4,6,5,9,6,7,3,6,5,2,5,4,3,3,5,3,9,2,6,6,9,3,7,6,4,5,9,3,9,4,6,8,12,3,3,3,7,7,6,4,5,2,5,2,4,7,3,3,4,1,3,7,3,3,5,1,0,5,5,4,3,2,1,1,4,2,0,3,0,5,6,11,3,2,2,4,1,3,1,1,3,1,2,1,1,0,0,0,1,0,0,0,0
"N00001863",272,1,1,0,0,1,1,1,6,0,1,2,2,0,5,1,1,2,0,3,2,0,3,2,4,4,2,2,5,0,4,2,5,1,4,3,3,2,6,8,1,3,4,3,4,8,3,6,3,5,1,1,5,0,2,2,2,1,5,4,5,5,2,4,3,8,2,4,4,3,4,5,4,2,10,3,6,1,5,4,3,4,4,1,0,4,3,1,1,2,1,5,1,2,0,2,1,0,0,0,0,0
"N00001864",364,2,4,0,0,7,3,6,4,5,8,4,5,8,4,3,4,4,5,3,3,3,2,3,1,3,1,2,1,1,7,3,2,4,4,3,4,2,6,7,6,9,9,4,5,5,5,7,10,5,3,4,4,3,5,6,3,4,2,2,6,2,9,2,5,2,7,2,4,2,3,7,3,3,4,9,3,5,9,2,5,8,0,3,7,1,0,1,1,1,0,4,0,1,1,0,0,0,0,0,0,0
"N00001865",541,8,2,0,0,4,2,6,4,5,4,6,7,6,8,3,2,1,10,3,4,3,7,0,8,7,8,8,2,5,5,4,13,3,4,6,4,6,7,3,9,10,4,3,4,9,2,8,10,10,15,9,6,1,6,4,10,3,4,5,2,10,7,6,5,8,5,7,7,4,6,12,11,7,8,13,12,12,5,10,4,11,8,9,3,9,4,2,1,2,0,2,3,1,1,1,1,2,0,0,0,0
"N00001866",252,2,0,0,0,2,1,1,1,5,3,1,1,0,5,3,1,3,0,1,2,2,3,4,3,3,6,5,5,3,4,8,3,5,1,4,1,4,3,7,4,2,3,2,5,1,2,3,6,3,3,3,7,0,4,0,2,1,3,1,4,2,4,4,4,0,4,3,4,2,4,2,2,3,3,7,4,6,2,4,3,5,1,6,3,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
"N00001867",359,6,2,0,0,5,3,7,4,5,1,4,2,4,4,1,4,3,4,3,3,3,5,1,5,8,6,6,4,3,6,8,5,3,8,5,2,4,7,6,7,6,7,4,5,8,8,9,5,3,8,6,7,4,7,5,6,5,2,1,5,7,1,2,3,1,1,5,6,5,5,6,5,4,4,5,3,0,1,2,4,0,0,4,1,0,1,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0
"N00001868",372,2,6,0,0,2,4,6,6,0,6,8,9,8,0,10,4,10,1,11,1,6,1,3,0,6,4,1,3,1,4,5,1,0,7,6,1,3,1,0,5,5,10,6,8,6,14,3,6,6,11,5,7,3,8,6,4,6,6,3,3,4,3,5,5,3,3,7,1,2,4,6,6,3,3,6,6,7,4,3,2,2,1,0,0,0,0,2,0,0,1,5,0,0,0,0,0,0,0,0,0,0
"N00001869",350,4,4,0,0,4,3,3,5,6,3,5,6,3,3,1,6,1,5,3,8,2,4,1,4,2,3,0,3,2,3,5,3,4,5,6,2,4,4,8,0,3,5,5,11,4,3,5,9,4,6,4,1,2,5,5,5,5,2,4,3,3,1,8,1,2,3,2,3,6,3,1,6,5,4,9,6,1,3,7,2,3,3,4,5,1,4,1,4,4,4,2,2,1,1,3,0,1,0,1,1,0
"N00001870",323,3,9,0,0,6,3,7,6,4,3,3,1,2,5,3,2,3,3,4,5,0,4,3,6,3,1,4,3,5,5,5,2,4,4,3,3,2,3,10,6,7,8,12,6,4,4,5,9,7,4,3,2,4,3,4,2,4,3,1,1,3,2,4,4,1,3,1,2,6,1,3,2,5,3,8,2,6,4,2,2,1,4,1,3,0,2,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0
"N00001871",355,4,3,0,0,2,6,3,5,7,3,3,8,10,3,3,6,4,1,4,7,3,6,7,5,10,3,7,2,5,4,11,11,3,4,6,7,8,9,5,6,10,9,12,12,6,10,2,5,8,8,5,4,2,4,6,2,4,6,1,1,0,2,3,2,0,0,2,2,4,0,2,1,1,2,1,0,1,1,1,3,1,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0
"N00001872",256,4,5,0,0,5,4,4,1,4,2,3,0,9,2,6,2,3,1,4,1,1,5,4,2,2,2,3,2,2,4,0,5,6,3,1,1,3,2,8,6,4,2,5,5,6,5,3,6,4,1,4,5,8,0,3,0,3,3,0,0,2,1,1,3,3,2,2,1,4,0,4,1,2,4,1,2,1,5,5,3,2,4,1,3,0,2,1,0,0,2,4,0,0,0,0,0,0,0,0,1,0
"N00001873",806,18,10,0,0,10,10,13,6,11,12,16,9,8,20,8,6,6,4,7,11,2,8,14,13,24,11,22,22,26,18,23,19,13,17,16,14,21,12,12,15,16,17,20,18,11,11,17,9,14,11,8,5,10,8,9,7,6,14,5,6,3,0,2,4,1,3,4,3,15,1,0,0,3,3,1,1,1,1,1,13,0,1,2,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0
"N00001874",376,5,4,0,0,7,5,4,5,5,5,4,3,12,5,4,4,5,5,4,4,2,3,3,5,10,2,4,1,6,4,4,6,3,7,7,2,3,9,4,7,2,7,10,8,8,9,4,6,2,6,12,6,2,9,5,9,6,6,3,6,2,4,4,3,1,6,1,6,2,1,4,4,0,4,1,0,0,3,1,5,0,2,4,1,1,0,1,0,1,0,5,1,0,0,0,0,0,0,0,0,0
"N00001875",291,0,1,0,0,2,4,1,3,2,3,0,2,5,3,3,1,4,3,1,1,3,4,3,1,4,2,0,2,1,3,3,1,1,8,7,2,5,5,2,3,0,5,3,5,3,4,3,2,5,4,5,2,1,3,2,6,3,2,2,4,1,4,9,4,6,6,5,8,2,4,8,2,7,1,4,4,4,3,5,4,4,4,5,8,1,2,1,2,0,0,4,2,2,2,0,0,0,0,0,0,0
"N00001876",332,12,3,0,0,3,3,4,4,7,4,2,6,3,5,2,4,1,0,3,2,4,1,2,3,4,6,7,7,6,6,1,5,9,4,2,3,9,0,5,7,3,5,7,3,6,7,4,6,7,2,5,3,4,1,3,1,5,3,3,0,6,2,4,7,5,2,3,3,5,4,3,1,5,5,3,8,4,3,2,5,2,3,2,2,1,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0
"N00001877",282,2,1,0,0,1,1,3,2,2,2,2,6,1,3,1,5,2,3,3,2,1,4,2,0,0,4,1,4,4,2,3,2,3,4,1,3,2,4,2,2,2,3,3,2,1,6,2,3,5,6,4,3,6,8,2,4,4,1,1,3,6,2,2,4,4,3,7,7,3,6,1,4,4,2,4,3,3,3,7,4,4,8,5,7,4,5,2,1,1,2,0,3,0,2,0,0,0,0,0,0,0
"N00001878",307,2,4,0,1,1,2,4,4,3,5,4,4,7,2,1,4,2,4,2,2,1,3,0,2,0,2,2,1,3,3,2,2,4,1,5,2,1,4,3,3,5,12,5,6,4,2,0,3,8,1,2,3,5,2,3,3,5,5,9,9,7,6,8,4,5,6,7,9,3,6,5,6,2,2,5,3,5,1,5,1,3,1,3,1,1,0,0,1,1,2,2,1,0,0,0,0,0,1,0,0,0
"N00001879",352,3,8,0,0,3,3,6,9,4,6,2,4,1,3,3,3,1,1,1,3,2,1,5,3,8,1,3,3,5,7,8,5,2,9,4,5,9,4,10,6,2,13,2,4,3,7,8,1,4,1,4,2,1,7,5,4,7,3,1,6,4,3,6,3,2,4,5,4,8,4,2,3,2,5,4,5,4,3,7,3,3,2,1,3,1,3,0,0,1,0,6,0,1,0,0,0,0,0,1,0,0
"N00001880",313,3,0,0,0,2,4,5,2,1,5,2,3,8,3,3,2,4,6,6,4,1,5,4,5,6,5,4,4,6,1,3,2,5,4,4,2,2,4,4,4,3,6,5,4,7,2,3,7,5,7,3,14,7,6,4,7,6,4,2,6,3,1,5,9,3,1,2,2,0,1,2,2,2,1,3,1,1,3,1,2,1,4,2,3,1,5,1,0,1,0,2,1,0,0,0,1,0,0,0,0,0
"N00001881",979,11,16,0,0,8,9,10,11,11,9,14,14,7,8,18,13,12,15,10,10,15,12,9,10,7,8,19,5,13,10,12,12,18,14,21,13,10,17,13,12,18,16,14,15,9,7,9,15,19,14,12,15,11,8,7,8,7,19,11,10,9,15,10,12,9,4,10,7,11,12,6,12,9,6,7,8,8,9,8,22,6,13,8,6,12,4,5,2,5,5,11,4,1,0,3,0,0,0,0,0,0
"N00001882",281,4,2,0,0,7,2,4,1,3,1,3,0,4,4,3,1,3,1,2,5,5,6,2,2,4,5,3,2,3,4,4,0,3,4,1,4,6,5,2,4,5,0,3,1,1,1,4,2,7,8,3,3,3,3,10,4,6,4,0,2,1,1,1,5,3,2,4,6,2,4,3,6,2,1,6,3,0,4,2,1,3,3,5,1,2,4,3,1,1,3,5,2,2,0,0,0,0,0,0,0,0
"N00001883",292,3,1,0,0,4,7,2,4,6,1,5,2,3,4,6,4,5,5,3,3,8,9,5,2,4,4,1,5,4,7,3,7,5,3,4,5,2,4,5,4,5,5,8,2,3,1,3,2,1,4,2,3,1,4,3,3,4,4,5,4,4,5,4,3,3,3,0,0,3,4,0,2,4,1,2,4,3,0,2,3,3,0,1,2,0,0,0,1,0,1,8,0,0,0,0,0,0,0,0,0,0
"N00001884",261,1,1,0,0,1,1,3,1,5,8,3,1,3,3,3,3,2,2,1,2,0,3,0,1,1,1,4,1,3,4,3,3,4,4,5,4,3,3,5,4,2,2,7,2,2,2,1,6,6,2,2,0,1,5,3,5,0,1,0,0,4,3,2,6,2,3,4,3,0,3,3,3,2,1,5,2,3,4,8,3,4,2,6,3,3,2,8,6,5,0,1,2,3,2,0,1,0,0,0,0,0
"N00001885",229,4,2,0,0,1,4,3,2,3,3,1,3,3,1,4,0,1,1,2,3,1,0,5,5,2,5,6,2,5,4,2,1,5,5,2,3,0,2,1,1,1,0,2,4,5,5,1,3,7,3,1,1,2,4,1,1,2,3,3,4,2,2,1,3,0,5,1,2,3,0,2,1,1,1,3,3,1,2,1,4,2,3,4,2,5,4,5,4,1,1,6,1,0,2,0,0,0,0,0,0,0
"N00001886",232,3,1,0,0,2,2,1,1,2,0,5,4,3,1,2,5,2,1,1,1,3,1,3,4,2,4,4,1,1,2,0,3,0,4,0,1,3,3,2,7,6,6,9,4,3,3,0,6,2,4,6,4,3,2,2,1,2,2,4,3,5,2,2,0,3,0,1,0,4,0,8,3,2,1,1,3,6,2,3,1,4,3,5,0,2,0,3,4,3,0,2,0,0,2,0,0,0,0,0,0,0
"N00001887",289,8,2,0,0,7,2,3,4,2,3,1,2,6,3,3,2,4,9,11,3,6,7,1,4,4,8,5,4,1,5,3,0,5,4,5,3,1,3,7,4,8,8,5,7,5,4,6,3,5,2,4,3,0,1,2,3,2,7,4,3,2,1,4,1,2,3,1,3,4,0,3,1,1,0,0,1,3,4,1,1,0,1,2,1,1,2,2,1,0,0,3,1,1,0,0,0,0,1,0,0,0
"N00001888",287,2,1,0,0,1,5,2,2,6,7,6,0,3,1,2,4,3,0,3,0,1,4,2,3,0,2,2,4,1,1,2,1,2,3,5,1,3,2,3,3,1,3,3,5,5,6,4,7,4,6,4,5,4,6,3,3,5,2,3,2,6,7,2,3,5,10,2,7,1,6,2,6,4,5,9,3,5,0,2,0,4,3,1,4,5,1,4,2,1,0,2,0,1,0,0,0,0,0,0,0,0
"N00001889",231,5,4,0,0,2,2,3,3,1,4,5,4,2,1,3,3,6,3,2,1,6,4,4,1,1,3,4,3,2,3,5,4,1,1,2,4,1,2,5,3,1,4,8,4,3,5,2,7,3,2,5,4,3,7,3,1,2,4,2,2,1,3,2,2,2,1,1,0,2,2,0,1,3,1,0,1,2,0,0,3,0,3,4,0,1,2,3,0,0,0,3,1,1,1,0,0,0,0,0,0,0
"N00001890",555,6,6,0,0,5,5,5,6,10,7,7,5,9,1,6,4,3,6,5,7,6,6,5,9,10,7,6,10,9,6,5,8,6,8,5,3,7,10,6,12,15,12,6,10,7,6,1,9,9,12,10,9,6,8,5,11,7,6,5,5,5,5,3,11,3,4,4,2,4,5,9,3,3,11,5,4,6,0,2,1,6,7,4,6,7,4,5,5,2,2,5,0,3,0,1,1,1,0,0,0,0
"N00001891",390,4,6,0,0,4,4,9,7,8,9,7,6,3,1,2,4,4,5,4,4,3,1,4,1,0,4,5,0,3,2,6,4,0,4,3,4,4,3,7,5,11,12,8,16,7,9,1,5,5,4,7,11,8,11,6,6,3,4,3,4,2,3,4,6,4,3,7,4,2,4,2,2,2,5,2,8,2,6,2,3,1,2,4,2,2,0,1,1,2,0,7,0,0,0,0,0,0,0,0,0,0
"N00001892",280,4,1,0,0,2,4,2,1,6,1,4,2,0,0,5,2,1,3,4,3,2,4,2,2,5,1,5,5,3,5,2,5,1,3,6,3,4,3,3,4,2,5,6,6,3,0,5,2,5,4,3,5,3,0,3,1,0,1,1,4,3,3,6,2,0,4,2,1,3,4,3,3,4,5,2,3,3,4,3,1,3,8,4,1,6,8,4,3,2,2,2,1,2,2,0,0,0,0,1,0,0
"N00001893",270,7,3,0,0,4,4,4,3,3,2,2,4,2,4,3,3,1,2,2,6,2,1,5,4,5,2,3,9,3,3,2,6,5,7,4,5,4,2,2,3,5,3,3,4,2,4,4,4,1,3,4,3,4,7,1,1,3,5,3,1,0,1,2,2,7,3,5,5,2,3,3,0,1,3,0,3,2,1,2,7,2,6,2,2,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"N00001894",320,2,4,0,0,2,2,2,2,6,3,3,2,7,4,6,6,2,3,4,4,2,3,2,3,2,2,3,2,1,3,1,2,4,3,7,4,6,6,4,2,5,5,4,5,9,4,2,7,2,3,1,2,2,6,2,2,0,1,4,2,1,5,2,2,7,5,7,5,4,5,3,9,7,3,3,6,5,2,1,5,3,1,4,3,3,5,1,3,5,1,2,3,1,1,0,2,0,1,0,0,0
"N00001895",342,2,1,0,0,3,4,6,3,5,4,7,7,3,7,5,2,1,4,3,5,3,2,5,4,1,4,0,6,5,10,4,3,4,9,5,2,5,2,3,6,6,10,8,3,3,4,3,4,4,2,3,5,1,3,0,2,5,8,1,2,4,5,2,2,5,7,7,3,3,5,6,3,4,6,0,4,5,4,5,4,4,2,2,5,2,3,2,1,1,1,1,0,1,0,0,1,0,0,0,0,0
"N00001896",546,3,5,0,0,2,9,6,10,7,7,3,4,4,8,6,4,4,7,5,4,5,13,12,10,3,11,12,6,7,12,7,9,7,8,6,5,5,8,7,10,4,8,10,4,3,11,4,9,4,5,7,4,5,5,3,6,3,9,2,9,4,9,6,6,9,5,6,11,6,5,6,9,3,7,6,6,5,5,6,3,8,2,2,5,3,3,4,3,4,4,2,3,1,0,1,0,1,1,0,0,0
"N00001897",283,3,3,0,0,3,2,4,4,4,4,6,1,7,1,5,7,5,7,7,5,3,3,2,2,3,1,1,3,2,4,3,2,5,6,4,4,2,6,6,5,3,6,3,4,4,8,3,4,0,3,7,4,6,5,1,0,2,3,4,3,2,2,3,5,3,3,0,1,3,3,1,2,1,0,3,2,3,2,4,0,1,2,4,1,2,1,2,4,0,0,2,1,0,1,0,0,0,1,0,0,0
"N00001898",279,5,2,0,0,1,3,1,3,3,2,3,7,5,3,2,1,3,2,4,5,8,0,2,7,6,1,4,4,4,1,11,3,4,5,6,2,2,4,5,1,2,2,3,6,3,5,6,2,9,1,4,1,4,5,2,3,4,4,2,2,4,4,0,5,4,3,3,3,5,2,3,3,5,2,3,1,2,1,3,4,4,0,2,2,0,1,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0
"N00001899",186,1,2,0,0,0,1,1,1,2,1,3,2,3,1,3,2,6,0,1,4,3,4,1,3,0,3,2,4,1,2,3,3,3,6,5,0,2,5,5,3,4,0,4,3,4,3,0,3,3,1,2,3,4,0,0,3,3,0,1,3,1,1,3,3,2,2,3,1,1,4,2,1,0,1,2,4,1,0,1,0,1,3,1,3,1,3,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0
