"Geography_Code","NM_1544_1_0","NM_1544_1_1","NM_1544_1_10","NM_1544_1_11","NM_1544_1_12","NM_1544_1_13","NM_1544_1_14","NM_1544_1_15","NM_1544_1_16","NM_1544_1_17","NM_1544_1_18","NM_1544_1_19","NM_1544_1_2","NM_1544_1_20","NM_1544_1_21","NM_1544_1_22","NM_1544_1_23","NM_1544_1_24","NM_1544_1_25","NM_1544_1_26","NM_1544_1_27","NM_1544_1_28","NM_1544_1_29","NM_1544_1_3","NM_1544_1_30","NM_1544_1_31","NM_1544_1_32","NM_1544_1_33","NM_1544_1_34","NM_1544_1_35","NM_1544_1_36","NM_1544_1_37","NM_1544_1_38","NM_1544_1_39","NM_1544_1_4","NM_1544_1_40","NM_1544_1_41","NM_1544_1_42","NM_1544_1_43","NM_1544_1_44","NM_1544_1_45","NM_1544_1_46","NM_1544_1_47","NM_1544_1_48","NM_1544_1_49","NM_1544_1_5","NM_1544_1_50","NM_1544_1_51","NM_1544_1_52","NM_1544_1_53","NM_1544_1_54","NM_1544_1_55","NM_1544_1_6","NM_1544_1_7","NM_1544_1_8","NM_1544_1_9"
"N00000456",322,321,5,5,1,0,0,1,3,0,0,0,309,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,285,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,1,0,0,7
"N00000457",347,345,8,6,0,3,1,0,2,2,0,2,331,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,311,0,0,0,1,0,1,1,1,0,0,4,0,0,0,0,0,0,4,0,0,6
"N00000458",366,361,1,1,0,0,0,0,1,0,0,0,355,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,1,0,336,0,0,1,0,0,2,2,0,2,0,2,0,0,2,1,1,0,1,0,1,4
"N00000459",690,685,38,35,2,9,15,0,9,3,0,3,641,1,0,0,0,0,1,0,1,0,0,17,1,0,0,0,0,0,0,0,0,0,616,0,0,0,1,0,2,2,0,1,1,8,0,0,1,1,0,0,0,0,0,6
"N00000460",359,354,47,46,2,15,25,0,4,1,0,1,304,4,1,0,0,0,3,0,0,3,0,11,1,0,0,0,0,0,0,0,0,0,289,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,3
"N00000461",421,417,3,3,0,0,3,0,0,0,0,0,408,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,383,0,0,0,0,0,3,2,0,1,1,4,0,1,1,1,0,0,1,0,0,6
"N00000462",232,231,18,18,1,7,6,0,4,0,0,0,211,0,0,0,0,0,0,0,0,0,0,11,1,1,0,1,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,2
"N00000463",777,766,46,41,1,2,23,9,6,5,1,4,703,1,1,0,0,0,0,0,0,0,0,40,4,0,0,0,4,2,2,0,0,0,657,0,0,0,0,0,4,4,0,2,2,5,0,0,2,1,1,0,1,0,0,17
"N00000464",436,435,3,3,0,0,0,0,3,0,0,0,422,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,1,0,1,0,0,0,400,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,10
"N00000465",305,303,7,7,0,0,7,0,0,0,0,0,293,1,0,1,0,1,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,270,0,0,0,0,0,1,1,0,1,0,8,0,0,0,0,0,0,0,0,0,3
"N00000466",375,372,4,3,0,1,0,2,0,1,0,1,366,3,0,0,0,0,3,1,0,0,2,12,0,0,0,0,0,0,0,0,0,0,352,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
"N00000467",290,287,1,0,0,0,0,0,0,1,0,1,283,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,2,2,0,0,0,0,271,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0,0,0,0,3
"N00000468",302,299,7,7,0,0,1,0,6,0,0,0,288,1,0,0,0,0,1,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,264,0,0,0,0,0,2,2,0,0,2,6,0,0,0,0,0,0,0,0,0,4
"N00000469",440,440,0,0,0,0,0,0,0,0,0,0,434,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,403,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6
"N00000470",286,284,34,32,3,16,3,0,10,2,0,2,242,0,0,0,0,0,0,0,0,0,0,17,2,0,0,0,0,0,0,0,0,0,225,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"N00000471",286,276,19,19,0,9,0,0,10,0,0,0,255,1,0,0,0,0,1,0,0,1,0,10,6,0,0,0,4,4,0,0,0,0,242,0,0,0,2,0,2,0,0,0,0,2,0,2,1,0,1,0,1,0,0,2
"N00000472",222,215,27,26,2,11,8,0,5,1,0,1,185,0,0,0,0,0,0,0,0,0,0,13,2,0,0,0,2,2,0,0,0,0,170,0,0,0,0,0,5,4,0,2,2,2,0,1,0,0,0,0,0,0,0,3
"N00000473",202,202,18,18,0,8,9,0,1,0,0,0,178,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6
"N00000474",250,235,19,17,1,7,6,0,3,2,0,2,197,2,2,0,0,0,0,0,0,0,0,11,12,0,0,0,10,1,9,0,0,0,184,0,0,0,2,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,19
"N00000475",238,231,25,25,3,9,5,0,8,0,0,0,203,1,1,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,0,0,188,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3
"N00000476",256,254,16,15,1,4,2,0,8,1,0,1,233,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,223,0,0,0,0,1,0,0,0,0,0,2,0,0,1,1,0,0,1,0,0,5
"N00000477",721,706,17,17,3,4,4,5,1,0,0,0,682,4,0,0,0,0,4,1,2,0,1,28,8,0,0,0,1,0,1,0,6,0,648,5,1,0,1,0,1,0,0,0,0,6,0,1,2,2,0,0,0,0,0,7
"N00000478",294,285,39,39,0,1,14,7,17,0,0,0,240,1,0,0,0,0,1,0,0,0,1,7,6,0,0,0,0,0,0,0,4,0,229,4,0,0,2,0,2,2,1,1,0,3,0,0,0,0,0,0,1,0,1,5
"N00000479",280,273,2,2,0,0,2,0,0,0,0,0,267,0,0,0,0,0,0,0,0,0,0,11,7,2,2,0,5,1,0,4,0,0,251,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4
"N00000480",335,330,13,13,1,0,1,7,4,0,0,0,312,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,1,0,1,0,3,0,299,3,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,0,5
"N00000481",469,460,25,25,1,0,6,5,13,0,0,0,433,2,0,1,0,1,1,0,1,0,0,15,4,0,0,0,0,0,0,0,3,0,416,3,0,0,1,0,2,2,0,2,0,2,0,0,1,1,0,0,0,0,0,2
"N00000482",225,221,0,0,0,0,0,0,0,0,0,0,220,2,0,0,0,0,2,0,2,0,0,11,2,0,0,0,0,0,0,0,0,0,207,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1
"N00000483",285,278,0,0,0,0,0,0,0,0,0,0,278,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,270,0,0,0,4,0,1,1,0,0,1,3,0,0,2,2,0,0,0,0,0,0
"N00000484",330,322,0,0,0,0,0,0,0,0,0,0,322,0,0,0,0,0,0,0,0,0,0,14,5,0,0,0,3,0,3,0,2,0,304,0,0,2,0,0,2,2,0,2,0,4,0,0,1,1,0,0,0,0,0,0
"N00000485",241,239,2,2,0,0,0,0,2,0,0,0,237,1,0,0,0,0,1,0,1,0,0,10,1,0,0,0,0,0,0,0,0,0,223,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"N00000486",372,369,5,2,0,0,1,0,1,3,1,2,363,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,1,0,1,0,0,0,346,0,0,0,1,0,0,0,0,0,0,9,0,0,1,1,0,0,0,0,0,1
"N00000487",290,288,0,0,0,0,0,0,0,0,0,0,287,2,0,0,0,0,2,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"N00000488",409,406,2,1,1,0,0,0,0,1,0,1,402,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,2,0,0,2,0,0,387,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,2
"N00000489",282,280,9,9,4,0,0,3,2,0,0,0,270,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,256,0,0,0,0,0,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,1
"N00000490",515,510,4,4,2,0,0,2,0,0,0,0,505,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,1,0,488,1,0,0,0,0,3,3,0,3,0,0,0,0,1,1,0,0,1,0,0,1
"N00000491",525,519,8,8,5,0,2,0,1,0,0,0,510,1,0,0,0,0,1,0,0,1,0,18,0,0,0,0,0,0,0,0,0,0,486,0,0,0,0,0,0,0,0,0,0,5,0,0,5,4,1,0,1,0,0,1
"N00000492",414,409,4,4,0,0,4,0,0,0,0,0,405,2,1,0,0,0,1,0,1,0,0,13,3,0,0,0,2,0,2,0,0,0,384,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
"N00000493",331,329,16,16,2,1,12,0,1,0,0,0,311,1,0,0,0,0,1,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,297,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,1,0,0,2
"N00000494",825,813,48,48,2,0,11,9,26,0,0,0,750,3,1,0,0,0,2,0,1,1,0,24,5,1,0,1,1,0,0,1,1,0,715,1,0,0,2,0,3,2,0,0,2,10,0,1,1,1,0,0,1,0,0,15
"N00000495",336,334,13,13,0,4,2,0,7,0,0,0,317,0,0,0,0,0,0,0,0,0,0,18,2,0,0,0,0,0,0,0,2,0,296,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4
"N00000496",837,808,31,31,2,0,12,4,13,0,0,0,773,11,3,0,0,0,8,0,8,0,0,31,16,0,0,0,8,0,3,5,5,0,736,3,2,0,3,0,1,0,0,0,0,4,1,0,1,0,1,0,2,0,1,3
"N00000497",837,817,77,76,3,4,20,3,46,1,1,0,734,1,0,0,0,0,1,1,0,0,0,30,12,0,0,0,2,1,1,0,6,0,697,1,5,0,4,0,4,3,0,3,0,7,0,1,3,0,3,0,0,0,3,3
"N00000498",337,332,21,20,1,0,15,2,2,1,0,1,305,1,0,0,0,0,1,0,1,0,0,12,4,0,0,0,0,0,0,0,4,0,287,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,6
"N00000499",296,294,3,3,0,0,0,3,0,0,0,0,287,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,268,0,0,0,0,0,2,2,0,0,2,3,0,0,0,0,0,0,1,0,0,4
"N00000500",503,502,8,6,1,0,0,0,5,2,0,2,491,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,473,0,0,0,0,0,1,1,0,0,1,7,0,0,0,0,0,0,2,0,0,3
"N00000501",300,294,5,5,2,0,2,0,1,0,0,0,287,0,0,0,0,0,0,0,0,0,0,10,2,1,0,1,1,0,1,0,0,0,276,0,0,0,0,0,4,2,0,1,1,1,0,2,0,0,0,0,0,0,1,1
"N00000502",196,196,2,2,1,0,0,0,1,0,0,0,192,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2
"N00000503",395,393,1,1,1,0,0,0,0,0,0,0,388,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,1,0,1,0,0,0,361,0,0,0,0,0,1,1,0,0,1,8,0,0,0,0,0,0,1,0,0,4
"N00000504",236,235,1,1,0,0,0,0,1,0,0,0,234,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,1,227,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0
"N00000505",225,222,1,1,1,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,206,0,0,0,0,0,2,0,0,0,0,6,2,0,1,1,0,0,0,0,0,1
"N00000506",282,279,4,4,1,0,1,0,2,0,0,0,275,2,2,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,264,0,0,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0
"N00000507",269,268,2,2,0,0,0,0,2,0,0,0,266,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,1,0,252,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
"N00000508",316,308,1,1,1,0,0,0,0,0,0,0,301,3,0,0,0,0,3,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,287,0,0,0,0,0,4,3,0,3,0,1,0,1,1,1,0,0,1,0,0,6
"N00000509",357,352,5,5,3,0,0,0,2,0,0,0,347,4,4,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,1,0,333,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0
"N00000510",290,288,2,2,2,0,0,0,0,0,0,0,286,1,0,0,0,0,1,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,279,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0
"N00000511",520,516,43,43,0,0,13,6,24,0,0,0,467,2,0,0,0,0,2,0,2,0,0,22,1,0,0,0,0,0,0,0,0,0,440,0,0,0,1,0,1,1,0,1,0,5,0,0,0,0,0,0,0,0,0,6
"N00000512",430,426,15,15,0,0,14,0,1,0,0,0,406,0,0,0,0,0,0,0,0,0,0,13,4,0,0,0,4,0,4,0,0,0,387,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,5
"N00000513",327,319,8,8,1,0,7,0,0,0,0,0,310,1,0,0,0,0,1,0,1,0,0,13,5,0,0,0,3,1,2,0,0,0,296,0,0,0,2,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1
"N00000514",357,356,16,16,0,0,8,8,0,0,0,0,337,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,1,1,0,0,0,0,324,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3
"N00000515",345,345,17,17,1,0,4,9,3,0,0,0,326,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,314,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2
"N00000516",215,212,9,9,0,0,5,4,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,1,0,0,1,0,0,188,0,0,0,0,0,2,2,0,0,2,1,0,0,0,0,0,0,1,0,0,3
"N00000517",394,389,9,8,0,0,5,3,0,1,0,1,370,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,3,0,3,0,0,0,354,0,0,0,0,0,2,2,0,1,1,3,0,0,0,0,0,0,0,0,0,10
"N00000518",311,307,6,6,1,0,1,0,4,0,0,0,299,1,0,0,0,0,1,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,291,0,0,0,2,0,1,1,0,0,1,5,0,0,0,0,0,0,0,0,0,2
"N00000519",260,258,0,0,0,0,0,0,0,0,0,0,251,1,0,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,1,1,0,1,0,3,0,0,0,0,0,0,1,0,0,7
"N00000520",612,605,5,4,0,0,0,0,4,1,0,1,594,3,0,0,0,0,3,0,3,0,0,22,2,0,0,0,2,0,2,0,0,0,568,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,2,0,0,0,0,6
"N00000521",413,402,11,10,4,0,0,1,5,1,1,0,389,2,0,0,0,0,2,0,2,0,0,5,3,0,0,0,1,1,0,0,2,0,381,2,0,0,0,0,4,3,0,1,2,3,0,1,2,2,0,0,0,0,0,2
"N00000522",451,443,3,3,0,0,1,0,2,0,0,0,439,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,423,0,0,0,0,0,7,6,0,0,6,4,0,1,1,0,1,0,0,0,0,1
"N00000523",397,390,2,2,0,0,0,0,2,0,0,0,387,1,0,0,0,0,1,0,0,1,0,14,1,1,0,1,0,0,0,0,0,0,369,0,0,0,0,0,3,2,0,0,2,4,0,1,2,1,1,0,0,0,0,1
"N00000524",488,485,3,3,1,0,0,0,2,0,0,0,480,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,451,0,0,0,0,0,3,3,0,0,3,4,0,0,0,0,0,0,4,0,0,2
"N00000525",431,430,5,3,1,0,0,0,2,2,1,1,421,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,396,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,4
"N00000526",260,250,66,66,0,0,15,22,29,0,0,0,178,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,3,2,1,0,0,0,170,0,0,0,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6
"N00000527",344,339,66,65,0,1,30,12,22,1,0,1,271,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,3,0,0,3,0,0,256,0,0,0,1,0,1,1,0,0,1,5,0,0,0,0,0,0,0,0,0,2
"N00000528",247,239,56,56,3,0,18,18,17,0,0,0,180,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,3,1,2,0,3,0,169,2,0,1,0,0,2,1,0,1,0,3,1,0,0,0,0,0,0,0,0,3
"N00000529",238,225,23,23,0,2,11,4,6,0,0,0,195,0,0,0,0,0,0,0,0,0,0,8,11,0,0,0,0,0,0,0,4,0,183,0,0,4,7,0,2,2,0,1,1,4,0,0,0,0,0,0,0,0,0,7
"N00000530",292,290,39,38,0,0,16,10,12,1,0,1,249,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,246,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1
"N00000531",317,308,101,101,1,0,66,10,24,0,0,0,202,0,0,0,0,0,0,0,0,0,0,17,8,0,0,0,1,0,1,0,4,0,184,4,0,0,3,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,5
"N00000532",214,206,33,33,1,0,13,3,16,0,0,0,169,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,7,0,162,7,0,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,4
"N00000533",214,208,7,7,1,0,2,0,4,0,0,0,198,0,0,0,0,0,0,0,0,0,0,7,5,1,1,0,2,0,2,0,2,0,187,2,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,0,3
"N00000534",490,482,13,13,2,0,7,0,4,0,0,0,467,1,0,0,0,0,1,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,448,0,0,0,0,0,6,6,0,6,0,6,0,0,1,1,0,0,0,0,0,2
"N00000535",519,517,6,6,2,0,2,0,2,0,0,0,508,1,0,1,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,497,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,3
"N00000536",392,389,3,3,0,0,3,0,0,0,0,0,383,1,0,0,0,0,1,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,374,0,0,0,0,0,2,2,0,1,1,1,0,0,0,0,0,0,1,0,0,3
"N00000537",413,409,1,1,1,0,0,0,0,0,0,0,406,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,2,1,1,0,0,0,399,0,0,0,0,0,1,0,0,0,0,2,0,1,1,1,0,0,0,0,0,2
"N00000538",395,392,2,2,1,0,0,0,1,0,0,0,386,2,2,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,373,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,4
"N00000539",381,377,1,1,1,0,0,0,0,0,0,0,375,2,0,0,0,0,2,0,2,0,0,12,0,0,0,0,0,0,0,0,0,0,363,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1
"N00000540",291,289,4,1,0,0,1,0,0,3,0,3,283,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,273,0,0,0,1,0,1,1,0,0,1,6,0,0,0,0,0,0,1,0,0,2
"N00000541",407,405,4,4,1,0,0,2,1,0,0,0,399,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,0,0,0,0,380,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,2
"N00000542",265,261,0,0,0,0,0,0,0,0,0,0,261,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,247,0,0,0,0,0,1,1,0,0,1,4,0,0,3,0,3,0,0,0,0,0
"N00000543",389,389,9,9,1,0,3,0,5,0,0,0,379,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,365,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"N00000544",273,273,14,14,0,1,5,2,6,0,0,0,259,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N00000545",288,285,9,9,1,0,4,0,4,0,0,0,274,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,2,0,264,2,0,0,0,0,1,1,0,0,1,4,0,0,0,0,0,0,1,0,0,2
"N00000546",280,280,3,3,0,0,0,0,3,0,0,0,277,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N00000547",327,323,3,3,1,0,0,0,2,0,0,0,320,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,1,0,3,0,313,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0
"N00000548",285,283,11,11,0,0,4,0,7,0,0,0,272,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,259,0,0,0,0,0,1,1,0,1,0,8,0,0,1,1,0,0,0,0,0,0
"N00000549",215,214,19,17,1,2,10,0,4,2,0,2,188,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,0,7
"N00000550",429,423,51,49,1,0,38,5,5,2,1,1,372,0,0,0,0,0,0,0,0,0,0,19,4,0,0,0,1,0,1,0,3,0,348,0,3,0,0,0,2,2,0,0,2,5,0,0,0,0,0,0,0,0,0,0
"N00000551",269,266,41,41,0,0,37,0,4,0,0,0,221,1,0,1,1,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,211,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,4
"N00000552",254,253,24,24,0,0,13,0,11,0,0,0,225,1,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,212,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,4
"N00000553",347,343,55,55,2,2,46,3,2,0,0,0,284,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,271,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,4
"N00000554",250,250,41,41,0,0,38,0,3,0,0,0,208,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,202,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"N00000555",251,248,48,48,3,0,38,2,5,0,0,0,196,3,2,0,0,0,1,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,189,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4
"N00000556",348,342,20,20,4,0,13,0,3,0,0,0,319,0,0,0,0,0,0,0,0,0,0,15,5,0,0,0,0,0,0,0,0,0,304,0,0,0,5,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3
"N00000557",552,552,1,1,1,0,0,0,0,0,0,0,544,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7
"N00000558",466,458,0,0,0,0,0,0,0,0,0,0,454,3,1,0,0,0,2,0,1,0,1,13,1,1,0,1,0,0,0,0,0,0,437,0,0,0,0,0,4,4,0,1,3,4,0,0,0,0,0,0,0,0,0,4
"N00000559",322,320,0,0,0,0,0,0,0,0,0,0,319,1,0,0,0,0,1,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,302,0,0,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,1
"N00000560",413,412,5,5,0,0,0,3,2,0,0,0,406,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,399,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
"N00000561",493,485,2,2,1,0,1,0,0,0,0,0,472,1,0,0,0,0,1,1,0,0,0,7,2,0,0,0,2,0,2,0,0,0,465,0,0,0,0,0,1,1,0,0,1,0,0,0,4,4,0,0,0,0,0,11
"N00000562",364,364,0,0,0,0,0,0,0,0,0,0,362,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,345,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,2
"N00000563",923,909,85,85,3,2,39,20,21,0,0,0,808,2,0,0,0,0,2,0,2,0,0,23,10,0,0,0,3,0,3,0,3,0,778,3,0,0,4,0,1,1,0,1,0,6,0,0,1,1,0,0,1,0,0,16
"N00000564",323,312,64,64,3,1,30,15,15,0,0,0,248,2,0,1,0,1,1,0,0,0,1,8,8,0,0,0,0,0,0,0,3,0,238,3,0,0,5,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0
"N00000565",218,216,33,33,2,0,21,4,6,0,0,0,180,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,169,0,0,0,1,0,1,1,0,0,1,3,0,0,0,0,0,0,1,0,0,3
"N00000566",320,317,21,21,0,0,19,0,2,0,0,0,288,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,2,2,0,0,0,0,276,0,0,0,0,0,1,1,0,1,0,3,0,0,0,0,0,0,1,0,0,8
"N00000567",517,505,10,10,3,0,3,0,4,0,0,0,494,1,0,0,0,0,1,0,1,0,0,18,5,0,0,0,0,0,0,0,4,0,469,4,0,0,1,0,6,6,0,2,4,7,0,0,0,0,0,0,0,0,0,1
"N00000568",369,365,4,4,2,0,0,0,2,0,0,0,361,1,0,0,0,0,1,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,352,0,0,0,0,0,1,1,0,0,1,4,0,0,2,2,0,0,0,0,0,0
