"Geography_Code","NM_1521_1_0","NM_1521_1_1","NM_1521_1_10","NM_1521_1_11","NM_1521_1_12","NM_1521_1_13","NM_1521_1_2","NM_1521_1_3","NM_1521_1_4","NM_1521_1_5","NM_1521_1_6","NM_1521_1_7","NM_1521_1_8","NM_1521_1_9"
"N00000872",189,16,6,4,2,8,5,11,48,32,7,13,33,26
"N00000873",250,4,36,28,8,33,1,3,30,17,12,9,53,56
"N00000874",410,63,64,44,20,23,8,55,69,36,11,20,56,68
"N00000875",194,4,36,25,11,19,0,4,17,25,3,10,37,43
"N00000876",134,3,37,32,5,6,1,2,14,10,2,8,24,30
"N00000877",258,5,36,26,10,34,0,5,13,32,4,27,47,60
"N00000878",172,3,35,31,4,11,0,3,10,13,9,15,29,47
"N00000879",696,9,103,81,22,82,1,8,69,80,26,49,132,146
"N00000880",221,6,39,32,7,22,0,6,16,18,10,22,38,50
"N00000881",221,7,31,23,8,16,1,6,16,25,3,21,43,59
"N00000882",184,1,23,17,6,10,1,0,15,16,8,12,49,50
"N00000883",200,6,27,17,10,10,1,5,21,22,4,19,41,50
"N00000884",168,2,27,17,10,4,2,0,19,25,7,19,32,33
"N00000885",476,27,62,44,18,29,5,22,59,60,15,43,91,90
"N00000886",199,22,11,4,7,10,2,20,63,26,6,14,26,21
"N00000887",220,37,13,10,3,14,1,36,58,24,9,11,30,24
"N00000888",250,31,16,11,5,9,2,29,74,39,10,18,39,14
"N00000889",191,54,4,3,1,20,2,52,50,19,11,11,18,4
"N00000890",255,48,11,8,3,14,8,40,62,40,12,22,26,20
"N00000891",299,35,25,12,13,17,3,32,73,56,13,13,34,33
"N00000892",260,22,6,3,3,29,0,22,70,41,13,11,39,29
"N00000893",244,44,6,5,1,25,3,41,61,33,10,19,29,17
"N00000894",220,40,11,9,2,14,5,35,56,30,12,8,28,21
"N00000895",195,13,12,9,3,16,2,11,55,29,9,4,30,27
"N00000896",219,36,9,5,4,11,1,35,69,32,8,17,25,12
"N00000897",261,49,13,7,6,31,2,47,82,31,8,10,24,13
"N00000898",252,47,12,5,7,29,3,44,63,34,16,11,30,10
"N00000899",251,43,21,17,4,21,1,42,45,24,5,22,33,37
"N00000900",166,3,28,17,11,18,0,3,19,23,6,9,32,28
"N00000901",275,28,17,12,5,39,4,24,70,43,13,15,24,26
"N00000902",257,39,10,5,5,30,2,37,69,29,9,16,33,22
"N00000903",149,5,23,17,6,14,0,5,10,15,12,22,24,24
"N00000904",370,66,28,15,13,32,6,60,65,54,11,13,61,40
"N00000905",260,28,32,13,19,14,3,25,43,33,10,21,42,37
"N00000906",203,9,7,3,4,11,1,8,30,38,8,21,31,48
"N00000907",227,8,34,23,11,18,2,6,26,21,16,11,51,42
"N00000908",236,6,23,13,10,17,3,3,27,38,6,17,52,50
"N00000909",176,3,42,37,5,12,0,3,15,20,8,18,22,36
"N00000910",206,7,27,22,5,16,1,6,19,24,4,20,49,40
"N00000911",163,3,27,22,5,14,0,3,11,21,4,14,25,44
"N00000912",171,3,26,20,6,21,1,2,8,18,6,10,42,37
"N00000913",241,3,29,24,5,25,0,3,13,27,6,22,57,59
"N00000914",223,6,10,7,3,32,2,4,30,24,8,24,33,56
"N00000915",173,4,15,7,8,12,1,3,22,23,9,17,36,35
"N00000916",171,7,10,8,2,4,2,5,19,35,11,18,36,31
"N00000917",162,9,13,7,6,9,4,5,28,17,7,16,34,29
"N00000918",194,10,7,3,4,17,2,8,27,30,12,21,34,36
"N00000919",164,5,9,6,3,15,1,4,34,26,10,11,31,23
"N00000920",103,3,10,5,5,1,1,2,10,14,4,12,29,20
"N00000921",492,42,16,8,8,69,9,33,86,64,44,45,71,55
"N00000922",207,15,10,5,5,17,5,10,37,38,13,12,41,24
"N00000923",193,13,7,5,2,12,1,12,31,35,6,16,42,31
"N00000924",161,7,12,5,7,21,2,5,21,27,9,9,31,24
"N00000925",215,4,8,7,1,26,3,1,23,39,5,15,45,50
"N00000926",214,5,25,20,5,24,1,4,16,40,8,8,45,43
"N00000927",310,11,20,18,2,17,4,7,113,41,6,17,48,37
"N00000928",269,16,22,13,9,28,3,13,51,54,18,17,40,23
"N00000929",324,9,69,61,8,35,0,9,36,39,8,18,66,44
"N00000930",257,7,43,37,6,21,1,6,30,38,8,14,44,52
"N00000931",406,7,84,73,11,57,2,5,29,45,8,20,77,79
"N00000932",282,9,63,55,8,15,4,5,34,38,10,15,59,39
"N00000933",213,9,39,29,10,14,1,8,37,28,9,9,35,33
"N00000934",213,6,22,16,6,20,1,5,32,37,10,13,39,34
"N00000935",191,5,29,20,9,18,1,4,21,37,5,6,26,44
"N00000936",372,6,62,53,9,38,1,5,32,42,12,22,81,77
"N00000937",334,10,33,26,7,40,3,7,37,47,8,22,57,80
"N00000938",264,5,24,18,6,49,0,5,26,32,15,16,48,49
"N00000939",138,2,21,18,3,16,1,1,10,15,2,10,30,32
"N00000940",181,4,17,11,6,16,1,3,21,26,7,12,38,40
"N00000941",238,55,3,2,1,23,7,48,78,31,18,9,15,6
"N00000942",200,10,14,11,3,13,1,9,51,38,17,17,30,10
"N00000943",183,13,7,6,1,14,3,10,41,29,18,13,28,20
"N00000944",175,1,25,14,11,28,0,1,12,19,3,12,34,41
"N00000945",200,25,4,2,2,15,5,20,49,33,20,14,27,13
"N00000946",289,6,47,33,14,11,1,5,18,43,14,31,61,58
"N00000947",183,8,29,19,10,15,2,6,20,27,7,14,31,32
"N00000948",171,11,13,8,5,13,2,9,25,28,14,14,28,25
"N00000949",226,11,30,21,9,13,1,10,29,29,13,19,38,44
"N00000950",218,9,16,15,1,17,2,7,26,32,14,17,47,40
"N00000951",167,9,14,8,6,15,4,5,26,18,12,13,28,32
"N00000952",280,23,18,11,7,25,3,20,38,23,16,26,63,48
"N00000953",169,7,11,6,5,9,0,7,34,18,8,15,38,29
"N00000954",189,7,16,8,8,26,1,6,28,17,16,13,31,35
"N00000955",302,26,13,8,5,29,2,24,94,34,21,16,31,38
"N00000956",358,28,21,12,9,24,6,22,82,57,22,29,62,33
"N00000957",366,93,9,6,3,30,12,81,95,60,32,12,24,11
"N00000958",216,37,3,1,2,16,11,26,52,41,18,9,22,18
"N00000959",315,46,4,2,2,31,8,38,89,60,17,15,32,21
"N00000960",351,99,10,3,7,39,11,88,99,46,28,7,16,7
"N00000961",215,37,0,0,0,20,10,27,77,32,15,8,13,13
"N00000962",259,26,14,8,6,25,2,24,51,29,6,20,49,39
"N00000963",196,17,6,5,1,17,3,14,45,42,4,14,27,24
"N00000964",232,28,4,2,2,18,6,22,58,61,7,9,30,17
"N00000965",229,21,11,8,3,21,4,17,57,35,10,20,35,19
"N00000966",259,38,6,1,5,16,6,32,76,47,14,15,31,16
"N00000967",283,24,9,8,1,31,5,19,68,52,20,16,36,27
"N00000968",186,29,8,4,4,10,8,21,63,22,10,10,21,13
"N00000969",136,10,8,6,2,9,1,9,18,19,6,15,34,17
"N00000970",375,48,33,24,9,10,8,40,72,58,16,32,62,44
"N00000971",176,9,11,5,6,11,2,7,16,20,1,15,57,36
"N00000972",228,9,32,23,9,11,1,8,21,22,7,16,64,46
"N00000973",236,19,21,13,8,15,3,16,64,30,16,12,35,24
"N00000974",205,11,27,17,10,12,0,11,24,24,7,18,47,35
"N00000975",190,3,29,21,8,13,0,3,23,27,8,11,44,32
"N00000976",114,3,14,6,8,2,0,3,15,10,1,15,24,30
"N00000977",202,5,9,6,3,22,1,4,26,28,5,16,40,51
"N00000978",191,9,21,6,15,16,0,9,23,26,4,15,44,33
"N00000979",183,15,13,7,6,21,0,15,25,29,2,14,29,35
"N00000980",203,10,16,6,10,28,1,9,26,29,6,15,31,42
"N00000981",166,9,10,4,6,17,0,9,34,12,6,8,30,40
"N00000982",211,11,9,3,6,18,5,6,37,30,5,24,36,41
"N00000983",241,4,22,17,5,22,2,2,27,31,7,31,39,58
"N00000984",297,20,15,8,7,66,2,18,47,43,9,21,56,20
"N00000985",178,6,28,23,5,16,1,5,17,12,1,11,40,47
"N00000986",178,10,20,10,10,15,4,6,29,19,8,12,28,37
"N00000987",271,27,16,13,3,52,5,22,48,20,7,17,45,39
"N00000988",126,8,11,5,6,17,3,5,16,13,5,9,24,23
"N00000989",199,5,29,25,4,14,0,5,21,19,6,11,44,50
"N00000990",221,9,20,8,12,27,1,8,30,19,8,12,46,50
"N00000991",186,7,24,13,11,5,0,7,23,20,2,20,48,37
"N00000992",366,24,21,9,12,14,1,23,76,60,18,31,68,54
"N00000993",183,5,25,16,9,12,0,5,29,22,9,15,34,32
"N00000994",709,40,62,42,20,39,3,37,126,90,26,52,150,124
"N00000995",142,16,9,6,3,9,0,16,26,23,9,12,25,13
"N00000996",270,57,31,28,3,21,6,51,76,32,20,8,17,8
"N00000997",188,36,7,3,4,20,2,34,48,22,21,9,15,10
"N00000998",226,37,13,7,6,18,5,32,51,39,15,9,31,13
"N00000999",183,17,14,9,5,9,7,10,29,28,13,16,29,28
"N00001000",239,27,5,4,1,20,6,21,66,33,14,18,26,30
"N00001001",230,24,15,9,6,18,3,21,50,33,7,13,41,29
"N00001002",648,49,44,24,20,30,4,45,132,79,26,67,125,96
"N00001003",174,9,9,7,2,9,0,9,46,42,5,14,25,15
"N00001004",243,16,16,8,8,8,0,16,54,33,10,27,46,33
"N00001005",198,19,17,11,6,12,1,18,31,25,6,21,41,26
"N00001006",484,42,10,6,4,329,1,41,33,25,8,9,20,8
"N00001007",550,71,28,16,12,268,5,66,54,44,17,17,29,22
"N00001008",236,23,6,4,2,153,2,21,13,13,2,7,13,6
"N00001009",174,21,4,2,2,79,2,19,24,14,3,6,16,7
"N00001010",316,9,7,6,1,225,1,8,24,20,2,2,20,7
"N00001011",337,13,13,9,4,246,1,12,13,9,2,7,25,9
"N00001012",335,33,14,13,1,180,0,33,32,17,7,17,22,13
"N00001013",220,10,10,8,2,108,0,10,19,25,6,9,23,10
"N00001014",225,15,5,4,1,148,0,15,16,17,2,6,7,9
"N00001015",388,20,7,6,1,263,0,20,27,28,6,16,15,6
"N00001016",260,39,3,3,0,130,1,38,24,19,3,12,15,15
"N00001017",296,23,17,14,3,173,3,20,25,16,6,9,19,8
"N00001018",264,52,10,8,2,101,0,52,51,18,6,7,9,10
"N00001019",189,8,10,10,0,125,0,8,13,8,1,8,7,9
"N00001020",153,10,8,7,1,50,1,9,12,17,6,10,22,18
"N00001021",219,10,9,7,2,140,1,9,15,12,1,8,17,7
"N00001022",582,45,30,16,14,266,3,42,72,45,16,18,58,32
"N00001023",210,17,6,4,2,113,0,17,21,18,1,7,19,8
"N00001024",340,25,14,8,6,161,3,22,42,43,7,17,22,9
"N00001025",273,9,19,14,5,170,0,9,21,15,4,6,17,12
"N00001026",226,19,15,8,7,112,0,19,22,15,5,11,16,11
"N00001027",318,33,30,22,8,38,4,29,45,54,7,14,47,50
"N00001028",195,9,39,31,8,16,3,6,20,17,8,14,33,39
"N00001029",444,16,77,59,18,81,4,12,57,50,9,30,77,47
"N00001030",410,19,72,56,16,81,2,17,42,38,7,23,65,63
"N00001031",301,20,23,14,9,79,1,19,39,33,8,21,39,39
"N00001032",142,10,16,11,5,14,2,8,11,14,6,6,33,32
"N00001033",118,2,18,11,7,3,1,1,6,11,8,11,22,37
"N00001034",247,17,9,4,5,27,5,12,61,38,10,21,36,28
"N00001035",196,1,44,33,11,16,0,1,10,17,5,12,49,42
"N00001036",275,23,21,11,10,22,6,17,43,26,10,20,52,58
"N00001037",243,59,11,10,1,32,8,51,69,28,16,8,13,7
"N00001038",530,80,21,12,9,48,15,65,165,74,30,19,51,42
"N00001039",255,51,10,9,1,27,9,42,79,32,17,8,16,15
"N00001040",171,3,12,7,5,10,0,3,19,25,12,18,38,34
"N00001041",134,2,11,7,4,2,0,2,9,15,5,14,38,38
"N00001042",484,71,27,19,8,39,8,63,115,73,27,19,67,46
"N00001043",158,3,20,14,6,8,0,3,9,10,8,14,42,44
"N00001044",216,10,12,6,6,10,3,7,31,31,16,15,48,43
"N00001045",214,20,6,2,4,19,5,15,41,41,8,18,37,24
"N00001046",218,38,1,1,0,36,7,31,61,28,10,14,19,11
"N00001047",230,33,4,3,1,12,8,25,48,49,19,13,31,21
"N00001048",221,30,13,7,6,23,5,25,71,30,11,6,23,14
"N00001049",230,24,5,4,1,20,1,23,46,32,14,30,40,19
"N00001050",241,30,3,2,1,29,5,25,74,35,11,12,37,10
"N00001051",272,55,5,3,2,40,7,48,73,37,28,8,17,9
"N00001052",143,7,17,10,7,9,1,6,22,12,6,12,36,22
"N00001053",275,50,9,6,3,45,6,44,86,32,31,2,15,5
"N00001054",249,52,6,2,4,35,4,48,76,36,17,5,14,8
"N00001055",252,41,13,9,4,33,8,33,84,27,18,5,23,8
"N00001056",267,17,11,4,7,27,4,13,63,39,19,19,45,27
"N00001057",240,24,8,7,1,18,3,21,58,41,12,23,32,24
"N00001058",247,61,4,2,2,35,11,50,73,20,21,10,15,8
"N00001059",223,27,12,7,5,28,3,24,58,37,11,8,32,10
"N00001060",186,15,4,3,1,19,1,14,42,36,6,18,23,23
"N00001061",186,45,2,1,1,14,9,36,57,35,12,7,9,5
"N00001062",201,42,5,4,1,16,8,34,64,22,12,13,19,8
"N00001063",221,51,3,2,1,17,11,40,74,35,18,5,16,2
"N00001064",439,110,13,10,3,27,16,94,160,63,24,11,24,7
"N00001065",216,46,2,2,0,21,9,37,93,14,17,9,9,5
"N00001066",210,28,8,4,4,24,4,24,60,34,15,14,15,12
"N00001067",186,30,2,0,2,13,9,21,65,34,13,7,16,6
"N00001068",233,53,8,3,5,11,6,47,72,43,16,6,12,12
"N00001069",243,37,3,2,1,15,5,32,73,44,22,11,26,12
"N00001070",361,65,4,2,2,29,6,59,131,47,19,15,32,19
"N00001071",232,45,8,1,7,15,9,36,67,30,14,11,28,14
"N00001072",210,25,6,2,4,25,1,24,54,31,10,16,30,13
"N00001073",216,5,15,11,4,17,1,4,32,26,7,20,57,37
"N00001074",163,36,1,0,1,14,8,28,53,25,11,3,14,6
"N00001075",209,27,10,6,4,15,1,26,32,33,9,12,42,29
"N00001076",181,15,10,5,5,11,2,13,47,25,8,12,27,26
"N00001077",170,9,15,9,6,7,3,6,24,30,5,12,39,29
"N00001078",194,34,4,2,2,11,1,33,58,38,8,14,14,13
"N00001079",633,29,85,56,29,55,2,27,96,80,21,48,128,91
"N00001080",241,13,21,13,8,16,1,12,57,38,8,16,49,23
"N00001081",304,21,23,15,8,26,5,16,49,52,18,24,50,41
"N00001082",340,21,34,20,14,38,1,20,58,38,21,21,66,43
"N00001083",317,43,21,14,7,39,6,37,89,38,24,14,31,18
"N00001084",303,25,28,23,5,36,2,23,62,47,21,23,36,25
"N00001085",798,86,75,53,22,80,9,77,174,117,45,44,110,67
"N00001086",252,37,8,6,2,22,8,29,71,37,12,19,26,20
"N00001087",214,24,9,5,4,28,8,16,51,36,8,10,24,24
"N00001088",214,25,6,3,3,15,8,17,66,42,11,8,23,18
"N00001089",227,12,25,19,6,21,3,9,41,28,9,12,40,39
"N00001090",148,2,12,10,2,11,0,2,21,17,5,12,33,35
"N00001091",300,18,16,10,6,42,2,16,68,47,36,16,37,20
"N00001092",292,13,43,33,10,43,4,9,49,33,19,20,41,31
"N00001093",369,9,85,65,20,39,1,8,28,37,17,20,75,59
"N00001094",166,1,36,24,12,4,0,1,18,14,10,12,38,33
"N00001095",254,20,25,18,7,24,3,17,33,34,10,20,52,36
"N00001096",311,18,11,8,3,44,4,14,85,40,28,18,42,25
"N00001097",239,6,19,11,8,22,3,3,38,42,13,20,48,31
"N00001098",224,16,11,10,1,21,4,12,50,29,17,15,38,27
"N00001099",214,14,13,4,9,13,5,9,41,31,10,12,42,38
"N00001100",229,17,18,8,10,19,3,14,37,44,15,13,36,30
"N00001101",215,18,9,4,5,14,2,16,33,29,20,19,45,28
"N00001102",390,14,56,36,20,37,2,12,26,41,8,26,88,94
"N00001103",144,3,31,24,7,11,0,3,10,13,5,11,33,27
"N00001104",209,12,23,16,7,14,0,12,31,26,12,18,35,38
"N00001105",201,11,26,20,6,22,0,11,33,29,12,12,27,29
"N00001106",202,8,45,35,10,16,2,6,24,18,6,12,30,43
"N00001107",220,6,36,30,6,24,0,6,15,31,8,13,46,41
"N00001108",143,4,27,20,7,8,2,2,18,20,4,8,29,25
"N00001109",269,5,51,43,8,32,0,5,30,28,7,19,42,55
"N00001110",231,7,36,26,10,21,1,6,20,26,6,18,50,47
"N00001111",462,9,76,64,12,55,1,8,47,58,15,28,93,81
"N00001112",214,7,47,35,12,24,1,6,13,29,4,14,40,36
"N00001113",1015,35,190,153,37,70,2,33,116,135,27,72,153,217
"N00001114",258,11,43,27,16,26,1,10,48,30,6,15,38,41
"N00001115",174,10,18,9,9,16,1,9,20,25,9,10,30,36
"N00001116",386,14,64,54,10,29,0,14,41,56,9,24,75,74
"N00001117",510,10,76,62,14,45,5,5,26,41,20,36,118,138
"N00001118",195,2,32,24,8,10,1,1,11,16,12,10,43,59
"N00001119",116,1,16,12,4,6,0,1,4,6,3,7,28,45
"N00001120",148,0,27,22,5,10,0,0,7,22,2,12,24,44
"N00001121",162,2,46,39,7,3,1,1,17,12,3,9,33,37
"N00001122",127,1,30,25,5,3,0,1,12,12,6,5,21,37
"N00001123",127,1,25,20,5,4,1,0,8,6,7,8,28,40
"N00001124",392,13,52,38,14,41,4,9,37,37,8,29,86,89
"N00001125",268,4,41,34,7,24,2,2,25,18,6,18,60,72
"N00001126",164,1,32,27,5,9,0,1,9,20,3,7,42,41
"N00001127",457,7,85,75,10,42,1,6,39,32,12,30,103,107
"N00001128",198,7,50,37,13,10,4,3,9,16,5,13,38,50
"N00001129",303,7,39,29,10,25,0,7,25,35,14,19,66,73
"N00001130",129,1,24,19,5,13,1,0,12,13,5,7,23,31
"N00001131",941,123,130,105,25,86,6,117,172,104,34,62,122,108
"N00001132",193,1,37,27,10,18,0,1,16,14,5,16,29,57
"N00001133",462,22,55,39,16,30,4,18,51,47,21,38,94,104
"N00001134",158,19,13,8,5,7,4,15,26,20,6,5,37,25
"N00001135",141,1,15,11,4,17,0,1,10,19,7,7,28,37
"N00001136",181,4,26,13,13,9,0,4,18,19,5,12,37,51
"N00001137",196,7,38,33,5,17,2,5,12,15,9,11,34,53
"N00001138",138,2,37,32,5,7,0,2,8,8,1,12,23,40
"N00001139",387,26,31,24,7,34,2,24,74,51,22,35,62,52
"N00001140",234,9,22,15,7,31,1,8,21,26,7,13,57,48
"N00001141",123,3,12,9,3,7,0,3,10,14,5,10,31,31
"N00001142",135,4,10,8,2,8,0,4,12,12,2,8,38,41
"N00001143",98,2,18,12,6,5,2,0,11,6,3,4,22,27
"N00001144",150,7,27,18,9,11,2,5,10,11,6,10,31,37
"N00001145",227,0,61,48,13,11,0,0,11,25,7,16,40,56
"N00001146",205,3,37,30,7,22,1,2,16,19,6,10,43,49
"N00001147",198,4,38,28,10,15,1,3,21,21,6,10,39,44
"N00001148",189,1,50,44,6,18,0,1,10,10,6,9,33,52
"N00001149",284,7,83,72,11,34,0,7,18,22,13,13,46,48
"N00001150",234,0,66,60,6,44,0,0,14,20,3,10,42,35
"N00001151",269,5,58,51,7,29,0,5,23,29,6,12,35,72
"N00001152",278,2,88,76,12,28,1,1,18,29,4,15,40,54
"N00001153",241,2,59,49,10,17,2,0,18,29,6,15,42,53
"N00001154",194,2,50,43,7,18,0,2,17,21,3,13,27,43
"N00001155",532,67,60,44,16,23,3,64,104,68,12,38,85,75
"N00001156",970,15,201,160,41,97,3,12,101,79,33,60,161,223
"N00001157",204,20,14,8,6,20,2,18,51,26,15,9,26,23
"N00001158",180,13,6,4,2,18,6,7,45,29,9,18,25,17
"N00001159",259,16,21,11,10,32,3,13,48,38,21,19,41,23
"N00001160",247,7,29,22,7,27,0,7,34,39,6,10,45,50
"N00001161",185,9,22,17,5,18,0,9,36,27,6,13,31,23
"N00001162",135,12,12,6,6,10,2,10,23,30,13,4,18,13
"N00001163",203,10,28,26,2,13,3,7,24,30,8,13,28,49
"N00001164",258,12,20,16,4,35,4,8,48,38,13,14,44,34
"N00001165",233,8,7,2,5,32,4,4,46,42,13,20,34,31
"N00001166",454,12,35,25,10,45,2,10,61,82,36,29,76,78
"N00001167",248,13,12,9,3,26,2,11,54,45,17,12,50,19
"N00001168",258,5,54,45,9,32,0,5,21,18,13,12,50,53
"N00001169",233,6,16,12,4,18,0,6,46,47,17,16,30,37
"N00001170",250,6,20,14,6,21,2,4,38,41,19,20,47,38
"N00001171",293,11,20,15,5,25,2,9,48,50,14,20,51,54
"N00001172",217,13,11,7,4,24,4,9,46,31,15,16,34,27
"N00001173",195,16,7,4,3,14,6,10,36,38,4,17,31,32
"N00001174",236,62,8,7,1,24,7,55,74,17,19,9,17,6
"N00001175",237,51,3,0,3,28,6,45,80,27,16,10,15,7
"N00001176",188,18,6,2,4,7,4,14,38,32,9,14,40,24
"N00001177",210,18,3,0,3,13,2,16,48,31,14,18,45,20
"N00001178",292,46,10,5,5,39,9,37,86,38,16,12,28,17
"N00001179",243,46,6,3,3,34,11,35,81,34,13,3,17,9
"N00001180",113,11,2,1,1,15,1,10,25,25,4,7,15,9
"N00001181",157,9,5,2,3,22,1,8,50,26,7,10,16,12
"N00001182",276,52,10,5,5,35,11,41,86,45,9,5,24,10
"N00001183",339,55,15,11,4,25,6,49,90,49,31,16,37,21
"N00001184",211,19,7,3,4,31,0,19,53,30,11,17,30,13
"N00001185",205,10,8,6,2,5,2,8,41,42,11,17,41,30
"N00001186",191,28,10,6,4,12,2,26,39,37,15,10,23,17
"N00001187",245,62,4,3,1,27,6,56,72,31,16,10,14,9
"N00001188",519,55,53,47,6,39,6,49,135,74,37,23,64,39
"N00001189",231,22,7,4,3,29,6,16,53,37,17,12,32,22
"N00001190",216,16,9,6,3,17,2,14,37,36,9,17,44,31
"N00001191",174,8,9,6,3,11,1,7,27,22,9,13,45,30
"N00001192",186,10,12,7,5,8,1,9,39,18,18,8,44,29
"N00001193",169,5,9,6,3,16,0,5,22,21,4,15,40,37
"N00001194",215,5,7,6,1,23,1,4,28,30,6,24,46,46
"N00001195",147,9,14,9,5,8,3,6,34,21,5,15,26,15
"N00001196",261,12,11,7,4,19,5,7,36,42,21,22,64,34
"N00001197",194,19,14,11,3,4,3,16,21,22,10,12,53,39
"N00001198",309,56,9,8,1,25,8,48,75,43,24,18,29,30
"N00001199",154,7,12,9,3,10,1,6,29,19,10,12,29,26
"N00001200",257,57,8,6,2,31,9,48,67,37,16,10,20,11
"N00001201",223,45,6,4,2,15,4,41,73,34,16,7,16,11
"N00001202",212,7,50,40,10,30,1,6,26,16,8,9,37,29
"N00001203",236,12,48,40,8,22,2,10,40,38,9,8,38,21
"N00001204",689,36,58,37,21,79,8,28,129,112,38,47,107,83
"N00001205",389,14,31,28,3,42,2,12,50,74,17,23,74,64
"N00001206",167,4,20,12,8,18,1,3,20,22,3,11,33,36
"N00001207",306,12,16,11,5,55,2,10,52,54,19,25,44,29
"N00001208",255,13,20,13,7,33,3,10,37,42,13,24,42,31
"N00001209",192,2,28,23,5,15,0,2,22,27,6,18,38,36
"N00001210",233,8,21,16,5,26,2,6,31,38,15,17,33,44
"N00001211",197,7,11,9,2,25,0,7,34,26,13,5,37,39
"N00001212",213,11,16,11,5,25,6,5,23,27,11,15,49,36
"N00001213",220,4,34,22,12,28,1,3,25,34,8,16,38,33
"N00001214",200,3,22,17,5,27,1,2,26,30,8,19,33,32
"N00001215",197,5,19,17,2,24,0,5,31,31,12,6,35,34
"N00001216",302,9,22,15,7,41,1,8,47,67,24,19,44,29
"N00001217",255,3,35,27,8,16,1,2,32,37,8,20,56,48
"N00001218",206,11,13,11,2,17,0,11,24,33,14,16,47,31
"N00001219",217,3,46,38,8,19,0,3,18,17,9,22,34,49
"N00001220",165,2,34,27,7,9,0,2,13,14,6,9,41,37
"N00001221",192,6,38,31,7,13,2,4,13,11,7,14,45,45
"N00001222",160,0,25,17,8,17,0,0,11,16,6,12,34,39
"N00001223",210,2,25,20,5,15,1,1,21,14,6,13,55,59
"N00001224",202,8,24,16,8,10,3,5,27,17,3,29,43,41
"N00001225",171,5,18,14,4,18,0,5,20,19,5,15,39,32
"N00001226",174,5,11,7,4,11,1,4,14,25,7,13,46,42
"N00001227",171,4,27,19,8,11,1,3,13,15,7,11,40,43
"N00001228",120,3,21,14,7,9,1,2,6,12,2,11,24,32
"N00001229",176,5,17,13,4,10,2,3,20,28,10,18,38,30
"N00001230",226,4,14,11,3,27,0,4,40,39,9,19,41,33
"N00001231",287,13,44,35,9,28,1,12,33,37,17,21,50,44
"N00001232",269,19,15,10,5,47,2,17,53,34,25,21,27,28
"N00001233",272,11,17,6,11,43,4,7,55,33,23,19,45,26
"N00001234",258,15,18,11,7,33,3,12,49,50,14,14,36,29
"N00001235",693,12,107,85,22,93,1,11,80,103,40,37,102,119
"N00001236",256,12,31,23,8,40,2,10,40,26,10,17,46,34
"N00001237",210,9,23,21,2,17,4,5,20,21,18,14,39,49
"N00001238",234,7,26,21,5,20,1,6,31,32,13,19,41,45
"N00001239",235,7,18,11,7,31,0,7,45,40,17,16,38,23
"N00001240",853,27,132,78,54,74,4,23,97,117,38,55,141,172
"N00001241",258,8,38,28,10,37,0,8,17,29,11,15,53,50
"N00001242",247,7,29,23,6,25,1,6,30,27,21,15,45,48
"N00001243",211,7,31,24,7,18,1,6,23,21,10,19,45,37
"N00001244",220,6,30,23,7,20,1,5,23,28,11,13,51,38
"N00001245",231,6,35,30,5,22,1,5,25,31,12,14,47,39
"N00001246",437,27,23,13,10,23,6,21,73,85,25,39,78,64
"N00001247",178,1,15,12,3,11,0,1,12,24,7,20,40,48
"N00001248",314,19,13,11,2,25,3,16,63,46,15,18,72,43
"N00001249",284,20,9,6,3,23,3,17,55,44,17,22,65,29
"N00001250",321,9,14,8,6,25,1,8,53,66,28,25,66,35
"N00001251",231,5,21,17,4,17,0,5,23,32,8,21,50,54
"N00001252",234,13,21,10,11,23,3,10,35,38,13,19,35,37
"N00001253",171,6,7,4,3,15,0,6,16,18,8,13,42,46
"N00001254",229,5,10,7,3,26,1,4,44,32,17,17,49,29
"N00001255",195,4,15,7,8,8,1,3,27,30,15,23,41,32
"N00001256",191,10,9,4,5,14,2,8,34,38,14,18,32,22
"N00001257",165,4,28,20,8,10,2,2,20,20,0,16,28,39
"N00001258",182,5,20,13,7,10,1,4,15,16,7,17,41,51
"N00001259",190,2,27,20,7,17,0,2,11,11,2,15,47,58
"N00001260",250,2,32,19,13,36,0,2,20,23,4,22,57,54
"N00001261",192,3,28,17,11,17,1,2,14,7,3,20,39,61
"N00001262",275,10,23,17,6,8,5,5,39,40,9,29,70,47
"N00001263",233,14,16,9,7,12,5,9,44,26,19,33,38,31
"N00001264",135,12,17,13,4,4,2,10,20,20,5,6,27,24
"N00001265",704,121,86,75,11,41,6,115,136,79,18,39,98,86
"N00001266",124,2,20,15,5,8,1,1,6,11,2,9,30,36
"N00001267",217,1,23,11,12,23,1,0,22,19,3,14,43,69
"N00001268",211,5,39,34,5,13,2,3,15,14,8,17,47,53
"N00001269",401,37,29,18,11,29,8,29,77,63,10,36,70,50
"N00001270",224,10,18,14,4,4,2,8,36,42,7,6,51,50
"N00001271",1112,116,63,50,13,71,13,103,241,149,52,85,183,152
"N00001272",164,9,3,3,0,7,2,7,37,24,7,13,39,25
"N00001273",179,8,12,9,3,8,3,5,38,21,3,16,41,32
"N00001274",159,8,15,8,7,12,2,6,18,28,5,14,35,24
"N00001275",151,6,10,10,0,4,2,4,10,22,7,14,39,39
"N00001276",139,9,9,4,5,16,2,7,14,20,13,9,23,26
"N00001277",186,35,5,3,2,15,6,29,53,27,14,10,21,6
"N00001278",219,39,10,6,4,16,5,34,61,28,18,18,14,15
