"Geography_Code","NM_1553_1_0","NM_1553_1_1","NM_1553_1_2","NM_1553_1_3","NM_1553_1_4","NM_1553_1_5","NM_1553_1_6","NM_1553_1_7","NM_1553_1_8"
"N00003457",123,35,45,16,20,6,1,0,0
"N00003458",125,20,52,21,15,12,4,1,0
"N00003459",114,41,48,10,6,6,2,1,0
"N00003460",152,32,50,31,22,13,3,1,0
"N00003461",130,40,53,19,10,7,1,0,0
"N00003462",133,18,42,31,31,8,3,0,0
"N00003463",168,28,56,25,32,21,4,0,2
"N00003464",147,35,49,28,29,5,1,0,0
"N00003465",117,33,44,21,13,5,1,0,0
"N00003466",119,32,38,11,24,13,0,0,1
"N00003467",220,62,103,24,23,7,1,0,0
"N00003468",123,48,37,24,12,1,1,0,0
"N00003469",136,32,35,27,25,13,3,1,0
"N00003470",133,29,51,21,22,7,2,1,0
"N00003471",112,31,33,25,15,7,0,1,0
"N00003472",128,38,41,20,17,10,2,0,0
"N00003473",129,26,32,27,30,11,2,1,0
"N00003474",166,32,59,29,29,8,7,2,0
"N00003475",376,53,112,81,81,35,9,3,2
"N00003476",263,50,72,60,55,19,5,1,1
"N00003477",220,86,72,31,21,7,2,1,0
"N00003478",294,43,102,59,66,16,7,1,0
"N00003479",286,49,89,50,66,22,7,3,0
"N00003480",117,44,40,14,9,7,0,3,0
"N00003481",70,22,17,12,12,7,0,0,0
"N00003482",122,52,34,17,13,6,0,0,0
"N00003483",161,66,43,28,16,7,1,0,0
"N00003484",123,32,36,23,21,10,1,0,0
"N00003485",114,35,37,19,18,3,2,0,0
"N00003486",143,42,42,27,17,11,3,1,0
"N00003487",153,56,52,19,20,6,0,0,0
"N00003488",121,49,27,19,13,9,2,1,1
"N00003489",302,94,101,53,31,15,6,2,0
"N00003490",97,22,27,24,15,5,1,2,1
"N00003491",249,64,78,56,28,13,7,1,2
"N00003492",117,17,28,31,17,12,8,4,0
"N00003493",245,38,68,65,43,21,6,2,2
"N00003494",261,47,67,65,40,25,17,0,0
"N00003495",138,15,55,25,24,16,2,1,0
"N00003496",207,21,59,50,50,16,9,2,0
"N00003497",216,113,58,22,17,6,0,0,0
"N00003498",119,56,34,11,13,5,0,0,0
"N00003499",104,39,32,16,8,6,3,0,0
"N00003500",130,46,37,26,11,8,1,1,0
"N00003501",122,42,41,19,11,7,0,0,2
"N00003502",131,86,28,9,7,1,0,0,0
"N00003503",143,56,34,29,15,7,2,0,0
"N00003504",128,24,51,21,25,7,0,0,0
"N00003505",101,47,28,14,7,5,0,0,0
"N00003506",169,55,51,28,24,7,4,0,0
"N00003507",107,35,35,20,9,5,2,0,1
"N00003508",119,33,36,22,21,5,1,1,0
"N00003509",119,34,36,21,14,8,4,2,0
"N00003510",120,30,41,18,17,9,4,0,1
"N00003511",99,35,28,20,11,4,0,1,0
"N00003512",120,35,34,26,12,7,3,2,1
"N00003513",218,84,62,36,24,5,7,0,0
"N00003514",241,57,65,54,28,24,10,1,2
"N00003515",92,15,31,24,8,9,4,0,1
"N00003516",126,33,37,26,13,9,4,4,0
"N00003517",246,68,82,37,33,17,8,1,0
"N00003518",116,36,34,22,13,8,3,0,0
"N00003519",87,29,24,17,10,4,3,0,0
"N00003520",123,39,48,17,7,4,5,3,0
"N00003521",120,35,42,19,17,2,5,0,0
"N00003522",146,39,53,25,14,11,3,1,0
"N00003523",146,21,62,22,27,12,2,0,0
"N00003524",449,85,165,67,83,42,5,1,1
"N00003525",134,33,37,26,27,9,2,0,0
"N00003526",130,40,53,14,18,5,0,0,0
"N00003527",159,29,31,26,28,27,15,3,0
"N00003528",280,64,53,40,49,46,19,5,4
"N00003529",136,27,23,25,29,18,12,1,1
"N00003530",138,18,30,29,24,24,12,1,0
"N00003531",125,19,28,19,24,20,12,3,0
"N00003532",143,24,34,20,31,22,9,3,0
"N00003533",196,32,51,28,40,33,10,1,1
"N00003534",109,27,32,17,16,8,7,0,2
"N00003535",141,23,35,19,27,24,11,1,1
"N00003536",149,18,38,28,28,17,14,4,2
"N00003537",119,29,30,23,17,8,11,1,0
"N00003538",156,26,55,23,27,20,3,0,2
"N00003539",113,13,35,22,22,17,2,2,0
"N00003540",109,37,34,19,9,7,2,1,0
"N00003541",115,28,47,20,10,4,6,0,0
"N00003542",108,28,42,23,6,6,1,0,2
"N00003543",192,42,51,29,29,25,13,2,1
"N00003544",121,30,23,22,26,12,8,0,0
"N00003545",138,21,36,13,32,18,11,6,1
"N00003546",123,40,31,18,17,12,5,0,0
"N00003547",230,46,65,44,40,18,14,2,1
"N00003548",631,184,154,78,106,64,29,10,6
"N00003549",157,26,41,16,24,24,16,5,5
"N00003550",145,15,49,20,22,28,8,3,0
"N00003551",169,32,63,26,24,13,9,2,0
"N00003552",178,63,47,28,25,13,2,0,0
"N00003553",119,16,21,28,27,18,8,0,1
"N00003554",91,22,28,13,18,8,1,0,1
"N00003555",157,72,32,24,18,8,1,2,0
"N00003556",270,82,81,37,37,23,6,1,3
"N00003557",122,58,36,10,9,3,4,2,0
"N00003558",154,26,40,19,30,25,12,1,1
"N00003559",184,40,46,26,35,18,11,5,3
"N00003560",157,26,37,20,25,28,16,3,2
"N00003561",134,18,25,29,23,24,13,2,0
"N00003562",135,17,35,28,30,20,5,0,0
"N00003563",150,32,33,21,38,15,8,0,3
"N00003564",127,18,36,31,29,8,5,0,0
"N00003565",143,27,39,24,24,14,13,2,0
"N00003566",165,28,41,21,28,34,9,2,2
"N00003567",155,24,39,31,35,17,6,1,2
"N00003568",134,23,36,23,29,11,9,2,1
"N00003569",147,19,33,26,39,18,7,3,2
"N00003570",153,23,34,20,34,20,16,5,1
"N00003571",111,27,29,24,15,8,6,1,1
"N00003572",154,23,41,26,32,19,9,3,1
"N00003573",134,20,29,18,34,20,11,1,1
"N00003574",152,26,42,26,34,12,7,5,0
"N00003575",147,26,24,20,32,29,10,4,2
"N00003576",153,22,36,20,42,14,13,2,4
"N00003577",139,23,46,23,19,21,6,0,1
"N00003578",157,26,27,29,29,24,12,5,5
"N00003579",150,28,26,29,24,24,15,3,1
"N00003580",128,16,32,23,23,23,9,1,1
"N00003581",232,24,76,56,42,20,12,2,0
"N00003582",199,34,74,35,26,18,8,4,0
"N00003583",252,70,66,47,36,23,6,4,0
"N00003584",117,33,41,10,19,9,3,2,0
"N00003585",123,27,42,19,20,10,1,3,1
"N00003586",133,47,44,17,16,5,3,1,0
"N00003587",141,21,37,22,21,26,11,2,1
"N00003588",170,15,43,31,26,17,28,9,1
"N00003589",177,34,45,30,28,21,14,3,2
"N00003590",171,15,30,24,39,34,23,4,2
"N00003591",163,30,39,16,28,23,16,6,5
"N00003592",123,29,31,21,15,13,10,3,1
"N00003593",171,29,35,24,33,21,24,5,0
"N00003594",323,80,80,54,62,26,15,4,2
"N00003595",130,26,41,22,24,9,8,0,0
"N00003596",118,33,30,25,19,9,2,0,0
"N00003597",156,30,37,28,38,11,8,1,3
"N00003598",129,19,36,24,38,5,7,0,0
"N00003599",152,37,49,25,23,8,9,1,0
"N00003600",137,43,25,29,22,11,6,0,1
"N00003601",134,24,45,25,28,6,5,1,0
"N00003602",144,33,44,24,23,14,5,1,0
"N00003603",124,30,29,20,26,13,4,1,1
"N00003604",154,61,44,27,13,6,3,0,0
"N00003605",133,44,44,13,18,10,3,0,1
"N00003606",118,20,29,23,31,9,5,1,0
"N00003607",174,28,55,32,37,16,3,2,1
"N00003608",170,31,55,34,27,16,6,0,1
"N00003609",127,43,35,14,17,11,5,1,1
"N00003610",122,43,29,24,12,11,3,0,0
"N00003611",119,45,34,20,13,5,1,1,0
"N00003612",142,18,31,25,35,23,8,2,0
"N00003613",161,42,41,26,27,15,7,1,2
"N00003614",152,27,35,22,23,23,18,3,1
"N00003615",128,34,36,16,16,15,10,0,1
"N00003616",125,25,34,19,27,15,1,4,0
"N00003617",125,32,35,24,24,7,3,0,0
"N00003618",138,21,41,15,22,29,7,1,2
"N00003619",136,29,33,15,33,16,5,3,2
"N00003620",168,38,46,22,28,20,13,0,1
"N00003621",146,29,38,23,35,16,3,1,1
"N00003622",166,17,31,34,36,26,13,5,4
"N00003623",112,35,26,20,14,10,3,2,2
"N00003624",228,40,68,42,46,19,10,2,1
"N00003625",156,43,38,25,30,9,8,0,3
"N00003626",141,26,52,18,25,14,6,0,0
"N00003627",147,48,45,25,20,7,2,0,0
"N00003628",151,50,63,20,14,3,1,0,0
"N00003629",105,43,28,14,6,10,0,1,3
"N00003630",276,119,90,30,24,9,3,1,0
"N00003631",99,41,32,10,11,4,1,0,0
"N00003632",134,57,43,18,8,7,1,0,0
"N00003633",117,47,35,11,17,3,2,2,0
"N00003634",136,47,40,24,13,9,2,1,0
"N00003635",113,18,31,26,22,9,5,2,0
"N00003636",124,26,38,20,24,13,3,0,0
"N00003637",140,38,41,18,22,12,8,0,1
"N00003638",166,44,53,24,21,14,8,1,1
"N00003639",130,41,41,23,11,8,6,0,0
"N00003640",133,36,44,27,17,8,1,0,0
"N00003641",168,34,56,27,25,16,8,1,1
"N00003642",139,39,44,24,20,10,2,0,0
"N00003643",132,27,29,27,17,17,10,3,2
"N00003644",126,39,35,30,12,6,4,0,0
"N00003645",203,75,55,26,24,13,7,2,1
"N00003646",179,30,43,33,44,20,8,1,0
"N00003647",258,72,70,43,39,23,11,0,0
"N00003648",157,39,42,22,22,15,9,6,2
"N00003649",143,33,33,14,27,22,10,3,1
"N00003650",154,43,44,21,21,15,9,1,0
"N00003651",123,38,30,23,16,11,5,0,0
"N00003652",218,45,65,35,24,31,15,3,0
"N00003653",137,45,43,12,14,15,6,1,1
"N00003654",101,31,25,21,14,10,0,0,0
"N00003655",113,64,28,7,8,3,2,0,1
"N00003656",185,37,61,25,37,19,5,1,0
"N00003657",165,64,40,28,18,11,2,1,1
"N00003658",188,52,46,34,24,18,10,1,3
"N00003659",145,48,38,21,21,8,7,2,0
"N00003660",147,36,50,24,23,10,4,0,0
"N00003661",161,59,52,19,19,9,3,0,0
"N00003662",110,54,33,9,8,5,1,0,0
"N00003663",106,37,23,20,18,5,3,0,0
"N00003664",194,46,55,37,33,16,6,1,0
"N00003665",177,53,54,16,26,15,8,1,4
"N00003666",183,46,57,35,27,16,1,0,1
"N00003667",138,37,34,18,24,16,9,0,0
"N00003668",146,32,43,20,26,13,10,1,1
"N00003669",144,26,37,27,20,20,10,3,1
"N00003670",135,30,42,22,17,14,6,3,1
"N00003671",117,40,26,18,20,9,3,1,0
"N00003672",118,33,39,22,14,6,2,2,0
"N00003673",107,35,33,19,14,2,3,1,0
"N00003674",141,22,46,23,28,15,6,1,0
"N00003675",125,42,34,19,11,17,2,0,0
"N00003676",132,45,38,24,16,8,1,0,0
"N00003677",125,42,40,24,10,5,1,1,2
"N00003678",144,42,37,24,22,15,3,0,1
"N00003679",132,38,46,18,15,10,3,1,1
"N00003680",123,55,33,15,13,6,1,0,0
"N00003681",185,69,57,29,25,2,2,1,0
"N00003682",144,102,23,4,10,4,1,0,0
"N00003683",156,41,47,29,20,13,6,0,0
"N00003684",124,33,36,26,13,8,5,2,1
"N00003685",131,30,33,21,30,12,3,2,0
"N00003686",137,48,40,22,14,4,6,2,1
"N00003687",161,36,44,29,27,16,8,1,0
"N00003688",149,47,48,22,13,12,5,2,0
"N00003689",138,54,48,17,9,6,2,2,0
"N00003690",172,22,49,32,39,17,7,4,2
"N00003691",141,27,25,23,27,24,13,1,1
"N00003692",143,41,44,16,18,14,10,0,0
"N00003693",149,30,47,25,24,16,5,0,2
"N00003694",156,18,44,23,33,24,9,5,0
"N00003695",147,43,38,26,23,12,5,0,0
"N00003696",144,33,37,22,18,20,12,2,0
"N00003697",135,18,36,19,32,18,10,2,0
"N00003698",208,30,44,33,46,35,16,2,2
"N00003699",134,35,22,23,27,18,5,2,2
"N00003700",134,25,37,26,21,12,12,1,0
"N00003701",177,18,39,24,43,39,11,2,1
"N00003702",239,23,49,31,71,35,24,4,2
"N00003703",185,17,43,32,46,37,9,1,0
"N00003704",152,29,39,43,22,12,6,1,0
"N00003705",170,52,49,26,21,16,5,1,0
"N00003706",193,45,42,35,34,25,9,1,2
"N00003707",157,22,30,27,26,26,20,4,2
"N00003708",164,34,39,27,25,21,14,4,0
"N00003709",143,39,39,18,25,17,5,0,0
"N00003710",161,33,40,26,36,18,6,2,0
"N00003711",165,30,40,22,27,21,20,4,1
"N00003712",147,35,44,31,22,12,1,2,0
"N00003713",157,59,30,30,23,10,5,0,0
"N00003714",157,56,36,18,24,15,8,0,0
"N00003715",122,40,36,19,16,8,3,0,0
"N00003716",150,56,53,17,14,6,3,1,0
"N00003717",144,73,39,17,10,2,2,1,0
"N00003718",487,94,138,66,93,63,21,9,3
"N00003719",150,26,32,33,32,21,4,2,0
"N00003720",143,33,33,25,31,15,4,2,0
"N00003721",170,35,38,26,29,20,18,3,1
"N00003722",152,30,37,22,25,20,10,6,2
"N00003723",135,29,29,25,19,16,16,1,0
"N00003724",136,39,24,20,22,13,12,2,4
"N00003725",118,30,40,22,10,11,3,2,0
"N00003726",148,30,36,27,16,19,13,5,2
"N00003727",147,40,41,22,18,13,11,1,1
"N00003728",120,27,34,15,19,16,5,2,2
"N00003729",150,37,45,30,13,17,6,2,0
"N00003730",133,27,31,14,20,18,11,5,7
"N00003731",126,25,36,19,23,15,5,1,2
"N00003732",299,99,90,54,26,19,9,1,1
"N00003733",139,37,47,23,15,8,7,1,1
"N00003734",134,31,34,27,21,11,9,1,0
"N00003735",124,30,48,23,12,6,4,0,1
"N00003736",128,16,53,22,24,12,1,0,0
"N00003737",174,31,38,35,38,19,8,3,2
"N00003738",120,32,46,17,18,3,0,3,1
"N00003739",153,33,39,29,31,11,9,0,1
"N00003740",106,25,37,16,10,14,3,0,1
"N00003741",114,49,34,17,6,2,4,0,2
"N00003742",133,33,48,31,13,6,2,0,0
"N00003743",165,25,37,25,38,30,7,3,0
"N00003744",128,24,37,20,13,24,9,0,1
"N00003745",152,25,49,23,23,19,9,3,1
"N00003746",111,20,28,18,24,15,5,1,0
"N00003747",122,27,41,24,20,7,3,0,0
"N00003748",137,29,45,14,24,16,8,1,0
"N00003749",179,39,40,37,38,20,3,2,0
"N00003750",158,23,45,24,34,23,8,1,0
"N00003751",187,44,49,34,32,16,10,1,1
"N00003752",145,25,32,31,30,14,9,3,1
"N00003753",181,43,54,34,20,20,8,2,0
"N00003754",128,29,37,26,22,9,4,0,1
"N00003755",162,35,52,21,26,18,9,1,0
"N00003756",113,20,30,21,19,11,9,1,2
"N00003757",112,24,25,25,18,12,5,1,2
"N00003758",207,51,58,35,44,15,4,0,0
"N00003759",140,51,40,27,10,8,3,0,1
"N00003760",121,30,37,22,17,11,3,0,1
"N00003761",136,28,25,23,25,23,7,5,0
"N00003762",160,24,41,30,38,17,9,1,0
"N00003763",156,22,40,28,27,24,10,3,2
"N00003764",178,36,31,23,34,29,19,3,3
"N00003765",134,23,33,30,17,17,9,2,3
"N00003766",145,20,32,24,32,25,10,1,1
"N00003767",145,18,30,29,29,23,14,1,1
"N00003768",216,55,45,49,35,17,13,2,0
"N00003769",132,36,43,22,19,6,1,5,0
"N00003770",182,35,58,36,37,10,5,1,0
"N00003771",188,47,41,50,27,14,8,1,0
"N00003772",113,71,22,13,4,2,1,0,0
"N00003773",142,48,47,23,14,7,2,0,1
"N00003774",122,29,31,27,20,9,2,3,1
"N00003775",192,39,58,36,31,18,8,2,0
"N00003776",140,40,35,20,21,14,10,0,0
"N00003777",111,30,23,31,18,6,3,0,0
"N00003778",167,47,62,26,20,10,2,0,0
"N00003779",137,32,47,29,15,6,4,4,0
"N00003780",117,20,21,24,26,16,8,2,0
"N00003781",135,31,27,27,33,12,5,0,0
"N00003782",193,39,47,41,34,22,7,2,1
"N00003783",140,49,39,21,19,8,4,0,0
"N00003784",152,24,32,29,33,17,12,3,2
"N00003785",163,20,31,28,38,29,14,1,2
"N00003786",159,24,36,38,29,25,5,2,0
"N00003787",135,33,35,16,19,19,11,2,0
"N00003788",155,63,46,20,13,9,3,1,0
"N00003789",140,25,31,26,30,16,7,5,0
"N00003790",139,29,53,21,21,9,6,0,0
"N00003791",251,40,68,46,49,31,15,2,0
"N00003792",122,33,37,19,17,15,1,0,0
"N00003793",202,22,47,37,37,25,25,6,3
"N00003794",144,39,32,27,24,11,11,0,0
"N00003795",146,21,33,22,26,25,13,1,5
"N00003796",199,34,50,25,38,28,19,3,2
"N00003797",177,46,42,27,26,21,12,0,3
"N00003798",169,35,55,25,28,15,10,1,0
"N00003799",126,32,36,27,18,8,4,0,1
"N00003800",153,33,31,25,38,18,5,2,1
"N00003801",174,60,48,29,21,11,3,2,0
"N00003802",107,23,36,22,13,11,0,2,0
"N00003803",145,35,51,21,24,8,5,1,0
"N00003804",140,29,32,17,36,17,6,0,3
"N00003805",117,30,39,24,15,6,2,1,0
"N00003806",169,64,36,27,20,15,6,1,0
"N00003807",128,40,40,22,18,3,3,2,0
"N00003808",143,55,35,20,21,8,3,0,1
"N00003809",147,51,32,20,26,10,5,2,1
"N00003810",109,55,39,8,5,1,1,0,0
"N00003811",141,27,58,20,14,14,8,0,0
"N00003812",127,32,33,29,14,13,6,0,0
"N00003813",127,29,44,22,17,9,4,2,0
"N00003814",151,52,43,31,13,8,3,0,1
"N00003815",227,57,59,53,31,17,8,2,0
"N00003816",143,30,53,27,8,13,8,3,1
"N00003817",149,29,27,30,19,19,19,3,3
"N00003818",156,30,27,27,30,28,7,3,4
"N00003819",135,31,37,24,20,12,9,0,2
"N00003820",179,19,54,31,35,22,8,6,4
"N00003821",139,30,43,18,19,13,11,3,2
"N00003822",167,27,40,30,26,23,10,7,4
"N00003823",190,40,46,25,38,20,18,3,0
"N00003824",226,36,44,39,55,30,18,2,2
"N00003825",325,66,85,53,63,38,13,6,1
"N00003826",201,32,41,32,45,28,17,5,1
"N00003827",311,42,75,40,67,55,21,9,2
"N00003828",139,22,35,26,15,20,17,2,2
"N00003829",150,24,32,27,21,21,18,6,1
"N00003830",166,29,41,30,29,15,13,5,4
"N00003831",125,55,23,20,12,9,4,2,0
"N00003832",183,33,49,37,28,21,9,3,3
"N00003833",193,64,56,28,23,18,3,1,0
"N00003834",157,32,53,28,20,19,4,1,0
"N00003835",243,96,67,33,31,11,4,1,0
"N00003836",147,43,55,21,17,8,2,1,0
"N00003837",113,24,27,18,22,16,5,1,0
"N00003838",179,67,61,15,19,8,6,1,2
"N00003839",132,26,37,21,26,14,4,3,1
"N00003840",152,32,47,24,22,21,5,1,0
"N00003841",114,39,34,20,16,5,0,0,0
"N00003842",165,56,46,16,23,19,5,0,0
"N00003843",130,58,22,27,10,6,7,0,0
"N00003844",182,41,57,21,32,19,10,2,0
"N00003845",121,29,47,18,17,8,1,0,1
"N00003846",294,137,65,43,27,16,6,0,0
"N00003847",114,42,29,28,8,6,0,0,1
"N00003848",138,38,35,27,22,12,3,1,0
"N00003849",181,24,51,19,39,31,10,5,2
"N00003850",143,41,25,28,24,13,7,4,1
"N00003851",149,30,36,24,20,22,15,1,1
"N00003852",141,48,41,16,17,10,8,0,1
"N00003853",167,30,38,35,34,19,6,4,1
"N00003854",137,20,34,19,29,19,8,4,4
"N00003855",150,30,39,26,20,24,10,0,1
"N00003856",159,38,31,23,31,22,11,2,1
"N00003857",169,24,45,26,35,26,9,1,3
"N00003858",159,37,28,27,27,17,18,4,1
"N00003859",179,47,47,36,27,12,9,1,0
"N00003860",360,71,96,68,59,43,16,4,3
"N00003861",169,37,28,29,35,21,13,5,1
"N00003862",136,21,41,19,23,18,10,3,1
"N00003863",117,57,27,16,12,4,1,0,0
"N00003864",130,33,29,25,21,9,9,2,2
"N00003865",100,38,29,21,8,3,1,0,0
"N00003866",147,39,54,30,18,6,0,0,0
"N00003867",276,80,70,54,42,16,8,4,2
"N00003868",142,45,37,29,17,8,5,1,0
"N00003869",445,131,110,80,71,31,16,2,4
"N00003870",117,51,30,16,11,4,4,1,0
"N00003871",239,32,61,63,46,22,14,0,1
"N00003872",129,55,32,20,15,4,2,1,0
"N00003873",413,125,133,64,51,25,11,4,0
"N00003874",173,27,53,29,24,27,11,1,1
"N00003875",140,23,36,35,23,14,7,2,0
"N00003876",167,21,38,22,33,28,19,5,1
"N00003877",129,37,26,18,22,17,8,0,1
"N00003878",142,26,30,21,24,24,10,4,3
"N00003879",147,23,27,32,23,20,16,6,0
"N00003880",173,37,62,24,24,18,6,2,0
"N00003881",149,14,48,27,30,21,9,0,0
"N00003882",125,35,40,25,16,7,1,0,1
"N00003883",299,73,100,48,37,27,8,6,0
"N00003884",289,98,78,42,46,18,4,3,0
"N00003885",119,21,36,29,17,10,4,1,1
"N00003886",117,31,28,27,20,9,2,0,0
"N00003887",254,112,82,22,22,10,6,0,0
"N00003888",98,24,36,15,17,5,1,0,0
"N00003889",157,48,56,21,24,7,1,0,0
"N00003890",127,54,40,19,8,4,1,1,0
"N00003891",136,45,40,26,15,8,1,1,0
"N00003892",123,49,41,12,17,3,1,0,0
"N00003893",116,44,36,17,14,5,0,0,0
"N00003894",122,44,34,21,19,4,0,0,0
"N00003895",124,37,47,21,13,4,1,1,0
"N00003896",381,174,120,50,29,6,2,0,0
"N00003897",103,26,25,22,18,7,3,2,0
"N00003898",127,13,43,25,32,14,0,0,0
"N00003899",131,21,41,30,29,7,3,0,0
"N00003900",132,44,53,21,6,6,1,1,0
"N00003901",116,29,46,26,10,4,0,0,1
"N00003902",130,30,56,16,16,7,3,1,1
"N00003903",211,21,45,61,64,12,8,0,0
"N00003904",202,55,59,32,43,9,3,1,0
"N00003905",153,69,49,18,13,3,1,0,0
"N00003906",111,52,28,13,10,7,0,1,0
"N00003907",136,46,45,20,17,7,0,1,0
"N00003908",110,62,28,15,4,1,0,0,0
"N00003909",144,36,54,28,16,4,4,0,2
"N00003910",113,31,43,27,8,4,0,0,0
"N00003911",507,127,156,101,91,21,9,1,1
"N00003912",188,43,63,38,36,6,2,0,0
"N00003913",121,47,36,17,14,7,0,0,0
"N00003914",130,18,49,23,22,15,3,0,0
"N00003915",122,26,44,30,12,7,2,0,1
"N00003916",129,14,37,31,31,12,3,1,0
"N00003917",112,22,49,14,18,8,1,0,0
"N00003918",121,32,53,23,8,3,1,1,0
"N00003919",122,25,51,26,12,4,4,0,0
"N00003920",118,20,39,22,24,10,2,1,0
"N00003921",121,17,40,35,22,6,1,0,0
"N00003922",123,26,43,31,17,6,0,0,0
"N00003923",119,28,34,31,18,4,3,1,0
"N00003924",127,34,40,28,19,5,1,0,0
"N00003925",114,32,31,22,18,9,2,0,0
"N00003926",109,19,39,15,20,14,1,1,0
"N00003927",111,15,34,31,22,7,1,1,0
"N00003928",204,79,63,27,20,14,0,1,0
"N00003929",113,41,32,16,16,5,2,1,0
"N00003930",137,38,53,22,16,6,1,0,1
"N00003931",123,68,34,10,9,1,0,1,0
"N00003932",150,43,54,26,17,10,0,0,0
"N00003933",314,60,95,74,63,15,7,0,0
"N00003934",116,18,38,20,25,9,5,0,1
"N00003935",136,24,50,29,24,8,1,0,0
"N00003936",358,77,123,53,74,27,3,1,0
"N00003937",124,22,53,22,21,4,2,0,0
"N00003938",113,33,44,16,12,6,2,0,0
"N00003939",140,25,49,23,29,9,4,0,1
"N00003940",128,27,47,29,18,5,2,0,0
"N00003941",138,31,44,18,24,17,3,1,0
"N00003942",158,23,41,32,47,11,4,0,0
"N00003943",284,87,100,40,41,10,6,0,0
"N00003944",131,19,47,25,33,6,1,0,0
"N00003945",122,33,42,18,20,7,1,1,0
"N00003946",156,10,54,46,41,4,1,0,0
"N00003947",232,49,73,43,43,21,2,1,0
"N00003948",123,16,54,24,19,9,1,0,0
"N00003949",120,24,44,20,21,7,3,1,0
"N00003950",113,18,32,26,31,5,1,0,0
"N00003951",109,21,51,16,13,6,2,0,0
"N00003952",114,35,40,19,9,9,1,0,1
"N00003953",111,23,44,20,14,10,0,0,0
"N00003954",116,48,46,9,9,4,0,0,0
"N00003955",114,25,53,16,16,4,0,0,0
"N00003956",117,22,41,24,19,8,3,0,0
"N00003957",108,41,39,14,11,2,1,0,0
"N00003958",240,91,70,43,22,8,3,1,2
"N00003959",119,37,46,17,13,4,2,0,0
"N00003960",129,46,54,13,13,3,0,0,0
"N00003961",130,31,68,11,14,6,0,0,0
"N00003962",261,46,101,52,44,14,3,0,1
"N00003963",124,21,63,15,21,4,0,0,0
"N00003964",135,26,46,33,18,12,0,0,0
"N00003965",154,36,57,28,22,8,2,1,0
"N00003966",135,44,41,29,18,2,1,0,0
"N00003967",110,3,14,28,43,16,5,0,1
"N00003968",119,38,35,19,21,5,0,0,1
"N00003969",120,42,43,14,17,2,2,0,0
"N00003970",139,34,56,23,16,9,1,0,0
"N00003971",123,26,45,21,24,6,1,0,0
"N00003972",141,42,49,25,18,3,3,1,0
"N00003973",124,19,46,23,18,15,3,0,0
"N00003974",198,19,56,36,51,28,6,2,0
"N00003975",130,23,38,26,24,15,4,0,0
"N00003976",126,26,36,30,18,11,3,2,0
"N00003977",107,26,34,16,19,7,4,1,0
"N00003978",139,35,42,29,13,13,5,1,1
"N00003979",137,30,47,31,17,8,4,0,0
"N00003980",145,25,59,24,26,7,4,0,0
"N00003981",115,35,41,17,11,8,3,0,0
"N00003982",117,55,38,17,6,1,0,0,0
"N00003983",118,36,40,25,12,4,1,0,0
"N00003984",133,31,52,22,13,13,1,1,0
"N00003985",120,35,33,27,16,2,7,0,0
"N00003986",123,53,35,20,11,4,0,0,0
"N00003987",123,26,53,21,11,9,2,0,1
"N00003988",130,40,47,22,19,1,0,1,0
"N00003989",121,84,32,5,0,0,0,0,0
"N00003990",177,43,65,37,25,6,1,0,0
"N00003991",140,48,51,25,11,4,1,0,0
"N00003992",154,44,49,22,28,10,0,0,1
"N00003993",158,31,66,26,27,6,1,0,1
"N00003994",123,11,44,28,32,6,2,0,0
"N00003995",140,28,41,28,23,15,5,0,0
"N00003996",147,42,53,26,17,8,1,0,0
"N00003997",128,22,38,26,25,14,3,0,0
"N00003998",127,25,30,38,25,6,3,0,0
"N00003999",139,24,40,29,36,7,3,0,0
"N00004000",152,58,51,29,8,4,2,0,0
"N00004001",125,21,50,24,14,14,1,1,0
"N00004002",160,88,47,13,7,4,1,0,0
"N00004003",184,62,58,36,18,6,2,2,0
"N00004004",114,45,36,21,7,4,1,0,0
"N00004005",95,52,25,8,7,2,1,0,0
"N00004006",110,50,26,17,15,1,1,0,0
"N00004007",103,24,33,24,10,7,3,2,0
"N00004008",146,23,51,29,24,13,3,3,0
"N00004009",126,32,38,23,19,11,3,0,0
"N00004010",144,39,37,25,27,13,3,0,0
"N00004011",183,38,59,34,39,10,3,0,0
"N00004012",124,24,50,23,15,10,2,0,0
"N00004013",118,18,38,25,26,9,1,1,0
"N00004014",124,16,47,31,20,8,2,0,0
"N00004015",113,25,33,22,24,8,1,0,0
"N00004016",151,38,48,30,26,7,2,0,0
"N00004017",108,26,34,22,17,9,0,0,0
"N00004018",123,37,39,18,21,5,3,0,0
"N00004019",118,18,53,17,20,6,3,1,0
"N00004020",143,23,39,34,27,14,3,1,2
"N00004021",129,28,48,21,20,8,3,1,0
"N00004022",151,59,59,23,6,0,4,0,0
"N00004023",119,49,35,19,9,7,0,0,0
"N00004024",126,33,45,23,14,8,2,1,0
"N00004025",243,112,75,41,12,2,1,0,0
"N00004026",126,24,51,22,13,14,1,1,0
"N00004027",130,39,48,12,23,6,2,0,0
"N00004028",118,22,42,27,19,5,2,1,0
"N00004029",123,31,55,15,15,5,2,0,0
"N00004030",129,35,61,15,12,5,1,0,0
"N00004031",127,52,43,15,10,5,1,1,0
"N00004032",115,59,25,13,10,5,2,0,1
"N00004033",123,46,32,29,10,4,2,0,0
"N00004034",119,47,44,14,10,4,0,0,0
"N00004035",128,38,51,20,12,3,3,1,0
