"Geography_Code","NM_1553_1_0","NM_1553_1_1","NM_1553_1_2","NM_1553_1_3","NM_1553_1_4","NM_1553_1_5","NM_1553_1_6","NM_1553_1_7","NM_1553_1_8"
"N00001141",92,36,32,12,9,1,2,0,0
"N00001142",109,62,22,17,7,1,0,0,0
"N00001143",60,20,15,13,9,3,0,0,0
"N00001144",109,50,27,13,10,6,2,0,1
"N00001145",137,53,41,18,20,3,2,0,0
"N00001146",133,54,35,20,14,9,1,0,0
"N00001147",127,59,34,17,9,5,2,1,0
"N00001148",112,46,23,21,12,4,5,1,0
"N00001149",130,23,36,32,22,11,2,2,2
"N00001150",123,27,36,26,20,8,5,1,0
"N00001151",154,36,52,31,22,11,1,0,1
"N00001152",148,38,52,20,19,12,6,1,0
"N00001153",136,48,38,25,13,7,5,0,0
"N00001154",114,38,29,25,8,10,3,1,0
"N00001155",324,148,105,45,21,4,1,0,0
"N00001156",624,284,158,88,54,30,8,1,1
"N00001157",113,32,37,18,14,8,4,0,0
"N00001158",112,42,32,12,14,5,6,1,0
"N00001159",136,41,27,23,28,13,4,0,0
"N00001160",171,77,47,23,12,10,0,1,1
"N00001161",117,46,34,22,8,4,3,0,0
"N00001162",84,37,23,14,7,2,1,0,0
"N00001163",185,120,41,10,6,4,4,0,0
"N00001164",120,34,18,29,20,14,2,2,1
"N00001165",129,37,41,19,21,6,3,2,0
"N00001166",255,94,62,48,32,16,3,0,0
"N00001167",125,32,34,23,14,17,3,2,0
"N00001168",126,32,28,25,23,12,4,2,0
"N00001169",119,33,29,23,19,8,6,0,1
"N00001170",128,31,37,23,29,5,3,0,0
"N00001171",179,62,60,27,11,14,4,1,0
"N00001172",109,33,24,23,11,13,3,0,2
"N00001173",109,19,51,21,12,6,0,0,0
"N00001174",117,14,44,19,24,9,6,1,0
"N00001175",113,19,40,20,26,5,3,0,0
"N00001176",111,26,59,14,7,3,2,0,0
"N00001177",116,37,38,15,23,2,1,0,0
"N00001178",146,36,40,20,29,14,5,2,0
"N00001179",112,18,27,24,24,13,5,1,0
"N00001180",97,62,17,13,4,0,1,0,0
"N00001181",112,47,32,13,14,3,3,0,0
"N00001182",112,15,25,30,24,10,6,1,1
"N00001183",202,66,77,25,23,9,2,0,0
"N00001184",112,30,37,20,11,9,5,0,0
"N00001185",130,40,61,15,10,3,1,0,0
"N00001186",110,26,43,18,16,5,2,0,0
"N00001187",122,35,32,24,14,9,6,1,1
"N00001188",356,173,101,35,26,10,7,4,0
"N00001189",116,32,30,17,26,9,2,0,0
"N00001190",140,55,49,22,11,3,0,0,0
"N00001191",120,49,39,15,14,1,2,0,0
"N00001192",118,37,47,16,13,5,0,0,0
"N00001193",117,52,40,12,8,4,0,0,1
"N00001194",116,35,40,23,9,5,4,0,0
"N00001195",95,47,30,6,5,4,2,1,0
"N00001196",146,39,50,27,20,7,2,1,0
"N00001197",129,50,40,23,14,1,1,0,0
"N00001198",140,31,35,25,29,17,1,2,0
"N00001199",101,42,37,14,5,2,1,0,0
"N00001200",139,47,27,16,33,7,9,0,0
"N00001201",112,25,33,15,27,6,5,1,0
"N00001202",116,32,27,27,23,5,0,2,0
"N00001203",120,40,34,20,15,6,2,1,2
"N00001204",393,118,126,59,53,27,9,0,1
"N00001205",239,90,58,41,25,16,8,1,0
"N00001206",102,45,21,17,7,9,3,0,0
"N00001207",125,17,31,26,25,16,8,1,1
"N00001208",121,29,38,19,14,14,3,1,3
"N00001209",114,41,36,16,12,9,0,0,0
"N00001210",126,35,32,28,14,9,8,0,0
"N00001211",128,57,33,12,13,6,5,2,0
"N00001212",127,39,42,17,20,7,2,0,0
"N00001213",130,40,46,21,13,8,2,0,0
"N00001214",116,35,28,27,20,1,4,0,1
"N00001215",104,28,36,9,17,2,9,2,1
"N00001216",133,22,28,35,23,20,4,1,0
"N00001217",160,61,44,24,20,5,2,4,0
"N00001218",104,18,37,19,21,8,1,0,0
"N00001219",136,44,48,21,19,2,2,0,0
"N00001220",110,40,41,14,8,7,0,0,0
"N00001221",124,47,41,23,6,6,1,0,0
"N00001222",88,25,20,29,11,1,2,0,0
"N00001223",126,38,43,18,17,7,2,1,0
"N00001224",124,42,45,19,14,4,0,0,0
"N00001225",127,54,41,24,6,2,0,0,0
"N00001226",116,40,44,25,4,1,2,0,0
"N00001227",110,32,43,21,7,5,2,0,0
"N00001228",89,38,29,9,7,3,2,1,0
"N00001229",119,52,32,14,11,7,3,0,0
"N00001230",121,32,40,24,14,8,3,0,0
"N00001231",130,31,41,24,14,15,3,1,1
"N00001232",99,7,14,17,30,20,10,0,1
"N00001233",122,6,30,29,29,18,9,0,1
"N00001234",136,41,37,23,19,10,4,0,2
"N00001235",353,99,86,62,55,35,13,2,1
"N00001236",131,26,36,28,23,12,4,2,0
"N00001237",123,44,29,27,14,6,2,0,1
"N00001238",110,28,34,15,13,16,4,0,0
"N00001239",117,27,42,16,14,12,4,2,0
"N00001240",500,186,149,89,50,16,6,4,0
"N00001241",133,33,38,31,14,9,7,1,0
"N00001242",122,28,44,16,15,9,7,1,2
"N00001243",123,43,43,18,9,8,1,0,1
"N00001244",133,53,42,15,12,7,3,0,1
"N00001245",135,34,44,27,20,9,1,0,0
"N00001246",261,81,84,46,31,17,2,0,0
"N00001247",115,44,35,20,11,4,0,1,0
"N00001248",146,20,43,35,33,9,5,0,1
"N00001249",152,31,46,33,31,9,2,0,0
"N00001250",165,27,45,44,36,11,1,0,1
"N00001251",122,29,33,25,22,10,2,1,0
"N00001252",131,37,46,24,17,6,1,0,0
"N00001253",115,46,36,22,8,1,2,0,0
"N00001254",113,23,31,23,24,9,2,1,0
"N00001255",123,34,53,18,13,3,1,0,1
"N00001256",108,26,40,22,13,4,3,0,0
"N00001257",110,36,40,22,10,1,1,0,0
"N00001258",118,45,35,23,10,4,1,0,0
"N00001259",129,45,41,22,15,4,2,0,0
"N00001260",136,29,41,34,17,9,5,1,0
"N00001261",116,43,36,15,21,1,0,0,0
"N00001262",165,40,66,33,16,7,2,1,0
"N00001263",138,50,50,18,15,5,0,0,0
"N00001264",88,35,21,14,10,4,3,1,0
"N00001265",461,191,136,67,42,14,9,1,1
"N00001266",90,38,27,11,9,3,2,0,0
"N00001267",152,57,47,30,11,5,2,0,0
"N00001268",154,67,58,19,7,3,0,0,0
"N00001269",271,128,84,32,20,4,1,2,0
"N00001270",154,71,53,19,11,0,0,0,0
"N00001271",696,259,210,123,70,23,8,2,1
"N00001272",118,60,30,15,9,3,1,0,0
"N00001273",108,45,29,21,11,1,1,0,0
"N00001274",122,53,39,16,11,3,0,0,0
"N00001275",107,44,37,15,8,3,0,0,0
"N00001276",91,26,34,14,6,8,3,0,0
"N00001277",108,24,44,14,19,6,1,0,0
"N00001278",120,32,45,15,17,10,1,0,0
"N00001279",98,54,27,9,7,1,0,0,0
"N00001280",117,58,42,7,5,2,2,0,1
"N00001281",132,39,42,14,23,7,7,0,0
"N00001282",148,60,43,12,18,14,1,0,0
"N00001283",129,33,38,20,26,8,3,1,0
"N00001284",147,42,50,25,21,6,2,0,1
"N00001285",139,27,67,17,23,4,0,1,0
"N00001286",141,41,45,16,29,8,1,1,0
"N00001287",124,29,54,17,16,5,3,0,0
"N00001288",117,25,44,22,20,6,0,0,0
"N00001289",120,28,44,26,17,4,1,0,0
"N00001290",123,17,55,21,23,6,1,0,0
"N00001291",118,20,32,27,20,15,4,0,0
"N00001292",300,57,73,71,52,31,13,3,0
"N00001293",128,23,42,19,29,12,3,0,0
"N00001294",128,26,48,24,13,13,4,0,0
"N00001295",119,26,37,28,15,10,3,0,0
"N00001296",122,37,45,24,10,3,2,1,0
"N00001297",130,22,37,24,26,15,5,1,0
"N00001298",162,40,58,33,19,10,1,1,0
"N00001299",135,43,42,18,24,7,0,1,0
"N00001300",119,37,36,17,19,9,1,0,0
"N00001301",132,17,52,25,20,9,9,0,0
"N00001302",257,43,74,67,33,22,15,3,0
"N00001303",133,36,38,31,16,8,4,0,0
"N00001304",125,24,55,19,11,10,5,1,0
"N00001305",119,24,43,17,18,12,4,0,1
"N00001306",106,51,27,19,5,1,2,0,1
"N00001307",130,41,33,31,12,8,3,1,1
"N00001308",210,66,72,32,26,8,6,0,0
"N00001309",153,52,38,29,21,9,4,0,0
"N00001310",335,55,104,64,58,39,10,2,3
"N00001311",120,31,28,24,23,10,3,1,0
"N00001312",244,66,58,50,42,18,8,1,1
"N00001313",195,76,58,29,25,5,1,1,0
"N00001314",142,32,34,33,24,15,1,1,2
"N00001315",114,38,40,20,13,2,1,0,0
"N00001316",194,106,49,18,13,6,2,0,0
"N00001317",115,36,38,17,18,4,2,0,0
"N00001318",133,50,37,28,11,7,0,0,0
"N00001319",118,43,28,17,18,9,3,0,0
"N00001320",101,25,36,17,14,6,2,1,0
"N00001321",108,29,31,21,18,6,3,0,0
"N00001322",133,46,50,25,9,1,2,0,0
"N00001323",121,44,32,22,16,5,0,2,0
"N00001324",113,43,34,20,8,8,0,0,0
"N00001325",491,124,176,70,60,37,22,2,0
"N00001326",125,16,50,18,22,12,7,0,0
"N00001327",121,27,42,17,15,15,4,1,0
"N00001328",378,106,116,53,45,36,20,1,1
"N00001329",116,36,33,25,10,9,2,1,0
"N00001330",124,30,42,21,16,9,6,0,0
"N00001331",116,41,34,19,16,5,0,0,1
"N00001332",103,44,41,14,3,0,1,0,0
"N00001333",131,36,40,18,24,8,4,1,0
"N00001334",140,58,35,14,24,7,2,0,0
"N00001335",121,66,42,8,5,0,0,0,0
"N00001336",108,20,34,16,18,14,6,0,0
"N00001337",121,37,38,18,16,6,3,1,2
"N00001338",125,35,39,25,17,8,0,1,0
"N00001339",147,48,42,20,26,6,3,1,1
"N00001340",378,169,103,51,35,15,2,2,1
"N00001341",110,13,30,28,27,9,2,1,0
"N00001342",126,16,34,26,29,17,3,1,0
"N00001343",104,21,30,15,26,9,3,0,0
"N00001344",117,25,30,24,22,11,5,0,0
"N00001345",96,15,42,15,17,4,3,0,0
"N00001346",341,104,110,70,39,14,2,1,1
"N00001347",208,58,68,47,21,10,4,0,0
"N00001348",128,40,37,23,20,7,1,0,0
"N00001349",119,51,37,13,9,6,3,0,0
"N00001350",413,170,125,54,41,17,4,2,0
"N00001351",173,64,52,24,22,7,2,1,1
"N00001352",137,41,50,27,15,3,1,0,0
"N00001353",144,56,37,20,22,6,2,1,0
"N00001354",397,204,95,56,26,7,8,1,0
"N00001355",124,42,36,27,12,4,1,1,1
"N00001356",112,30,30,28,15,8,1,0,0
"N00001357",98,61,25,7,2,3,0,0,0
"N00001358",163,72,41,30,10,4,4,1,1
"N00001359",120,34,36,23,21,3,2,0,1
"N00001360",116,35,35,23,15,6,2,0,0
"N00001361",113,32,35,15,18,8,4,0,1
"N00001362",134,56,37,17,10,12,2,0,0
"N00001363",119,43,38,17,12,9,0,0,0
"N00001364",251,88,88,33,34,8,0,0,0
"N00001365",174,62,52,30,21,7,2,0,0
"N00001366",119,50,28,22,16,2,1,0,0
"N00001367",164,64,49,28,15,3,3,2,0
"N00001368",126,33,49,20,19,3,1,1,0
"N00001369",165,48,61,35,16,4,1,0,0
"N00001370",187,86,52,24,19,5,1,0,0
"N00001371",111,20,25,28,32,5,1,0,0
"N00001372",247,80,69,44,38,14,2,0,0
"N00001373",114,29,26,34,18,4,3,0,0
"N00001374",112,24,36,20,21,9,2,0,0
"N00001375",165,74,48,15,19,7,2,0,0
"N00001376",96,42,27,16,10,0,0,1,0
"N00001377",115,33,38,17,21,5,0,1,0
"N00001378",106,25,38,23,15,4,0,0,1
"N00001379",110,39,30,24,14,2,0,0,1
"N00001380",133,35,46,19,22,7,4,0,0
"N00001381",182,64,60,30,23,3,1,1,0
"N00001382",115,21,40,15,30,6,2,0,1
"N00001383",100,21,30,17,15,12,4,0,1
"N00001384",117,28,42,17,27,2,1,0,0
"N00001385",132,23,42,33,19,13,2,0,0
"N00001386",262,112,81,38,24,4,1,0,2
"N00001387",130,49,44,26,7,4,0,0,0
"N00001388",115,48,38,15,9,5,0,0,0
"N00001389",98,40,37,12,7,2,0,0,0
"N00001390",107,22,35,16,24,9,1,0,0
"N00001391",107,24,27,24,26,4,2,0,0
"N00001392",132,49,54,17,8,2,1,1,0
"N00001393",142,60,50,19,13,0,0,0,0
"N00001394",122,36,42,23,12,8,0,1,0
"N00001395",123,42,42,17,13,6,3,0,0
"N00001396",320,131,122,44,19,2,1,0,1
"N00001397",119,72,37,7,1,0,2,0,0
"N00001398",131,54,51,13,10,3,0,0,0
"N00001399",363,112,116,63,48,20,4,0,0
"N00001400",137,42,47,15,21,7,5,0,0
"N00001401",442,195,141,60,36,10,0,0,0
"N00001402",292,105,87,47,42,8,2,0,1
"N00001403",135,28,39,34,20,11,2,1,0
"N00001404",295,145,75,29,27,17,1,0,1
"N00001405",114,47,37,15,9,3,3,0,0
"N00001406",112,49,36,16,8,3,0,0,0
"N00001407",121,45,52,9,14,0,1,0,0
"N00001408",211,80,64,30,19,15,3,0,0
"N00001409",111,27,35,16,21,9,3,0,0
"N00001410",125,44,35,19,13,13,1,0,0
"N00001411",123,37,41,26,14,3,2,0,0
"N00001412",102,72,15,5,5,5,0,0,0
"N00001413",120,42,38,17,12,7,3,1,0
"N00001414",112,29,35,19,24,4,1,0,0
"N00001415",115,40,27,26,14,3,3,2,0
"N00001416",472,192,150,84,30,13,3,0,0
"N00001417",148,84,31,14,8,9,2,0,0
"N00001418",321,142,93,41,26,17,1,0,1
"N00001419",116,50,28,19,12,5,2,0,0
"N00001420",132,65,38,18,9,1,0,1,0
"N00001421",708,325,247,71,37,19,6,3,0
"N00001422",115,69,29,4,9,1,1,2,0
"N00001423",209,108,38,27,16,11,7,0,2
"N00001424",114,49,34,21,8,1,1,0,0
"N00001425",124,47,39,22,7,6,3,0,0
"N00001426",118,58,29,20,4,5,2,0,0
"N00001427",123,56,27,25,9,6,0,0,0
"N00001428",128,53,32,23,9,9,2,0,0
"N00001429",544,260,156,70,40,10,7,1,0
"N00001430",129,69,27,13,8,7,3,1,1
"N00001431",136,46,34,24,26,4,0,1,1
"N00001432",138,51,48,28,7,3,0,1,0
"N00001433",136,64,39,23,7,3,0,0,0
"N00001434",134,53,30,26,15,9,1,0,0
"N00001435",128,62,40,14,11,1,0,0,0
"N00001436",130,41,44,24,9,8,4,0,0
"N00001437",96,46,21,15,7,4,2,0,1
"N00001438",139,68,29,19,16,4,1,0,2
"N00001439",163,94,43,16,8,2,0,0,0
"N00001440",141,70,46,14,9,1,1,0,0
"N00001441",135,63,33,15,14,9,0,1,0
"N00001442",115,36,36,25,13,5,0,0,0
"N00001443",115,75,20,13,4,3,0,0,0
"N00001444",155,87,40,17,7,2,2,0,0
"N00001445",152,41,55,19,22,15,0,0,0
"N00001446",132,35,52,21,19,4,1,0,0
"N00001447",124,28,59,18,16,2,1,0,0
"N00001448",133,23,52,25,20,11,1,1,0
"N00001449",130,33,39,29,22,6,0,1,0
"N00001450",118,33,50,12,21,2,0,0,0
"N00001451",114,52,28,13,11,5,4,0,1
"N00001452",124,31,40,17,20,14,2,0,0
"N00001453",134,23,50,18,25,14,3,1,0
"N00001454",117,15,48,21,23,7,3,0,0
"N00001455",107,34,28,19,19,5,1,1,0
"N00001456",141,48,35,27,21,9,1,0,0
"N00001457",125,38,37,12,24,11,2,1,0
"N00001458",130,49,41,12,19,9,0,0,0
"N00001459",129,36,41,20,21,10,1,0,0
"N00001460",263,86,92,33,36,11,4,1,0
"N00001461",127,40,34,22,18,8,4,1,0
"N00001462",137,33,45,25,15,15,4,0,0
"N00001463",138,31,45,17,23,14,5,3,0
"N00001464",128,24,48,22,18,12,3,0,1
"N00001465",159,35,60,21,21,15,6,0,1
"N00001466",105,40,21,14,22,5,3,0,0
"N00001467",104,32,33,8,21,6,3,1,0
"N00001468",111,32,28,26,10,13,2,0,0
"N00001469",114,46,35,14,10,6,3,0,0
"N00001470",134,43,28,24,21,15,3,0,0
"N00001471",143,26,26,15,29,32,11,4,0
"N00001472",238,50,79,45,38,19,6,1,0
"N00001473",209,75,84,30,17,1,0,0,2
"N00001474",113,20,39,15,20,12,6,1,0
"N00001475",141,48,48,24,19,2,0,0,0
"N00001476",128,49,36,22,16,4,1,0,0
"N00001477",113,31,42,16,16,6,1,0,1
"N00001478",132,49,32,23,22,5,1,0,0
"N00001479",132,37,36,20,29,7,2,0,1
"N00001480",240,135,61,22,13,8,1,0,0
"N00001481",105,33,39,19,11,2,0,1,0
"N00001482",139,44,53,17,20,4,1,0,0
"N00001483",124,49,43,17,9,4,2,0,0
"N00001484",112,51,35,16,7,2,1,0,0
"N00001485",130,59,39,22,7,1,2,0,0
"N00001486",127,30,47,14,26,7,3,0,0
"N00001487",138,44,49,27,16,1,1,0,0
"N00001488",117,31,46,15,18,5,2,0,0
"N00001489",121,21,54,23,20,3,0,0,0
"N00001490",101,39,38,17,6,0,1,0,0
"N00001491",140,77,35,13,13,0,2,0,0
"N00001492",115,41,48,17,7,2,0,0,0
"N00001493",121,45,38,18,15,5,0,0,0
"N00001494",96,40,32,11,7,3,3,0,0
"N00001495",134,49,47,19,12,4,2,0,1
"N00001496",150,70,54,19,4,3,0,0,0
"N00001497",106,31,42,14,16,3,0,0,0
"N00001498",198,59,67,42,16,10,3,0,1
"N00001499",144,52,36,28,20,3,3,2,0
"N00001500",147,101,34,7,3,1,0,1,0
"N00001501",274,136,86,33,10,5,3,1,0
"N00001502",196,75,65,34,14,5,1,1,1
"N00001503",113,53,40,10,9,1,0,0,0
"N00001504",106,31,29,19,14,8,5,0,0
"N00001505",212,77,58,43,24,6,3,1,0
"N00001506",128,63,35,18,9,2,1,0,0
"N00001507",115,48,30,16,12,5,3,1,0
"N00001508",207,71,65,37,23,8,1,1,1
"N00001509",201,90,71,21,10,4,5,0,0
"N00001510",122,59,42,12,9,0,0,0,0
"N00001511",281,120,81,32,15,6,20,6,1
"N00001512",137,55,38,26,10,4,3,1,0
"N00001513",124,61,34,20,6,0,1,1,1
"N00001514",109,35,34,20,15,4,1,0,0
"N00001515",131,32,52,19,12,12,2,2,0
"N00001516",127,39,57,12,9,10,0,0,0
"N00001517",153,33,72,23,17,4,3,1,0
"N00001518",174,37,74,26,20,9,8,0,0
"N00001519",134,45,38,36,10,3,0,2,0
"N00001520",114,46,21,26,12,5,3,0,1
"N00001521",106,30,37,17,17,4,1,0,0
"N00001522",115,36,28,28,14,8,1,0,0
"N00001523",106,51,24,15,13,3,0,0,0
"N00001524",111,36,37,21,7,8,2,0,0
"N00001525",100,28,31,19,19,2,1,0,0
"N00001526",112,50,36,13,8,4,1,0,0
"N00001527",115,48,30,17,17,2,1,0,0
"N00001528",123,59,32,14,13,4,0,1,0
"N00001529",134,58,35,23,5,10,2,1,0
"N00001530",165,49,60,20,25,9,2,0,0
"N00001531",112,22,24,31,22,9,4,0,0
"N00001532",148,24,34,41,31,13,4,1,0
"N00001533",271,90,82,46,33,10,8,2,0
"N00001534",132,40,35,29,19,6,3,0,0
"N00001535",148,29,56,29,21,8,3,1,1
"N00001536",126,36,25,20,24,16,3,1,1
"N00001537",128,21,44,28,19,12,3,0,1
"N00001538",128,21,29,33,26,12,6,0,1
"N00001539",116,20,31,23,25,10,4,3,0
"N00001540",136,28,36,19,30,13,6,2,2
"N00001541",118,52,24,14,12,7,4,3,2
"N00001542",121,28,42,18,18,7,7,0,1
"N00001543",133,29,47,17,20,11,8,0,1
"N00001544",115,45,27,16,10,10,6,1,0
"N00001545",139,53,30,18,22,9,4,0,3
"N00001546",125,31,31,23,18,17,4,0,1
"N00001547",156,77,39,17,10,8,5,0,0
"N00001548",179,111,38,11,11,5,1,1,1
"N00001549",167,74,30,30,18,11,3,1,0
"N00001550",108,64,25,8,6,3,1,1,0
"N00001551",151,56,41,21,13,10,5,5,0
"N00001552",156,58,39,25,14,11,9,0,0
"N00001553",162,110,31,11,8,1,0,1,0
"N00001554",151,62,41,24,13,8,3,0,0
"N00001555",112,34,33,25,8,8,3,1,0
"N00001556",96,38,27,16,10,5,0,0,0
"N00001557",124,47,40,16,13,7,1,0,0
"N00001558",106,48,22,15,8,5,5,1,2
"N00001559",149,67,33,24,18,1,4,1,1
"N00001560",101,21,31,23,17,8,1,0,0
"N00001561",100,37,32,15,11,2,3,0,0
"N00001562",110,54,30,12,9,1,4,0,0
"N00001563",109,76,17,8,3,4,1,0,0
"N00001564",140,41,37,30,21,7,2,1,1
"N00001565",143,41,43,35,11,5,7,0,1
"N00001566",141,31,40,33,18,10,8,1,0
"N00001567",105,34,29,22,16,2,0,1,1
"N00001568",107,24,33,14,21,12,3,0,0
"N00001569",124,28,38,30,14,9,4,0,1
"N00001570",418,102,113,99,56,31,11,3,3
"N00001571",144,21,51,32,22,14,3,0,1
"N00001572",126,29,29,29,22,11,4,2,0
"N00001573",154,35,36,32,25,17,7,2,0
"N00001574",118,33,36,22,11,7,5,3,1
"N00001575",110,24,28,23,16,12,5,2,0
"N00001576",124,24,34,30,18,6,7,1,4
"N00001577",123,30,29,21,19,13,7,3,1
"N00001578",114,22,28,36,17,8,3,0,0
"N00001579",140,55,35,22,16,11,0,1,0
"N00001580",158,70,47,21,9,7,4,0,0
"N00001581",111,34,26,10,20,17,3,1,0
"N00001582",107,41,30,12,10,9,4,0,1
"N00001583",125,53,51,11,4,6,0,0,0
"N00001584",107,49,46,6,5,1,0,0,0
"N00001585",136,27,33,17,25,19,7,2,6
"N00001586",142,68,45,23,4,1,1,0,0
"N00001587",142,39,42,37,21,3,0,0,0
"N00001588",135,35,59,31,7,2,1,0,0
"N00001589",118,47,31,17,15,6,2,0,0
"N00001590",147,32,64,22,19,6,4,0,0
"N00001591",128,51,37,19,12,9,0,0,0
"N00001592",140,62,35,17,13,10,2,0,1
"N00001593",194,57,65,21,25,11,3,2,10
"N00001594",142,52,37,23,13,3,5,0,9
"N00001595",108,28,28,18,23,7,4,0,0
"N00001596",126,25,31,28,21,5,6,3,7
"N00001597",111,35,35,19,16,1,0,0,5
"N00001598",139,32,32,31,30,12,2,0,0
"N00001599",149,33,47,30,10,6,9,12,2
"N00001600",134,36,44,29,22,1,1,1,0
"N00001601",109,31,33,19,14,8,2,2,0
"N00001602",145,47,50,22,13,7,4,1,1
"N00001603",158,95,26,13,9,8,6,1,0
"N00001604",146,59,56,23,5,2,1,0,0
"N00001605",138,61,39,19,10,7,2,0,0
"N00001606",104,45,36,16,5,0,2,0,0
"N00001607",132,57,45,12,13,3,2,0,0
"N00001608",123,55,42,14,5,5,2,0,0
"N00001609",121,48,45,14,8,5,1,0,0
"N00001610",125,62,41,14,6,2,0,0,0
"N00001611",138,53,44,21,13,6,1,0,0
"N00001612",130,51,30,19,26,2,1,1,0
"N00001613",301,102,92,54,31,15,5,2,0
"N00001614",132,60,45,15,11,0,1,0,0
"N00001615",146,56,48,24,7,3,5,3,0
"N00001616",146,64,38,25,13,4,2,0,0
"N00001617",133,55,50,18,7,2,0,0,1
"N00001618",119,52,37,18,5,6,1,0,0
"N00001619",160,85,46,20,6,2,0,1,0
"N00001620",138,46,33,26,23,9,1,0,0
"N00001621",115,41,40,20,10,4,0,0,0
"N00001622",106,38,32,15,16,2,2,1,0
"N00001623",132,55,36,20,12,5,3,0,1
"N00001624",94,55,25,11,3,0,0,0,0
"N00001625",125,52,41,15,13,2,2,0,0
"N00001626",122,54,37,18,11,2,0,0,0
"N00001627",91,32,41,9,7,2,0,0,0
"N00001628",119,43,43,17,13,2,1,0,0
"N00001629",155,78,38,16,17,4,1,1,0
"N00001630",107,44,37,15,5,5,1,0,0
"N00001631",108,37,39,20,9,3,0,0,0
"N00001632",118,49,38,13,10,8,0,0,0
"N00001633",100,47,31,14,8,0,0,0,0
"N00001634",122,69,27,9,11,4,1,0,1
"N00001635",145,63,33,30,16,1,2,0,0
"N00001636",84,41,22,8,9,2,2,0,0
"N00001637",112,49,36,17,4,4,2,0,0
"N00001638",132,70,32,18,10,1,0,1,0
"N00001639",104,55,31,12,4,1,1,0,0
"N00001640",111,50,35,14,8,4,0,0,0
"N00001641",131,65,35,15,11,4,1,0,0
"N00001642",124,22,59,23,11,8,1,0,0
"N00001643",257,79,88,43,29,14,3,1,0
"N00001644",125,26,41,21,28,8,1,0,0
"N00001645",117,46,40,19,9,3,0,0,0
"N00001646",136,54,47,23,7,3,0,2,0
"N00001647",127,32,53,25,9,4,3,1,0
"N00001648",143,44,53,25,16,3,2,0,0
"N00001649",134,13,27,26,50,15,1,0,2
"N00001650",118,21,47,18,25,6,1,0,0
"N00001651",134,17,42,30,35,8,2,0,0
"N00001652",132,16,36,33,31,12,3,1,0
"N00001653",136,7,29,37,51,12,0,0,0
"N00001654",139,22,49,25,29,11,2,1,0
"N00001655",159,43,56,28,17,11,4,0,0
"N00001656",118,48,42,14,10,4,0,0,0
"N00001657",119,25,46,24,17,7,0,0,0
"N00001658",95,36,31,15,9,2,1,0,1
"N00001659",112,33,47,15,13,2,0,2,0
"N00001660",123,22,60,20,14,6,1,0,0
"N00001661",122,16,30,26,35,11,4,0,0
"N00001662",125,20,48,25,27,4,1,0,0
"N00001663",128,27,50,21,24,6,0,0,0
"N00001664",118,21,34,28,25,8,2,0,0
"N00001665",152,40,48,32,23,8,1,0,0
"N00001666",125,12,48,35,23,7,0,0,0
"N00001667",117,24,40,23,25,3,1,1,0
"N00001668",156,42,43,31,31,8,1,0,0
"N00001669",117,12,44,27,26,7,1,0,0
"N00001670",125,48,42,17,12,4,2,0,0
"N00001671",129,44,33,31,13,4,2,1,1
"N00001672",134,23,43,33,19,12,4,0,0
"N00001673",176,38,57,38,35,7,1,0,0
"N00001674",114,39,40,17,14,3,0,1,0
"N00001675",123,39,39,27,11,6,0,1,0
"N00001676",107,23,43,21,10,9,0,1,0
"N00001677",163,12,29,33,66,20,2,1,0
"N00001678",148,26,38,30,32,17,5,0,0
"N00001679",134,20,35,24,36,16,3,0,0
"N00001680",170,21,34,33,63,14,5,0,0
"N00001681",147,54,53,25,11,3,1,0,0
"N00001682",127,30,42,23,21,10,0,1,0
"N00001683",155,40,58,25,19,8,3,2,0
"N00001684",286,35,54,57,98,29,12,1,0
"N00001685",120,18,40,22,28,11,1,0,0
"N00001686",114,26,44,20,16,7,1,0,0
"N00001687",118,20,49,16,23,10,0,0,0
"N00001688",158,53,44,37,12,11,1,0,0
"N00001689",156,94,47,9,2,1,3,0,0
"N00001690",141,38,43,27,21,9,3,0,0
"N00001691",154,74,47,24,6,2,1,0,0
"N00001692",124,54,34,17,14,5,0,0,0
"N00001693",125,47,52,13,10,3,0,0,0
"N00001694",104,14,35,20,27,7,1,0,0
"N00001695",152,36,40,27,35,10,2,1,1
"N00001696",168,47,66,25,25,5,0,0,0
"N00001697",121,30,45,21,16,4,4,1,0
"N00001698",131,52,41,22,12,3,1,0,0
"N00001699",158,35,58,29,26,7,3,0,0
"N00001700",124,49,41,16,11,5,2,0,0
"N00001701",102,48,30,10,10,4,0,0,0
"N00001702",140,40,42,31,18,6,2,1,0
"N00001703",613,336,185,62,22,6,1,1,0
"N00001704",450,250,129,42,21,4,4,0,0
"N00001705",118,57,32,18,9,1,1,0,0
"N00001706",166,20,61,38,32,11,2,2,0
"N00001707",145,31,43,25,32,9,5,0,0
"N00001708",241,46,66,55,49,18,4,3,0
"N00001709",120,41,47,17,9,6,0,0,0
"N00001710",136,21,67,23,14,9,0,1,1
"N00001711",137,29,46,24,23,13,2,0,0
"N00001712",158,57,56,24,11,9,1,0,0
"N00001713",110,57,27,13,9,3,1,0,0
"N00001714",260,100,82,47,25,5,1,0,0
"N00001715",127,38,46,22,15,5,1,0,0
"N00001716",124,20,56,29,13,5,0,1,0
"N00001717",132,14,56,34,18,8,2,0,0
"N00001718",125,31,54,19,15,4,2,0,0
"N00001719",123,27,40,33,11,5,5,1,1
