"Geography_Code","NM_1508_1_0","NM_1508_1_1","NM_1508_1_2","NM_1508_1_3","NM_1508_1_4","NM_1508_1_5","NM_1508_1_6"
"N00002073",119,51,53,14,1,0,84
"N00002074",324,47,150,105,18,4,433
"N00002075",130,7,54,55,11,3,209
"N00002076",104,23,60,11,9,1,113
"N00002077",108,13,66,26,3,0,127
"N00002078",119,48,49,21,1,0,94
"N00002079",289,79,135,65,10,0,295
"N00002080",131,63,56,8,4,0,84
"N00002081",129,72,48,9,0,0,66
"N00002082",294,50,137,87,13,7,385
"N00002083",130,11,70,42,6,1,176
"N00002084",171,11,84,70,5,1,243
"N00002085",208,9,73,100,23,3,354
"N00002086",177,2,70,78,22,5,316
"N00002087",123,57,45,19,1,1,92
"N00002088",143,25,83,27,8,0,161
"N00002089",136,5,50,70,8,3,229
"N00002090",154,21,47,58,17,11,262
"N00002091",314,31,125,112,23,23,519
"N00002092",177,28,83,48,11,7,249
"N00002093",191,18,76,62,23,12,319
"N00002094",277,45,115,87,18,12,395
"N00002095",155,12,49,57,23,14,290
"N00002096",161,17,48,68,21,7,275
"N00002097",129,10,45,50,10,14,240
"N00002098",132,13,46,47,16,10,235
"N00002099",139,9,44,48,20,18,286
"N00002100",147,12,47,57,17,14,273
"N00002101",153,11,42,65,21,14,298
"N00002102",133,15,42,49,20,7,235
"N00002103",267,41,116,85,17,8,370
"N00002104",114,41,57,13,1,2,94
"N00002105",149,40,69,31,4,5,164
"N00002106",118,11,53,39,13,2,178
"N00002107",172,22,81,51,14,4,242
"N00002108",154,56,69,24,3,2,134
"N00002109",162,13,51,64,22,12,298
"N00002110",175,24,77,49,18,7,260
"N00002111",155,12,46,60,21,16,294
"N00002112",144,13,44,55,15,17,272
"N00002113",167,12,51,61,26,17,330
"N00002114",145,34,59,30,18,4,189
"N00002115",111,31,46,28,3,3,124
"N00002116",118,35,58,23,2,0,110
"N00002117",119,9,47,48,14,1,189
"N00002118",135,8,71,38,15,3,205
"N00002119",109,35,49,20,4,1,105
"N00002120",110,15,43,35,10,7,178
"N00002121",149,8,47,65,26,3,267
"N00002122",157,4,52,65,19,17,313
"N00002123",148,9,42,66,23,8,279
"N00002124",118,16,48,32,11,11,196
"N00002125",481,65,184,174,36,22,734
"N00002126",170,16,76,63,8,7,254
"N00002127",316,54,149,94,9,10,408
"N00002128",321,59,150,91,16,5,400
"N00002129",460,172,186,81,13,8,420
"N00002130",166,44,78,34,7,3,180
"N00002131",136,8,36,49,31,12,288
"N00002132",111,8,37,43,12,11,206
"N00002133",172,14,44,77,20,17,334
"N00002134",121,19,41,35,14,12,207
"N00002135",159,11,56,59,21,12,288
"N00002136",149,58,76,13,2,0,108
"N00002137",112,19,50,33,9,1,147
"N00002138",132,43,61,22,4,2,125
"N00002139",245,33,109,75,17,11,359
"N00002140",113,12,42,43,13,3,182
"N00002141",120,43,62,10,3,2,100
"N00002142",111,43,56,10,2,0,82
"N00002143",146,17,54,45,17,13,255
"N00002144",190,25,67,65,25,8,310
"N00002145",144,14,33,63,21,13,290
"N00002146",143,24,51,49,10,9,218
"N00002147",153,41,70,36,5,1,163
"N00002148",134,6,39,55,24,10,267
"N00002149",143,11,40,57,18,17,281
"N00002150",133,9,47,62,12,3,219
"N00002151",103,12,37,32,16,6,176
"N00002152",129,13,70,33,9,4,179
"N00002153",143,5,47,49,26,16,295
"N00002154",132,11,46,53,16,6,230
"N00002155",152,6,44,65,22,15,306
"N00002156",143,35,62,27,12,7,182
"N00002157",133,50,62,18,1,2,112
"N00002158",139,5,47,54,21,12,273
"N00002159",160,9,45,68,23,15,316
"N00002160",125,10,30,54,25,6,241
"N00002161",148,14,51,51,19,13,271
"N00002162",143,16,47,46,16,18,269
"N00002163",206,12,96,81,12,5,316
"N00002164",126,30,65,24,6,1,136
"N00002165",118,9,52,41,12,4,186
"N00002166",123,17,59,31,8,8,177
"N00002167",149,44,69,27,6,3,155
"N00002168",110,16,43,32,14,5,172
"N00002169",183,47,73,42,15,6,229
"N00002170",128,19,64,35,6,4,172
"N00002171",161,11,41,74,21,14,319
"N00002172",192,9,76,77,25,5,328
"N00002173",148,5,40,56,29,18,319
"N00002174",173,12,54,80,16,11,315
"N00002175",249,15,110,98,16,10,398
"N00002176",178,11,78,75,11,3,275
"N00002177",183,8,40,89,29,17,377
"N00002178",167,14,61,73,16,3,267
"N00002179",139,17,78,32,10,2,180
"N00002180",105,43,48,12,2,0,78
"N00002181",243,12,99,114,15,3,384
"N00002182",136,7,50,59,11,9,237
"N00002183",162,99,49,12,2,0,79
"N00002184",130,68,55,3,4,0,73
"N00002185",217,125,77,13,2,0,109
"N00002186",116,60,49,7,0,0,63
"N00002187",119,38,58,20,1,2,109
"N00002188",108,51,46,9,2,0,70
"N00002189",108,41,53,13,1,0,82
"N00002190",217,72,112,31,1,1,181
"N00002191",101,46,42,10,2,1,74
"N00002192",196,23,100,59,11,3,263
"N00002193",115,54,49,10,2,0,75
"N00002194",120,61,48,10,1,0,71
"N00002195",127,29,56,27,10,5,161
"N00002196",204,22,85,81,13,3,299
"N00002197",212,25,89,79,15,4,310
"N00002198",118,58,44,11,3,2,85
"N00002199",122,33,65,17,7,0,120
"N00002200",161,47,83,28,2,1,150
"N00002201",120,69,44,5,1,1,61
"N00002202",153,33,71,36,11,2,185
"N00002203",421,16,150,185,49,21,760
"N00002204",156,10,47,77,10,12,290
"N00002205",249,7,82,132,23,5,443
"N00002206",129,7,51,54,13,4,214
"N00002207",118,10,47,39,21,1,192
"N00002208",123,18,51,38,13,3,181
"N00002209",122,9,50,54,7,2,188
"N00002210",136,2,40,62,25,7,268
"N00002211",131,40,67,23,1,0,116
"N00002212",107,23,57,22,5,0,116
"N00002213",278,32,112,99,27,8,424
"N00002214",138,5,74,48,9,2,205
"N00002215",120,36,62,17,5,0,111
"N00002216",124,35,69,16,4,0,113
"N00002217",111,32,48,26,4,1,116
"N00002218",109,23,61,18,4,3,121
"N00002219",114,31,61,19,1,2,110
"N00002220",176,20,97,51,6,2,226
"N00002221",197,71,97,22,5,2,164
"N00002222",120,55,50,12,3,0,83
"N00002223",71,22,41,6,1,1,60
"N00002224",89,39,40,10,0,0,60
"N00002225",193,91,85,17,0,0,119
"N00002226",99,45,46,8,0,0,62
"N00002227",112,41,60,9,2,0,84
"N00002228",120,49,56,11,4,0,90
"N00002229",340,108,146,64,18,4,347
"N00002230",120,66,44,8,1,1,67
"N00002231",145,84,53,7,1,0,70
"N00002232",324,150,119,44,6,5,246
"N00002233",140,74,51,12,3,0,84
"N00002234",120,65,47,6,2,0,65
"N00002235",137,79,45,9,3,1,77
"N00002236",328,181,128,16,2,1,170
"N00002237",123,38,66,16,3,0,107
"N00002238",98,41,46,10,1,0,69
"N00002239",108,47,49,12,0,0,73
"N00002240",145,63,58,22,2,0,108
"N00002241",116,54,51,11,0,0,73
"N00002242",113,43,55,9,5,1,96
"N00002243",122,65,44,11,1,1,76
"N00002244",114,37,50,20,4,3,115
"N00002245",128,87,37,4,0,0,45
"N00002246",150,11,63,53,18,5,244
"N00002247",146,17,54,57,11,7,232
"N00002248",248,20,100,99,22,7,393
"N00002249",179,8,73,71,21,6,304
"N00002250",115,11,49,45,10,0,169
"N00002251",136,18,75,34,9,0,170
"N00002252",264,11,86,106,48,13,504
"N00002253",129,9,43,57,11,9,231
"N00002254",197,24,83,64,20,6,297
"N00002255",177,16,60,70,20,11,309
"N00002256",166,10,41,74,28,13,328
"N00002257",140,19,62,47,10,2,194
"N00002258",126,9,48,48,14,7,214
"N00002259",153,31,74,38,9,1,181
"N00002260",299,11,113,138,27,10,519
"N00002261",225,5,67,120,29,4,411
"N00002262",156,10,58,49,27,12,288
"N00002263",159,7,42,79,23,8,306
"N00002264",257,63,127,55,11,1,274
"N00002265",216,40,118,55,2,1,238
"N00002266",108,36,57,13,2,0,89
"N00002267",172,57,86,29,0,0,144
"N00002268",290,67,133,73,14,3,333
"N00002269",117,47,55,11,3,1,90
"N00002270",120,49,54,12,5,0,93
"N00002271",113,62,40,11,0,0,62
"N00002272",99,46,35,17,1,0,72
"N00002273",214,23,119,64,6,2,274
"N00002274",98,49,42,6,1,0,57
"N00002275",103,39,56,7,1,0,73
"N00002276",124,15,75,26,6,2,153
"N00002277",194,55,97,37,4,1,191
"N00002278",137,58,65,11,2,1,97
"N00002279",111,48,49,13,1,0,78
"N00002280",116,39,48,24,5,0,111
"N00002281",127,48,64,12,2,1,98
"N00002282",114,65,40,5,2,2,64
"N00002283",106,46,45,12,2,1,79
"N00002284",128,66,46,11,4,1,86
"N00002285",128,15,58,44,6,5,184
"N00002286",127,15,61,43,7,1,172
"N00002287",122,38,63,17,4,0,109
"N00002288",118,58,52,6,1,1,71
"N00002289",107,37,51,16,1,2,94
"N00002290",238,79,94,47,13,5,247
"N00002291",227,85,103,33,5,1,188
"N00002292",118,16,50,48,2,2,160
"N00002293",113,41,52,19,0,1,94
"N00002294",123,13,52,43,14,1,184
"N00002295",137,17,67,45,6,2,183
"N00002296",143,33,73,30,6,1,155
"N00002297",124,4,55,42,19,4,212
"N00002298",137,29,76,23,6,3,152
"N00002299",149,15,71,50,11,2,213
"N00002300",318,24,111,154,21,8,515
"N00002301",242,19,120,87,12,4,347
"N00002302",221,9,65,117,21,9,403
"N00002303",158,14,78,54,10,2,224
"N00002304",88,36,40,8,4,0,68
"N00002305",311,19,157,124,7,4,443
"N00002306",524,75,271,157,14,7,660
"N00002307",134,8,49,51,18,8,243
"N00002308",124,10,58,41,7,8,194
"N00002309",101,30,58,13,0,0,84
"N00002310",103,38,53,11,1,0,78
"N00002311",119,25,60,27,4,3,138
"N00002312",137,47,72,13,4,1,114
"N00002313",140,10,72,52,6,0,194
"N00002314",121,19,57,30,12,3,165
"N00002315",145,23,57,51,7,7,208
"N00002316",116,26,64,21,4,1,122
"N00002317",118,12,56,45,3,2,163
"N00002318",169,26,87,44,9,3,214
"N00002319",260,23,110,96,24,7,405
"N00002320",131,36,54,30,10,1,148
"N00002321",117,19,57,29,10,2,154
"N00002322",125,14,50,42,15,4,196
"N00002323",132,5,67,49,9,2,200
"N00002324",106,12,50,35,7,2,150
"N00002325",173,9,68,73,18,5,289
"N00002326",130,26,58,33,7,6,169
"N00002327",460,20,156,227,46,11,796
"N00002328",130,5,41,64,13,7,239
"N00002329",135,22,72,31,8,2,166
"N00002330",215,6,69,111,23,6,388
"N00002331",199,21,64,79,23,12,343
"N00002332",159,32,68,52,6,1,194
"N00002333",149,9,61,63,10,6,243
"N00002334",125,17,66,32,7,3,166
"N00002335",202,13,67,91,21,10,352
"N00002336",132,18,78,27,9,0,159
"N00002337",139,48,70,19,1,1,115
"N00002338",109,36,48,21,3,1,103
"N00002339",116,19,66,23,7,1,137
"N00002340",114,27,65,20,2,0,111
"N00002341",100,29,53,15,2,1,93
"N00002342",115,38,60,14,3,0,97
"N00002343",117,18,64,30,5,0,139
"N00002344",182,100,67,14,0,1,99
"N00002345",153,62,69,19,2,1,117
"N00002346",114,35,59,15,4,1,105
"N00002347",280,53,132,80,9,6,345
"N00002348",169,64,73,27,5,0,142
"N00002349",113,23,61,24,4,1,125
"N00002350",96,25,60,10,1,0,83
"N00002351",418,47,188,154,22,7,592
"N00002352",137,55,66,9,5,2,112
"N00002353",647,126,317,161,33,10,782
"N00002354",151,37,73,36,4,1,161
"N00002355",112,45,58,7,1,1,79
"N00002356",140,18,74,35,12,1,184
"N00002357",146,60,56,21,9,0,125
"N00002358",110,54,48,8,0,0,64
"N00002359",118,69,34,12,2,1,69
"N00002360",115,22,65,21,3,4,133
"N00002361",116,48,51,14,1,2,90
"N00002362",113,64,40,9,0,0,58
"N00002363",108,45,45,16,1,1,84
"N00002364",118,63,49,5,1,0,62
"N00002365",121,47,60,14,0,0,88
"N00002366",118,49,55,12,2,0,85
"N00002367",164,21,89,41,9,4,214
"N00002368",141,3,38,66,25,9,283
"N00002369",289,25,128,110,14,12,445
"N00002370",128,4,32,45,30,17,285
"N00002371",146,9,45,62,19,11,271
"N00002372",211,11,74,89,27,10,379
"N00002373",139,24,54,46,8,7,201
"N00002374",126,31,60,22,9,4,147
"N00002375",132,10,38,48,24,12,260
"N00002376",148,5,45,54,34,10,301
"N00002377",169,25,72,61,9,2,229
"N00002378",306,18,125,143,15,5,476
"N00002379",251,13,108,102,17,11,419
"N00002380",133,19,61,37,14,2,185
"N00002381",149,8,58,61,19,3,250
"N00002382",181,7,81,62,23,8,310
"N00002383",150,4,38,76,25,7,297
"N00002384",144,9,50,67,15,3,241
"N00002385",108,4,55,33,12,4,174
"N00002386",127,67,50,10,0,0,70
"N00002387",266,144,107,15,0,0,137
"N00002388",92,39,43,7,3,0,66
"N00002389",134,56,59,14,5,0,102
"N00002390",142,59,65,17,1,0,102
"N00002391",136,7,50,60,12,7,238
"N00002392",116,8,47,41,15,5,197
"N00002393",197,14,77,82,21,3,319
"N00002394",154,41,83,21,8,1,153
"N00002395",126,10,66,42,8,0,174
"N00002396",132,56,56,17,3,0,99
"N00002397",147,70,57,18,1,1,100
"N00002398",137,65,57,9,3,3,96
"N00002399",117,55,47,12,2,1,81
"N00002400",70,9,33,22,5,1,96
"N00002401",555,67,302,167,15,4,698
"N00002402",96,6,40,36,12,2,156
"N00002403",176,16,92,52,13,3,248
"N00002404",339,50,165,97,21,6,449
"N00002405",128,22,54,32,14,6,185
"N00002406",109,6,39,47,16,1,185
"N00002407",112,20,50,30,10,2,148
"N00002408",129,12,44,51,15,7,223
"N00002409",131,47,55,25,3,1,118
"N00002410",117,34,56,15,11,1,123
"N00002411",107,2,29,45,22,9,222
"N00002412",110,4,30,61,12,3,201
"N00002413",123,5,43,58,14,3,213
"N00002414",103,5,35,43,10,10,192
"N00002415",103,11,54,28,6,4,145
"N00002416",180,31,72,60,11,6,253
"N00002417",120,17,48,33,16,6,191
"N00002418",169,19,51,69,19,11,292
"N00002419",230,31,67,93,28,11,385
"N00002420",163,20,59,55,20,9,268
"N00002421",131,15,37,58,14,7,226
"N00002422",162,18,46,62,27,9,291
"N00002423",115,70,34,8,3,0,59
"N00002424",129,42,65,14,7,1,118
"N00002425",127,49,58,16,2,2,104
"N00002426",132,41,59,25,6,1,131
"N00002427",127,57,48,16,3,3,101
"N00002428",125,53,59,9,4,0,89
"N00002429",135,69,61,4,1,0,72
"N00002430",131,68,55,8,0,0,71
"N00002431",423,248,148,24,2,1,207
"N00002432",119,82,31,6,0,0,43
"N00002433",135,49,70,13,2,1,107
"N00002434",102,68,28,6,0,0,40
"N00002435",152,89,47,15,1,0,80
"N00002436",154,58,82,13,1,0,111
"N00002437",88,15,49,18,5,1,104
"N00002438",127,40,70,13,3,1,109
"N00002439",120,54,49,14,2,1,87
"N00002440",110,47,49,11,3,0,80
"N00002441",112,62,39,7,3,1,66
"N00002442",110,40,62,5,3,0,81
"N00002443",128,48,66,10,2,2,100
"N00002444",372,125,154,71,17,5,367
"N00002445",147,14,79,47,7,0,194
"N00002446",133,62,59,10,2,0,85
"N00002447",153,79,63,10,1,0,86
"N00002448",131,56,59,14,2,0,93
"N00002449",134,43,50,38,3,0,135
"N00002450",131,39,68,19,5,0,121
"N00002451",284,170,97,14,2,1,135
"N00002452",121,37,63,17,3,1,110
"N00002453",157,48,75,21,4,9,174
"N00002454",200,97,73,25,4,1,139
"N00002455",128,8,47,53,14,6,223
"N00002456",146,13,56,63,8,6,230
"N00002457",202,24,85,76,16,1,289
"N00002458",134,51,56,22,5,0,115
"N00002459",296,70,113,78,27,8,382
"N00002460",154,16,66,64,5,3,221
"N00002461",180,15,67,70,21,7,299
"N00002462",178,16,76,60,14,12,292
"N00002463",136,14,40,48,23,11,257
"N00002464",142,17,49,46,19,11,249
"N00002465",270,163,88,18,1,0,127
"N00002466",110,61,37,11,0,1,63
"N00002467",115,64,43,7,1,0,60
"N00002468",116,52,47,16,1,0,82
"N00002469",232,97,114,16,4,1,162
"N00002470",144,73,57,12,2,0,87
"N00002471",118,58,52,6,2,0,70
"N00002472",167,96,59,9,2,1,89
"N00002473",125,74,40,11,0,0,62
"N00002474",135,66,53,15,0,1,88
"N00002475",164,91,60,12,0,1,88
"N00002476",146,80,52,12,2,0,82
"N00002477",115,39,54,15,5,2,111
"N00002478",191,72,93,18,5,3,159
"N00002479",140,7,41,62,20,10,271
"N00002480",216,14,111,62,24,5,330
"N00002481",127,81,38,6,0,2,59
"N00002482",118,63,41,12,2,0,71
"N00002483",125,70,50,5,0,0,60
"N00002484",129,69,55,5,0,0,65
"N00002485",103,53,42,8,0,0,58
"N00002486",153,62,70,15,6,0,118
"N00002487",142,26,60,46,9,1,183
"N00002488",417,101,214,82,15,5,446
"N00002489",263,12,100,115,29,7,445
"N00002490",138,17,69,39,11,2,188
"N00002491",138,71,54,13,0,0,80
"N00002492",114,64,41,8,1,0,60
"N00002493",136,68,56,7,5,0,85
"N00002494",105,59,42,3,1,0,51
"N00002495",208,55,98,46,8,1,219
"N00002496",121,41,64,10,5,1,103
"N00002497",222,89,96,30,3,4,182
"N00002498",431,125,219,72,12,3,411
"N00002499",239,31,121,73,12,2,319
"N00002500",179,29,79,56,11,4,241
"N00002501",523,40,189,238,42,14,857
"N00002502",173,10,80,61,18,4,272
"N00002503",106,19,34,39,8,6,162
"N00002504",136,76,48,11,1,0,73
"N00002505",129,58,58,11,2,0,86
"N00002506",128,54,59,14,1,0,90
"N00002507",114,57,44,7,3,3,84
"N00002508",102,62,28,9,3,0,55
"N00002509",151,85,59,3,4,0,77
"N00002510",216,93,104,17,1,1,146
"N00002511",94,66,28,0,0,0,28
"N00002512",311,74,147,68,13,9,361
"N00002513",116,6,40,52,10,8,206
"N00002514",122,2,30,62,19,9,247
"N00002515",107,9,35,48,13,2,180
"N00002516",125,6,37,52,15,15,254
"N00002517",133,28,48,42,10,5,183
"N00002518",251,49,87,95,16,4,348
"N00002519",131,29,52,37,10,3,176
"N00002520",274,12,108,126,22,6,459
"N00002521",505,127,223,129,18,8,575
"N00002522",122,51,48,20,3,0,97
"N00002523",123,25,71,22,4,1,131
"N00002524",163,58,75,27,2,1,139
"N00002525",634,75,259,225,50,25,972
"N00002526",381,33,164,152,28,4,568
"N00002527",151,3,50,79,15,4,269
"N00002528",95,9,42,37,5,2,139
"N00002529",124,10,42,53,13,6,213
"N00002530",120,21,51,36,10,2,161
"N00002531",152,9,62,67,11,3,243
"N00002532",119,16,65,31,6,1,149
"N00002533",408,194,158,48,7,1,279
"N00002534",191,76,85,23,6,1,153
"N00002535",138,7,61,52,11,7,230
"N00002536",209,12,90,80,18,9,341
"N00002537",575,93,256,161,52,13,791
"N00002538",238,26,94,95,17,6,361
"N00002539",115,60,40,12,3,0,73
"N00002540",629,47,296,240,40,6,922
"N00002541",522,88,247,145,33,9,674
"N00002542",112,13,46,35,11,7,186
"N00002543",115,29,60,23,1,2,117
"N00002544",279,46,149,68,10,6,341
"N00002545",127,27,78,18,4,0,126
"N00002546",114,31,57,22,3,1,115
"N00002547",437,88,228,99,13,9,502
"N00002548",279,104,142,27,6,0,214
"N00002549",114,26,60,22,4,2,124
"N00002550",117,21,66,24,5,1,133
"N00002551",146,49,68,27,2,0,128
"N00002552",117,49,50,13,3,2,94
"N00002553",125,45,61,18,1,0,100
"N00002554",134,35,51,42,4,2,155
"N00002555",128,12,58,40,12,6,199
"N00002556",122,31,60,19,10,2,137
"N00002557",130,21,59,38,11,1,172
"N00002558",115,20,60,25,9,1,141
"N00002559",116,45,50,15,4,2,100
"N00002560",152,8,39,74,24,7,287
"N00002561",120,7,57,41,12,3,187
"N00002562",128,13,58,42,12,3,191
"N00002563",131,13,64,41,13,0,185
"N00002564",112,22,55,23,9,3,142
"N00002565",116,52,45,13,3,3,92
"N00002566",122,11,71,30,5,5,166
"N00002567",120,32,53,30,1,4,136
"N00002568",119,32,67,18,1,1,111
"N00002569",121,9,62,36,10,4,183
"N00002570",120,41,63,11,4,1,102
"N00002571",126,18,51,49,7,1,174
"N00002572",129,13,62,35,15,4,194
"N00002573",136,51,72,11,2,0,100
"N00002574",122,60,48,12,2,0,78
"N00002575",126,75,43,6,2,0,61
"N00002576",320,129,139,43,8,1,253
"N00002577",241,121,98,15,4,3,152
"N00002578",129,70,45,13,1,0,74
"N00002579",131,60,59,9,3,0,86
"N00002580",113,32,50,24,6,1,120
"N00002581",129,18,69,32,9,1,164
"N00002582",519,263,211,29,13,3,321
"N00002583",113,62,42,6,2,1,64
"N00002584",127,63,54,7,0,3,82
"N00002585",108,57,42,8,1,0,61
"N00002586",126,61,46,11,7,1,93
"N00002587",288,146,116,23,2,1,176
"N00002588",110,53,47,9,1,0,68
"N00002589",106,40,54,9,2,1,82
"N00002590",528,171,257,79,17,4,482
"N00002591",396,85,197,91,21,2,450
"N00002592",149,7,54,62,21,5,263
"N00002593",137,54,53,22,7,1,124
"N00002594",127,64,49,10,3,1,82
"N00002595",139,48,68,18,5,0,119
"N00002596",120,20,51,30,16,3,171
"N00002597",107,25,47,24,5,6,134
"N00002598",104,48,45,10,0,1,69
"N00002599",127,11,65,41,9,1,178
"N00002600",101,13,47,36,5,0,134
"N00002601",124,13,56,44,9,2,179
"N00002602",107,9,49,32,10,7,176
"N00002603",443,305,110,23,3,2,181
"N00002604",138,62,51,21,3,1,106
"N00002605",162,117,40,5,0,0,50
"N00002606",195,127,58,8,0,2,86
"N00002607",107,71,29,7,0,0,43
"N00002608",137,59,52,24,2,0,106
"N00002609",123,13,65,33,11,1,169
"N00002610",122,53,50,10,5,4,101
"N00002611",64,27,32,5,0,0,42
"N00002612",123,62,44,15,2,0,80
"N00002613",391,275,103,11,1,1,132
"N00002614",153,74,70,8,1,0,89
"N00002615",112,54,41,13,4,0,79
"N00002616",169,108,51,10,0,0,71
"N00002617",164,66,81,14,2,1,119
"N00002618",106,73,29,3,1,0,38
"N00002619",311,180,106,18,7,0,163
"N00002620",241,119,87,31,3,1,163
"N00002621",119,61,47,8,2,1,73
"N00002622",145,73,45,23,3,1,104
"N00002623",115,42,60,13,0,0,86
"N00002624",127,78,40,6,2,1,62
"N00002625",138,76,52,8,2,0,74
"N00002626",294,56,138,90,9,1,349
"N00002627",150,88,53,8,1,0,72
"N00002628",398,174,161,54,6,3,299
"N00002629",122,83,35,4,0,0,43
"N00002630",108,56,41,7,1,3,70
"N00002631",125,71,43,8,0,3,71
"N00002632",148,35,78,31,3,1,153
"N00002633",177,34,99,34,6,4,201
"N00002634",122,8,53,35,20,6,212
"N00002635",137,44,65,21,5,2,132
"N00002636",138,22,64,34,10,8,194
"N00002637",170,8,60,68,27,7,313
"N00002638",165,15,74,54,15,7,258
"N00002639",144,27,81,32,2,2,159
"N00002640",133,13,61,41,13,5,203
"N00002641",132,9,53,58,10,2,209
"N00002642",172,8,76,71,15,2,271
"N00002643",131,4,34,65,23,5,254
"N00002644",134,51,56,23,4,0,114
"N00002645",134,43,52,33,6,0,136
"N00002646",173,49,76,37,10,1,184
"N00002647",299,40,120,100,32,7,448
"N00002648",94,23,40,25,5,1,109
"N00002649",145,10,44,67,19,5,256
"N00002650",124,36,61,22,5,0,120
"N00002651",167,6,58,91,6,6,288
"N00002652",131,55,48,21,6,1,113
"N00002653",184,39,90,49,5,1,207
"N00002654",109,33,52,16,7,1,109
"N00002655",155,92,53,9,1,0,74
"N00002656",261,85,106,58,10,2,260
"N00002657",146,51,76,13,3,3,123
"N00002658",169,46,88,30,4,1,164
"N00002659",151,76,65,8,2,0,87
"N00002660",164,18,78,51,12,5,243
"N00002661",232,78,111,33,6,4,214
"N00002662",185,52,91,33,3,6,190
"N00002663",127,15,62,40,10,0,172
"N00002664",144,66,60,16,2,0,98
"N00002665",114,9,60,37,8,0,158
"N00002666",109,11,52,34,9,3,159
"N00002667",334,124,129,59,17,5,319
"N00002668",116,29,55,24,7,1,128
"N00002669",187,14,81,57,27,8,310
"N00002670",600,80,270,178,54,18,866
"N00002671",466,59,227,150,21,9,627
"N00002672",129,64,53,10,2,0,79
"N00002673",536,181,225,105,16,9,522
"N00002674",115,44,50,17,3,1,97
"N00002675",131,9,35,58,16,13,255
"N00002676",283,55,114,89,16,9,378
"N00002677",152,7,46,64,26,9,289
"N00002678",139,19,63,39,13,5,202
"N00002679",199,41,96,51,7,4,241
"N00002680",138,10,37,55,21,15,275
"N00002681",154,11,32,77,27,7,296
"N00002682",160,7,52,78,17,6,284
"N00002683",136,6,35,54,27,14,283
"N00002684",165,12,52,68,21,12,303
"N00002685",126,5,24,61,23,13,277
"N00002686",130,5,31,56,24,14,279
"N00002687",120,23,35,44,13,5,183
"N00002688",129,13,37,46,22,11,248
"N00002689",126,36,51,30,7,2,140
"N00002690",97,25,38,26,5,3,117
"N00002691",125,8,64,38,11,4,189
"N00002692",133,27,60,40,3,3,161
"N00002693",190,79,86,15,4,6,160
"N00002694",124,15,59,37,10,3,176
"N00002695",145,11,59,60,12,3,227
"N00002696",129,18,57,44,6,4,180
"N00002697",139,13,66,46,11,3,204
"N00002698",208,15,108,68,13,4,300
"N00002699",136,31,56,38,8,3,169
"N00002700",191,29,71,74,9,8,279
"N00002701",174,9,57,69,30,9,324
"N00002702",136,23,66,41,4,2,168
"N00002703",189,10,44,89,29,17,382
"N00002704",173,12,44,74,27,16,340
"N00002705",150,6,51,66,17,10,277
"N00002706",148,8,42,67,20,11,284
"N00002707",192,16,65,83,20,8,324
"N00002708",118,48,52,16,2,0,90
"N00002709",185,13,82,77,11,2,277
"N00002710",177,38,74,53,12,0,216
"N00002711",327,61,155,86,14,11,415
"N00002712",129,14,51,36,21,7,218
"N00002713",143,7,46,66,19,5,255
"N00002714",155,3,29,81,27,15,336
"N00002715",150,4,33,90,17,6,290
"N00002716",136,3,57,57,15,4,235
"N00002717",181,4,58,79,26,14,361
"N00002718",173,3,67,84,13,6,306
"N00002719",126,3,43,59,11,10,235
"N00002720",128,18,57,39,6,8,186
"N00002721",126,13,42,43,18,10,225
"N00002722",137,4,49,56,20,8,254
"N00002723",154,26,73,40,14,1,199
"N00002724",107,34,50,18,4,1,103
"N00002725",139,14,42,62,16,5,235
"N00002726",414,68,191,120,25,10,555
"N00002727",129,5,52,55,11,6,223
"N00002728",411,84,170,123,27,7,526
"N00002729",122,48,55,15,2,2,100
"N00002730",125,37,59,24,5,0,122
"N00002731",126,53,54,16,3,0,95
"N00002732",121,33,61,23,4,0,119
"N00002733",196,57,85,48,5,1,200
"N00002734",156,9,53,73,16,5,268
"N00002735",137,6,36,62,25,8,268
"N00002736",126,4,37,48,23,14,263
"N00002737",128,3,37,58,20,10,255
"N00002738",148,12,34,57,22,23,315
"N00002739",138,5,37,56,28,12,287
"N00002740",136,9,50,51,14,12,246
"N00002741",159,12,60,64,13,10,269
"N00002742",148,42,64,28,10,4,168
"N00002743",159,38,75,27,11,8,199
"N00002744",121,60,42,16,3,0,83
"N00002745",136,56,55,19,5,1,112
"N00002746",115,23,63,25,3,1,127
"N00002747",121,32,56,27,5,1,129
"N00002748",128,11,58,44,8,7,202
"N00002749",138,41,67,24,4,2,135
"N00002750",119,46,57,12,3,1,94
"N00002751",154,72,62,15,2,3,110
"N00002752",123,17,58,32,9,7,179
"N00002753",181,11,65,80,19,6,307
"N00002754",140,8,53,58,11,10,246
"N00002755",168,10,61,70,20,7,290
"N00002756",131,3,54,56,15,3,223
"N00002757",203,40,83,68,8,4,262
"N00002758",115,30,52,26,7,0,125
"N00002759",125,20,43,48,11,3,184
"N00002760",112,8,37,47,14,6,200
"N00002761",380,25,147,155,36,17,640
"N00002762",132,5,38,60,22,7,252
"N00002763",138,3,47,51,27,10,273
"N00002764",160,14,60,57,17,12,273
"N00002765",148,20,52,51,18,7,237
"N00002766",162,13,38,67,29,15,329
"N00002767",135,13,31,64,17,10,253
"N00002768",146,32,57,43,11,3,188
