"Geography_Code","NM_1538_1_0","NM_1538_1_1","NM_1538_1_10","NM_1538_1_11","NM_1538_1_12","NM_1538_1_13","NM_1538_1_14","NM_1538_1_15","NM_1538_1_16","NM_1538_1_17","NM_1538_1_18","NM_1538_1_19","NM_1538_1_2","NM_1538_1_20","NM_1538_1_21","NM_1538_1_22","NM_1538_1_23","NM_1538_1_24","NM_1538_1_25","NM_1538_1_26","NM_1538_1_3","NM_1538_1_4","NM_1538_1_5","NM_1538_1_6","NM_1538_1_7","NM_1538_1_8","NM_1538_1_9"
"N00001914",129,33,15,0,17,13,1,3,0,9,5,1,17,3,7,0,3,0,0,4,16,89,7,56,20,12,9
"N00001915",281,88,11,0,27,18,5,2,2,15,6,5,24,4,16,5,1,1,0,9,64,177,30,105,33,23,38
"N00001916",124,45,5,0,11,7,2,1,1,17,5,3,21,9,3,0,1,0,0,2,24,76,10,38,10,10,13
"N00001917",121,33,4,0,7,5,2,0,0,15,3,8,16,4,13,0,2,0,0,11,17,75,11,42,15,9,14
"N00001918",113,40,9,0,9,6,1,2,0,12,1,3,17,8,5,0,1,0,1,3,23,68,10,37,9,9,10
"N00001919",126,27,6,0,10,4,2,3,1,35,12,18,10,5,10,4,2,0,0,4,17,89,8,36,14,8,8
"N00001920",136,31,19,0,6,5,0,1,0,16,2,3,20,11,5,1,2,0,0,2,11,100,15,63,19,12,13
"N00001921",115,29,7,0,8,5,2,0,1,38,9,11,11,18,5,2,1,0,1,1,18,81,8,27,6,8,6
"N00001922",135,51,11,0,4,1,2,1,0,15,3,6,18,6,8,1,1,0,0,6,33,76,10,47,12,14,10
"N00001923",135,84,2,0,5,3,1,1,0,22,9,5,15,8,5,1,1,0,1,2,69,46,4,15,6,3,4
"N00001924",142,31,5,0,21,8,3,9,1,47,22,16,5,9,8,3,0,0,0,5,26,103,2,33,9,8,11
"N00001925",118,30,6,0,9,1,5,3,0,24,8,8,13,8,6,1,3,0,0,2,17,82,10,39,23,4,6
"N00001926",138,48,10,0,10,2,0,6,2,33,12,11,19,10,6,3,1,0,0,2,29,84,8,33,11,9,3
"N00001927",104,34,5,0,13,10,3,0,0,18,10,4,14,4,8,0,2,0,0,6,20,62,5,26,11,2,8
"N00001928",120,59,9,0,4,4,0,0,0,14,3,6,31,5,6,1,2,0,0,3,28,55,10,27,5,6,7
"N00001929",180,48,12,0,3,1,1,1,0,10,2,4,19,4,16,2,2,0,3,9,29,116,16,87,34,18,23
"N00001930",109,43,7,0,7,5,2,0,0,20,7,7,18,6,6,3,2,0,0,1,25,60,6,27,5,6,9
"N00001931",112,32,7,0,3,2,0,1,0,19,5,3,20,11,9,2,2,0,1,4,12,71,11,38,9,10,12
"N00001932",117,28,12,0,5,2,2,1,0,9,2,1,18,6,0,0,0,0,0,0,10,89,21,54,18,9,15
"N00001933",123,30,18,0,4,3,1,0,0,7,1,3,11,3,0,0,0,0,0,0,19,93,20,62,17,9,18
"N00001934",125,41,8,0,9,9,0,0,0,14,4,3,21,7,3,0,0,0,0,3,20,81,15,43,16,12,7
"N00001935",128,32,15,0,8,4,1,2,1,6,0,2,17,4,7,1,0,1,0,5,15,89,10,65,18,10,22
"N00001936",123,34,5,0,3,3,0,0,0,6,3,1,18,2,9,1,0,1,0,7,16,80,18,53,15,13,20
"N00001937",126,46,12,1,3,1,2,0,0,14,4,1,22,9,7,2,1,0,1,3,24,73,16,39,5,5,17
"N00001938",133,41,9,0,7,5,0,1,1,26,12,3,20,11,9,2,3,0,2,2,21,83,9,41,10,10,12
"N00001939",130,45,12,1,7,5,2,0,0,25,8,4,26,13,6,0,0,0,0,6,19,79,9,37,11,6,8
"N00001940",144,36,13,0,10,7,1,1,1,16,7,3,10,6,11,1,2,0,0,8,26,97,8,63,20,9,21
"N00001941",126,39,10,0,5,1,3,1,0,13,5,3,24,5,15,2,1,0,3,9,15,72,15,39,11,6,12
"N00001942",158,16,17,0,6,3,0,1,2,21,3,3,5,15,8,1,1,0,0,6,11,134,17,90,23,21,29
"N00001943",155,36,15,1,4,4,0,0,0,12,4,1,15,7,16,3,4,0,3,6,21,103,11,75,23,15,22
"N00001944",130,24,14,0,5,3,1,1,0,14,6,1,13,7,12,3,4,0,1,4,11,94,9,66,25,6,21
"N00001945",152,27,26,0,4,4,0,0,0,11,3,1,12,7,9,3,2,0,0,4,15,116,14,87,18,18,25
"N00001946",132,31,20,0,4,2,0,0,2,13,4,1,20,8,15,3,2,0,0,10,11,86,7,62,20,3,19
"N00001947",165,33,17,0,9,6,2,1,0,12,3,3,12,6,7,1,2,0,1,3,21,125,16,88,18,18,35
"N00001948",87,29,4,0,9,5,2,2,0,21,9,7,2,5,7,4,2,1,0,0,27,51,6,15,1,2,8
"N00001949",296,85,16,0,13,4,2,7,0,41,14,14,31,13,15,5,1,0,2,7,54,196,36,106,46,13,31
"N00001950",114,52,5,0,8,3,1,3,1,19,4,7,11,8,5,0,0,0,0,5,41,57,5,25,11,5,4
"N00001951",104,28,12,0,7,6,0,0,1,7,1,2,15,4,6,0,0,3,1,2,13,70,8,48,22,4,10
"N00001952",125,41,13,0,9,5,1,3,0,9,4,2,24,3,13,1,1,2,0,9,17,71,14,39,16,5,5
"N00001953",111,59,2,0,6,3,2,1,0,21,8,4,22,9,7,1,2,0,0,4,37,45,5,13,6,1,4
"N00001954",99,18,8,0,3,1,1,0,1,5,2,0,11,3,8,0,2,0,2,4,7,73,19,46,16,12,10
"N00001955",138,57,10,0,8,7,1,0,0,12,5,3,23,4,8,0,1,1,1,5,34,73,9,44,21,5,8
"N00001956",90,26,5,0,5,2,1,2,0,35,18,12,2,5,4,1,0,1,0,2,24,60,0,20,9,1,5
"N00001957",113,25,10,0,10,4,3,3,0,16,6,5,7,5,6,1,0,0,1,4,18,82,6,50,16,6,18
"N00001958",136,44,11,0,14,3,4,6,1,36,18,15,7,3,8,2,3,0,0,3,37,84,4,30,10,1,8
"N00001959",119,40,9,1,11,6,3,2,0,32,15,11,7,6,9,3,0,0,2,4,33,70,1,25,9,2,5
"N00001960",138,46,7,0,5,1,3,1,0,39,20,8,9,11,11,1,2,0,2,6,37,81,0,37,11,5,14
"N00001961",146,29,11,0,10,3,3,4,0,21,7,11,12,3,9,1,1,1,2,4,17,108,5,72,13,13,35
"N00001962",88,22,6,0,5,3,0,1,1,10,4,1,8,5,6,1,0,1,1,3,14,60,5,40,18,5,11
"N00001963",73,27,2,0,4,0,2,0,2,23,6,13,6,4,8,1,2,0,0,5,21,38,0,11,6,1,2
"N00001964",120,40,5,0,12,3,3,5,1,39,16,13,4,10,2,1,0,0,0,1,36,78,1,26,10,4,7
"N00001965",129,34,10,0,6,1,2,3,0,10,4,4,15,2,13,2,1,0,1,9,19,82,17,49,20,5,14
"N00001966",163,31,17,0,9,3,2,3,1,13,4,5,18,4,10,1,1,1,1,6,13,122,17,83,27,15,24
"N00001967",168,33,21,0,6,4,1,1,0,11,2,1,13,8,14,2,1,0,1,10,20,121,9,95,27,19,28
"N00001968",150,47,9,0,13,6,2,5,0,40,18,10,24,12,3,1,0,1,0,1,23,100,10,37,9,3,16
"N00001969",240,82,17,0,11,7,1,2,1,23,9,6,26,8,13,3,5,0,0,5,56,145,28,83,35,16,15
"N00001970",123,32,12,0,3,1,1,0,1,22,4,14,14,4,9,2,0,0,0,7,18,82,15,42,16,5,9
"N00001971",165,39,15,0,10,7,2,1,0,18,7,5,18,6,9,6,0,0,1,2,21,117,12,77,22,20,20
"N00001972",141,42,10,0,6,1,3,1,1,12,7,3,23,2,5,1,1,0,0,3,19,94,23,53,14,12,17
"N00001973",188,101,5,0,9,6,2,1,0,25,14,1,53,10,22,2,3,2,1,14,48,65,8,23,10,4,4
"N00001974",101,49,3,0,17,13,3,0,1,10,4,0,14,6,6,1,0,0,0,5,35,46,4,15,7,3,2
"N00001975",138,56,9,0,6,3,1,2,0,17,4,6,19,7,14,1,4,0,0,9,37,68,13,32,10,5,8
"N00001976",223,110,6,0,13,8,3,1,1,27,10,4,71,13,18,3,4,0,1,10,39,95,15,40,19,4,11
"N00001977",108,38,5,0,7,1,4,1,1,18,7,6,17,5,10,0,1,1,1,7,21,60,5,30,10,6,9
"N00001978",134,43,10,0,8,5,2,0,1,22,9,5,25,8,13,3,1,0,2,7,18,78,11,37,14,10,3
"N00001979",124,41,6,0,8,3,3,2,0,20,5,5,19,10,12,1,0,0,1,10,22,71,10,33,12,6,9
"N00001980",120,28,9,0,9,5,2,2,0,28,11,7,4,10,12,4,6,0,1,1,24,80,3,40,5,5,21
"N00001981",136,95,5,0,3,3,0,0,0,13,6,4,19,3,8,0,0,0,1,7,76,33,3,14,6,0,3
"N00001982",305,80,19,0,27,13,3,10,1,54,24,18,18,12,18,5,5,0,1,7,62,207,11,115,32,23,41
"N00001983",127,48,6,0,10,5,2,2,1,30,17,5,17,8,11,1,2,0,0,8,31,68,1,27,6,6,9
"N00001984",133,38,9,0,6,3,0,3,0,22,8,6,22,8,15,1,5,0,2,7,16,80,3,49,8,13,19
"N00001985",118,56,5,0,4,1,1,2,0,25,13,5,21,7,7,2,0,0,0,5,35,55,2,24,6,6,7
"N00001986",175,59,12,0,17,8,4,4,1,42,13,12,22,17,8,1,1,0,0,6,37,108,5,44,15,8,9
"N00001987",151,27,6,0,13,2,5,6,0,43,17,14,7,12,13,3,3,0,0,7,20,111,3,52,21,8,17
"N00001988",143,31,11,0,13,8,1,1,3,51,21,16,16,14,6,2,0,0,0,4,15,106,7,35,11,5,8
"N00001989",129,24,9,0,8,3,3,2,0,23,5,13,7,5,5,2,1,0,0,2,17,100,12,57,14,10,24
"N00001990",110,33,5,0,6,1,1,3,1,35,10,16,19,9,10,3,1,0,1,5,14,67,5,21,5,5,6
"N00001991",135,31,4,0,9,6,0,3,0,58,23,18,6,17,7,1,1,0,0,5,25,97,1,29,8,10,7
"N00001992",132,61,5,0,10,3,5,2,0,31,11,11,12,9,7,0,3,0,0,4,49,64,2,21,7,2,7
"N00001993",117,50,7,0,7,4,2,0,1,17,11,3,28,3,6,2,2,0,1,1,22,61,6,31,14,4,6
"N00001994",131,29,19,0,3,0,1,2,0,9,3,1,16,5,10,4,2,0,1,3,13,92,12,68,16,14,19
"N00001995",138,44,16,0,6,2,2,2,0,12,2,4,26,6,5,2,0,0,1,2,18,89,11,60,16,11,17
"N00001996",126,29,23,0,2,0,0,1,1,16,4,4,12,8,12,1,2,0,1,8,17,85,12,55,18,7,7
"N00001997",145,33,22,0,3,2,1,0,0,6,2,2,19,2,7,1,0,0,1,5,14,105,19,77,20,10,25
"N00001998",110,39,8,0,9,7,0,2,0,10,4,3,16,3,12,0,1,4,0,7,23,59,6,34,13,5,8
"N00001999",409,89,19,1,22,10,7,5,0,49,13,26,22,10,77,4,4,56,0,13,67,243,13,158,36,35,68
"N00002000",128,22,11,0,3,1,1,1,0,11,2,3,13,6,6,0,2,0,2,2,9,100,24,62,20,9,22
"N00002001",137,27,16,0,7,3,2,1,1,12,0,4,13,8,10,1,2,0,1,6,14,100,12,69,21,9,23
"N00002002",116,26,14,0,2,1,0,0,1,8,2,0,13,6,6,3,1,0,1,1,13,84,19,55,18,4,19
"N00002003",113,22,14,0,2,2,0,0,0,8,4,2,11,2,8,3,1,0,2,2,11,83,10,63,26,10,13
"N00002004",144,39,18,0,7,5,1,1,0,13,2,3,22,8,10,3,1,0,0,6,17,95,7,68,18,11,21
"N00002005",97,40,3,0,7,6,1,0,0,4,1,1,28,2,6,2,0,0,1,3,12,51,14,26,16,2,5
"N00002006",119,43,10,0,3,0,2,1,0,9,1,1,24,7,5,0,0,0,1,4,19,71,19,40,21,3,6
"N00002007",113,43,5,0,8,7,0,1,0,8,2,1,27,5,2,0,0,0,1,1,16,68,19,33,16,7,5
"N00002008",273,96,23,0,6,3,0,3,0,29,12,6,63,11,22,3,4,0,5,10,33,155,26,94,24,16,31
"N00002009",135,49,7,0,13,5,5,3,0,22,12,4,25,6,8,1,3,0,2,2,24,78,8,35,11,3,14
"N00002010",155,20,12,0,10,6,1,2,1,16,5,2,9,9,7,2,3,0,0,2,11,128,13,89,23,10,44
"N00002011",177,39,24,0,8,0,5,3,0,17,2,8,15,7,10,4,3,0,1,2,24,128,10,93,17,11,41
"N00002012",164,47,23,0,2,1,1,0,0,9,2,2,21,5,11,1,1,0,2,7,26,106,6,89,12,16,38
"N00002013",123,33,15,0,17,7,6,2,2,25,11,7,20,7,6,3,0,0,1,2,13,84,6,36,6,6,9
"N00002014",356,62,23,0,24,12,6,6,0,46,17,17,19,12,19,1,6,0,1,11,43,275,42,163,49,29,62
"N00002015",126,42,10,0,4,2,0,1,1,14,5,5,27,4,8,2,2,0,0,4,15,76,15,43,14,7,12
"N00002016",115,41,4,0,7,3,3,1,0,27,8,12,15,7,7,4,0,0,0,3,26,67,10,23,10,4,5
"N00002017",127,31,13,0,5,2,1,2,0,11,4,4,19,3,4,2,1,0,0,1,12,92,20,56,24,6,13
"N00002018",573,162,23,1,45,22,13,8,2,74,24,22,52,28,31,7,6,0,1,17,110,380,53,207,71,28,85
"N00002019",122,50,6,0,6,3,2,1,0,10,2,3,23,5,7,1,1,2,1,2,27,65,9,40,17,8,9
"N00002020",123,30,11,0,3,1,0,2,0,12,4,4,18,4,9,2,3,0,1,3,12,84,18,51,16,5,19
"N00002021",150,28,18,0,7,5,0,2,0,12,5,6,11,1,5,1,0,0,0,4,17,117,19,79,11,8,42
"N00002022",146,34,12,0,10,6,2,1,1,16,7,2,15,7,9,2,2,0,1,4,19,103,10,67,21,8,26
"N00002023",153,23,20,0,9,5,2,1,1,11,6,0,14,5,10,1,1,0,0,8,9,120,15,85,22,9,34
"N00002024",159,25,14,0,9,7,0,2,0,19,6,6,10,7,13,3,6,0,0,4,15,121,8,85,15,24,32
"N00002025",121,63,6,0,2,2,0,0,0,14,2,1,33,11,13,0,0,1,2,10,30,45,6,23,6,5,6
"N00002026",168,33,11,0,11,4,4,2,1,48,20,19,11,9,13,3,3,0,0,7,22,122,8,55,18,10,16
"N00002027",105,31,11,0,6,3,1,2,0,12,6,2,12,4,7,1,1,0,1,4,19,67,12,37,12,6,8
"N00002028",430,79,34,0,31,14,8,8,1,50,18,20,15,12,31,9,2,0,0,20,64,320,18,221,48,36,103
"N00002029",229,61,15,0,19,11,2,6,0,29,10,16,12,3,15,8,1,0,0,6,49,153,12,93,25,18,35
"N00002030",120,19,17,0,13,6,2,3,2,23,9,6,6,8,9,4,3,1,0,1,13,92,7,49,15,9,8
"N00002031",123,22,13,0,6,3,1,1,1,12,2,7,10,3,9,4,2,0,0,3,12,92,9,65,14,15,23
"N00002032",194,39,17,0,8,3,2,2,1,13,3,3,14,7,7,0,1,0,0,6,25,148,22,105,34,20,34
"N00002033",105,27,11,0,2,1,1,0,0,9,1,4,12,4,3,0,0,0,0,3,15,75,14,50,16,13,10
"N00002034",120,22,22,0,1,0,1,0,0,8,5,0,13,3,5,1,2,0,0,2,9,93,10,74,22,14,16
"N00002035",136,28,14,0,8,3,3,1,1,27,7,9,10,11,8,3,1,0,0,4,18,100,8,57,24,4,15
"N00002036",136,28,22,0,9,3,3,2,1,18,3,6,15,9,9,2,3,0,0,4,13,99,15,57,17,5,13
"N00002037",184,19,22,0,6,4,1,1,0,13,0,4,11,9,10,2,3,0,0,5,8,155,14,122,35,14,51
"N00002038",157,39,12,0,8,0,7,1,0,15,8,4,16,3,6,2,1,0,0,3,23,112,12,77,29,13,23
"N00002039",126,40,16,0,3,0,1,2,0,27,12,5,19,10,7,1,1,0,0,5,21,79,3,46,14,2,14
"N00002040",125,21,19,0,7,5,1,0,1,8,2,2,9,4,14,6,2,0,1,5,12,90,15,60,20,5,16
"N00002041",121,24,17,0,3,1,0,2,0,8,3,3,12,2,9,1,3,0,1,4,12,88,15,62,14,4,27
"N00002042",123,35,11,0,6,3,3,0,0,9,1,2,23,6,4,1,1,0,1,1,12,84,30,39,17,5,6
"N00002043",141,45,7,0,10,6,2,2,0,13,6,2,14,5,20,3,3,0,1,13,31,76,7,46,16,7,16
"N00002044",272,99,14,0,18,13,2,2,1,42,15,11,41,16,22,0,4,0,0,18,58,151,29,62,27,12,9
"N00002045",133,29,8,0,4,2,0,2,0,17,3,7,14,7,10,5,3,0,0,2,15,94,18,55,22,9,16
"N00002046",110,19,13,0,4,2,1,1,0,9,2,2,10,5,5,1,2,0,0,2,9,86,21,52,23,3,13
"N00002047",122,61,5,0,6,6,0,0,0,13,5,4,35,4,9,3,0,2,0,4,26,52,7,26,11,4,6
"N00002048",107,58,4,0,5,2,1,2,0,4,0,3,46,1,11,3,0,1,2,5,12,38,5,24,14,3,3
"N00002049",117,49,2,0,8,6,1,1,0,8,4,1,26,3,9,0,0,2,1,6,23,59,15,28,16,6,4
"N00002050",104,54,7,0,7,3,4,0,0,14,6,1,20,7,1,0,0,0,0,1,34,49,5,23,9,4,3
"N00002051",249,129,6,1,10,9,1,0,0,24,10,5,45,9,23,0,2,7,3,11,84,97,14,48,21,7,14
"N00002052",108,43,8,0,7,3,3,1,0,14,4,4,9,6,8,3,0,0,0,5,34,57,5,31,8,6,9
"N00002053",109,42,7,0,5,2,0,2,1,21,5,4,16,12,9,0,1,2,2,4,26,58,8,24,8,3,6
"N00002054",161,30,19,0,4,3,1,0,0,14,0,4,17,10,15,3,3,0,2,7,13,116,16,82,24,12,27
"N00002055",166,38,18,0,4,3,0,1,0,18,4,3,22,11,19,3,6,0,1,9,16,109,9,78,14,13,33
"N00002056",167,28,17,0,3,3,0,0,0,12,2,2,17,8,13,2,3,0,1,7,11,126,12,99,31,15,36
"N00002057",139,29,18,0,1,1,0,0,0,9,2,2,19,5,11,4,2,0,1,4,10,99,12,77,21,9,29
"N00002058",191,36,28,0,5,1,2,1,1,19,4,4,13,11,20,5,9,0,3,3,23,135,5,106,16,10,52
"N00002059",126,59,7,0,8,6,1,1,0,17,4,5,23,8,7,4,1,0,0,2,36,60,9,26,8,4,7
"N00002060",430,231,16,1,26,17,6,2,1,30,12,7,72,11,37,6,5,2,1,23,159,162,27,78,35,10,17
"N00002061",307,123,23,0,20,13,4,3,0,23,12,6,64,5,16,0,3,1,0,12,59,168,24,101,33,14,31
"N00002062",112,51,3,0,4,2,0,2,0,12,6,2,23,4,6,1,2,0,0,3,28,55,16,23,7,2,11
"N00002063",129,24,13,0,1,1,0,0,0,6,1,0,15,5,20,0,2,14,0,4,9,85,23,55,23,5,14
"N00002064",293,83,11,1,17,13,1,3,0,24,5,10,33,9,55,3,0,39,1,12,50,155,34,79,30,14,24
"N00002065",105,27,12,0,4,0,3,1,0,7,3,0,18,4,13,1,0,5,0,7,9,65,15,39,11,7,9
"N00002066",125,35,11,0,7,6,1,0,0,9,2,4,18,3,9,2,2,4,0,1,17,81,17,48,16,6,15
"N00002067",372,100,11,0,16,9,3,3,1,15,8,2,55,5,129,5,3,98,0,23,45,143,30,82,28,16,27
"N00002068",104,31,11,0,1,1,0,0,0,11,2,4,18,5,7,0,0,2,0,5,13,66,17,37,11,5,10
"N00002069",162,35,14,0,14,8,2,3,1,23,8,7,7,8,10,2,2,0,0,6,28,117,9,71,21,4,32
"N00002070",422,95,17,0,31,19,7,4,1,49,18,19,19,12,15,1,2,0,1,11,76,312,23,209,54,52,86
"N00002071",136,31,12,0,7,3,2,1,1,12,3,1,18,8,6,0,1,0,1,4,13,99,23,57,24,5,16
"N00002072",113,28,12,0,11,7,3,1,0,20,7,7,6,6,5,2,1,0,0,2,22,80,5,44,12,9,11
"N00002073",119,44,9,0,9,6,0,1,2,22,9,3,22,10,2,1,1,0,0,0,22,73,11,31,4,10,8
"N00002074",324,62,31,0,19,10,4,3,2,44,15,9,24,20,13,4,2,0,1,6,38,249,33,153,42,33,47
"N00002075",130,21,14,0,4,4,0,0,0,8,1,4,9,3,6,1,3,0,0,2,12,103,11,80,27,13,26
"N00002076",104,39,10,0,8,2,2,3,1,18,8,5,18,5,3,1,1,0,0,1,21,62,7,29,11,3,5
"N00002077",108,33,12,0,5,3,2,0,0,12,2,1,18,9,1,0,0,0,1,0,15,74,11,46,20,7,7
"N00002078",119,33,5,0,11,6,2,2,1,27,9,5,13,13,8,0,1,0,1,6,20,78,6,34,14,9,6
"N00002079",289,98,18,1,12,6,0,6,0,30,11,10,49,9,33,2,2,4,1,24,49,158,15,100,44,20,18
"N00002080",131,37,9,0,6,4,0,2,0,33,12,8,12,13,20,4,2,0,3,11,25,74,8,27,6,3,9
"N00002081",129,51,9,0,7,3,0,3,1,26,14,4,21,8,18,1,2,0,1,14,30,60,2,25,9,4,3
"N00002082",294,70,22,0,21,7,6,7,1,29,4,11,31,14,38,1,2,20,2,13,39,186,23,113,35,22,34
"N00002083",130,30,13,0,4,2,1,1,0,9,1,2,22,6,5,4,0,0,1,0,8,95,22,60,19,7,21
"N00002084",171,32,18,0,12,7,2,3,0,19,7,7,14,5,7,2,0,1,3,1,18,132,18,83,31,13,21
"N00002085",208,26,13,0,13,6,4,3,0,21,13,4,7,4,11,5,2,0,2,2,19,171,19,118,42,16,47
"N00002086",177,17,17,0,11,4,3,3,1,16,4,3,9,9,9,3,3,0,1,2,8,151,29,95,39,14,25
"N00002087",123,70,4,0,6,6,0,0,0,6,0,2,39,4,9,0,0,0,0,9,31,44,6,26,9,2,11
"N00002088",143,45,9,0,2,0,0,1,1,19,8,6,26,5,10,1,4,0,1,4,19,88,6,61,22,14,16
"N00002089",136,24,13,0,2,0,0,1,1,6,1,2,15,3,8,2,2,0,0,4,9,104,18,78,28,11,26
"N00002090",154,31,21,0,2,1,1,0,0,19,5,5,13,9,8,2,2,0,1,3,18,115,5,89,17,12,39
"N00002091",314,63,33,0,10,4,3,3,0,30,6,7,32,17,31,8,5,0,2,16,31,220,13,167,32,27,75
"N00002092",177,38,18,0,6,2,1,2,1,28,10,8,13,10,9,0,2,0,1,6,25,130,12,84,15,16,35
"N00002093",191,40,28,0,7,3,1,2,1,21,7,7,14,7,13,6,3,0,0,4,26,138,11,99,18,17,36
"N00002094",277,77,32,0,18,13,3,2,0,37,9,11,30,17,9,2,3,0,2,2,47,191,10,126,33,23,38
"N00002095",155,32,19,0,8,5,2,0,1,12,0,4,23,8,15,1,3,0,1,10,9,108,7,81,13,17,32
"N00002096",161,31,13,0,6,3,1,2,0,13,3,5,19,5,14,2,0,0,4,8,12,116,14,83,22,18,30
"N00002097",129,24,18,0,1,1,0,0,0,13,4,2,13,7,11,4,3,0,2,2,11,94,14,66,16,9,23
"N00002098",132,32,17,0,3,2,0,1,0,9,1,0,16,8,13,2,2,0,2,7,16,87,4,71,18,9,27
"N00002099",139,27,24,0,6,3,1,2,0,16,6,4,16,6,9,4,0,0,1,4,11,103,4,77,13,13,27
"N00002100",147,28,13,0,8,2,3,2,1,12,4,2,16,6,13,2,2,0,1,8,12,106,3,83,10,11,49
"N00002101",153,23,29,0,4,3,0,1,0,6,2,2,9,2,13,1,5,0,1,6,14,117,7,100,9,18,44
"N00002102",133,20,13,0,6,5,0,0,1,24,5,4,10,15,11,3,3,0,0,5,10,102,7,65,8,6,38
"N00002103",267,41,20,0,16,6,6,3,1,47,13,18,15,16,26,9,7,0,0,10,26,200,10,127,35,22,50
"N00002104",114,34,9,0,10,2,3,4,1,23,6,6,13,11,14,1,0,0,2,11,21,66,3,30,7,3,11
"N00002105",149,33,8,0,7,3,3,1,0,30,8,13,17,9,12,2,2,0,0,8,16,104,11,56,13,8,27
"N00002106",118,23,13,0,5,2,2,1,0,21,8,3,4,10,11,3,0,0,0,8,19,84,5,53,9,16,15
"N00002107",172,25,22,0,22,8,7,7,0,25,12,7,7,6,12,4,1,0,0,7,18,135,6,82,9,21,30
"N00002108",154,32,12,1,7,2,2,2,1,46,19,20,5,7,6,1,2,0,0,3,27,116,3,59,15,10,22
"N00002109",162,30,30,0,4,2,0,0,2,19,6,4,13,9,14,2,3,0,1,8,17,118,5,90,8,17,35
"N00002110",175,41,20,0,4,1,2,1,0,29,11,13,18,5,11,3,2,0,0,6,23,123,2,88,14,17,37
"N00002111",155,30,22,0,6,3,0,2,1,17,4,2,15,11,13,5,5,0,0,3,15,112,5,84,7,18,37
"N00002112",144,24,22,0,2,1,1,0,0,20,4,4,14,12,10,3,2,0,0,5,10,110,8,80,15,16,27
"N00002113",167,28,26,0,3,1,0,1,1,22,3,8,17,11,9,2,3,0,0,4,11,130,10,95,17,14,38
"N00002114",145,46,22,0,6,4,1,0,1,8,3,1,22,4,11,4,2,0,0,5,24,88,13,61,16,11,12
"N00002115",111,38,9,0,9,6,1,1,1,14,4,4,18,6,6,4,0,0,0,2,20,67,13,31,13,3,6
"N00002116",118,37,11,0,7,3,1,3,0,27,10,8,12,9,2,0,0,0,0,2,25,79,11,34,10,9,4
"N00002117",119,27,14,0,6,3,2,1,0,13,5,2,12,6,3,2,1,0,0,0,15,89,11,59,13,10,22
"N00002118",135,21,15,0,12,3,5,3,1,18,6,5,4,7,11,3,5,0,0,3,17,103,9,64,16,13,20
"N00002119",109,30,8,0,10,1,3,5,1,28,11,6,6,11,6,1,2,0,0,3,24,73,3,32,10,5,9
"N00002120",110,35,17,0,0,0,0,0,0,13,2,1,13,10,5,0,1,0,0,4,22,70,13,44,12,4,11
"N00002121",149,27,17,0,0,0,0,0,0,13,5,2,16,6,8,1,2,0,1,4,11,114,8,93,20,13,43
"N00002122",157,27,27,0,6,3,0,3,0,12,1,3,14,8,9,2,3,0,2,2,13,121,7,96,19,10,40
"N00002123",148,28,27,0,4,2,1,0,1,8,0,4,15,4,5,2,1,0,0,2,13,115,14,89,11,18,33
"N00002124",118,22,22,0,5,1,1,3,0,13,1,1,10,11,11,2,2,0,1,6,12,85,8,59,18,4,15
"N00002125",481,108,35,0,26,12,9,5,0,55,19,10,36,26,22,5,6,0,1,10,72,351,40,230,66,34,95
"N00002126",170,30,15,0,11,8,1,2,0,18,4,4,12,10,7,2,3,0,0,2,18,133,18,86,19,12,40
"N00002127",316,77,22,0,26,12,12,1,1,54,24,17,29,13,30,7,8,0,0,15,48,209,16,113,40,17,34
"N00002128",321,93,23,0,26,16,6,4,0,31,10,12,38,9,29,7,8,0,1,13,55,199,30,112,41,17,31
"N00002129",460,186,25,0,25,17,3,5,0,83,36,19,84,28,35,7,6,0,0,22,102,239,25,106,27,20,34
"N00002130",166,51,18,0,9,6,2,1,0,26,10,3,24,13,18,2,5,0,0,11,27,97,8,54,15,7,14
"N00002131",136,19,19,0,4,2,0,1,1,13,4,4,10,5,9,0,2,0,0,7,9,108,15,76,16,8,33
"N00002132",111,24,15,0,1,0,0,1,0,11,3,3,11,5,5,3,2,0,0,0,13,82,6,64,11,10,28
"N00002133",172,35,16,0,10,4,0,6,0,9,2,2,19,5,10,3,2,0,0,5,16,127,11,97,19,21,41
"N00002134",121,34,13,0,3,1,0,2,0,11,3,3,21,5,10,5,1,0,0,4,13,77,10,53,10,9,21
"N00002135",159,35,17,0,3,3,0,0,0,14,2,5,22,7,8,2,3,0,0,3,13,116,6,93,11,20,45
"N00002136",149,64,2,0,8,2,5,1,0,27,15,7,23,5,18,3,2,0,0,13,41,67,1,31,11,8,10
"N00002137",112,17,13,0,9,4,0,4,1,25,7,5,5,13,4,1,1,0,0,2,12,91,8,49,16,13,7
"N00002138",132,44,18,0,0,0,0,0,0,10,3,3,23,4,17,3,4,0,2,8,21,71,8,53,18,8,9
"N00002139",245,42,15,0,25,8,5,11,1,41,13,21,11,7,16,4,3,1,1,7,31,187,4,117,26,28,48
"N00002140",113,26,12,0,2,1,0,0,1,16,5,4,19,7,4,2,0,0,0,2,7,83,15,50,14,6,18
"N00002141",120,57,6,0,3,2,1,0,0,23,10,5,28,8,2,0,0,0,0,2,29,61,11,24,10,3,5
