"Geography_Code","NM_1538_1_0","NM_1538_1_1","NM_1538_1_10","NM_1538_1_11","NM_1538_1_12","NM_1538_1_13","NM_1538_1_14","NM_1538_1_15","NM_1538_1_16","NM_1538_1_17","NM_1538_1_18","NM_1538_1_19","NM_1538_1_2","NM_1538_1_20","NM_1538_1_21","NM_1538_1_22","NM_1538_1_23","NM_1538_1_24","NM_1538_1_25","NM_1538_1_26","NM_1538_1_3","NM_1538_1_4","NM_1538_1_5","NM_1538_1_6","NM_1538_1_7","NM_1538_1_8","NM_1538_1_9"
"N00004176",220,113,8,0,4,1,1,2,0,6,0,1,104,5,4,1,0,0,1,2,9,103,33,60,28,6,18
"N00004177",86,51,2,0,5,3,0,2,0,3,2,0,36,1,6,2,0,0,2,2,15,29,6,15,4,2,7
"N00004178",119,27,9,0,11,4,3,4,0,18,4,7,13,7,8,1,1,0,1,5,14,84,9,46,12,6,19
"N00004179",160,62,9,0,8,5,3,0,0,10,6,0,42,4,6,1,0,0,2,3,20,92,17,57,18,9,21
"N00004180",112,22,10,0,5,2,2,1,0,9,3,2,11,4,4,2,0,0,0,2,11,86,20,52,23,9,10
"N00004181",104,25,14,0,3,1,2,0,0,8,3,1,15,4,6,0,1,0,1,4,10,73,10,52,15,6,17
"N00004182",132,32,17,0,9,3,2,3,1,6,2,0,22,4,8,0,1,0,0,7,10,92,13,64,21,7,19
"N00004183",83,68,0,0,0,0,0,0,0,1,0,0,36,1,0,0,0,0,0,0,32,15,10,4,4,0,0
"N00004184",114,31,5,0,1,0,0,1,0,7,2,3,23,2,2,0,0,0,1,1,8,81,22,51,18,16,12
"N00004185",327,102,22,1,11,7,1,2,1,26,6,5,74,15,14,4,1,0,2,7,28,211,51,122,56,16,28
"N00004186",141,53,11,1,7,4,2,0,1,12,1,5,43,6,6,0,0,0,1,5,10,82,15,47,13,11,12
"N00004187",175,79,9,1,4,4,0,0,0,7,2,1,54,4,6,1,2,0,1,2,25,90,29,49,21,3,16
"N00004188",125,43,12,0,7,4,1,1,1,17,8,5,18,4,5,1,1,0,1,2,25,77,7,46,13,10,11
"N00004189",114,47,6,1,3,3,0,0,0,8,1,3,33,4,3,0,1,0,0,2,14,64,19,33,18,4,5
"N00004190",215,82,16,0,4,1,3,0,0,22,5,9,68,8,12,4,1,0,1,6,14,121,31,64,27,7,14
"N00004191",261,89,28,1,27,13,10,4,0,19,5,7,45,7,9,2,1,0,0,6,44,163,23,93,26,11,28
"N00004192",134,44,9,0,9,4,2,3,0,21,6,5,22,10,13,3,0,0,3,7,22,77,8,39,14,10,6
"N00004193",122,41,7,0,8,2,3,3,0,5,0,2,20,3,2,0,0,0,0,2,21,79,12,54,19,8,20
"N00004194",109,29,5,0,3,3,0,0,0,8,2,2,19,4,7,1,1,0,0,5,10,73,21,41,17,8,11
"N00004195",115,31,10,0,9,4,1,4,0,33,9,11,6,13,9,1,4,0,0,4,25,75,6,27,6,4,7
"N00004196",338,44,25,0,24,14,3,6,1,38,12,14,7,12,10,2,3,0,1,4,37,284,17,205,45,37,98
"N00004197",112,43,1,0,12,2,3,7,0,40,12,16,9,12,3,0,0,0,0,3,34,66,2,12,3,4,4
"N00004198",111,48,1,0,11,2,1,8,0,33,16,10,15,7,5,1,1,0,0,3,33,58,4,10,3,2,4
"N00004199",293,62,15,0,26,16,5,5,0,30,16,11,16,3,21,4,7,0,0,10,46,210,11,143,45,24,59
"N00004200",123,14,6,0,3,1,1,1,0,9,1,5,4,3,5,1,1,0,0,3,10,104,9,83,16,24,37
"N00004201",123,29,9,0,9,6,3,0,0,12,2,3,4,7,8,3,1,0,0,4,25,86,7,58,10,17,22
"N00004202",139,31,8,0,15,8,5,1,1,21,9,6,6,6,7,3,0,0,0,4,25,101,7,58,20,12,18
"N00004203",119,23,8,0,15,5,3,6,1,12,4,5,3,3,10,1,1,0,1,7,20,86,3,56,15,14,19
"N00004204",128,27,10,0,13,6,3,4,0,28,12,7,11,9,8,2,1,0,0,5,16,93,6,46,19,7,10
"N00004205",118,30,8,0,14,8,3,3,0,26,11,7,8,8,3,1,0,0,0,2,22,85,7,38,12,8,10
"N00004206",123,42,7,0,5,1,2,2,0,37,19,14,14,4,5,2,2,0,0,1,28,76,9,25,4,3,11
"N00004207",133,34,9,0,8,4,0,4,0,16,4,5,12,7,4,2,0,0,0,2,22,95,11,60,21,10,20
"N00004208",190,51,8,0,26,9,5,10,2,44,20,18,3,6,13,3,2,0,0,8,48,126,1,55,18,14,15
"N00004209",231,39,20,0,11,8,2,0,1,15,5,4,5,6,9,2,0,0,0,7,34,183,21,136,40,20,56
"N00004210",148,50,8,0,13,5,5,3,0,20,11,4,18,5,5,0,0,0,1,4,32,93,9,51,26,4,13
"N00004211",296,73,10,0,50,29,14,7,0,29,9,14,6,6,11,2,1,0,0,8,67,212,9,124,69,25,20
"N00004212",756,181,31,0,97,70,15,11,1,74,40,23,23,11,36,3,9,0,1,23,158,539,17,351,95,96,129
"N00004213",149,45,2,0,14,4,6,4,0,38,18,9,19,11,9,1,3,0,1,4,26,95,10,33,24,3,4
"N00004214",145,70,6,0,11,6,4,1,0,30,14,8,12,8,9,3,2,0,0,4,58,66,3,22,6,5,5
"N00004215",119,22,5,0,18,8,3,6,1,21,6,11,6,4,9,0,3,0,1,5,16,88,2,47,15,9,18
"N00004216",210,83,7,0,23,13,5,4,1,51,28,9,28,14,5,1,0,0,0,4,55,122,5,43,20,5,11
"N00004217",129,54,3,0,8,4,2,0,2,31,18,7,25,6,4,1,1,0,0,2,29,71,6,26,13,4,6
"N00004218",115,31,7,0,13,5,6,1,1,33,13,14,8,6,7,4,1,0,0,2,23,77,5,26,11,4,4
"N00004219",124,26,16,1,5,2,3,0,0,5,1,2,12,2,3,1,1,0,1,0,14,95,17,67,23,10,18
"N00004220",122,30,8,0,7,4,1,2,0,2,1,1,15,0,7,3,0,0,1,3,15,85,23,53,21,9,15
"N00004221",129,27,16,0,3,1,1,1,0,9,4,3,15,2,6,1,1,0,0,4,12,96,21,63,23,7,17
"N00004222",136,27,14,0,8,5,0,2,1,1,1,0,17,0,3,1,0,0,0,2,10,106,25,72,29,12,17
"N00004223",107,27,11,0,6,2,1,3,0,13,2,7,11,4,3,1,1,0,0,1,16,77,13,45,16,7,11
"N00004224",127,33,7,1,9,7,2,0,0,7,4,1,20,2,2,0,0,0,0,2,13,92,22,53,17,8,21
"N00004225",116,31,18,0,1,0,0,1,0,5,1,0,19,4,5,0,0,0,2,3,12,80,17,57,19,7,13
"N00004226",141,37,11,1,12,10,1,1,0,10,3,2,15,5,7,0,0,1,2,4,22,97,16,58,24,8,15
"N00004227",114,21,10,0,3,2,0,1,0,8,2,0,11,6,4,2,1,0,0,1,10,89,21,57,26,9,12
"N00004228",306,73,16,0,11,9,1,1,0,20,6,5,35,9,12,1,1,0,4,6,38,221,45,145,54,26,49
"N00004229",137,42,7,0,5,3,0,2,0,10,1,4,21,5,6,2,0,0,0,4,21,89,16,58,20,14,17
"N00004230",120,26,13,0,1,1,0,0,0,4,0,2,20,2,2,2,0,0,0,0,6,92,23,64,27,5,19
"N00004231",126,28,12,0,3,3,0,0,0,5,0,1,20,4,2,1,0,0,0,1,8,96,27,61,20,9,20
"N00004232",117,34,13,0,6,4,2,0,0,6,1,1,25,4,4,1,0,0,0,3,9,79,23,44,21,4,6
"N00004233",138,38,9,0,3,3,0,0,0,6,1,0,20,5,10,2,0,0,2,6,18,90,25,56,21,8,18
"N00004234",118,35,13,0,5,4,0,1,0,3,0,0,27,3,3,0,0,0,2,1,8,80,20,52,19,8,12
"N00004235",113,18,14,0,4,4,0,0,0,4,1,0,11,3,5,1,1,0,0,3,7,90,18,64,26,5,19
"N00004236",113,21,9,0,5,3,0,2,0,8,2,2,12,4,1,0,0,0,0,1,9,91,15,63,20,12,22
"N00004237",114,31,7,0,7,5,0,2,0,6,3,1,21,2,4,1,1,0,0,2,10,79,20,46,14,9,16
"N00004238",134,37,18,0,9,7,0,1,1,6,2,2,17,2,10,1,2,0,1,6,20,87,13,59,12,11,18
"N00004239",117,36,12,0,3,2,0,1,0,2,0,1,25,1,3,1,0,0,0,2,11,78,20,53,17,11,13
"N00004240",118,26,15,0,4,2,2,0,0,6,1,1,15,4,5,2,1,0,1,1,11,87,17,60,18,9,18
"N00004241",116,29,15,0,2,1,0,1,0,11,2,2,13,7,2,1,0,0,1,0,16,85,16,56,16,10,15
"N00004242",130,24,10,0,4,3,0,1,0,5,1,1,13,3,7,1,2,0,1,3,11,99,29,61,26,7,18
"N00004243",127,40,10,0,5,2,2,1,0,39,15,10,13,14,6,2,2,0,0,2,27,81,8,29,7,5,7
"N00004244",93,48,6,0,3,1,1,1,0,17,6,7,7,4,2,0,0,0,0,2,41,43,7,16,4,3,3
"N00004245",177,72,6,0,15,11,4,0,0,20,7,3,24,10,15,1,0,0,1,13,48,90,11,44,23,7,8
"N00004246",130,34,13,0,5,3,1,0,1,11,4,4,11,3,6,0,3,0,0,3,23,90,16,58,17,10,18
"N00004247",131,27,17,0,5,3,1,1,0,13,2,3,14,8,12,4,2,0,1,5,13,92,11,63,29,3,14
"N00004248",134,67,1,0,9,6,2,0,1,29,11,7,21,11,4,0,0,0,0,4,46,63,10,15,7,3,4
"N00004249",144,72,8,0,6,4,1,0,1,12,2,2,34,8,6,1,0,0,0,5,38,66,17,31,11,4,8
"N00004250",117,50,7,0,8,4,2,2,0,20,7,6,12,7,3,0,0,0,0,3,38,64,3,33,9,8,9
"N00004251",139,71,6,0,10,7,0,3,0,15,3,5,9,7,8,1,0,0,0,7,62,60,6,29,9,6,8
"N00004252",121,23,18,0,4,3,0,0,1,8,1,0,10,7,6,2,2,0,1,1,13,92,12,68,29,7,14
"N00004253",121,25,13,0,1,1,0,0,0,9,0,1,17,8,3,0,1,0,0,2,8,93,25,58,21,10,14
"N00004254",118,26,10,0,5,2,2,1,0,8,2,1,14,5,6,1,2,0,0,3,12,86,13,60,28,7,15
"N00004255",105,34,11,0,2,2,0,0,0,4,0,0,15,4,1,0,1,0,0,0,19,70,23,41,16,5,9
"N00004256",402,111,16,0,20,14,3,3,0,26,5,4,53,17,12,3,1,0,0,8,58,279,71,162,94,15,37
"N00004257",128,57,4,0,5,4,0,0,1,4,0,0,38,4,5,2,1,0,0,2,19,66,33,24,13,4,3
"N00004258",151,64,7,0,10,6,1,1,2,19,5,6,35,8,8,2,3,0,1,2,29,79,17,33,14,6,6
"N00004259",108,49,8,1,5,3,0,1,1,4,0,0,25,4,1,0,0,0,0,1,24,58,12,36,17,6,5
"N00004260",138,31,16,0,5,4,1,0,0,7,0,2,25,5,3,1,0,0,0,2,6,104,24,68,30,10,12
"N00004261",125,62,1,1,8,6,1,1,0,16,4,1,25,11,8,3,0,0,0,5,37,55,3,27,14,6,6
"N00004262",123,48,5,0,10,4,4,2,0,14,5,2,8,7,22,5,0,0,0,17,40,53,2,27,8,9,5
"N00004263",117,60,3,0,12,7,3,1,1,13,3,2,13,8,14,1,1,0,0,12,47,43,2,16,5,4,4
"N00004264",300,155,8,0,29,24,1,4,0,34,15,8,34,11,30,2,2,1,0,25,121,115,8,44,21,9,6
"N00004265",98,35,4,0,12,7,3,1,1,9,3,2,10,4,17,1,3,0,0,13,25,46,4,21,8,4,5
"N00004266",129,35,13,0,7,4,2,1,0,6,1,4,17,1,6,3,1,0,0,2,18,88,16,59,19,7,20
"N00004267",257,92,14,0,22,17,2,2,1,25,5,6,22,14,17,2,2,0,0,13,70,148,18,83,28,18,23
"N00004268",136,44,5,0,10,6,1,2,1,15,5,3,14,7,12,2,4,0,0,6,30,80,10,45,12,14,14
"N00004269",140,52,6,1,12,10,2,0,0,16,6,2,13,8,10,2,2,0,0,6,39,78,5,44,16,7,15
"N00004270",149,54,9,0,14,13,0,0,1,19,9,2,20,8,12,1,1,0,1,9,34,83,5,45,16,8,12
"N00004271",138,56,5,0,8,3,4,1,0,22,9,9,19,4,16,3,2,0,0,11,37,66,8,28,13,6,4
"N00004272",116,43,5,0,12,12,0,0,0,15,7,1,12,7,15,5,0,0,0,10,31,58,0,31,9,6,11
"N00004273",253,167,6,1,11,9,0,2,0,14,3,1,112,10,6,1,0,0,0,5,55,80,17,37,16,6,9
"N00004274",129,43,5,1,14,8,3,3,0,18,8,4,9,6,14,2,2,0,1,9,34,72,4,35,13,6,11
"N00004275",143,69,4,0,14,11,3,0,0,14,8,2,21,4,7,0,2,0,0,5,48,67,7,32,10,6,12
"N00004276",179,52,9,0,6,2,3,0,1,10,3,2,23,5,8,2,2,0,0,4,29,119,18,85,28,10,38
"N00004277",120,27,16,0,4,3,0,1,0,6,1,1,19,4,6,1,2,0,0,3,8,87,17,60,20,4,20
"N00004278",121,42,8,0,7,5,1,1,0,23,8,3,19,12,4,0,0,0,1,3,23,75,7,38,12,10,8
"N00004279",137,41,14,0,7,7,0,0,0,6,0,2,20,4,0,0,0,0,0,0,21,96,15,68,24,7,23
"N00004280",127,43,11,0,5,3,1,1,0,5,0,1,17,4,6,4,1,0,0,1,26,78,9,59,17,6,25
"N00004281",168,38,15,0,6,3,1,2,0,13,2,3,18,8,6,1,1,0,0,4,20,124,27,78,19,18,26
"N00004282",154,107,4,0,7,3,2,2,0,15,8,3,39,4,4,0,0,0,2,2,68,43,6,15,7,3,1
"N00004283",133,30,12,0,6,5,1,0,0,18,7,4,11,7,4,1,0,0,0,3,19,99,14,61,18,5,26
"N00004284",150,32,17,1,4,2,1,1,0,7,1,4,17,2,2,0,0,0,1,1,15,116,24,80,32,14,17
"N00004285",118,25,12,0,1,0,1,0,0,7,1,1,16,5,8,1,3,0,2,2,9,85,14,63,22,10,19
"N00004286",119,24,13,0,5,3,0,2,0,4,2,1,6,1,7,3,1,0,0,3,18,88,19,60,16,10,21
"N00004287",253,75,16,0,13,7,4,1,1,58,16,19,30,23,16,1,4,0,3,8,45,162,14,77,22,19,20
"N00004288",112,59,4,0,6,2,1,2,1,16,5,5,20,6,7,0,2,0,1,4,39,46,2,22,5,6,7
"N00004289",111,47,4,0,6,2,4,0,0,29,9,8,15,12,4,1,1,0,0,2,32,60,4,21,10,3,4
"N00004290",269,117,21,0,17,9,3,4,1,32,6,6,51,20,14,3,1,0,3,7,66,138,25,64,13,15,15
"N00004291",164,58,9,0,11,5,4,1,1,16,8,0,15,8,4,1,0,0,0,3,43,102,10,65,24,18,14
"N00004292",91,37,3,0,3,1,0,2,0,19,6,5,11,8,4,2,1,0,0,1,26,50,3,25,8,3,11
"N00004293",134,71,2,1,6,6,0,0,0,10,6,1,25,3,8,1,0,0,1,6,46,55,12,26,10,5,9
"N00004294",229,16,1,3,10,5,3,2,0,19,9,8,1,2,4,3,0,0,0,1,15,209,0,177,41,47,88
"N00004295",130,38,8,0,1,0,0,1,0,6,1,1,30,4,3,0,1,0,1,1,8,89,37,45,21,7,9
"N00004296",136,43,5,0,2,1,1,0,0,15,4,5,30,6,3,0,0,0,1,2,13,90,28,45,13,10,17
"N00004297",147,50,7,0,16,12,4,0,0,11,2,2,19,7,15,3,1,0,2,9,31,82,10,45,19,3,16
"N00004298",134,15,14,0,2,1,0,0,1,5,2,1,9,2,7,1,1,0,1,4,6,112,17,88,31,10,33
"N00004299",196,55,23,0,10,8,0,2,0,16,5,4,24,7,5,0,0,0,0,5,31,136,21,89,27,7,32
"N00004300",110,58,3,0,2,2,0,0,0,6,2,0,43,4,2,0,0,0,2,0,15,50,25,17,11,2,1
"N00004301",150,36,6,0,5,2,2,1,0,6,4,1,19,1,4,0,1,1,0,2,17,110,33,66,23,11,26
"N00004302",173,44,8,0,6,2,2,1,1,10,4,2,24,4,6,2,1,0,0,3,20,123,42,65,22,12,23
"N00004303",103,21,14,0,8,4,2,1,1,4,0,4,5,0,3,1,1,0,0,1,16,79,9,58,20,8,16
"N00004304",121,21,20,0,2,1,1,0,0,4,1,0,8,3,4,1,1,0,0,2,13,96,17,73,28,10,15
"N00004305",103,17,7,0,7,1,5,1,0,10,4,1,11,5,6,2,2,0,0,2,6,80,17,46,21,11,7
"N00004306",207,97,5,1,22,14,3,4,1,18,9,1,18,8,18,2,1,1,1,13,79,92,9,42,19,9,9
"N00004307",132,63,7,0,9,5,2,1,1,23,9,7,17,7,6,0,0,0,0,6,46,63,5,26,8,4,7
"N00004308",119,46,12,0,7,3,0,3,1,10,5,4,18,1,3,2,0,0,0,1,28,70,11,42,11,9,10
"N00004309",118,37,5,0,7,2,2,1,2,13,4,1,26,8,2,1,0,0,1,0,11,79,23,36,24,3,4
"N00004310",107,26,6,0,5,2,1,1,1,15,2,4,16,9,3,1,0,0,0,2,10,78,17,41,17,7,11
"N00004311",122,57,0,0,20,15,4,1,0,18,13,2,19,3,6,0,1,0,0,5,38,59,4,17,8,5,4
"N00004312",123,30,13,0,9,5,4,0,0,14,5,0,15,9,7,2,2,0,1,2,15,86,8,55,15,15,12
"N00004313",118,49,7,0,9,7,1,0,1,12,5,5,3,2,9,2,1,0,0,6,46,60,4,35,10,9,9
"N00004314",304,125,12,0,35,25,4,3,3,26,11,4,24,11,18,0,2,0,0,16,101,161,14,86,35,16,23
"N00004315",110,38,3,0,10,1,6,2,1,28,14,7,19,7,6,1,0,0,0,5,19,66,5,23,8,5,7
"N00004316",115,28,9,0,10,5,3,2,0,13,4,4,6,5,5,1,0,0,0,4,22,82,8,51,15,12,15
"N00004317",127,39,5,0,12,7,4,1,0,20,10,5,13,5,10,1,0,0,1,8,26,78,8,38,13,15,5
"N00004318",107,29,8,0,9,6,1,2,0,13,5,2,15,6,5,0,1,0,0,4,14,73,7,44,15,8,13
"N00004319",127,41,6,0,5,2,1,0,2,15,7,1,8,7,8,0,1,0,0,7,33,78,7,51,17,13,15
"N00004320",198,100,4,0,19,11,3,3,2,19,7,5,28,7,13,2,0,0,1,10,72,85,13,34,12,10,8
"N00004321",255,49,43,0,7,2,2,3,0,18,4,4,39,10,10,4,2,0,0,4,10,196,31,140,50,17,30
"N00004322",136,29,16,0,5,2,3,0,0,15,2,6,16,7,4,1,0,0,0,3,13,103,16,67,29,9,13
"N00004323",149,31,10,0,11,9,2,0,0,20,5,7,11,8,7,4,1,0,0,2,20,111,10,70,26,19,15
"N00004324",131,64,6,0,7,6,0,1,0,6,3,1,36,2,1,1,0,0,0,0,28,66,23,30,8,6,10
"N00004325",127,44,6,0,5,2,1,1,1,16,4,4,29,8,4,1,0,0,0,3,15,79,18,40,15,9,10
"N00004326",136,42,11,0,6,3,3,0,0,13,6,1,22,6,3,2,0,0,1,0,20,91,19,53,23,10,9
"N00004327",131,45,12,0,7,4,1,1,1,10,3,3,23,4,4,0,1,0,1,2,22,82,20,45,16,11,6
"N00004328",119,25,12,0,1,1,0,0,0,12,2,5,18,5,3,1,1,0,0,1,7,91,18,60,21,12,15
"N00004329",117,35,7,1,7,3,1,3,0,34,10,8,10,16,5,0,0,0,1,4,25,77,5,30,9,5,9
"N00004330",115,22,11,0,4,2,1,0,1,19,4,6,8,9,8,2,0,0,1,5,14,85,12,50,16,11,12
"N00004331",126,34,4,0,15,3,5,6,1,21,5,4,15,12,7,2,1,0,0,4,19,85,8,41,15,11,11
"N00004332",133,47,12,0,10,5,2,2,1,10,2,3,29,5,5,1,1,0,0,3,18,81,12,49,13,8,16
"N00004333",133,60,5,0,10,5,3,2,0,22,9,6,21,7,7,1,1,0,0,5,39,66,8,26,15,2,4
"N00004334",111,51,5,0,9,3,2,4,0,15,6,3,23,6,9,1,3,0,1,4,28,51,4,23,7,3,8
"N00004335",126,78,6,0,4,1,1,0,2,16,4,6,24,6,5,0,0,0,2,3,54,43,5,18,4,3,5
"N00004336",122,28,5,0,21,9,5,7,0,34,9,13,7,12,6,2,2,0,1,1,21,88,5,28,9,5,9
"N00004337",113,51,9,0,10,1,5,4,0,18,5,6,31,7,6,2,0,0,1,3,20,56,4,24,4,4,7
"N00004338",120,28,15,0,2,1,0,1,0,11,2,1,12,8,14,2,6,0,1,5,16,78,8,57,12,4,26
"N00004339",178,31,19,0,7,1,2,3,1,15,3,8,19,4,10,2,2,0,1,5,12,137,16,99,19,17,44
"N00004340",145,22,17,0,7,1,1,4,1,16,2,4,14,10,3,1,1,0,0,1,8,120,11,86,24,7,38
"N00004341",146,33,25,0,3,2,0,1,0,11,3,3,16,5,3,0,1,0,0,2,17,110,7,89,19,10,35
"N00004342",272,81,25,0,22,9,5,7,1,40,19,7,37,14,17,2,6,0,4,5,44,174,11,101,24,9,43
"N00004343",100,22,9,0,2,1,0,0,1,13,3,5,5,5,10,1,3,0,0,6,17,68,5,48,12,14,13
"N00004344",112,44,14,0,2,1,1,0,0,13,3,1,25,9,4,0,1,0,0,3,19,64,9,40,14,4,8
"N00004345",143,43,13,0,3,0,1,2,0,22,9,5,14,8,6,1,0,0,0,5,29,94,10,59,18,13,15
"N00004346",148,47,9,0,6,5,1,0,0,26,11,6,9,9,5,0,1,0,0,4,38,96,0,64,15,9,31
"N00004347",159,32,9,0,6,3,1,1,1,17,4,7,11,6,9,1,4,0,1,3,21,118,17,78,22,15,32
"N00004348",107,49,4,0,6,4,0,2,0,18,4,1,27,13,7,1,2,0,1,3,22,51,5,22,6,9,3
"N00004349",114,38,8,0,2,2,0,0,0,40,16,6,11,18,9,2,1,0,0,6,27,67,3,22,6,5,3
"N00004350",369,87,47,0,12,6,3,2,1,25,8,7,40,10,19,1,8,0,3,7,47,263,21,205,36,28,94
"N00004351",157,21,24,0,9,7,1,1,0,9,3,3,7,3,14,2,5,0,2,5,14,122,6,98,16,13,45
"N00004352",181,22,22,0,5,1,0,3,1,23,5,5,9,13,14,3,4,0,2,5,13,145,9,108,18,19,49
"N00004353",152,25,20,0,3,0,1,2,0,12,4,2,7,6,10,4,0,0,0,6,18,117,10,92,15,17,40
"N00004354",132,32,13,0,3,3,0,0,0,12,0,4,20,8,7,2,3,0,1,1,12,93,4,74,16,10,35
"N00004355",148,35,15,0,9,7,0,0,2,15,3,3,11,9,15,2,3,0,1,9,24,98,25,49,18,8,8
"N00004356",115,37,14,0,3,1,1,1,0,23,8,3,14,12,15,1,2,0,1,11,23,63,6,31,6,3,8
"N00004357",520,119,43,0,24,10,10,4,0,79,23,27,42,29,30,7,6,0,2,15,77,371,26,242,51,44,104
"N00004358",123,34,14,0,4,0,3,1,0,21,11,3,13,7,4,0,0,0,0,4,21,85,6,54,17,9,14
"N00004359",364,70,17,0,31,16,9,6,0,56,28,21,11,7,30,7,7,0,1,15,59,264,8,169,38,38,76
"N00004360",211,67,23,0,6,5,0,1,0,23,5,4,44,14,9,2,2,0,1,4,23,135,35,71,21,7,20
"N00004361",272,145,13,0,16,12,2,1,1,31,9,7,59,15,30,1,0,0,6,23,86,97,7,43,11,6,13
"N00004362",262,69,29,0,23,16,2,4,1,23,10,3,29,10,12,1,2,0,0,9,40,181,21,114,36,15,34
"N00004363",148,28,29,0,3,1,1,1,0,18,3,3,12,12,16,2,4,0,4,6,16,104,1,82,13,13,27
"N00004364",135,25,15,0,3,1,1,1,0,13,3,1,12,9,6,0,2,0,1,3,13,104,10,78,16,14,33
"N00004365",185,37,10,0,11,3,4,3,1,44,19,14,12,11,15,2,7,0,0,6,25,133,6,72,12,13,37
"N00004366",123,49,13,0,6,1,3,2,0,21,12,3,13,6,4,0,1,0,0,3,36,70,5,38,11,7,7
"N00004367",267,95,25,0,7,4,3,0,0,30,8,4,40,18,16,5,1,0,0,10,55,156,16,103,24,18,36
"N00004368",155,23,26,0,2,1,1,0,0,12,1,3,15,8,10,3,0,0,2,5,8,122,11,97,14,17,40
"N00004369",129,21,13,0,4,1,1,2,0,12,3,2,9,7,9,1,2,0,1,5,12,99,8,75,15,9,38
"N00004370",190,42,20,0,7,5,1,1,0,27,12,5,12,10,10,0,2,0,1,7,30,138,8,96,8,19,49
"N00004371",144,26,24,0,1,0,1,0,0,12,1,2,12,9,13,1,5,0,2,5,14,105,11,81,12,13,32
"N00004372",140,24,21,0,3,0,0,3,0,11,2,3,11,6,10,2,2,0,2,4,13,106,5,87,12,13,41
"N00004373",154,33,16,0,7,2,2,3,0,15,2,3,18,10,12,4,2,0,0,6,15,109,5,82,12,13,41
"N00004374",150,32,19,0,6,3,3,0,0,14,1,4,14,9,12,4,2,0,2,4,18,106,5,81,11,17,34
"N00004375",338,109,31,0,10,7,2,1,0,50,25,7,35,18,18,6,2,0,2,8,74,211,15,136,29,22,54
"N00004376",145,34,27,0,2,1,1,0,0,10,2,1,18,7,12,3,1,0,0,8,16,99,4,83,9,13,34
"N00004377",156,40,15,1,3,2,0,1,0,13,1,1,17,11,10,3,0,0,1,6,23,106,9,80,13,15,37
"N00004378",119,69,1,0,9,6,2,0,1,9,7,1,12,1,12,1,1,0,0,10,57,38,1,19,8,4,6
"N00004379",117,40,11,0,5,1,3,1,0,21,5,7,20,9,6,2,1,0,0,3,20,71,12,33,9,7,6
"N00004380",121,24,11,0,6,5,0,0,1,12,3,3,17,6,8,1,1,0,0,6,7,89,17,54,15,6,22
"N00004381",129,40,14,0,9,7,2,0,0,9,2,2,11,5,5,1,0,0,0,4,29,84,9,57,20,7,16
"N00004382",176,64,10,0,9,3,3,2,1,27,13,9,19,5,19,2,1,0,0,16,45,93,12,45,15,12,8
"N00004383",138,65,15,0,3,0,1,2,0,12,4,2,29,6,2,1,0,0,0,1,36,71,13,43,13,6,9
"N00004384",116,40,11,0,2,0,1,1,0,17,6,7,23,4,6,3,0,0,0,3,17,70,16,35,14,4,6
"N00004385",98,21,20,0,1,0,0,0,1,5,3,0,13,2,9,2,1,0,0,6,8,68,7,55,11,9,15
"N00004386",139,20,10,0,4,2,1,0,1,8,1,2,7,5,5,0,1,0,1,3,13,114,13,89,23,12,44
"N00004387",134,28,15,0,2,1,0,0,1,12,1,3,19,8,4,0,0,0,2,2,9,102,21,67,16,13,23
"N00004388",144,25,22,0,1,1,0,0,0,10,2,0,14,8,7,1,2,0,1,3,11,112,17,84,23,12,27
"N00004389",145,21,19,0,1,1,0,0,0,13,1,2,10,10,13,2,2,0,1,8,11,111,13,84,14,13,38
"N00004390",143,30,23,0,3,0,0,3,0,13,1,5,20,7,8,4,0,0,0,4,10,105,12,77,18,12,24
"N00004391",157,32,22,0,10,5,1,3,1,10,2,2,17,6,10,0,2,0,0,8,15,115,7,88,17,8,41
"N00004392",136,41,9,0,6,3,1,1,1,25,7,8,13,10,5,1,1,0,2,1,28,90,2,57,17,14,17
"N00004393",143,56,11,0,4,3,1,0,0,20,6,3,24,11,8,0,0,0,1,7,32,79,11,44,11,8,14
"N00004394",106,48,2,0,8,4,2,2,0,25,8,3,10,14,9,1,1,0,0,7,38,49,3,13,5,5,1
"N00004395",122,63,6,0,3,0,1,1,1,18,6,2,32,10,9,2,3,0,1,3,31,50,8,21,8,4,3
"N00004396",156,33,25,0,8,6,1,1,0,13,3,2,13,8,5,3,0,0,0,2,20,118,11,86,14,15,32
"N00004397",145,60,4,0,11,6,2,3,0,14,8,4,33,2,10,2,1,0,1,6,27,75,11,39,9,8,18
"N00004398",173,35,21,0,6,3,2,1,0,13,0,6,23,7,15,2,5,0,0,8,12,123,5,99,18,19,41
"N00004399",178,18,18,0,5,2,1,2,0,8,0,1,4,7,12,4,6,0,0,2,14,148,11,124,23,28,55
"N00004400",168,29,18,0,3,0,1,1,1,16,4,5,14,7,8,1,3,0,3,1,15,131,13,99,28,10,43
"N00004401",268,61,17,0,20,14,4,2,0,38,17,10,17,11,22,6,3,0,0,13,44,185,4,123,32,20,54
"N00004402",423,97,30,0,19,9,4,4,2,86,37,28,16,21,27,6,4,0,1,16,81,299,21,173,37,32,74
"N00004403",119,21,5,0,8,2,1,5,0,19,6,9,4,4,10,2,1,0,0,7,17,88,6,55,11,12,27
