"Geography_Code","NM_1555_1_0","NM_1555_1_1","NM_1555_1_2","NM_1555_1_3","NM_1555_1_4","NM_1555_1_5"
"N00000771",124,54,42,21,6,1
"N00000772",157,123,19,7,5,3
"N00000773",154,97,36,18,2,1
"N00000774",430,211,127,70,13,9
"N00000775",123,67,30,20,6,0
"N00000776",136,52,33,32,14,5
"N00000777",323,221,61,29,11,1
"N00000778",142,104,18,14,5,1
"N00000779",204,132,44,19,5,4
"N00000780",181,149,19,5,7,1
"N00000781",204,113,69,19,2,1
"N00000782",162,128,23,6,4,1
"N00000783",195,122,43,21,7,2
"N00000784",145,115,18,8,3,1
"N00000785",118,82,23,9,4,0
"N00000786",129,104,16,7,1,1
"N00000787",144,114,23,6,1,0
"N00000788",142,111,20,6,2,3
"N00000789",403,208,113,60,14,8
"N00000790",193,140,36,13,4,0
"N00000791",146,89,37,17,3,0
"N00000792",130,104,18,4,4,0
"N00000793",146,113,22,7,4,0
"N00000794",154,119,20,5,6,4
"N00000795",170,137,22,9,1,1
"N00000796",141,87,39,11,3,1
"N00000797",144,88,38,14,4,0
"N00000798",175,139,17,10,6,3
"N00000799",193,118,51,18,5,1
"N00000800",145,120,12,9,3,1
"N00000801",176,149,18,9,0,0
"N00000802",114,79,26,5,3,1
"N00000803",140,112,18,5,3,2
"N00000804",153,131,14,5,3,0
"N00000805",134,108,17,7,2,0
"N00000806",143,71,33,33,4,2
"N00000807",187,121,40,22,3,1
"N00000808",119,53,20,33,9,4
"N00000809",204,99,64,27,10,4
"N00000810",151,117,18,8,5,3
"N00000811",148,63,52,26,4,3
"N00000812",121,42,49,15,12,3
"N00000813",191,119,41,23,7,1
"N00000814",118,69,28,16,5,0
"N00000815",159,144,6,4,4,1
"N00000816",232,123,41,35,28,5
"N00000817",104,93,6,5,0,0
"N00000818",123,77,26,17,3,0
"N00000819",132,43,44,35,9,1
"N00000820",179,80,54,30,13,2
"N00000821",129,59,49,15,4,2
"N00000822",127,51,27,40,3,6
"N00000823",146,98,33,9,4,2
"N00000824",144,52,48,31,13,0
"N00000825",136,95,17,19,4,1
"N00000826",115,57,37,13,5,3
"N00000827",121,79,18,17,5,2
"N00000828",104,44,31,22,4,3
"N00000829",131,73,36,14,7,1
"N00000830",132,11,49,35,33,4
"N00000831",134,68,27,24,10,5
"N00000832",122,46,27,31,14,4
"N00000833",120,53,30,28,8,1
"N00000834",136,69,21,23,13,10
"N00000835",112,58,23,18,9,4
"N00000836",126,46,39,21,16,4
"N00000837",122,58,31,17,9,7
"N00000838",119,54,35,22,7,1
"N00000839",156,84,31,21,18,2
"N00000840",118,86,13,13,4,2
"N00000841",123,25,51,25,17,5
"N00000842",209,61,62,53,22,11
"N00000843",107,18,44,31,9,5
"N00000844",98,26,32,26,12,2
"N00000845",98,20,38,25,12,3
"N00000846",114,23,43,32,11,5
"N00000847",367,80,98,116,60,13
"N00000848",112,13,56,29,11,3
"N00000849",144,38,47,35,20,4
"N00000850",121,19,49,26,23,4
"N00000851",115,7,55,34,16,3
"N00000852",543,101,119,180,109,34
"N00000853",108,23,33,29,15,8
"N00000854",309,56,103,89,36,25
"N00000855",104,41,44,13,5,1
"N00000856",90,61,17,9,2,1
"N00000857",157,94,33,23,4,3
"N00000858",131,59,39,24,9,0
"N00000859",138,87,33,14,4,0
"N00000860",151,106,18,21,6,0
"N00000861",124,99,17,7,0,1
"N00000862",388,251,73,48,10,6
"N00000863",128,106,11,9,0,2
"N00000864",125,93,23,4,4,1
"N00000865",126,97,12,12,3,2
"N00000866",164,90,37,24,10,3
"N00000867",159,80,50,18,9,2
"N00000868",130,105,16,8,1,0
"N00000869",106,27,41,29,3,6
"N00000870",157,101,29,8,14,5
"N00000871",155,78,35,31,9,2
"N00000872",134,44,45,32,11,2
"N00000873",132,32,37,41,16,6
"N00000874",268,52,78,89,41,8
"N00000875",124,27,52,29,14,2
"N00000876",119,22,28,28,33,8
"N00000877",158,41,50,45,17,5
"N00000878",119,21,44,39,14,1
"N00000879",398,112,122,109,36,19
"N00000880",123,41,39,28,10,5
"N00000881",148,40,57,30,15,6
"N00000882",139,17,62,44,13,3
"N00000883",133,16,66,32,13,6
"N00000884",113,23,39,42,9,0
"N00000885",323,62,130,78,43,10
"N00000886",128,42,45,29,11,1
"N00000887",133,80,27,20,6,0
"N00000888",143,56,54,28,3,2
"N00000889",110,72,24,7,4,3
"N00000890",150,71,37,33,6,3
"N00000891",181,44,43,63,28,3
"N00000892",137,70,33,21,11,2
"N00000893",135,65,44,20,4,2
"N00000894",141,66,48,14,10,3
"N00000895",121,42,38,32,6,3
"N00000896",139,70,40,20,3,6
"N00000897",137,95,18,15,7,2
"N00000898",138,71,33,22,10,2
"N00000899",158,65,27,42,20,4
"N00000900",109,23,46,29,5,6
"N00000901",140,75,30,26,6,3
"N00000902",143,72,44,23,4,0
"N00000903",94,19,38,21,11,5
"N00000904",219,53,48,64,42,12
"N00000905",144,35,49,35,21,4
"N00000906",105,73,22,7,3,0
"N00000907",129,43,56,20,5,5
"N00000908",146,57,47,31,8,3
"N00000909",81,38,29,11,2,1
"N00000910",129,55,43,22,7,2
"N00000911",109,32,37,32,7,1
"N00000912",95,31,34,19,6,5
"N00000913",127,50,30,33,13,1
"N00000914",123,73,24,16,9,1
"N00000915",116,21,65,16,8,6
"N00000916",122,31,63,21,5,2
"N00000917",116,37,58,16,3,2
"N00000918",121,49,44,21,5,2
"N00000919",108,50,33,18,6,1
"N00000920",79,35,25,12,4,3
"N00000921",209,138,38,24,6,3
"N00000922",127,88,24,9,5,1
"N00000923",114,59,32,19,2,2
"N00000924",106,49,30,20,7,0
"N00000925",119,59,30,19,9,2
"N00000926",121,51,32,25,8,5
"N00000927",202,36,48,31,45,42
"N00000928",149,89,19,26,10,5
"N00000929",155,58,35,27,24,11
"N00000930",169,73,47,30,14,5
"N00000931",246,38,61,103,25,19
"N00000932",174,37,47,54,22,14
"N00000933",134,37,47,35,9,6
"N00000934",119,47,37,21,11,3
"N00000935",115,45,37,19,7,7
"N00000936",183,45,65,40,25,8
"N00000937",174,58,59,35,16,6
"N00000938",116,25,37,36,14,4
"N00000939",90,23,30,21,10,6
"N00000940",122,26,49,31,13,3
"N00000941",131,107,14,9,1,0
"N00000942",122,90,20,5,4,3
"N00000943",105,66,26,10,2,1
"N00000944",91,34,26,19,6,6
"N00000945",105,73,23,7,1,1
"N00000946",207,50,72,54,19,12
"N00000947",117,36,46,25,7,3
"N00000948",108,35,47,22,3,1
"N00000949",134,63,40,25,5,1
"N00000950",138,49,47,28,11,3
"N00000951",106,69,24,9,2,2
"N00000952",176,79,62,28,5,2
"N00000953",117,48,34,27,5,3
"N00000954",121,43,46,18,9,5
"N00000955",158,81,29,37,9,2
"N00000956",215,60,56,71,22,6
"N00000957",192,162,19,10,1,0
"N00000958",132,88,27,10,6,1
"N00000959",204,152,27,8,14,3
"N00000960",192,144,11,27,9,1
"N00000961",124,97,19,7,1,0
"N00000962",159,48,59,35,14,3
"N00000963",115,91,15,8,1,0
"N00000964",129,88,33,5,3,0
"N00000965",120,73,25,15,6,1
"N00000966",148,112,18,12,5,1
"N00000967",137,85,28,18,3,3
"N00000968",103,76,18,4,3,2
"N00000969",92,36,33,13,7,3
"N00000970",243,65,99,58,14,7
"N00000971",120,39,45,23,13,0
"N00000972",129,40,41,33,10,5
"N00000973",145,47,45,44,9,0
"N00000974",120,28,48,32,11,1
"N00000975",125,25,55,27,10,8
"N00000976",74,17,26,17,13,1
"N00000977",145,13,77,37,13,5
"N00000978",134,24,63,31,14,2
"N00000979",126,37,54,26,7,2
"N00000980",128,29,57,29,11,2
"N00000981",108,26,48,19,11,4
"N00000982",126,20,46,37,15,8
"N00000983",162,38,58,41,23,2
"N00000984",160,52,62,22,21,3
"N00000985",126,26,51,34,11,4
"N00000986",112,10,49,31,17,5
"N00000987",152,36,55,45,10,6
"N00000988",74,13,32,19,7,3
"N00000989",124,28,51,29,10,6
"N00000990",141,36,55,34,13,3
"N00000991",141,27,32,42,38,2
"N00000992",265,80,119,49,15,2
"N00000993",111,23,47,29,7,5
"N00000994",470,100,171,140,43,16
"N00000995",97,47,35,11,4,0
"N00000996",123,101,12,6,4,0
"N00000997",103,75,15,8,4,1
"N00000998",127,85,28,11,1,2
"N00000999",122,42,48,24,6,2
"N00001000",129,100,21,5,3,0
"N00001001",139,72,29,18,11,9
"N00001002",431,145,148,83,43,12
"N00001003",113,40,46,22,4,1
"N00001004",143,69,38,25,9,2
"N00001005",172,31,58,64,15,4
"N00001006",148,37,20,45,27,19
"N00001007",242,48,40,78,58,18
"N00001008",85,25,10,17,22,11
"N00001009",83,14,14,32,16,7
"N00001010",124,37,32,31,17,7
"N00001011",126,31,28,36,26,5
"N00001012",128,34,19,40,23,12
"N00001013",98,35,21,20,19,3
"N00001014",107,19,25,28,26,9
"N00001015",144,28,28,43,34,11
"N00001016",100,34,7,27,20,12
"N00001017",118,30,22,33,19,14
"N00001018",115,60,16,14,16,9
"N00001019",76,16,16,28,11,5
"N00001020",94,12,23,29,23,7
"N00001021",83,17,8,25,16,17
"N00001022",272,32,33,87,85,35
"N00001023",94,18,14,31,23,8
"N00001024",149,14,19,45,48,23
"N00001025",101,15,8,38,27,13
"N00001026",103,19,13,32,25,14
"N00001027",158,32,30,52,35,9
"N00001028",118,14,35,47,18,4
"N00001029",241,40,60,85,38,18
"N00001030",177,56,44,42,22,13
"N00001031",145,47,39,33,18,8
"N00001032",106,33,45,20,6,2
"N00001033",110,5,58,35,10,2
"N00001034",143,83,39,15,2,4
"N00001035",112,36,42,17,10,7
"N00001036",193,48,54,56,30,5
"N00001037",136,103,15,13,5,0
"N00001038",271,188,49,30,1,3
"N00001039",141,90,26,21,3,1
"N00001040",117,39,40,29,8,1
"N00001041",108,32,26,36,11,3
"N00001042",295,132,103,48,8,4
"N00001043",116,30,26,47,8,5
"N00001044",152,43,46,48,11,4
"N00001045",116,66,34,14,2,0
"N00001046",113,87,15,9,1,1
"N00001047",127,103,19,3,2,0
"N00001048",128,102,14,10,1,1
"N00001049",125,92,16,12,4,1
"N00001050",125,104,12,8,0,1
"N00001051",117,100,4,10,1,2
"N00001052",100,36,39,16,9,0
"N00001053",125,113,8,2,1,1
"N00001054",120,95,17,6,2,0
"N00001055",120,99,13,5,3,0
"N00001056",127,71,28,22,5,1
"N00001057",129,78,36,13,1,1
"N00001058",134,116,11,5,2,0
"N00001059",121,91,17,10,2,1
"N00001060",106,72,24,7,3,0
"N00001061",102,79,21,2,0,0
"N00001062",113,84,23,5,1,0
"N00001063",123,111,8,3,0,1
"N00001064",272,201,54,14,2,1
"N00001065",126,115,7,3,0,1
"N00001066",121,93,15,9,1,3
"N00001067",133,91,27,10,4,1
"N00001068",154,67,39,29,11,8
"N00001069",133,111,13,7,1,1
"N00001070",212,162,41,6,3,0
"N00001071",137,84,36,13,3,1
"N00001072",143,82,46,12,3,0
"N00001073",127,53,36,30,6,2
"N00001074",109,103,3,2,1,0
"N00001075",131,65,41,16,5,4
"N00001076",139,73,29,32,3,2
"N00001077",131,40,56,15,17,3
"N00001078",138,82,33,22,1,0
"N00001079",369,137,79,90,43,20
"N00001080",149,94,17,26,10,2
"N00001081",168,88,46,24,8,2
"N00001082",180,88,37,36,11,8
"N00001083",162,110,18,14,16,4
"N00001084",177,72,34,46,22,3
"N00001085",438,245,83,79,23,8
"N00001086",131,105,11,7,6,2
"N00001087",107,64,21,15,4,3
"N00001088",107,79,16,7,5,0
"N00001089",136,65,44,19,5,3
"N00001090",106,42,37,24,3,0
"N00001091",130,104,14,7,2,3
"N00001092",146,80,28,23,14,1
"N00001093",232,56,71,72,21,12
"N00001094",117,27,44,34,9,3
"N00001095",145,66,42,21,11,5
"N00001096",128,97,17,5,5,4
"N00001097",121,76,21,16,6,2
"N00001098",135,79,16,14,20,6
"N00001099",125,78,32,12,3,0
"N00001100",114,82,21,6,3,2
"N00001101",120,67,33,16,4,0
"N00001102",265,95,94,54,14,8
"N00001103",100,30,41,17,7,5
"N00001104",130,74,30,21,3,2
"N00001105",129,57,40,20,9,3
"N00001106",129,40,36,35,13,5
"N00001107",142,26,49,38,20,9
"N00001108",104,26,38,31,8,1
"N00001109",145,35,37,42,18,13
"N00001110",146,49,35,42,15,5
"N00001111",277,58,82,93,32,12
"N00001112",130,21,48,39,12,10
"N00001113",600,115,163,173,101,48
"N00001114",134,48,42,24,11,9
"N00001115",108,48,28,21,9,2
"N00001116",228,63,59,65,23,18
"N00001117",367,90,137,99,31,10
"N00001118",121,37,51,26,6,1
"N00001119",98,15,38,28,11,6
"N00001120",122,24,42,37,15,4
"N00001121",124,25,57,29,11,2
"N00001122",124,8,57,42,13,4
"N00001123",105,27,46,25,6,1
"N00001124",245,72,84,60,25,4
"N00001125",169,38,55,49,20,7
"N00001126",115,37,34,27,17,0
"N00001127",315,70,112,94,32,7
"N00001128",129,33,53,31,6,6
"N00001129",205,47,69,63,17,9
"N00001130",88,15,34,28,8,3
"N00001131",510,29,107,193,120,61
"N00001132",125,34,46,31,13,1
"N00001133",316,91,113,78,27,7
"N00001134",109,35,49,20,4,1
"N00001135",94,20,41,24,8,1
"N00001136",151,24,54,52,12,9
"N00001137",135,28,57,34,11,5
"N00001138",114,20,52,35,5,2
"N00001139",210,104,51,37,11,7
"N00001140",137,40,51,31,10,5
"N00001141",92,46,24,15,6,1
"N00001142",109,27,43,30,7,2
"N00001143",60,19,26,11,2,2
"N00001144",109,30,42,19,7,11
"N00001145",137,19,51,50,11,6
"N00001146",133,24,60,36,9,4
"N00001147",127,50,34,29,5,9
"N00001148",112,24,35,30,18,5
"N00001149",130,26,47,37,15,5
"N00001150",123,22,32,33,24,12
"N00001151",154,45,45,44,14,6
"N00001152",148,36,43,36,23,10
"N00001153",136,27,49,39,10,11
"N00001154",114,17,45,39,6,7
"N00001155",324,26,83,114,79,22
"N00001156",624,115,184,204,72,49
"N00001157",113,70,22,13,1,7
"N00001158",112,74,24,7,6,1
"N00001159",136,80,28,20,7,1
"N00001160",171,47,46,52,19,7
"N00001161",117,42,38,19,15,3
"N00001162",84,65,8,8,2,1
"N00001163",185,33,37,68,42,5
"N00001164",120,59,29,24,4,4
"N00001165",129,75,30,14,9,1
"N00001166",255,127,69,39,13,7
"N00001167",125,87,23,7,6,2
"N00001168",126,35,40,22,19,10
"N00001169",119,79,22,6,6,6
"N00001170",128,74,25,19,4,6
"N00001171",179,48,59,52,14,6
"N00001172",109,64,30,7,7,1
"N00001173",109,68,27,13,1,0
"N00001174",117,103,8,5,0,1
"N00001175",113,98,8,3,1,3
"N00001176",111,86,21,3,1,0
"N00001177",116,68,29,11,6,2
"N00001178",146,109,25,8,4,0
"N00001179",112,90,15,4,2,1
"N00001180",97,25,35,27,9,1
"N00001181",112,65,15,23,7,2
"N00001182",112,96,12,2,0,2
"N00001183",202,109,47,30,15,1
"N00001184",112,83,19,7,3,0
"N00001185",130,91,21,14,3,1
"N00001186",110,69,29,7,3,2
"N00001187",122,96,19,5,2,0
"N00001188",356,187,95,50,19,5
"N00001189",116,89,15,11,0,1
"N00001190",140,54,50,25,8,3
"N00001191",120,44,49,14,10,3
"N00001192",118,56,37,17,4,4
"N00001193",117,26,52,23,12,4
"N00001194",116,51,36,19,9,1
"N00001195",95,20,38,16,15,6
"N00001196",146,79,38,25,3,1
"N00001197",129,25,51,36,12,5
"N00001198",140,103,19,12,4,2
"N00001199",101,34,41,20,2,4
"N00001200",139,99,14,17,5,4
"N00001201",112,87,14,8,2,1
"N00001202",116,31,34,28,17,6
"N00001203",120,54,32,26,6,2
"N00001204",393,161,88,95,39,10
"N00001205",239,101,69,50,13,6
"N00001206",102,31,29,28,8,6
"N00001207",125,72,29,14,7,3
"N00001208",121,66,23,20,4,8
"N00001209",114,44,30,29,7,4
"N00001210",126,57,35,24,7,3
"N00001211",128,60,25,29,7,7
"N00001212",127,48,42,21,13,3
"N00001213",130,29,47,33,8,13
"N00001214",116,43,36,27,8,2
"N00001215",104,46,20,20,12,6
"N00001216",133,47,48,23,7,8
"N00001217",160,60,34,43,18,5
"N00001218",104,68,19,13,4,0
"N00001219",136,41,44,35,12,4
"N00001220",110,42,36,17,12,3
"N00001221",124,40,36,39,7,2
"N00001222",88,25,35,21,4,3
"N00001223",126,54,34,23,13,2
"N00001224",124,55,45,21,2,1
"N00001225",127,38,56,25,6,2
"N00001226",116,44,48,20,4,0
"N00001227",110,37,34,28,10,1
"N00001228",89,27,37,16,6,3
"N00001229",119,60,25,20,12,2
"N00001230",121,70,28,14,7,2
"N00001231",130,60,29,20,13,8
"N00001232",99,69,13,10,3,4
"N00001233",122,52,41,18,4,7
"N00001234",136,43,35,30,23,5
"N00001235",353,124,81,92,30,26
"N00001236",131,48,25,36,15,7
"N00001237",123,42,34,35,8,4
"N00001238",110,51,21,22,9,7
"N00001239",117,74,22,13,6,2
"N00001240",500,103,159,149,68,21
"N00001241",133,46,40,23,15,9
"N00001242",122,50,36,22,8,6
"N00001243",123,53,28,26,10,6
"N00001244",133,38,39,36,13,7
"N00001245",135,45,40,31,11,8
"N00001246",261,124,67,42,25,3
"N00001247",115,44,41,22,6,2
"N00001248",146,89,37,13,4,3
"N00001249",152,102,33,11,5,1
"N00001250",165,96,41,17,9,2
"N00001251",122,53,33,25,9,2
"N00001252",131,78,37,13,2,1
"N00001253",115,38,46,20,9,2
"N00001254",113,78,14,15,2,4
"N00001255",123,64,38,18,2,1
"N00001256",108,83,14,10,1,0
"N00001257",110,26,53,27,4,0
"N00001258",118,23,47,39,7,2
"N00001259",129,46,38,33,10,2
"N00001260",136,20,52,40,12,12
"N00001261",116,31,45,34,5,1
"N00001262",165,79,53,21,9,3
"N00001263",138,62,33,29,13,1
"N00001264",88,17,28,34,4,5
"N00001265",461,40,110,196,81,34
"N00001266",90,11,35,34,9,1
"N00001267",152,40,66,33,10,3
"N00001268",154,16,74,48,10,6
"N00001269",271,126,65,44,26,10
"N00001270",154,53,48,37,12,4
"N00001271",696,248,203,162,64,19
"N00001272",118,77,25,10,3,3
"N00001273",108,54,33,14,4,3
"N00001274",122,38,47,30,5,2
"N00001275",107,34,48,20,5,0
"N00001276",91,29,31,25,6,0
"N00001277",108,92,11,2,3,0
"N00001278",120,89,22,5,2,2
"N00001279",98,37,33,22,5,1
"N00001280",117,33,42,36,5,1
"N00001281",132,90,5,31,5,1
"N00001282",148,75,42,21,8,2
"N00001283",129,103,21,4,1,0
"N00001284",147,86,36,18,6,1
"N00001285",139,112,19,5,2,1
"N00001286",141,94,28,15,3,1
"N00001287",124,92,23,8,1,0
"N00001288",117,73,22,18,4,0
"N00001289",120,76,27,13,2,2
"N00001290",123,89,23,7,3,1
"N00001291",118,48,28,23,18,1
"N00001292",300,158,73,44,19,6
"N00001293",128,79,25,16,6,2
"N00001294",128,76,30,16,4,2
"N00001295",119,68,26,12,11,2
"N00001296",122,52,39,22,6,3
"N00001297",130,62,23,32,11,2
"N00001298",162,55,64,29,11,3
"N00001299",135,59,31,36,8,1
"N00001300",119,85,22,11,1,0
"N00001301",132,90,20,14,6,2
"N00001302",257,45,78,68,37,29
"N00001303",133,52,28,38,13,2
"N00001304",125,79,24,12,9,1
"N00001305",119,71,24,15,7,2
"N00001306",106,31,34,29,9,3
"N00001307",130,30,30,45,16,9
"N00001308",210,106,34,42,24,4
"N00001309",153,45,52,42,7,7
"N00001310",335,155,83,65,20,12
"N00001311",120,28,29,42,12,9
"N00001312",244,71,78,63,22,10
"N00001313",195,35,102,45,8,5
"N00001314",142,54,44,30,9,5
"N00001315",114,55,33,21,2,3
"N00001316",194,59,65,55,11,4
"N00001317",115,57,33,18,6,1
"N00001318",133,59,45,20,7,2
"N00001319",118,85,19,13,0,1
"N00001320",101,69,19,9,3,1
"N00001321",108,68,28,7,5,0
"N00001322",133,61,35,27,7,3
"N00001323",121,65,37,14,4,1
"N00001324",113,81,17,9,5,1
"N00001325",491,327,56,61,37,10
"N00001326",125,119,1,3,1,1
"N00001327",121,109,5,5,0,2
"N00001328",378,273,43,41,17,4
"N00001329",116,74,28,7,7,0
"N00001330",124,105,11,8,0,0
"N00001331",116,80,18,6,10,2
"N00001332",103,32,34,25,9,3
"N00001333",131,111,10,6,3,1
"N00001334",140,77,32,24,4,3
"N00001335",121,34,38,30,17,2
"N00001336",108,94,7,4,2,1
"N00001337",121,97,8,11,4,1
"N00001338",125,69,33,19,3,1
"N00001339",147,54,54,30,5,4
"N00001340",378,134,135,87,18,4
"N00001341",110,60,28,17,3,2
"N00001342",126,93,23,8,2,0
"N00001343",104,74,16,8,6,0
"N00001344",117,88,17,11,1,0
"N00001345",96,76,13,5,2,0
"N00001346",341,241,47,37,12,4
"N00001347",208,80,42,52,28,6
"N00001348",128,83,22,16,7,0
"N00001349",119,64,30,20,3,2
"N00001350",413,94,151,111,40,17
"N00001351",173,43,57,51,12,10
"N00001352",137,25,36,38,27,11
"N00001353",144,23,39,52,20,10
"N00001354",397,77,181,87,30,22
"N00001355",124,24,33,44,20,3
"N00001356",112,32,33,30,13,4
"N00001357",98,12,34,34,17,1
"N00001358",163,34,65,38,17,9
"N00001359",120,28,44,29,11,8
"N00001360",116,29,39,26,18,4
"N00001361",113,29,35,26,18,5
"N00001362",134,25,32,51,18,8
"N00001363",119,74,31,13,1,0
"N00001364",251,126,58,38,24,5
"N00001365",174,93,35,31,13,2
"N00001366",119,88,22,9,0,0
"N00001367",164,73,56,20,11,4
"N00001368",126,93,28,3,1,1
"N00001369",165,115,24,19,7,0
"N00001370",187,113,25,43,6,0
"N00001371",111,73,24,10,4,0
"N00001372",247,192,39,11,5,0
"N00001373",114,77,30,5,1,1
"N00001374",112,82,23,4,3,0
"N00001375",165,90,49,17,6,3
"N00001376",96,41,40,11,2,2
"N00001377",115,79,28,4,3,1
"N00001378",106,77,16,11,2,0
"N00001379",110,51,34,19,4,2
"N00001380",133,96,11,17,6,3
"N00001381",182,79,35,47,16,5
"N00001382",115,96,12,3,2,2
"N00001383",100,87,8,5,0,0
"N00001384",117,92,16,7,1,1
"N00001385",132,110,14,6,1,1
"N00001386",262,126,85,39,9,3
"N00001387",130,55,50,16,7,2
"N00001388",115,48,39,24,3,1
"N00001389",98,42,33,19,3,1
"N00001390",107,87,16,2,1,1
"N00001391",107,86,17,2,2,0
"N00001392",132,49,50,25,6,2
"N00001393",142,70,45,19,7,1
"N00001394",122,84,27,6,4,1
"N00001395",123,79,28,9,6,1
"N00001396",320,56,82,113,59,10
"N00001397",119,37,51,24,6,1
"N00001398",131,69,34,22,4,2
"N00001399",363,241,55,44,18,5
"N00001400",137,116,13,5,2,1
"N00001401",442,118,121,106,85,12
"N00001402",292,169,53,43,20,7
"N00001403",135,103,16,14,2,0
"N00001404",295,123,53,76,32,11
"N00001405",114,49,35,22,7,1
"N00001406",112,43,46,18,5,0
"N00001407",121,42,24,32,22,1
"N00001408",211,123,41,31,12,4
"N00001409",111,84,16,11,0,0
"N00001410",125,96,23,6,0,0
"N00001411",123,88,21,8,5,1
"N00001412",102,23,20,51,6,2
"N00001413",120,77,23,16,2,2
"N00001414",112,88,12,9,2,1
"N00001415",115,31,27,30,12,15
"N00001416",472,48,92,168,125,39
"N00001417",148,20,48,58,12,10
"N00001418",321,56,64,96,78,27
"N00001419",116,23,30,32,16,15
"N00001420",132,33,49,31,13,6
"N00001421",708,60,222,211,154,61
"N00001422",115,16,31,57,7,4
"N00001423",209,35,62,77,20,15
"N00001424",114,21,57,26,7,3
"N00001425",124,29,51,29,12,3
"N00001426",118,14,50,39,8,7
"N00001427",123,22,57,29,12,3
"N00001428",128,33,47,31,11,6
"N00001429",544,61,197,159,93,34
"N00001430",129,22,41,48,12,6
"N00001431",136,53,43,27,9,4
"N00001432",138,30,69,28,6,5
"N00001433",136,41,58,30,6,1
"N00001434",134,37,38,45,10,4
"N00001435",128,16,43,46,19,4
"N00001436",130,19,52,37,13,9
"N00001437",96,31,28,15,17,5
"N00001438",139,32,55,34,13,5
"N00001439",163,17,78,47,16,5
"N00001440",141,42,49,37,11,2
"N00001441",135,34,45,32,13,11
"N00001442",115,46,37,22,8,2
"N00001443",115,23,47,27,15,3
"N00001444",155,28,53,58,12,4
"N00001445",152,121,15,13,1,2
"N00001446",132,118,10,3,1,0
"N00001447",124,107,12,5,0,0
"N00001448",133,121,7,4,1,0
"N00001449",130,95,28,5,2,0
"N00001450",118,106,8,4,0,0
"N00001451",114,70,19,21,1,3
"N00001452",124,105,15,4,0,0
"N00001453",134,124,5,2,2,1
"N00001454",117,108,6,1,2,0
"N00001455",107,74,18,12,0,3
"N00001456",141,99,19,16,6,1
"N00001457",125,109,12,3,0,1
"N00001458",130,61,49,14,5,1
"N00001459",129,96,21,9,3,0
"N00001460",263,173,61,17,11,1
"N00001461",127,106,12,7,1,1
"N00001462",137,107,23,4,3,0
"N00001463",138,112,10,8,6,2
"N00001464",128,108,6,10,2,2
"N00001465",159,121,23,10,5,0
"N00001466",105,43,18,28,12,4
"N00001467",104,75,22,3,4,0
"N00001468",111,36,28,19,22,6
"N00001469",114,37,30,31,14,2
"N00001470",134,30,27,37,32,8
"N00001471",143,40,25,40,31,7
"N00001472",238,178,34,17,6,3
"N00001473",209,70,52,61,19,7
"N00001474",113,95,13,4,1,0
"N00001475",141,71,32,25,12,1
"N00001476",128,96,17,8,5,2
"N00001477",113,90,11,6,4,2
"N00001478",132,96,29,4,3,0
"N00001479",132,107,16,5,3,1
"N00001480",240,57,67,94,18,4
"N00001481",105,34,32,31,5,3
"N00001482",139,59,46,28,6,0
"N00001483",124,58,41,16,9,0
"N00001484",112,37,42,29,4,0
"N00001485",130,61,47,12,10,0
"N00001486",127,85,21,16,4,1
"N00001487",138,72,44,15,6,1
"N00001488",117,59,38,13,6,1
"N00001489",121,74,26,17,4,0
"N00001490",101,55,32,10,4,0
"N00001491",140,47,16,47,28,2
"N00001492",115,28,51,28,7,1
"N00001493",121,62,40,15,2,2
"N00001494",96,37,39,13,4,3
"N00001495",134,50,42,27,8,7
"N00001496",150,27,72,39,8,4
"N00001497",106,60,33,8,3,2
"N00001498",198,26,65,56,32,19
"N00001499",144,53,38,32,15,6
"N00001500",147,32,26,53,26,10
"N00001501",274,30,138,71,26,9
"N00001502",196,73,65,39,12,7
"N00001503",113,28,42,30,10,3
"N00001504",106,26,37,32,7,4
"N00001505",212,27,54,74,38,19
"N00001506",128,23,57,34,12,2
"N00001507",115,29,47,24,6,9
"N00001508",207,40,59,67,31,10
"N00001509",201,39,92,49,14,7
"N00001510",122,27,57,33,5,0
"N00001511",281,48,110,76,34,13
"N00001512",137,50,33,45,7,2
"N00001513",124,22,57,33,10,2
"N00001514",109,56,35,15,3,0
"N00001515",131,123,3,2,1,2
"N00001516",127,120,5,2,0,0
"N00001517",153,116,21,11,3,2
"N00001518",174,134,20,15,3,2
"N00001519",134,63,36,19,14,2
"N00001520",114,25,29,43,8,9
"N00001521",106,22,35,41,7,1
"N00001522",115,70,24,15,2,4
"N00001523",106,25,28,41,11,1
"N00001524",111,24,33,35,16,3
"N00001525",100,51,28,12,7,2
"N00001526",112,41,31,33,6,1
"N00001527",115,48,43,16,5,3
"N00001528",123,72,36,13,2,0
"N00001529",134,62,33,29,7,3
"N00001530",165,124,32,1,4,4
"N00001531",112,27,36,29,10,10
"N00001532",148,61,46,30,10,1
"N00001533",271,92,78,64,24,13
"N00001534",132,49,35,29,14,5
"N00001535",148,17,43,56,23,9
"N00001536",126,44,18,44,14,6
"N00001537",128,35,40,33,14,6
"N00001538",128,58,34,22,13,1
"N00001539",116,31,33,22,19,11
"N00001540",136,37,40,39,12,8
"N00001541",118,26,20,43,17,12
"N00001542",121,47,30,24,17,3
"N00001543",133,50,32,27,16,8
